background_names,foreground_names,palettes_names,input_names,input_entropy_mean,input_std_dev_mean,background_entropy,background_stddev,background_num_options,foreground_entropy,foreground_stddev,foreground_num_options,palettes_entropy,palettes_stddev,palettes_num_options,output_entropy_mean,output_stddev,output_num_options,score,
"['geometric math', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl twist', 'kaleidoscope', 'electronic', 'paint colorful', 'rainbow stripes', 'dots', 'round shapes', 'snow fall', 'words song', 'galaxy space', 'bright cheery', 'spiral swirl', 'squares grid', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone swirl', 'romantic hearts', 'party celebrate', 'diamond geometric math', 'sparkly star', 'happy grin', 'geometric grid', 'jack-o-lantern autumn', 'candy', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'sad tears', 'black-and-white', 'hot fire', 'ice cream sweet summer']",0.957,0.044,0.940046878,143.0129309,28,0.944703045,261.373023,15,0.969038624,167.4184613,18,0.951,190.601,61,0.076,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl twist', 'kaleidoscope', 'electronic', 'colorful splatter', 'rainbow stripes', 'dots', 'round shapes', 'snow fall', 'words song music', 'galaxy space', 'bright', 'spiral swirl', 'grid', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'colored hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['cyclone swirl', 'romantic hearts', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'globe grid round geometric', 'jack-o-lantern autumn', 'candy sweeet', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'green plant springtime', 'black-and-white', 'hot fire', 'ice cream sweet summer']",0.957,0.044,0.930478102,160.5497099,29,0.945957578,255.7504364,15,0.947084069,190.9232417,20,0.941,202.408,64,0.069,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl twist', 'kaleidoscope', 'electronic', 'colorful splatter', 'rainbow stripes', 'dots', 'round shapes', 'snow fall', 'words song music', 'galaxy space', 'bright', 'spiral swirl', 'grid', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny', 'romantic hearts', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'globe grid round geometric', 'jack-o-lantern autumn', 'cyclone swirl', 'sunglasses cool', 'waves water', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party', 'savoring food hungry', 'flower', 'music notes sound', 'sun warm', 'rocket space', 'green plant springtime', 'black-and-white', 'hot fire', 'ice cream sweet summer']",0.957,0.044,0.941605489,147.184998,29,0.950464881,237.9782903,16,0.943149392,198.3258881,20,0.945,194.496,65,0.07,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers', 'light grid', 'stars', 'groovy shapes', 'swirl twist', 'kaleidoscope', 'electronic', 'colorful splatter', 'rainbow stripes', 'dots', 'round shapes', 'snow fall', 'words song music', 'galaxy space', 'bright', 'spiral swirl', 'grid', 'squiggles', 'starburst', 'twinkle', 'music wave', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset purple', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'globe grid round geometric', 'jack-o-lantern autumn', 'cyclone swirl icy blue', 'sunglasses cool', 'waves water ocean icy', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party grid', 'savoring food hungry', 'flower springtime', 'music notes sound', 'sun warm', 'rocket space', 'green plant springtime', 'black-and-white', 'hot fire', 'ice cream sweet summer fruit']",0.957,0.045,0.920802985,172.3053625,29,0.918209631,278.7832676,17,0.959706188,177.0518806,20,0.933,209.38,66,0.067,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers springtime', 'light grid', 'stars', 'groovy shapes', 'swirl twist', 'kaleidoscope', 'electronic', 'colorful splatter', 'rainbow stripes', 'dots circle', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geomteric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset warm cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'globe grid round geometric', 'jack-o-lantern autumn groovy', 'cyclone swirl icy blue', 'sunglasses cool', 'waves water ocean icy', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party grid', 'savoring food hungry', 'flower springtime', 'music notes sound', 'sun warm', 'rocket space', 'green plant springtime', 'black-and-white', 'hot fire', 'ice cream sweet summer fruit']",0.957,0.045,0.919970091,193.7308994,28,0.923997214,278.862619,17,0.936518518,199.6290488,21,0.927,224.074,66,0.063,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers warm', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'colorful splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geomteric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset warm cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'globe grid round geometric', 'jack-o-lantern autumn groovy', 'cyclone swirl icy blue', 'sunglasses cool', 'waves water ocean icy', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party grid', 'savoring food hungry', 'flower springtime', 'music notes sound', 'sun warm', 'rocket space', 'green plant springtime', 'black-and-white', 'hot fire', 'ice cream sweet summer fruit']",0.957,0.045,0.918800817,193.8006949,29,0.923997214,278.862619,17,0.951655599,183.0883861,21,0.931,218.584,67,0.063,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'colorful splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'faces', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy face', 'spotlight', 'stage lights', 'stars', 'taco food hungry', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'globe grid round geometric', 'jack-o-lantern autumn groovy', 'cyclone swirl icy blue', 'sunglasses cool', 'waves water ocean icy', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party grid', 'savoring food hungry', 'flower springtime', 'music notes sound', 'sun warm', 'rocket space', 'green plant springtime', 'black-and-white', 'hot fire', 'ice cream sweet summer fruit']",0.957,0.045,0.943061282,149.1540266,29,0.923997214,278.862619,17,0.956304873,175.3118853,21,0.941,201.11,67,0.068,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky pastel sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'globe grid round geometric', 'jack-o-lantern autumn', 'cyclone swirl icy blue', 'sunglasses cool', 'waves water ocean icy', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party grid', 'art paint palette', 'flower springtime', 'music notes sound', 'sun warm', 'rocket space', 'green plant springtime', 'taco', 'hot fire', 'ice cream sweet summer fruit']",0.957,0.045,0.951101638,133.021999,29,0.933630284,261.3347667,17,0.943520196,196.0993553,21,0.943,196.819,67,0.069,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'globe grid round geometric', 'jack-o-lantern autumn', 'cyclone swirl icy blue', 'soccer ball sports round', 'waves water ocean icy', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party grid', 'art paint palette', 'flower springtime', 'music notes sound', 'sun warm', 'rocket space', 'green plant springtime', 'taco', 'hot fire', 'ice cream sweet summer fruit']",0.935,0.043,0.951503129,134.6604012,29,0.932827245,261.6696109,17,0.932827245,261.6696109,17,0.939,219.333,63,0.062,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'globe grid round geometric', 'jack-o-lantern autumn', 'cyclone swirl icy blue', 'soccer ball black-and-white', 'waves water ocean icy', 'stars light', 'prism', 'electronic', 'wavy ripple', 'disco ball party grid', 'art paint palette', 'flower springtime', 'music notes sound', 'sun warm', 'rocket space', 'green plant springtime', 'taco', 'hot fire', 'ice cream sweet summer fruit']",0.957,0.045,0.953177438,129.8171602,29,0.929781872,269.8300118,17,0.965019061,156.3600241,21,0.949,185.336,67,0.073,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'crown geometric grid round gems', 'ghost autumn spooky', 'cyclone swirl icy blue', 'soccer ball black-and-white geometric', 'waves water ocean', 'stars light', 'prism', 'electronic', 'wavy ripple hypnotic turbulent chaotic', 'disco ball party grid', 'art paint palette', 'flower springtime', 'music notes sound', 'icy winter cold', 'rocket space', 'green plant springtime', 'savory hungry food', 'hot fire sun', 'ice cream sweet summer fruit']",0.957,0.045,0.956327165,124.6022045,29,0.941093793,248.8116462,17,0.958964467,171.6798099,21,0.952,181.698,67,0.074,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'crown geometric grid round gems', 'ghost autumn spooky', 'cyclone swirl icy blue', 'soccer ball black-and-white geometric', 'waves water ocean', 'stars light', 'prism', 'electronic', 'wavy ripple hypnotic turbulent chaotic', 'disco ball party grid', 'art paint palette', 'flower springtime', 'music notes sound', 'icy winter cold', 'rocket space', 'green plant springtime', 'savory hungry food', 'hot fire sun', 'ice cream sweet summer fruit']",0.957,0.045,0.956327165,124.6022045,29,0.941093793,248.8116462,17,0.958964467,171.6798099,21,0.952,181.698,67,0.074,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spotlight', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'crown geometric grid round gems', 'ghost autumn spooky', 'cyclone swirl icy blue', 'soccer ball black-and-white geometric', 'waves water ocean', 'stars light', 'prism', 'electronic', 'wavy ripple hypnotic turbulent chaotic', 'disco ball party grid', 'art paint palette', 'flower springtime', 'music notes sound', 'icy winter cold', 'rocket space', 'green plant springtime', 'savory hungry food', 'hot fire sun', 'ice cream sweet summer fruit']",0.957,0.045,0.956327165,124.6022045,29,0.941093793,248.8116462,17,0.958964467,171.6798099,21,0.952,181.698,67,0.074,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'crown geometric grid round gems', 'ghost autumn spooky', 'cyclone swirl icy blue', 'soccer ball black-and-white geometric', 'waves water ocean', 'stars light', 'prism', 'electronic', 'wavy ripple hypnotic turbulent chaotic', 'disco ball party grid', 'art paint palette', 'flower springtime', 'music notes sound', 'icy winter cold', 'rocket space', 'green plant springtime', 'savory hungry food', 'hot fire sun', 'ice cream sweet summer fruit']",0.957,0.045,0.956327165,124.6022045,29,0.927033359,267.0673797,17,0.958964467,171.6798099,21,0.947,187.783,67,0.072,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'crown geometric grid round gems', 'ghost autumn spooky', 'cyclone swirl icy blue', 'soccer ball black-and-white geometric', 'waves water ocean', 'stars light', 'prism', 'electronic', 'wavy ripple hypnotic turbulent chaotic', 'disco ball party grid', 'art paint palette', 'flower springtime', 'music notes sound', 'icy winter cold', 'rocket space', 'green plant springtime', 'savory hungry food', 'hot fire sun', 'ice cream sweet summer fruit']",0.957,0.045,0.956327165,124.6022045,29,0.927033359,267.0673797,17,0.958964467,171.6798099,21,0.947,187.783,67,0.072,
"['geometric shapes', 'flower petals', 'round circle geometric', 'clouds', 'simple', 'diamonds', 'disco', 'explosion celebration', 'flowers plants', 'light grid', 'stars', 'groovy', 'swirl twist', 'kaleidoscope', 'electronic', 'paint splatter', 'rainbow stripes', 'dots geometric pattern', 'round shapes geometric', 'snow', 'words song music', 'galaxy space', 'bright', 'spiral twisty', 'grid geometric', 'squiggles', 'starburst', 'twinkle', 'music wave geometric', 'entropy', 'deviation']","['bubbles', 'hearts', 'party confetti', 'happy silly faces emojis', 'red hearts', 'music notes sound', 'rainbow lines', 'pineapple sweet food', 'pizza food', 'poop stinky', 'rain water', 'happy', 'happy emojis faces', 'spot light focus', 'stage lights', 'stars', 'taco food', 'entropy', 'deviation']","['fall leaves', 'black and white', 'cool', 'electronic', 'grayscale', 'ice cream pastel', 'rainbow pastel', 'neon', 'ocean water', 'rainbow stripes', 'roses romantic warm', 'sky sunrise', 'spring green plants', 'summer flower', 'sunrise', 'sunset cozy', 'sweet candy', 'fire warm', 'groovy', 'warm hot red orange', 'winter icy blue', 'entropy', 'deviation']","['poopy funny stinky', 'romantic hearts cozy warm', 'party celebrate', 'diamond gem stone geometric', 'sparkly star', 'happy grin', 'crown geometric grid round gems', 'ghost autumn spooky', 'cyclone swirl icy blue', 'soccer ball black-and-white geometric', 'waves water ocean', 'stars light', 'prism', 'electronic', 'wavy ripple hypnotic turbulent chaotic', 'disco ball party grid', 'art paint palette', 'flower springtime', 'music notes sound', 'icy winter cold', 'rocket space', 'green plant springtime', 'savory hungry food', 'hot fire sun', 'ice cream sweet summer fruit']",0.957,0.045,0.956327165,124.6022045,29,0.939028909,251.7054038,17,0.958964467,171.6798099,21,0.951,182.662,67,0.074,
