name_s,url_s
Bloons Trigonometry Defense,http://make.gamefroot.com/partners/ninja-kiwi
Eco Warriors #Trashtag,https://make.gamefroot.com/learn/eco-warriors
Coding Bacteria with Gamefroot,https://make.gamefroot.com/tutorials/Coding-Salmonella-Bacteria-Hour-of-Code-2021
Learn Variables. Code your own Clicker Game.,https://make.gamefroot.com/tutorials/Hour-of-Code-Clicker-Game
Mihi Maker,http://make.gamefroot.com/activity/mihi-maker
"Create ""Monster Maze"" with GameSalad",https://gamesalad.com/education/hour-of-code/
Build a Space Rocks game with GameSalad,https://gamesalad.com/education/hour-of-code/
Build a Superhero,https://g.co/csfirst/hoc2022-hero
Blockly Games Offline,https://github.com/google/blockly-games/wiki/Offline
Discover AI in Daily Life,https://applieddigitalskills.withgoogle.com/c/middle-and-high-school/en/discover-ai-in-daily-life/overview.html?utm_source=partners&utm_medium=website&utm_campaign=20231106-HOC2023-AI--hsms-ins-&src=partners-website-20231106-HOC2023-AI--hsms-ins-
Filter a Photo,https://learn.grasshopper.app/project/hour-of-code-image-filters
CS First Unplugged,https://csfirst.withgoogle.com/c/cs-first/en/cs-first-unplugged/cs-first-unplugged/introduction-to-cs-first-unplugged.html
Dialogue,https://csfirst.withgoogle.com/c/cs-first/en/dialogue/dialogue/introduction-to-dialogue.html
An Unusual Discovery,https://csfirst.withgoogle.com/c/cs-first/en/an-unusual-discovery/an-unusual-discovery/an-unusual-discovery.html
Design Your Name,https://g.co/csfirst/hoc2022-name
CS First,http://www.cs-first.com/content/hour-code-students
Make a Duck Piano,https://gpblocks.org/hourOfCode2018/duckPiano/
Make Your Own Paint Editor,http://gpblocks.org/hourOfCode2017a
Make an Interactive Color Circle,http://gpblocks.org/hourOfCode2017c
Build a Catapult,http://gpblocks.org/hourOfCode2017b
Make a Sound Recorder,https://gpblocks.org/hourOfCode2018/soundRecorder/
Cyber Live,https://groklearning.com/hoc/activity/hoc-cyber-live/
Flags of the World (Python Turtle),https://groklearning.com/hoc-2016/activity/flags/
Python + Biology: Build an animal classifier!,https://groklearning.com/hoc/activity/animal-classifier/
Image Magic with Python,https://groklearning.com/hoc/activity/image-magic/
Is Eliza Human? (Python),https://groklearning.com/hoc-2016/activity/eliza/
Disease Epidemic,https://groklearning.com/hoc/activity/disease-epidemic/
Emoticon Madness,https://groklearning.com/hoc/activity/emoticon-madness/
Frozen Fractals (Blockly Turtle),https://groklearning.com/hoc-2016/activity/snowflake-blockly/
Frozen Fractals (Python Turtle),https://groklearning.com/hoc-2016/activity/snowflake/
Hydrangea Danger,https://groklearning.com/hoc/activity/hydrangea-danger/
Monster Maker!,https://groklearning.com/hoc/activity/monster-maker/
Virtual Pet (micro:bit Blockly),https://groklearning.com/hoc/activity/virtual-pet-blockly/
Virtual Pet (micro:bit MicroPython),https://groklearning.com/hoc/activity/virtual-pet/
Cyber Security: Defence Against the Dark Hats,https://groklearning.com/hoc/activity/cybersec/
Space (Blockly),https://groklearning.com/hoc/activity/space/
The Dark Tunnel,https://groklearning.com/hoc/activity/dark-tunnel/
Grok Learning,https://groklearning.com/hoc-2015/
Hedy: textual programming made easy!,https://www.hedy.org/hour-of-code#print_command
My First Computer,http://www.helloruby.com/play/2
Computer Science in 60 seconds,https://www.youtube.com/watch?v=EML7aXv4k6o&list=PLoA_OvcfZAjugkMVXtDf4P_Ewfm88kdrh
Hello Ruby: Love Letters for Computers,http://helloruby.com/loveletters
Build Subway Surfers with a Friend,https://www.youtube.com/watch?v=WjS7iXI1Jhs
Make a Fireworks App on iPad/iPhone,http://gethopscotch.com/hour-of-code/fireworks
Make Crossy Road on iPad/iPhone,http://gethopscotch.com/hour-of-code/crossy-road
Emoji Draw,http://gethopscotch.com/hour-of-code/2016/emoji-draw
Can You Escape? Build an Escape Room with Hopscotch,https://drive.google.com/file/d/1ny7aok4KxU8lhaoevrMYc-MpDPfeFYPP/view?usp=sharing
Hopscotch Game Design Workshop,http://gethopscotch.com/hour-of-code/2016/lesson-plans
Geometry Jumper,http://gethopscotch.com/hour-of-code/2016/geometry-jumper
Quiz Creator,https://www.gethopscotch.com/hour-of-code/quiz-creator
Telling stories: ELA + coding,http://gethopscotch.com/hour-of-code/stories
Hopscotch: Make Interactive Science Models on Your iPad/iPhone!,http://gethopscotch.com/hour-of-code/water-cycle
Intro to PHP: Create an Online Store from Scratch,https://htmlacademy.org/courses/intro-to-web-development/php?utm_source=hourofcode&utm_medium=ref&utm_campaign=hoc2020
Intro to JavaScript: from variables to your first program,https://htmlacademy.org/courses/intro-to-web-development/javascript?utm_source=hourofcode&utm_medium=ref&utm_campaign=hoc2020
Master the Web with Muffin the Cat,https://htmlacademy.org/courses/intro-to-web-development/html-and-css?utm_source=hourofcode&utm_medium=ref&utm_campaign=hoc2020
CSS Animations: Travel Through Time,https://css-animations.io/
Build a Flappy Birds clone with hyperPad,https://hyperpad.zendesk.com/hc/en-us/articles/360014091132-How-to-Make-Tappy-Plane-Flappy-Birds-Clone-
Create a Smarter Enemy AI in hyperPad,https://hyperpad.zendesk.com/hc/en-us/articles/360029968391-How-to-Create-Artificial-Intelligence-for-an-Enemy-Slime
Making a Pong Game in hyperPad,https://hyperpad.zendesk.com/hc/en-us/articles/360030511472-How-to-Make-a-Pong-Game-hyperPong
IBM Hour of Z,https://ibm.biz/IBM-HOZ
iMake Algorithms,http://www.icompute-uk.com/hoc-2018-3
appy Tappin',http://www.icompute-uk.com/hoc-2018-1
iAnimate,http://www.icompute-uk.com/hoc-2017-5
iCipher,http://www.icompute-uk.com/hoc-2018-2
A Byte of iCompute: Unplugged,https://www.icompute-uk.com/hoc-2020-1/index.html
iHide Eggs,https://www.icompute-uk.com/hoc-2019-2/
Fireworks Display: Created with Code,https://www.icompute-uk.com/hoc-2021/
Learn Coding with iCompute,https://www.icompute-uk.com/home-learning.html
iControl,http://www.icompute-uk.com/hoc-2016-3
Ice Cream Dodge,https://www.icompute-uk.com/hoc-2019-3/
iDo WeDo,http://www.icompute-uk.com/hoc-2017-2
iFly,http://www.icompute-uk.com/hoc-2017-1
iGuess Beasts: QR Code Activity,http://www.icompute-uk.com/hoc-2018-5
iJournalist,http://www.icompute-uk.com/hoc-2016-1
iKode Xmas,https://www.icompute-uk.com/hoc-2019-1/index.html
iLove Ada,http://www.icompute-uk.com/hoc-2017-6/index.html
iMathematician,http://www.icompute-uk.com/hoc-2016-2
iMorse - Cryptography with Morse Code & Sphero,http://www.icompute-uk.com/hoc-2018-4
iOrder,http://www.icompute-uk.com/hoc-2017-3
iSave Santa!,http://www.icompute-uk.com/hoc-2017-4
Micro:bit Cyber Pin Code Generator,https://icteach.com/2023/09/30/microbit-cyber-pin-code-generator/
Code your own pixel art!,https://imagilabs.com/pages/hour-of-code
Imagine it. Code it. Wear it.,https://imagilabs.com/pages/hour-of-code-x-imagilabs
Creative Coding in Python,https://imagilabs.com/pages/hour-of-code-x-imagilabs
Creating patterns with code,https://weavly.org/learn/activities/creating-patterns/
Drawing shapes with code,https://weavly.org/learn/activities/drawing-shapes/
intelino Mission: Field Trip,https://files.intelino.com/activities/challenges/intelino-field-trip.pdf
ABC Code with intelino,https://files.intelino.com/activities/challenges/intelino-abc-code.pdf
Driving the intelino AI Sign Train,https://files.intelino.com/activities/challenges/AI-sign-train-intelino.pdf
Smile to Drive intelino,https://files.intelino.com/activities/challenges/smile-to-drive-intelino.pdf
Guess the Code,https://edu.irobot.com/learning-library/coding-pictionary
Robot Feelings: The Kind Playground,https://edu.irobot.com/learning-library/robot-feelings-the-kind-playground
Robotics for K-2: Robot Parts,https://edu.irobot.com/learning-library/robotics-for-k2-robot-parts
Telephone Drawing,https://edu.irobot.com/learning-library/telephone-drawing
Seeing the Whole Picture: Coded Messages,https://edu.irobot.com/learning-library/seeing-the-whole-picture
Robot Pizza Party,https://experience.irobot.com/pizza-party
Robotics for K-2: Robot Shapes,https://edu.irobot.com/learning-library/robotics-for-k2-shapes
Simulator Code Break,https://edu.irobot.com/learning-library/simulator-code-break-packet
Robotics for K-2: Robot Tools,https://edu.irobot.com/learning-library/robotics-for-k2-tools
Traffic Bot: Code Your Own Traffic Signal,https://edu.irobot.com/learning-library/traffic-bot
iRobot Code Break with Root,https://experience.irobot.com/root-code-break-hour-of-code-2019
iRobot Code Break,https://experience.irobot.com/root-code-break-hour-of-code-2019
Kano Computing - Make Pong,http://pong.kano.me/
Kano Pixel Hack,http://art.kano.me/challenges/pixelhack/
Street Artist,https://world.kano.me/challenges/street-artist
Harry Potter: Learn to Code and Make Magic,https://hoc-2018.kano.me/
Art Playground,https://world.kano.me/challenges/strings
Khan Academy: Drawing with Code,https://www.khanacademy.org/computing/hour-of-code/hour-of-drawing-code/v/welcome-hour-of-code
Making Webpages,https://www.khanacademy.org/computing/hour-of-code/hour-of-html/v/making-webpages-intro
Khan Academy: Databases,https://www.khanacademy.org/computing/hour-of-code/hour-of-sql/v/welcome-to-sql
An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-es
An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-fr
An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-he
An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-pl
An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-pt
Simulating Dominos Using JavaScript,https://kidjs.app/hour-of-code
Teach an AI to Play Pong,https://kidjs.app/hour-of-ai
Sport + Code: Hockey,https://kidscodejeunesse.org/hour-of-code?utm_campaign=Hour%20of%20Code&utm_source=code.org&utm_medium=Web&utm_term=Hockey_2021
Sport + Code: Xtrail,https://kidscodejeunesse.org/hour-of-code?utm_campaign=Hour%20of%20Code&utm_source=code.org&utm_medium=Web&utm_term=XTrail_2021
The Health & Well-Being Challenge,https://kidscodejeunesse.org/hour-of-code
Sport + Code: Skiing,https://kidscodejeunesse.org/hour-of-code?utm_campaign=Hour%20of%20Code&utm_source=code.org&utm_medium=Web&utm_term=Skiing_2021
Our Heroines,https://kidscodejeunesse.org/hour-of-code
Let me introduce myself!,https://kidscodejeunesse.org/hour-of-code
#kids2030 Plastics Challenge,https://kidscodejeunesse.org/hour-of-code
Measure and Predict with KIBO Robot Bowling,http://kinderlabrobotics.com/hour-of-code-kibo-bowling/
Teach Your KIBO Robot to Dance!,http://kinderlabrobotics.com/hour-of-code-teach-your-kibo-robot-to-dance/
KIBO Craft and Build Drop Test,https://kinderlabrobotics.com/hour-of-code-kibo-craft-and-build-drop-test/
Expressing Happiness with KIBO,https://kinderlabrobotics.com/hour-of-code-expressing-happiness-with-kibo/
Let's Program Each Other,https://kinderlabrobotics.com/hour-of-code-lets-program-each-other/
KIBO Snowplow - Important Jobs in the Community,https://kinderlabrobotics.com/hour-of-code-the-kibo-snowplow/
Adding and Subtracting with KIBO,https://kinderlabrobotics.com/hour-of-code-adding-and-subtracting-with-kibo/
An Introduction to AI with KIBO,https://kinderlabrobotics.com/hour-of-code/hour-of-code-an-introduction-to-ai-with-kibo/
AI - Design a KIBO Mars Rover,https://kinderlabrobotics.com/hour-of-code/hour-of-code-ai-a-kibo-mars-rover/
KIBO the Playful Animal,https://kinderlabrobotics.com/hour-of-code-kibo-the-playful-animal/
Create Your Dream Car with KIBO,https://kinderlabrobotics.com/hour-of-code-create-your-dream-car-with-kibo/
KIBO the Singer,https://kinderlabrobotics.com/hour-of-code-kibo-singer/
Intro to Coding through Robotics (ft. Wonder Workshop),https://www.kodable.com/hour-of-code/beginner-robotics?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=beginner-robotics
Introduction to Programming,https://www.kodable.com/hour-of-code/self-guided?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=intro-programming
Coding Basics: Unplugged,https://www.kodable.com/hour-of-code/unplugged-coding?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=unplugged-coding
Writing and Coding: ELA Integration with Common Core Standards,https://www.kodable.com/hour-of-code/ela-intro-lesson?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=ela-intro-lesson
Advanced Programming Concepts,https://www.kodable.com/hour-of-code#advanced-lessons
Choose Your Own (Fuzzy) Adventure!,https://www.kodable.com/hour-of-code/ela-choose-adventure?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=ela-choose-adventure
"If Flash, Then Clap!",https://www.kodable.com/hour-of-code/science?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=science
Maze Maker Challenges,https://dashboard.kodable.com/#/kcurriculum/lesson/103/
Pizza Party!,https://dashboard.kodable.com/#/kcurriculum/lesson/90/
Pizza Party! (pre-reader),https://www.kodable.com/hour-of-code/pizza-party?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=pizza-party
Women in Tech,https://www.kodable.com/hour-of-code/women-in-tech?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=women-in-tech
fuzzFamily Fitness,http://resources.kodable.com/public/2nd_grade_hour_of_code_advanced_2016.pdf
fuzzFamily Frenzy,http://resources.kodable.com/public/third_grade_beginner_hour_of_code_2016.pdf
Kodable (pre-readers welcome),https://itunes.apple.com/us/app/kodable/id577673067?mt=8
fuzzFamily Frenzy,http://resources.kodable.com/fuzzFamilyFrenzy.pdf
fuzzFamily Fitness,http://resources.kodable.com/public/2nd_grade_hour_of_code_advanced_2016.pdf
fuzzFamily Frenzy,http://resources.kodable.com/public/third_grade_beginner_hour_of_code_2016.pdf
Mazyad's Adventures,http://enjazaty.net/HourOfCode/html/PaperMinecraft.html
Dash Joins a Dance Circle,https://milnel2.github.io/blocks4alliOS/danceCircle1.html
Dash Joins a Dance Circle (with Functions),https://milnel2.github.io/blocks4alliOS/danceCircle2.html
Codesters: Feed the Fish,https://www.codesters.com/curriculum/hour-of-code-2022/Feed+the+Fish/1/
Codesters: Basketball,https://www.codesters.com/curriculum/hour-of-code-2019/Basketball/
Codesters: Etch-a-Sketch,https://www.codesters.com/curriculum/hour-of-code-2022/etch-a-sketch/1/
Codesters: Fireworks!,https://www.codesters.com/curriculum/hour-of-code-2022/fireworks/1/
Codesters: Star Hedgehog,https://www.codesters.com/curriculum/hour-of-code-2022/star+hedgehog/1/
Codesters: Code Your Own PSA,https://www.codesters.com/curriculum/hour-of-code-2019/Create+a+PSA/
Codesters: Code & Graph micro:bit Data,https://www.codesters.com/curriculum/hour-of-code-2019/Micro+Data/
Code an Interactive eCard,https://www.codesters.com/curriculum/hour-of-code-2019/Making+an+E-Card/
Design Your Own Logo,https://www.codesters.com/curriculum/hour-of-code-2019/Code+Your+Company+Logo/
Codesters: Create a Micro Ball Game,https://www.codesters.com/curriculum/hour-of-code-2019/Micro+Ball/
Code Your Initials,https://www.codesters.com/curriculum/hour-of-code-2019/Code+Your+Initials/
Autonomous Parking – LEGO® MINDSTORMS® Education EV3,https://education.lego.com/en-us/lessons/mindstorms-ev3/autonomous-parking
Break Dance,https://education.lego.com/en-us/lessons/prime-life-hacks/break-dance#lesson-plan
Object Detection – LEGO® MINDSTORMS® Education EV3,https://education.lego.com/en-us/lessons/mindstorms-ev3/object-detection
Hopper Race,https://education.lego.com/en-us/lessons/prime-invention-squad/hopper-race#lesson-plan
Create a Journey with LEGO Education,https://scratch.mit.edu/studios/27539869/
Automatic Headlights – LEGO® MINDSTORMS® Education EV3,https://education.lego.com/en-us/lessons/mindstorms-ev3/automatic-headlights
Plants and Pollinators – LEGO® Education WeDo 2.0,https://education.lego.com/en-us/lessons/wedo-2-science/plants-and-pollinators
Robust Structures – LEGO® Education WeDo 2.0,https://education.lego.com/en-us/lessons/wedo-2-science/robust-structures
Code Car Simulator,https://www.letsstartcoding.com/intro-to-hour-of-code-2017
Disney Codeillusion: Game Development Adventure with Goofy for Beginners,https://app.open.lit-lx.com/no-credential-login?package-id=codeillusion-package-hour-of-code-2022-goofy-gems
Disney Codeillusion: Game Development Adventure with Goofy for Intermediates,https://app.open.lit-lx.com/no-credential-login?package-id=codeillusion-package-hour-of-code-2022-goofy-books
Disney Codeillusion: Computer Fundamentals,https://app.open.lit-lx.com/no-credential-login?package-id=codeillusion-package-hour-of-code-2022-principal
Spritebox Coding,http://spritebox.com/hour.html
Lightbot,http://lightbot.com/hour-of-code-2015-flash.html
Feedback Loops and AI,https://classroom.littlebits.com/lessons/feedback-loops-and-ai
Password Security and Protection,https://classroom.littlebits.com/lessons/password-security-and-protection
Fun with Functions & littleBits,https://classroom.littlebits.com/lessons/functions-steam
Inputs & Outputs with littleBits,https://classroom.littlebits.com/lessons/inputs-outputs
Lessons in Logic with littleBits,https://classroom.littlebits.com/lessons/logic-steam
Leap into loops with littleBits!,https://classroom.littlebits.com/lessons/loops-steam
littleBits: Hot Potato...of Doom!,https://classroom.littlebits.com/lessons/hot-potato-of-doom-steam
littleBits: Tug of War,https://classroom.littlebits.com/lessons/tug-of-war-steam
Variables with littlebits,https://classroom.littlebits.com/lessons/variables-steam
littleBits: Change the world arcade challenge,https://classroom.littlebits.com/lessons/change-the-world-arcade-steam
The Technology of Digital Displays with littleBits,https://classroom.littlebits.com/lessons/2022-hoc
LiveCode Sound Boards,http://livecode.com/hour-of-code/
Picture This! HTML Decoded,https://docs.google.com/presentation/d/1Hmv7EQbBhqZGh91C5oHHo58ZUGgjupLH5c67S2C_D-U/edit#slide=id.p1
App Wars,https://docs.google.com/presentation/d/1v-ev1yIB-PI-wMNQXwWsT-6nip6OlwZ2EcuOhmHwkI0/edit#slide=id.p1
Deconstructing Code in a Flash(card),https://docs.google.com/presentation/d/15bbpA3-u6NdE08BOB6YiHF-cDaW4WKMRfrTaRzHdP6s/edit#slide=id.p1
Mobile App Development: Coding with A.I. and MAD-learn,https://docs.google.com/presentation/d/1xpiq-QNRWkgSOPK99T8UGbbT9lVMWPyVU0U7zEY313o/edit?usp=sharing
Quick Draw Emoji with Machine Learning,https://make.sc/hoc-emoji
Code Wizard Castle,https://make.sc/hoc2018
Learn to Code with MATLAB,https://learntocode.mathworks.com/
Edison the Maze Racer,https://meetedison.com/robotics-lesson-plans-maze-racer/
Edison the designer,https://meetedison.com/robotics-lesson-plans/edison-designer/
Code a guard dog with Edison,https://meetedison.com/robotics-lesson-plans/guard-dog/
Edison the Blueprint Designer,https://meetedison.com/robotics-lesson-plans-blueprint-designer/
Teach Edison to count to 9,https://meetedison.com/robotics-lesson-plans-count-to-9/
Detect and avoid with Edison,https://meetedison.com/robotics-lesson-plans-detect-and-avoid/
Edison and EdPy: Get Edison moving,https://meetedison.com/robotics-lesson-plans/get-edison-moving-in-edpy/#Hour-of-Code
Edison's musical talents,https://meetedison.com/robotics-lesson-plans-musical-talents/
Edison and the mystery line,https://meetedison.com/robotics-lesson-plans-edison-mystery-line/
Edison and the spiralling spider trap,https://meetedison.com/robotics-lesson-plans/spiralling-spider-trap/#Hour-of-Code
Perform in the spotlight with Edison,https://meetedison.com/robotics-lesson-plans/perform-in-the-spotlight/#Hour-of-Code
It's hip to be a square,https://meetedison.com/hip-to-be-a-square/
Robot shape-up with Edison,https://meetedison.com/robotics-lesson-plans/robot-shape-up/
micro:bit pet,https://microbit.org/projects/make-it-code-it/microbit-pet/
micro:bit dice,https://microbit.org/projects/make-it-code-it/dice/
micro:bit reaction game,https://microbit.org/projects/make-it-code-it/reaction-game/
"micro:bit: coding towards Global Goal 14, Life Below Water",https://microbit.org/news/2020-05-31/microbit-at-home-lightup-fishing-nets/
"micro:bit: coding towards Global Goal 15, Life on Land",https://microbit.org/news/2020-05-29/microbit-at-home-species-counter/
Saving Sea Turtles,https://microbit.org/news/2020-05-30/microbit-at-home-saving-sea-turtles/
micro:bit which way now? activity,https://microbit.org/projects/make-it-code-it/which-way-now/
Introducing the BBC micro:bit: Animation and Buttons,https://gpblocks.org/hourOfCode2018/microbitIntro/
Make a Falling Meteors Game for the BBC micro:bit,https://gpblocks.org/hourOfCode2018/microbitGame/
Sparks Flying!,https://aka.ms/prehistoric
Spooky Manor: Uncover the Haunted Mysteries with VS Code for Education,https://aka.ms/spooky-manor
Chase the Pizza!,https://arcade.makecode.com/#tutorial:/tutorials/chase-the-pizza
Roboland,https://mindmakers.cc/hourofcode/roboland.html
Roboland Jr,https://mindmakers.cc/hourofcode/robolandjr.html
Minecraft Hour of Code: AI for Good,https://education.minecraft.net/en-us/resources/hour-code-2019
Talk to Me Mobile App,http://bit.ly/MITAppInventorTalkToMe
Ball Bounce Mobile App,http://bit.ly/MITAppInventorBallBounce
Codi the Bee,http://bit.ly/MITAppInventorHoC
Building a mobile ChatGPT app with MIT App Inventor,https://code.appinventor.mit.edu/login/?locale=en&repo=http://appinventor.mit.edu/yrtoolkit/yr/aiaFiles/ChatBot/ChatBot_Starter.asc
Conversational AI with MIT App Inventor,https://appinventor.mit.edu/explore/convo-ai
Building an ImageBot with MIT App Inventor,http://code.appinventor.mit.edu/?locale=en&repo=http://appinventor.mit.edu/yrtoolkit/yr/aiaFiles/ImageBot/ImageBot_Starter.asc
MIT Education Arcade,https://gameblox.org/hour-of-code
Pop Culture Data Science,https://docs.google.com/document/d/1E8EAI2ecDnR8v-17bKXUHOi_d0xJ0OFigidip9WfYRI/pub
Developing AI Literacy (DAILy) 2.0: Deepfakes + Ethical Matrix,https://drive.google.com/drive/folders/1E7uwquX5-ri-S_kB6QiZiMVZGHOqU50F?usp=sharing
Developing AI Literacy (DAILy) 2.0: Intro to Supervised Machine Learning,https://drive.google.com/drive/folders/1I9lmvMi0Otydp2xAuFsRO2aWtKMFJHRA?usp=sharing
Developing AI Literacy (DAILy) 2.0: Spread of Misinformation,https://drive.google.com/drive/folders/1MI-6axKjEO8QCb_zGBbbuw5Qfx7VAyIy?usp=sharing
Play That Tune App,http://www.mobile-csp.org/hourofcode
Map Tour App,http://code.appinventor.mit.edu/?repo=templates.appinventor.mit.edu/trincoll/csp/tutorials/aias/HourofCodeMapTour.asc
Lighthouse Design Challenge with Cubelets,https://drive.google.com/file/d/1IqsUdgw7iLj1jKyhtZDdxZxcBELOqXSg/view
Investigating Variables & Block Values using Cubelets,https://www.modrobotics.com/education/introducing-computer-science/#ics-2
Modulo Code: Code E.D.,https://modulogames.net/hourofcode/
Mystery Island Coding Quest,http://monstercoding.com/#hour_of_code 
Code your Brand,https://ash.naf.org/public/learning/project/hour-of-code-code-your-brand
Code your Brand: Make a Logo,https://ash.naf.org/public/learning/project/hour-of-code-code-your-brand-make-a-logo
NASA: Code a Mars Helicopter Video Game,https://www.jpl.nasa.gov/edu/learn/project/code-a-mars-helicopter-video-game/
NASA: Code a Mars Sample Collection Video Game,https://www.jpl.nasa.gov/edu/learn/project/code-a-mars-sample-collection-video-game/
NASA: Artemis II Coding Challenge,https://www.nasa.gov/learning-resources/app-development-challenge/classroom-coding-challenges/
NASA: Lunar Coding Challenge,https://www.nasa.gov/stem/nextgenstem/moon/lunar-coding-challenge.html
NASA: Mars Sample Return Coding Challenge,https://www.jpl.nasa.gov/edu/teach/activity/mars-sample-return-coding-challenge/
NASA: Crew Orbital Docking Simulation,https://www.nasa.gov/sites/default/files/atoms/files/crew-orbital-docking-simulation.pdf
NASA: Package Delivery Drone Simulation Coding Activity,https://www.nasa.gov/sites/default/files/atoms/files/aam-package-delivery-drone-simulation-activity-guide_0.pdf
NASA: Mars Perseverance Parachute Coding Activity,https://www.nasa.gov/sites/default/files/atoms/files/mars-perseverance-parachute-coding-activity.pdf
NASA: Coding a Radio Message in Space,https://www.jpl.nasa.gov/edu/teach/activity/coding-a-radio-message-for-space/
Binary Code: How to Talk to a Spacecraft,https://chandra.si.edu/binary/
Universe in 3D: modeling and printing cosmic objects,https://chandra.si.edu/tinkercad/
Coding: Algorithms,https://nearpod.com/t/technology-and-computer-science/kindergarten/lesson-1-algorithms-k2-L38809351
Topic Spark: Coding,https://nearpod.com/t/science/8th-grade/flo-coding-L42842613
Programming with Carla,https://www.oppia.org/explore/m0LGDfsrWo4c?collection_id=inDXV0w8-p1C
Write your Name with OzoCodes,https://storage.googleapis.com/ozobot-lesson-library/write-your-name/write-your-name.pdf
Ozobot Blockly Challenge: ShapeTracer 1,https://classroom.ozobot.com/lessons/lnhLwIIA5TRGmOBeKVajQezwVZ/public
The OzoBlockly Tutorial,https://storage.googleapis.com/ozobot-lesson-library/hoc-ozobot-tutorial/ozoBlockly-tutorial.pdf
Make a Multiplication Algorithm,https://portal.ozobot.com/lessons/detail/multiplication-algorithm
Basic Applications of IR Communications,https://classroom.ozobot.com/lessons/lnyAtDZg6dQpeZ6FKo1qUyawMd
Broadcast and Retrieve IR Messages with Ozobot,https://classroom.ozobot.com/lessons/ln08HK9AK7QuqgSt53JSV7EwZc
Introduction to Color Codes 01: Line Following,https://drive.google.com/drive/folders/1xwN0o56vAlaQQ0LduAU8-2SQtPnn92tK?usp=sharing
Introduction to Color Codes 02: Drawing Color Codes,https://drive.google.com/drive/folders/14mwka4wrZ9P7DYOaRh7PSjDHp9__Nr3q?usp=sharing
Introduction to Color Codes 03: Directionality,https://drive.google.com/drive/folders/1p-yP3Ewts2RVJiE6CPjuNmzYVl3YsPzC?usp=sharing
Intro to IR Communications,https://classroom.ozobot.com/lessons/lnYjJCoHUyQlmW7w04zZpAnwuj
Introduction to Ozobot: Get to Know Evo,https://drive.google.com/drive/folders/1RJZr7w83lHgGNDQpWFftEqBOJ2SqjXzx?usp=sharing
Picking Out Irregular Plural Nouns,https://drive.google.com/drive/folders/1xFmbIXt4QAop1UmqP2i7k7EVGYVCqwY9?usp=sharing
What's My Value?,https://drive.google.com/drive/folders/1kGOxOmDY7LIA-UZgKg63cfF-4KNl3RQQ?usp=sharing
Pop Star|Creating Functions With Ozobot Color Codes,https://classroom.ozobot.com/lessons/ln8HJZ1WLoQVSThKGCAHQDHQta
Ozobot Dance-Off,https://storage.googleapis.com/ozobot-lesson-library/dance-off/ozobot-dance-off.pdf
Eclipses and Celestial Mechanics,https://storage.googleapis.com/ozobot-lesson-library/eclipses-celestial-mechanics/eclipses-celestial-mechanics.pdf
Equestrian Event,https://classroom.ozobot.com/lessons/lnSNW0ZXdwQ6KxwzAEUlJXoQds/public
Intro to Evo: Evo's Force Field,https://storage.googleapis.com/ozobot-lesson-library/evo-force-field/evo-force-field.pdf
Ozobot Expedition to Neptune,https://storage.googleapis.com/ozobot-lesson-library/mission-to-neptune/mission-to-neptune.pdf
Modeling Animal Habits and Habitats,http://portal.ozobot.com/lessons/detail/modeling-animal-habits
Magellan's Journey,https://storage.googleapis.com/ozobot-lesson-library/magellans-journey/magellans-journey.pdf
PopStar|Creating Functions With OzoBlockly,https://stg-files.ozobot.com/lessons/ln8HJZ1WLoQVSThKGCAHQDHQta/popstarorcreatingfunctionswithozobotcolorcodesorcreatedforthehourofcode.hVHYR73jQ36fCQRApp0CygJf.pdf
How to Program Robots,https://storage.googleapis.com/ozobot-lesson-library/how-to-program-robots/how-to-program-robots.pdf
50 cm Race,https://classroom.ozobot.com/lessons/lnKLpaMaM6RiiXgQ2Dq8zXNAOn/public
Ozobot Random Story Generator,https://storage.googleapis.com/ozobot-lesson-library/random-story-generator/random-story-generator.pdf
Ozobot Blockly Challenge: ShapeTracer 2,https://classroom.ozobot.com/lessons/lnjL0X3YoaT7mutgGODKNSSAQf/public
Program Simulator,https://storage.googleapis.com/ozobot-lesson-library/program-simulator/program-simulator.pdf
Ozobot Second Timer,https://portal.ozobot.com/lessons/detail/second-timer
Ozobot Blockly Challenge: OzoTown,https://classroom.ozobot.com/lessons/lntMTjZjp4TKmFTSR2hCnp1wff/public
Evo the Troll,https://portal.ozobot.com/lessons/detail/evo-the-troll
Drive to School with Ozobot,https://storage.googleapis.com/ozobot-lesson-library/programming-with-colors/drive-to-school.pdf
Adventure with Q,https://code.org/files/adventure_q.pdf
