code_s,name_s,url_s
codinism_hero,Programming Hero,https://play.google.com/store/apps/details?id=com.learnprogramming.codecamp
coinbase_crypto,The Crypto Memory Game,https://coinbase.github.io/memorygame/story.html
secret_codes,Secret Codes Activity,https://code.org/files/csteacher/secretcodes.pdf
computer_history,Computer History Activity,https://code.org/files/csteacher/computerhistory.pdf
gracehopper_debug,Grace Hopper Debugging Activity,https://code.org/files/csteacher/gracehopperdebugging.pdf
crayola_drawacode,Unplugged Coding from Crayola Education: Draw A Code, https://drive.google.com/file/d/1Zw6ahk5-E-EymOD9hBz0reXrjjtE6vgi/view?usp=sharing
crayola_followmycode,Unplugged Coding from Crayola Education: Follow My Code,https://drive.google.com/file/d/1C0cMfYeJCx32r5VSK09ZkQ3v8YfW-VuL/view?usp=sharing
crayola_symbols,Unplugged Coding from Crayola Education: Visual Symbols Convey Meaning,https://drive.google.com/file/d/1qz1RALIXozyyrDfcUEqJ6aWOHTxDl_A9/view?usp=sharing
cl_binary,Learn How Binary Works with Computers using Minecraft,https://docs.google.com/presentation/d/1bgKR8LHwCFHCdabFG5tRgwxfJx6OA0rvj7KquY7nWBg/edit?usp=sharing
cl_carbon,Build Your Own Carbon Calculator,https://sites.google.com/createandlearn.us/hour-of-code/home
cl_data,Welcome to Data Superpower,https://sites.google.com/createandlearn.us/hour-of-code/home
cl_fashion1,Fashionistas of Data Science - Class 1,https://sites.google.com/createandlearn.us/hour-of-code/home
cl_fashion2,Fashionistas of Data Science - Class 2,https://sites.google.com/createandlearn.us/hour-of-code/home
creaticode_chatgpt,Build Fun Apps/Games Using ChatGPT AI,https://app.creaticode.com/tutorials
codequilt,CodeQuilt,https://codequilt.com/
scratchjr_story,We Can Create a Story Together!,https://drive.google.com/file/d/10w_of0NIfCWxavLrTT6iJYJtVfgIpCD9/view?usp=sharing
scratchjr_twinkle,"Twinkle, Twinkle Little Star Class Collaboration",https://drive.google.com/file/d/1QWHRNDf5zv0rTeMeoTA39RSoLdgDsD3q/view?usp=sharing
scratchjr_forest,ScratchJr: Can I Make a Spooky Forest?,https://code.org/files/scratchjr_forest.pdf
scratchjr_greet,ScratchJr: Can I Make My Characters Greet Each Other?,https://code.org/files/scratchjr_greet.pdf
scratchjr_sunset,ScratchJr: Can I Make the Sun Set?,https://code.org/files/scratchjr_sunset.pdf
dm_scratch,Scratch - Book to Code,https://resources.digitalmoment.org/book-to-code/
dm_wind,Scratch - Planet Wind,https://resources.digitalmoment.org/planet-wind/
dm_literacy,Data Literacy in the AI Era Workshop,https://algorithmliteracy.org/
dm_solar,Scratch - Solar Power Hour,https://resources.digitalmoment.org/solar-power-hour/
recoloring,Recoloring the Universe,http://chandra.si.edu/code
educative_chatbot,Build your own chatbot in Python,https://www.educative.io/courses/build-your-own-chatbot-in-python
robots_java,Robots and Java: An introduction to Java,https://www.educative.io/collection/13890001/5677350838599680
educode_cake,Bake a Cake With HTML!,https://app.educode.org/hour-of-code/activity-2
educode_race,Code your own racing game!,https://app.educode.org/hour-of-code/activity-6
educode_kingdom,Defend the Kingdom!,https://app.educode.org/hour-of-code/activity-5
educode_basics,Learn the Basics!,https://app.educode.org/hour-of-code/activity-1
educode_forest,The Frosted Forest,https://app.educode.org/hour-of-code/activity-8
educode_horus,Temple of Horus,https://app.educode.org/hour-of-code/activity-10
educode_lair,Chiroptera's Lair,https://app.educode.org/hour-of-code/activity-9
educode_maze,Design Your Own Maze!,https://app.educode.org/hour-of-code/activity-4
educode_secret,Uncover the Agency's Secrets!,https://app.educode.org/hour-of-code/activity-3
educode_space,Space Solo,https://app.educode.org/hour-of-code/activity-7
cuttle,Computational Thinking and Programming Challenge,http://challenge.bebraschallenge.org/index.php?action=anon_join&grp_id=818
finch_factals,Finch Fractals,http://www.finchrobot.com/teaching/hour-code-finch-fractals
game_hummingbird,Creating a Game with Hummingbird,http://www.hummingbirdkit.com/teaching/hour-code-creating-game-hummingbird
maze_finch,Through the Maze with the Finch Robot,http://www.finchrobot.com/teaching/hour-code-through-maze-finch
sprials_finch,Spirals with the Finch,http://www.finchrobot.com/teaching/hour-code-spirals-finch
firia_haunted,Haunted Code Chronicles,https://firialabs.com/pages/haunted-code-chronicles-hour-of-code-activity
firia_codebot,Intro to Python with CodeBot,https://firialabs.com/pages/hour-of-codebot
firialabs_python,Learn Python with the micro:bit,https://firialabs.com/pages/hour-of-code
firia_pythoncodex,Python with CodeX,https://firialabs.com/pages/hour-of-codex
firia_virtual,CodeSpace: Virtual Robotics with Python,https://firialabs.com/pages/hour-of-codespace-sim
first_robotics,FIRST Tech Challenge Simulator,https://ftcsim.org/ftcsim/
flo_algorithms,Coding: Algorithms Lesson Plan,https://www.flocabulary.com/lesson/Algorithms/
flo_loops,Coding: For Loops Lesson Plan,https://www.flocabulary.com/lesson/coding-for-loops/
flo_conditionals,Coding: Conditionals Lesson Plan,https://www.flocabulary.com/lesson/coding-conditionals/
flo_events,Writing and interpreting Events,https://www.flocabulary.com/lesson/Coding-Events/
flo_robot,Design a Robot,https://www.flocabulary.com/lesson/Robots/
gamefroot_squid,Code your own colossal squid game,http://make.gamefroot.com/activities/squid-adventure
gamefroot_games,Games Industry Activity: Code a Platformer game,https://make.gamefroot.com/tutorials/Hour-of-Code-Platform-Game
gamefroot_distance,COVID-19 Simulator: Learn about social distancing through computer science.,https://make.gamefroot.com/tutorials/COVID-19-Stop-the-Spread
gamefroot_bloons,Bloons Trigonometry Defense,http://make.gamefroot.com/partners/ninja-kiwi
gamefroot_trashtag,Eco Warriors #Trashtag,https://make.gamefroot.com/learn/eco-warriors
gamefroot_bacteria,Coding Bacteria with Gamefroot,https://make.gamefroot.com/tutorials/Coding-Salmonella-Bacteria-Hour-of-Code-2021
gamefroot_clicker,Learn Variables. Code your own Clicker Game.,https://make.gamefroot.com/tutorials/Hour-of-Code-Clicker-Game
gamefroot_mihi,Mihi Maker,http://make.gamefroot.com/activity/mihi-maker
gs_monster,"Create ""Monster Maze"" with GameSalad",https://gamesalad.com/education/hour-of-code/
gs_spacerocks,Build a Space Rocks game with GameSalad,https://gamesalad.com/education/hour-of-code/
google_superhero,Build a Superhero,https://g.co/csfirst/hoc2022-hero
blockly,Blockly Games Offline,https://github.com/google/blockly-games/wiki/Offline
google_discoverai,Discover AI in Daily Life,https://applieddigitalskills.withgoogle.com/c/middle-and-high-school/en/discover-ai-in-daily-life/overview.html?utm_source=partners&utm_medium=website&utm_campaign=20231106-HOC2023-AI--hsms-ins-&src=partners-website-20231106-HOC2023-AI--hsms-ins-
grasshopper_photo,Filter a Photo,https://learn.grasshopper.app/project/hour-of-code-image-filters
csfirst_unplugged,CS First Unplugged,https://csfirst.withgoogle.com/c/cs-first/en/cs-first-unplugged/cs-first-unplugged/introduction-to-cs-first-unplugged.html
csfirst_dialogue,Dialogue,https://csfirst.withgoogle.com/c/cs-first/en/dialogue/dialogue/introduction-to-dialogue.html
csfirst_discovery,An Unusual Discovery,https://csfirst.withgoogle.com/c/cs-first/en/an-unusual-discovery/an-unusual-discovery/an-unusual-discovery.html
google_name,Design Your Name,https://g.co/csfirst/hoc2022-name
csfirst,CS First,http://www.cs-first.com/content/hour-code-students
gp_duckpiano,Make a Duck Piano,https://gpblocks.org/hourOfCode2018/duckPiano/
gpblocks_paint,Make Your Own Paint Editor,http://gpblocks.org/hourOfCode2017a
gpblocks_circle,Make an Interactive Color Circle,http://gpblocks.org/hourOfCode2017c
gpblocks_catapult,Build a Catapult,http://gpblocks.org/hourOfCode2017b
gp_sound,Make a Sound Recorder,https://gpblocks.org/hourOfCode2018/soundRecorder/
grok_cyberlive,Cyber Live,https://groklearning.com/hoc/activity/hoc-cyber-live/
groklearning_flags,Flags of the World (Python Turtle),https://groklearning.com/hoc-2016/activity/flags/
groklearning_python,Python + Biology: Build an animal classifier!,https://groklearning.com/hoc/activity/animal-classifier/
grok_image,Image Magic with Python,https://groklearning.com/hoc/activity/image-magic/
groklearning_eliza,Is Eliza Human? (Python),https://groklearning.com/hoc-2016/activity/eliza/
groklearning_disease,Disease Epidemic,https://groklearning.com/hoc/activity/disease-epidemic/
groklearning_emoticon,Emoticon Madness,https://groklearning.com/hoc/activity/emoticon-madness/
groklearning_fractals_blockly,Frozen Fractals (Blockly Turtle),https://groklearning.com/hoc-2016/activity/snowflake-blockly/
groklearning_fractals_python,Frozen Fractals (Python Turtle),https://groklearning.com/hoc-2016/activity/snowflake/
groklearning_hydrangea,Hydrangea Danger,https://groklearning.com/hoc/activity/hydrangea-danger/
groklearning_monster,Monster Maker!,https://groklearning.com/hoc/activity/monster-maker/
groklearning_pet_blockly,Virtual Pet (micro:bit Blockly),https://groklearning.com/hoc/activity/virtual-pet-blockly/
groklearning_pet_micro,Virtual Pet (micro:bit MicroPython),https://groklearning.com/hoc/activity/virtual-pet/
grok_security,Cyber Security: Defence Against the Dark Hats,https://groklearning.com/hoc/activity/cybersec/
groklearning_space,Space (Blockly),https://groklearning.com/hoc/activity/space/
groklearning_tunnel,The Dark Tunnel,https://groklearning.com/hoc/activity/dark-tunnel/
groklearning,Grok Learning,https://groklearning.com/hoc-2015/
hedy_text,Hedy: textual programming made easy!,https://www.hedy.org/hour-of-code#print_command
first_computer,My First Computer,http://www.helloruby.com/play/2
helloruby_csin60,Computer Science in 60 seconds,https://www.youtube.com/watch?v=EML7aXv4k6o&list=PLoA_OvcfZAjugkMVXtDf4P_Ewfm88kdrh
helloruby_loveletters,Hello Ruby: Love Letters for Computers,http://helloruby.com/loveletters
hopscotch_subway,Build Subway Surfers with a Friend,https://www.youtube.com/watch?v=WjS7iXI1Jhs
hopscotch_fireworks,Make a Fireworks App on iPad/iPhone,http://gethopscotch.com/hour-of-code/fireworks
hopscotch_crossy_road,Make Crossy Road on iPad/iPhone,http://gethopscotch.com/hour-of-code/crossy-road
hopscotch_emoji,Emoji Draw,http://gethopscotch.com/hour-of-code/2016/emoji-draw
hopscotch_escape,Can You Escape? Build an Escape Room with Hopscotch,https://drive.google.com/file/d/1ny7aok4KxU8lhaoevrMYc-MpDPfeFYPP/view?usp=sharing
hopscotch_gamedesign,Hopscotch Game Design Workshop,http://gethopscotch.com/hour-of-code/2016/lesson-plans
hopscotch_geometry,Geometry Jumper,http://gethopscotch.com/hour-of-code/2016/geometry-jumper
hopscotch_quiz,Quiz Creator,https://www.gethopscotch.com/hour-of-code/quiz-creator
hopscotch_ela,Telling stories: ELA + coding,http://gethopscotch.com/hour-of-code/stories
hops_science,Hopscotch: Make Interactive Science Models on Your iPad/iPhone!,http://gethopscotch.com/hour-of-code/water-cycle
htmlacademy_php,Intro to PHP: Create an Online Store from Scratch,https://htmlacademy.org/courses/intro-to-web-development/php?utm_source=hourofcode&utm_medium=ref&utm_campaign=hoc2020
htmlacademy_js,Intro to JavaScript: from variables to your first program,https://htmlacademy.org/courses/intro-to-web-development/javascript?utm_source=hourofcode&utm_medium=ref&utm_campaign=hoc2020
htmlacademy_muffin,Master the Web with Muffin the Cat,https://htmlacademy.org/courses/intro-to-web-development/html-and-css?utm_source=hourofcode&utm_medium=ref&utm_campaign=hoc2020
html_timetravel,CSS Animations: Travel Through Time,https://css-animations.io/
hyperpad_flappybirds,Build a Flappy Birds clone with hyperPad,https://hyperpad.zendesk.com/hc/en-us/articles/360014091132-How-to-Make-Tappy-Plane-Flappy-Birds-Clone-
hyperpad_enemyai,Create a Smarter Enemy AI in hyperPad,https://hyperpad.zendesk.com/hc/en-us/articles/360029968391-How-to-Create-Artificial-Intelligence-for-an-Enemy-Slime
hyperpad_pong,Making a Pong Game in hyperPad,https://hyperpad.zendesk.com/hc/en-us/articles/360030511472-How-to-Make-a-Pong-Game-hyperPong
ibm_hourofz,IBM Hour of Z,https://ibm.biz/IBM-HOZ
icompute_imake,iMake Algorithms,http://www.icompute-uk.com/hoc-2018-3
icompute_appytappin,appy Tappin',http://www.icompute-uk.com/hoc-2018-1
ianimate,iAnimate,http://www.icompute-uk.com/hoc-2017-5
icompute_icipher,iCipher,http://www.icompute-uk.com/hoc-2018-2
icode_bytes,A Byte of iCompute: Unplugged,https://www.icompute-uk.com/hoc-2020-1/index.html
icompute_eggs,iHide Eggs,https://www.icompute-uk.com/hoc-2019-2/
icompute_fireworks,Fireworks Display: Created with Code,https://www.icompute-uk.com/hoc-2021/
icompute_learn,Learn Coding with iCompute,https://www.icompute-uk.com/home-learning.html
icontrol,iControl,http://www.icompute-uk.com/hoc-2016-3
icompute_idodge,Ice Cream Dodge,https://www.icompute-uk.com/hoc-2019-3/
icompute_ido,iDo WeDo,http://www.icompute-uk.com/hoc-2017-2
icompute_ifly,iFly,http://www.icompute-uk.com/hoc-2017-1
icompute_iguess,iGuess Beasts: QR Code Activity,http://www.icompute-uk.com/hoc-2018-5
ijournalist,iJournalist,http://www.icompute-uk.com/hoc-2016-1
ikodu_xmas,iKode Xmas,https://www.icompute-uk.com/hoc-2019-1/index.html
ilove_ada,iLove Ada,http://www.icompute-uk.com/hoc-2017-6/index.html
imathematican,iMathematician,http://www.icompute-uk.com/hoc-2016-2
icompute_imorse,iMorse - Cryptography with Morse Code & Sphero,http://www.icompute-uk.com/hoc-2018-4
iorder,iOrder,http://www.icompute-uk.com/hoc-2017-3
isave_santa,iSave Santa!,http://www.icompute-uk.com/hoc-2017-4
icteach_microbit,Micro:bit Cyber Pin Code Generator,https://icteach.com/2023/09/30/microbit-cyber-pin-code-generator/
imagi_pixelart,Code your own pixel art!,https://imagilabs.com/pages/hour-of-code
imagilabs,Imagine it. Code it. Wear it.,https://imagilabs.com/pages/hour-of-code-x-imagilabs
imagi_python,Creative Coding in Python,https://imagilabs.com/pages/hour-of-code-x-imagilabs
idr_patterns,Creating patterns with code,https://weavly.org/learn/activities/creating-patterns/
idr_shapes,Drawing shapes with code,https://weavly.org/learn/activities/drawing-shapes/
intelino_field,intelino Mission: Field Trip,https://files.intelino.com/activities/challenges/intelino-field-trip.pdf
intelino_abc,ABC Code with intelino,https://files.intelino.com/activities/challenges/intelino-abc-code.pdf
intelino_aisign,Driving the intelino AI Sign Train,https://files.intelino.com/activities/challenges/AI-sign-train-intelino.pdf
intelino_smile,Smile to Drive intelino,https://files.intelino.com/activities/challenges/smile-to-drive-intelino.pdf
irobot_guesscode,Guess the Code,https://edu.irobot.com/learning-library/coding-pictionary
irobot_kind,Robot Feelings: The Kind Playground,https://edu.irobot.com/learning-library/robot-feelings-the-kind-playground
irobot_parts,Robotics for K-2: Robot Parts,https://edu.irobot.com/learning-library/robotics-for-k2-robot-parts
irobot_phone,Telephone Drawing,https://edu.irobot.com/learning-library/telephone-drawing
irobot_picture,Seeing the Whole Picture: Coded Messages,https://edu.irobot.com/learning-library/seeing-the-whole-picture
irobot_pizza,Robot Pizza Party,https://experience.irobot.com/pizza-party
irobot_shapes,Robotics for K-2: Robot Shapes,https://edu.irobot.com/learning-library/robotics-for-k2-shapes
irobot_simulator,Simulator Code Break,https://edu.irobot.com/learning-library/simulator-code-break-packet
irobot_tools,Robotics for K-2: Robot Tools,https://edu.irobot.com/learning-library/robotics-for-k2-tools
irobot_traffic,Traffic Bot: Code Your Own Traffic Signal,https://edu.irobot.com/learning-library/traffic-bot
root_codebreak,iRobot Code Break with Root,https://experience.irobot.com/root-code-break-hour-of-code-2019
root_codebreak_unplugged,iRobot Code Break,https://experience.irobot.com/root-code-break-hour-of-code-2019
kano_pong,Kano Computing - Make Pong,http://pong.kano.me/
kano_pixel_hack,Kano Pixel Hack,http://art.kano.me/challenges/pixelhack/
kano_street,Street Artist,https://world.kano.me/challenges/street-artist
kano_hp,Harry Potter: Learn to Code and Make Magic,https://hoc-2018.kano.me/
kano_art,Art Playground,https://world.kano.me/challenges/strings
khan,Khan Academy: Drawing with Code,https://www.khanacademy.org/computing/hour-of-code/hour-of-drawing-code/v/welcome-hour-of-code
khan_webpages,Making Webpages,https://www.khanacademy.org/computing/hour-of-code/hour-of-html/v/making-webpages-intro
khan_databases,Khan Academy: Databases,https://www.khanacademy.org/computing/hour-of-code/hour-of-sql/v/welcome-to-sql
khanes,An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-es
khanfr,An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-fr
khanhe,An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-he
khanpl,An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-pl
khanpt,An introduction to JavaScript,https://www.khanacademy.org/r/hour-of-code-js-pt
kcj_dominos,Simulating Dominos Using JavaScript,https://kidjs.app/hour-of-code
kcj_pong,Teach an AI to Play Pong,https://kidjs.app/hour-of-ai
kcj_hockey,Sport + Code: Hockey,https://kidscodejeunesse.org/hour-of-code?utm_campaign=Hour%20of%20Code&utm_source=code.org&utm_medium=Web&utm_term=Hockey_2021
kcj_xtrail,Sport + Code: Xtrail,https://kidscodejeunesse.org/hour-of-code?utm_campaign=Hour%20of%20Code&utm_source=code.org&utm_medium=Web&utm_term=XTrail_2021
kcj_health,The Health & Well-Being Challenge,https://kidscodejeunesse.org/hour-of-code
kcj_skiing,Sport + Code: Skiing,https://kidscodejeunesse.org/hour-of-code?utm_campaign=Hour%20of%20Code&utm_source=code.org&utm_medium=Web&utm_term=Skiing_2021
kcj_heroines,Our Heroines,https://kidscodejeunesse.org/hour-of-code
kcj_myself,Let me introduce myself!,https://kidscodejeunesse.org/hour-of-code
kcj_plastic,#kids2030 Plastics Challenge,https://kidscodejeunesse.org/hour-of-code
kinder_kibobowl,Measure and Predict with KIBO Robot Bowling,http://kinderlabrobotics.com/hour-of-code-kibo-bowling/
kinder_kibodance,Teach Your KIBO Robot to Dance!,http://kinderlabrobotics.com/hour-of-code-teach-your-kibo-robot-to-dance/
kibo_drop,KIBO Craft and Build Drop Test,https://kinderlabrobotics.com/hour-of-code-kibo-craft-and-build-drop-test/
kibo_happiness,Expressing Happiness with KIBO,https://kinderlabrobotics.com/hour-of-code-expressing-happiness-with-kibo/
kibo_program,Let's Program Each Other,https://kinderlabrobotics.com/hour-of-code-lets-program-each-other/
kibo_snowplow,KIBO Snowplow - Important Jobs in the Community,https://kinderlabrobotics.com/hour-of-code-the-kibo-snowplow/
kinder_add,Adding and Subtracting with KIBO,https://kinderlabrobotics.com/hour-of-code-adding-and-subtracting-with-kibo/
kinder_aikibo,An Introduction to AI with KIBO,https://kinderlabrobotics.com/hour-of-code/hour-of-code-an-introduction-to-ai-with-kibo/
kinder_airvr,AI - Design a KIBO Mars Rover,https://kinderlabrobotics.com/hour-of-code/hour-of-code-ai-a-kibo-mars-rover/
kinder_animal,KIBO the Playful Animal,https://kinderlabrobotics.com/hour-of-code-kibo-the-playful-animal/
kinder_car,Create Your Dream Car with KIBO,https://kinderlabrobotics.com/hour-of-code-create-your-dream-car-with-kibo/
kinder_singer,KIBO the Singer,https://kinderlabrobotics.com/hour-of-code-kibo-singer/
coding_robotics,Intro to Coding through Robotics (ft. Wonder Workshop),https://www.kodable.com/hour-of-code/beginner-robotics?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=beginner-robotics
kodable_intro_programming,Introduction to Programming,https://www.kodable.com/hour-of-code/self-guided?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=intro-programming
kodable_basics,Coding Basics: Unplugged,https://www.kodable.com/hour-of-code/unplugged-coding?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=unplugged-coding
ela_sequence,Writing and Coding: ELA Integration with Common Core Standards,https://www.kodable.com/hour-of-code/ela-intro-lesson?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=ela-intro-lesson
kodable_adv_programming,Advanced Programming Concepts,https://www.kodable.com/hour-of-code#advanced-lessons
kodable_choose,Choose Your Own (Fuzzy) Adventure!,https://www.kodable.com/hour-of-code/ela-choose-adventure?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=ela-choose-adventure
kodable_flash,"If Flash, Then Clap!",https://www.kodable.com/hour-of-code/science?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=science
kodable_maze,Maze Maker Challenges,https://dashboard.kodable.com/#/kcurriculum/lesson/103/
kodable_pizza,Pizza Party!,https://dashboard.kodable.com/#/kcurriculum/lesson/90/
kodable_pizza_pre,Pizza Party! (pre-reader),https://www.kodable.com/hour-of-code/pizza-party?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=pizza-party
kodable_women,Women in Tech,https://www.kodable.com/hour-of-code/women-in-tech?utm_campaign=partner&utm_medium=learn-page&utm_source=hoc-activity&utm_content=women-in-tech
fuzzfam_fitness,fuzzFamily Fitness,http://resources.kodable.com/public/2nd_grade_hour_of_code_advanced_2016.pdf
fuzzfam_frenzy,fuzzFamily Frenzy,http://resources.kodable.com/public/third_grade_beginner_hour_of_code_2016.pdf
kodableapp,Kodable (pre-readers welcome),https://itunes.apple.com/us/app/kodable/id577673067?mt=8
kodableunplugged,fuzzFamily Frenzy,http://resources.kodable.com/fuzzFamilyFrenzy.pdf
fuzzfam_fitness,fuzzFamily Fitness,http://resources.kodable.com/public/2nd_grade_hour_of_code_advanced_2016.pdf
fuzzfam_frenzy,fuzzFamily Frenzy,http://resources.kodable.com/public/third_grade_beginner_hour_of_code_2016.pdf
mazyad,Mazyad's Adventures,http://enjazaty.net/HourOfCode/html/PaperMinecraft.html
milne_dash,Dash Joins a Dance Circle,https://milnel2.github.io/blocks4alliOS/danceCircle1.html
milne_functions,Dash Joins a Dance Circle (with Functions),https://milnel2.github.io/blocks4alliOS/danceCircle2.html
codesters_fish,Codesters: Feed the Fish,https://www.codesters.com/curriculum/hour-of-code-2022/Feed+the+Fish/1/
codesters_bball,Codesters: Basketball,https://www.codesters.com/curriculum/hour-of-code-2019/Basketball/
codesters_sketch,Codesters: Etch-a-Sketch,https://www.codesters.com/curriculum/hour-of-code-2022/etch-a-sketch/1/
codesters_fire,Codesters: Fireworks!,https://www.codesters.com/curriculum/hour-of-code-2022/fireworks/1/
codesters_hedgehog,Codesters: Star Hedgehog,https://www.codesters.com/curriculum/hour-of-code-2022/star+hedgehog/1/
codesters_psa,Codesters: Code Your Own PSA,https://www.codesters.com/curriculum/hour-of-code-2019/Create+a+PSA/
codesters_data,Codesters: Code & Graph micro:bit Data,https://www.codesters.com/curriculum/hour-of-code-2019/Micro+Data/
codesters_ecard,Code an Interactive eCard,https://www.codesters.com/curriculum/hour-of-code-2019/Making+an+E-Card/
codesters_logo,Design Your Own Logo,https://www.codesters.com/curriculum/hour-of-code-2019/Code+Your+Company+Logo/
codesters_micro,Codesters: Create a Micro Ball Game,https://www.codesters.com/curriculum/hour-of-code-2019/Micro+Ball/
codesters_tshirt,Code Your Initials,https://www.codesters.com/curriculum/hour-of-code-2019/Code+Your+Initials/
lego_parking,Autonomous Parking – LEGO® MINDSTORMS® Education EV3,https://education.lego.com/en-us/lessons/mindstorms-ev3/autonomous-parking
lego_dance,Break Dance,https://education.lego.com/en-us/lessons/prime-life-hacks/break-dance#lesson-plan
lego_detection,Object Detection – LEGO® MINDSTORMS® Education EV3,https://education.lego.com/en-us/lessons/mindstorms-ev3/object-detection
lego_hopper,Hopper Race,https://education.lego.com/en-us/lessons/prime-invention-squad/hopper-race#lesson-plan
lego_journey,Create a Journey with LEGO Education,https://scratch.mit.edu/studios/27539869/
lego_headlights,Automatic Headlights – LEGO® MINDSTORMS® Education EV3,https://education.lego.com/en-us/lessons/mindstorms-ev3/automatic-headlights
lego_plants,Plants and Pollinators – LEGO® Education WeDo 2.0,https://education.lego.com/en-us/lessons/wedo-2-science/plants-and-pollinators
lego_robust,Robust Structures – LEGO® Education WeDo 2.0,https://education.lego.com/en-us/lessons/wedo-2-science/robust-structures
code_car_simulator,Code Car Simulator,https://www.letsstartcoding.com/intro-to-hour-of-code-2017
codeillusion_goofybeg,Disney Codeillusion: Game Development Adventure with Goofy for Beginners,https://app.open.lit-lx.com/no-credential-login?package-id=codeillusion-package-hour-of-code-2022-goofy-gems
codeillusion_goofyint,Disney Codeillusion: Game Development Adventure with Goofy for Intermediates,https://app.open.lit-lx.com/no-credential-login?package-id=codeillusion-package-hour-of-code-2022-goofy-books
codeillusion_fund,Disney Codeillusion: Computer Fundamentals,https://app.open.lit-lx.com/no-credential-login?package-id=codeillusion-package-hour-of-code-2022-principal
spritebox,Spritebox Coding,http://spritebox.com/hour.html
lightbotintl,Lightbot,http://lightbot.com/hour-of-code-2015-flash.html
sphero_feedback,Feedback Loops and AI,https://classroom.littlebits.com/lessons/feedback-loops-and-ai
sphero_password,Password Security and Protection,https://classroom.littlebits.com/lessons/password-security-and-protection
littlebits_functions,Fun with Functions & littleBits,https://classroom.littlebits.com/lessons/functions-steam
littlebits_io,Inputs & Outputs with littleBits,https://classroom.littlebits.com/lessons/inputs-outputs
littlebits_logic,Lessons in Logic with littleBits,https://classroom.littlebits.com/lessons/logic-steam
littlebits_loops,Leap into loops with littleBits!,https://classroom.littlebits.com/lessons/loops-steam
littlebits_potato,littleBits: Hot Potato...of Doom!,https://classroom.littlebits.com/lessons/hot-potato-of-doom-steam
littlebits_tug,littleBits: Tug of War,https://classroom.littlebits.com/lessons/tug-of-war-steam
littlebits_variables,Variables with littlebits,https://classroom.littlebits.com/lessons/variables-steam
littlebits_world,littleBits: Change the world arcade challenge,https://classroom.littlebits.com/lessons/change-the-world-arcade-steam
sphero_digdisplay,The Technology of Digital Displays with littleBits,https://classroom.littlebits.com/lessons/2022-hoc
livecode_sound,LiveCode Sound Boards,http://livecode.com/hour-of-code/
mad_picturethis,Picture This! HTML Decoded,https://docs.google.com/presentation/d/1Hmv7EQbBhqZGh91C5oHHo58ZUGgjupLH5c67S2C_D-U/edit#slide=id.p1
mad_appwars,App Wars,https://docs.google.com/presentation/d/1v-ev1yIB-PI-wMNQXwWsT-6nip6OlwZ2EcuOhmHwkI0/edit#slide=id.p1
mad_flashcard,Deconstructing Code in a Flash(card),https://docs.google.com/presentation/d/15bbpA3-u6NdE08BOB6YiHF-cDaW4WKMRfrTaRzHdP6s/edit#slide=id.p1
mad_mobile,Mobile App Development: Coding with A.I. and MAD-learn,https://docs.google.com/presentation/d/1xpiq-QNRWkgSOPK99T8UGbbT9lVMWPyVU0U7zEY313o/edit?usp=sharing
makeschool_emoji,Quick Draw Emoji with Machine Learning,https://make.sc/hoc-emoji
makeschool_wizard,Code Wizard Castle,https://make.sc/hoc2018
matlab,Learn to Code with MATLAB,https://learntocode.mathworks.com/
edison_maze,Edison the Maze Racer,https://meetedison.com/robotics-lesson-plans-maze-racer/
edison_design,Edison the designer,https://meetedison.com/robotics-lesson-plans/edison-designer/
edison_dog,Code a guard dog with Edison,https://meetedison.com/robotics-lesson-plans/guard-dog/
edison_blueprint,Edison the Blueprint Designer,https://meetedison.com/robotics-lesson-plans-blueprint-designer/
edison_count,Teach Edison to count to 9,https://meetedison.com/robotics-lesson-plans-count-to-9/
edison_detect,Detect and avoid with Edison,https://meetedison.com/robotics-lesson-plans-detect-and-avoid/
edison_moving,Edison and EdPy: Get Edison moving,https://meetedison.com/robotics-lesson-plans/get-edison-moving-in-edpy/#Hour-of-Code
edison_musical,Edison's musical talents,https://meetedison.com/robotics-lesson-plans-musical-talents/
edison_mystery,Edison and the mystery line,https://meetedison.com/robotics-lesson-plans-edison-mystery-line/
edison_spider,Edison and the spiralling spider trap,https://meetedison.com/robotics-lesson-plans/spiralling-spider-trap/#Hour-of-Code
edison_spotlight,Perform in the spotlight with Edison,https://meetedison.com/robotics-lesson-plans/perform-in-the-spotlight/#Hour-of-Code
edison_square,It's hip to be a square,https://meetedison.com/hip-to-be-a-square/
edison_shapeup,Robot shape-up with Edison,https://meetedison.com/robotics-lesson-plans/robot-shape-up/
