code_s!,city_s*,state_code_s*,latitude_f,longitude_f
15276,PITTSBURGH,PA,40.43,-79.97
15277,PITTSBURGH,PA,40.43,-79.97
15278,PITTSBURGH,PA,40.43,-79.97
15279,PITTSBURGH,PA,40.43,-79.97
15281,PITTSBURGH,PA,40.43,-79.97
15282,PITTSBURGH,PA,40.43,-79.97
15283,PITTSBURGH,PA,40.43,-79.97
15286,PITTSBURGH,PA,40.43,-79.97
15289,PITTSBURGH,PA,40.44,-79.94
15290,PITTSBURGH,PA,40.43,-79.97
15295,PITTSBURGH,PA,40.43,-79.88
16340,PITTSFIELD,PA,41.81,-79.43
15676,PLEASANT UNITY,PA,40.27,-79.42
16341,PLEASANTVILLE,PA,41.59,-79.57
16246,PLUMVILLE,PA,40.79,-79.18
15439,GANS,PA,39.74,-79.81
15474,POINT MARION,PA,39.73,-79.90
16342,POLK,PA,41.36,-79.93
15946,PORTAGE,PA,40.38,-78.67
16743,PORT ALLEGANY,PA,41.81,-78.27
16051,PORTERSVILLE,PA,40.92,-80.14
16870,PORT MATILDA,PA,40.79,-78.05
15142,PRESTO,PA,40.38,-80.12
15072,PRICEDALE,PA,40.14,-79.81
16052,PROSPECT,PA,40.90,-80.04
15329,PROSPERITY,PA,40.02,-80.25
16143,PULASKI,PA,41.09,-80.45
15730,COOLSPRING,PA,40.95,-78.92
15763,NORTHPOINT,PA,40.90,-79.12
15767,PUNXSUTAWNEY,PA,40.94,-78.97
15770,RINGGOLD,PA,40.98,-79.14
15776,SPRANKLE MILLS,PA,41.02,-79.08
15784,WORTHVILLE,PA,41.02,-79.14
16671,RAMEY,PA,40.80,-78.39
16872,REBERSBURG,PA,40.94,-77.49
15677,RECTOR,PA,40.17,-79.22
16053,RENFREW,PA,40.80,-79.98
16343,RENO,PA,41.42,-79.74
15475,REPUBLIC,PA,39.96,-79.87
15948,REVLOC,PA,40.49,-78.74
16744,REW,PA,41.90,-78.50
15851,REYNOLDSVILLE,PA,41.09,-78.88
15357,RICES LANDING,PA,39.94,-79.99
15358,RICHEYVILLE,PA,40.02,-79.94
16672,RIDDLESBURG,PA,40.17,-78.24
15822,BRANDY CAMP,PA,41.34,-78.70
15853,RIDGWAY,PA,41.42,-78.72
15678,RILLTON,PA,40.27,-79.72
16248,RIMERSBURG,PA,41.04,-79.50
16745,RIXFORD,PA,41.92,-78.45
16673,ROARING SPRING,PA,40.33,-78.39
16674,ROBERTSDALE,PA,40.17,-78.09
15949,ROBINSON,PA,40.41,-79.13
15074,ROCHESTER,PA,40.70,-80.28
15758,MARCHAND,PA,40.87,-79.04
15771,ROCHESTER MILLS,PA,40.82,-79.00
15856,ROCKTON,PA,41.08,-78.66
15557,ROCKWOOD,PA,39.91,-79.15
15359,ROGERSVILLE,PA,39.90,-80.28
15476,RONCO,PA,39.86,-79.90
15477,ROSCOE,PA,40.07,-79.86
15772,ROSSITER,PA,40.86,-78.94
16746,ROULETTE,PA,41.77,-78.16
16344,ROUSEVILLE,PA,41.47,-79.68
15679,RUFFS DALE,PA,40.15,-79.63
15075,RURAL RIDGE,PA,40.56,-79.90
16249,RURAL VALLEY,PA,40.79,-79.31
16345,RUSSELL,PA,41.92,-79.14
15076,RUSSELLTON,PA,40.61,-79.83
16433,SAEGERTOWN,PA,41.71,-80.13
16250,SAGAMORE,PA,40.78,-79.23
15773,SAINT BENEDICT,PA,40.60,-78.73
15857,SAINT MARYS,PA,41.42,-78.55
15951,SAINT MICHAEL,PA,40.33,-78.78
16054,SAINT PETERSBURG,PA,41.16,-79.65
15680,SALINA,PA,40.53,-79.56
15558,SALISBURY,PA,39.75,-79.08
15565,WEST SALISBURY,PA,39.78,-79.01
15952,SALIX,PA,40.29,-78.71
15681,SALTSBURG,PA,40.48,-79.44
16145,SANDY LAKE,PA,41.34,-80.08
16055,SARVER,PA,40.73,-79.73
16056,SAXONBURG,PA,40.75,-79.81
16678,SAXTON,PA,40.21,-78.24
15360,SCENERY HILL,PA,40.08,-80.07
15559,SCHELLSBURG,PA,40.04,-78.64
15682,SCHENLEY,PA,40.68,-79.64
15683,SCOTTDALE,PA,40.10,-79.58
16319,CRANBERRY,PA,41.35,-79.72
16346,SENECA,PA,41.37,-79.70
15954,SEWARD,PA,40.41,-79.02
15143,SEWICKLEY,PA,40.53,-80.18
15560,SHANKSVILLE,PA,40.01,-78.90
16146,SHARON,PA,41.23,-80.49
16148,HERMITAGE,PA,41.22,-80.44
16150,SHARPSVILLE,PA,41.25,-80.48
16873,SHAWVILLE,PA,41.07,-78.35
16151,SHEAKLEYVILLE,PA,41.44,-80.20
16347,SHEFFIELD,PA,41.69,-79.02
15774,SHELOCTA,PA,40.65,-79.30
16748,SHINGLEHOUSE,PA,41.96,-78.19
16254,SHIPPENVILLE,PA,41.25,-79.46
15077,SHIPPINGPORT,PA,40.62,-80.42
15955,SIDMAN,PA,40.32,-78.76
15860,SIGEL,PA,41.28,-79.12
15861,SINNAMAHONING,PA,41.38,-78.05
15561,SIPESVILLE,PA,40.04,-79.12
16679,SIX MILE RUN,PA,40.15,-78.20
15684,SLICKVILLE,PA,40.46,-79.50
16255,SLIGO,PA,41.10,-79.49
16021,BRANCHTON,PA,41.08,-79.97
16057,SLIPPERY ROCK,PA,41.07,-80.06
15078,SLOVAN,PA,40.36,-80.40
16749,SMETHPORT,PA,41.80,-78.44
16256,SMICKSBURG,PA,40.87,-79.17
15478,SMITHFIELD,PA,39.80,-79.80
16680,SMITHMILL,PA,40.76,-78.40
15479,SMITHTON,PA,40.15,-79.74
15480,SMOCK,PA,39.99,-79.75
16681,SMOKERUN,PA,40.80,-78.43
16874,SNOW SHOE,PA,41.02,-77.95
15501,SOMERSET,PA,40.00,-79.07
15502,HIDDEN VALLEY,PA,40.04,-79.11
15510,SOMERSET,PA,40.00,-79.07
15555,QUECREEK,PA,40.04,-79.12
15956,SOUTH FORK,PA,40.36,-78.79
15081,SOUTH HEIGHTS,PA,40.57,-80.23
15361,SOUTHVIEW,PA,40.32,-80.21
15685,SOUTHWEST,PA,40.18,-79.49
15775,SPANGLER,PA,40.64,-78.77
16434,SPARTANSBURG,PA,41.82,-79.68
15362,SPRAGGS,PA,39.78,-80.22
16435,SPRINGBORO,PA,41.80,-80.37
15686,SPRING CHURCH,PA,40.62,-79.44
16436,SPRING CREEK,PA,41.88,-79.51
15144,SPRINGDALE,PA,40.53,-79.78
16875,SPRING MILLS,PA,40.86,-77.57
15562,SPRINGS,PA,39.74,-79.09
16683,SPRUCE CREEK,PA,40.62,-78.14
15687,STAHLSTOWN,PA,40.13,-79.29
15777,STARFORD,PA,40.69,-78.97
15482,STAR JUNCTION,PA,40.10,-79.74
16801,STATE COLLEGE,PA,40.79,-77.85
16802,UNIVERSITY PARK,PA,40.80,-77.85
16803,STATE COLLEGE,PA,40.79,-77.85
16804,STATE COLLEGE,PA,40.79,-77.85
16805,STATE COLLEGE,PA,40.79,-77.85
15483,STOCKDALE,PA,40.08,-79.85
16153,STONEBORO,PA,41.33,-80.10
15548,KANTNER,PA,40.11,-78.96
15563,STOYSTOWN,PA,40.10,-78.95
15363,STRABANE,PA,40.21,-80.14
16258,STRATTANVILLE,PA,41.20,-79.32
15863,STUMP CREEK,PA,41.01,-78.83
15082,STURGEON,PA,40.41,-80.19
16350,SUGAR GROVE,PA,41.98,-79.34
15958,SUMMERHILL,PA,40.37,-78.76
15864,SUMMERVILLE,PA,41.11,-79.18
15083,SUTERSVILLE,PA,40.23,-79.80
15364,SYCAMORE,PA,39.95,-80.22
15865,SYKESVILLE,PA,41.04,-78.81
15084,TARENTUM,PA,40.60,-79.76
15688,TARRS,PA,40.15,-79.56
15365,TAYLORSTOWN,PA,40.17,-80.38
16259,TEMPLETON,PA,40.94,-79.45
16261,WIDNOON,PA,40.95,-79.44
16351,TIDIOUTE,PA,41.68,-79.40
15778,TIMBLIN,PA,40.96,-79.19
16352,TIONA,PA,41.75,-79.05
16332,LICKINGVILLE,PA,41.37,-79.37
16353,TIONESTA,PA,41.49,-79.44
16684,TIPTON,PA,40.63,-78.29
15959,TIRE HILL,PA,40.27,-78.92
16354,TITUSVILLE,PA,41.62,-79.67
15779,TORRANCE,PA,40.36,-79.30
16360,TOWNVILLE,PA,41.67,-79.88
15085,TRAFFORD,PA,40.38,-79.75
16154,TRANSFER,PA,41.32,-80.42
16058,TURKEY CITY,PA,41.18,-79.61
15145,TURTLE CREEK,PA,40.40,-79.82
16750,TURTLEPOINT,PA,41.88,-78.32
15957,STRONGSTOWN,PA,40.56,-78.91
15960,TWIN ROCKS,PA,40.52,-78.85
16361,TYLERSBURG,PA,41.39,-79.32
16686,TYRONE,PA,40.67,-78.24
15484,ULEDI,PA,39.87,-79.70
16438,UNION CITY,PA,41.89,-79.84
15401,UNIONTOWN,PA,39.89,-79.72
15689,UNITED,PA,40.16,-79.54
16362,UTICA,PA,41.43,-79.95
16059,VALENCIA,PA,40.67,-79.98
15780,VALIER,PA,40.92,-79.08
15486,VANDERBILT,PA,40.03,-79.66
15690,VANDERGRIFT,PA,40.59,-79.57
15366,VAN VOORHIS,PA,40.13,-79.94
16440,VENANGO,PA,41.77,-80.11
15367,VENETIA,PA,40.26,-80.05
16364,VENUS,PA,41.37,-79.50
15147,VERONA,PA,40.50,-79.84
15368,VESTABURG,PA,39.98,-80.03
16155,VILLA MARIA,PA,41.08,-80.52
15961,VINTONDALE,PA,40.47,-78.91
16156,VOLANT,PA,41.11,-80.25
16260,VOWINCKEL,PA,41.37,-79.25
16876,WALLACETON,PA,40.96,-78.29
15781,WALSTON,PA,40.96,-79.00
15488,WALTERSBURG,PA,39.98,-79.77
16157,WAMPUM,PA,40.88,-80.33
16365,WARREN,PA,41.84,-79.14
16366,WARREN,PA,41.84,-79.14
16367,WARREN,PA,41.84,-79.14
16368,WARREN,PA,41.84,-79.18
16369,WARREN,PA,41.84,-79.18
16877,WARRIORS MARK,PA,40.70,-78.11
15301,WASHINGTON,PA,40.17,-80.24
16689,WATERFALL,PA,40.12,-78.06
16441,WATERFORD,PA,41.94,-79.98
16442,WATTSBURG,PA,42.00,-79.80
15370,WAYNESBURG,PA,39.89,-80.18
15087,WEBSTER,PA,40.14,-79.81
15868,WEEDVILLE,PA,41.26,-78.49
16691,WELLS TANNERY,PA,40.09,-78.18
15691,WENDEL,PA,40.34,-79.53
15376,WEST ALEXANDER,PA,40.10,-80.50
16878,WEST DECATUR,PA,40.94,-78.36
15088,WEST ELIZABETH,PA,40.27,-79.89
15377,WEST FINLEY,PA,40.00,-80.47
16370,WEST HICKORY,PA,41.58,-79.46
15378,WESTLAND,PA,40.29,-80.30
15783,WEST LEBANON,PA,40.60,-79.35
15489,WEST LEISENRING,PA,39.96,-79.71
16159,WEST MIDDLESEX,PA,41.17,-80.45
15379,WEST MIDDLETOWN,PA,40.24,-80.42
15692,WESTMORELAND CITY,PA,40.27,-79.54
15089,WEST NEWTON,PA,40.20,-79.76
16692,WESTOVER,PA,40.74,-78.68
16160,WEST PITTSBURG,PA,40.95,-80.36
16443,WEST SPRINGFIELD,PA,41.94,-80.47
16061,WEST SUNBURY,PA,41.00,-79.89
15086,WARRENDALE,PA,40.64,-80.09
15090,WEXFORD,PA,40.63,-80.05
15095,WARRENDALE,PA,40.64,-80.09
15096,WARRENDALE,PA,40.64,-80.09
16161,WHEATLAND,PA,41.19,-80.49
15490,WHITE,PA,40.07,-79.42
15693,WHITNEY,PA,40.27,-79.41
15492,WICKHAVEN,PA,40.11,-79.75
15870,WILCOX,PA,41.58,-78.68
15091,WILDWOOD,PA,40.57,-79.95
16693,WILLIAMSBURG,PA,40.46,-78.20
15148,WILMERDING,PA,40.39,-79.81
15962,WILMORE,PA,40.38,-78.71
16879,WINBURNE,PA,40.97,-78.15
15963,WINDBER,PA,40.23,-78.82
15380,WIND RIDGE,PA,39.88,-80.46
16694,WOOD,PA,40.16,-78.13
16695,WOODBURY,PA,40.22,-78.36
16881,WOODLAND,PA,40.99,-78.38
16882,WOODWARD,PA,40.92,-77.30
16262,WORTHINGTON,PA,40.83,-79.63
15695,WYANO,PA,40.19,-79.73
16263,YATESBORO,PA,40.81,-79.33
15696,YOUNGSTOWN,PA,40.28,-79.36
16371,YOUNGSVILLE,PA,41.85,-79.31
15697,YOUNGWOOD,PA,40.24,-79.58
15698,YUKON,PA,40.21,-79.68
16063,ZELIENOPLE,PA,40.78,-80.14
26030,BEECH BOTTOM,WV,40.22,-80.65
26031,BENWOOD,WV,40.01,-80.73
26032,BETHANY,WV,40.20,-80.56
26033,CAMERON,WV,39.82,-80.57
26034,CHESTER,WV,40.61,-80.56
26035,COLLIERS,WV,40.34,-80.55
26036,DALLAS,WV,39.96,-80.55
26037,FOLLANSBEE,WV,40.33,-80.59
26038,GLEN DALE,WV,39.94,-80.75
26039,GLEN EASTON,WV,39.83,-80.66
26040,MCMECHEN,WV,39.98,-80.73
26041,MOUNDSVILLE,WV,39.92,-80.74
26047,NEW CUMBERLAND,WV,40.49,-80.60
26050,NEWELL,WV,40.61,-80.60
26056,NEW MANCHESTER,WV,40.57,-80.55
26055,PROCTOR,WV,39.72,-80.75
26058,SHORT CREEK,WV,40.22,-80.58
26059,TRIADELPHIA,WV,40.05,-80.62
26060,VALLEY GROVE,WV,40.09,-80.57
26062,WEIRTON,WV,40.40,-80.56
26070,WELLSBURG,WV,40.28,-80.60
26074,WEST LIBERTY,WV,40.16,-80.59
26003,WHEELING,WV,40.07,-80.69
26075,WINDSOR HEIGHTS,WV,40.22,-80.58
17301,ABBOTTSTOWN,PA,39.88,-76.98
19501,ADAMSTOWN,PA,40.24,-76.06
17302,AIRVILLE,PA,39.82,-76.39
17501,AKRON,PA,40.15,-76.20
18210,ALBRIGHTSVILLE,PA,40.96,-75.61
18011,ALBURTIS,PA,40.50,-75.60
17002,ALLENSVILLE,PA,40.53,-77.81
18101,ALLENTOWN,PA,40.59,-75.47
18102,ALLENTOWN,PA,40.59,-75.47
18103,ALLENTOWN,PA,40.59,-75.47
18104,ALLENTOWN,PA,40.59,-75.47
18105,ALLENTOWN,PA,40.59,-75.47
18106,ALLENTOWN,PA,40.59,-75.47
18109,ALLENTOWN,PA,40.59,-75.47
18195,ALLENTOWN,PA,40.59,-75.47
17810,ALLENWOOD,PA,41.09,-76.90
17210,AMBERSON,PA,40.16,-77.70
18320,ANALOMINK,PA,41.00,-75.28
18211,ANDREAS,PA,40.74,-75.82
17003,ANNVILLE,PA,40.33,-76.50
17720,ANTES FORT,PA,41.23,-77.04
18012,AQUASHICOLA,PA,40.84,-75.57
18403,ARCHBALD,PA,41.50,-75.53
17303,ARENDTSVILLE,PA,39.92,-77.30
17920,ARISTES,PA,40.81,-76.34
16911,ARNOT,PA,41.66,-77.14
17211,ARTEMAS,PA,39.76,-78.40
18212,ASHFIELD,PA,40.81,-75.72
17921,ASHLAND,PA,40.78,-76.34
17304,ASPERS,PA,39.97,-77.23
18810,ATHENS,PA,41.95,-76.51
17922,AUBURN,PA,40.59,-76.09
17721,AVIS,PA,41.18,-77.31
17502,BAINBRIDGE,PA,40.09,-76.67
19503,BALLY,PA,40.40,-75.58
18010,ACKERMANVILLE,PA,40.84,-75.17
18013,BANGOR,PA,40.86,-75.20
18050,FLICKSVILLE,PA,40.84,-75.17
18214,BARNESVILLE,PA,40.79,-76.08
17503,BART,PA,39.92,-76.07
19504,BARTO,PA,40.38,-75.57
18321,BARTONSVILLE,PA,41.00,-75.29
18014,BATH,PA,40.72,-75.39
17504,BAUSMAN,PA,40.00,-76.32
18601,BEACH HAVEN,PA,41.06,-76.17
18405,BEACH LAKE,PA,41.60,-75.15
18216,BEAVER MEADOWS,PA,40.92,-75.91
17812,BEAVER SPRINGS,PA,40.74,-77.22
17843,BEAVER SPRINGS,PA,40.74,-77.22
17813,BEAVERTOWN,PA,40.75,-77.16
19505,BECHTELSVILLE,PA,40.37,-75.63
17004,BELLEVILLE,PA,40.60,-77.72
17306,BENDERSVILLE,PA,39.98,-77.24
17375,PEACH GLEN,PA,40.02,-77.23
17814,BENTON,PA,41.19,-76.38
17878,STILLWATER,PA,41.15,-76.36
19506,BERNVILLE,PA,40.43,-76.11
17005,BERRYSBURG,PA,40.60,-76.80
18603,BERWICK,PA,41.05,-76.24
19507,BETHEL,PA,40.47,-76.29
18015,BETHLEHEM,PA,40.62,-75.36
18016,BETHLEHEM,PA,40.62,-75.36
18017,BETHLEHEM,PA,40.62,-75.36
18018,BETHLEHEM,PA,40.62,-75.36
18020,BETHLEHEM,PA,40.62,-75.36
18025,BETHLEHEM,PA,40.62,-75.36
17307,BIGLERVILLE,PA,39.93,-77.24
17505,BIRD IN HAND,PA,40.05,-76.18
19508,BIRDSBORO,PA,40.26,-75.81
17006,BLAIN,PA,40.33,-77.51
17213,BLAIRS MILLS,PA,40.25,-77.77
18610,BLAKESLEE,PA,41.04,-75.52
19510,BLANDON,PA,40.44,-75.87
17815,BLOOMSBURG,PA,41.00,-76.45
17839,LIGHTSTREET,PA,41.03,-76.41
16912,BLOSSBURG,PA,41.68,-77.06
17506,BLUE BALL,PA,40.12,-76.03
17214,BLUE RIDGE SUMMIT,PA,39.73,-77.46
17007,BOILING SPRINGS,PA,40.15,-77.13
19511,BOWERS,PA,40.52,-75.74
18030,BOWMANSTOWN,PA,40.80,-75.66
17507,BOWMANSVILLE,PA,40.21,-76.05
19512,BOYERTOWN,PA,40.33,-75.63
18812,BRACKNEY,PA,41.98,-75.92
17923,BRANCHDALE,PA,40.64,-76.33
18031,BREINIGSVILLE,PA,40.55,-75.66
17925,BROCKTON,PA,40.77,-76.04
18322,BRODHEADSVILLE,PA,40.92,-75.40
17309,BROGUE,PA,39.86,-76.45
18813,BROOKLYN,PA,41.75,-75.80
17508,BROWNSTOWN,PA,40.33,-76.21
18323,BUCK HILL FALLS,PA,41.16,-75.27
18814,BURLINGTON,PA,41.77,-76.60
17009,BURNHAM,PA,40.63,-77.56
17215,BURNT CABINS,PA,40.06,-77.90
18324,BUSHKILL,PA,41.09,-75.00
18371,TAMIMENT,PA,41.14,-75.02
18373,UNITY HOUSE,PA,41.14,-75.00
18611,CAMBRA,PA,41.19,-76.30
17010,CAMPBELLTOWN,PA,40.27,-76.58
17001,CAMP HILL,PA,40.24,-76.92
17011,CAMP HILL,PA,40.24,-76.92
17012,CAMP HILL,PA,40.24,-76.92
17089,CAMP HILL,PA,40.24,-76.92
18815,CAMPTOWN,PA,41.73,-76.23
18325,CANADENSIS,PA,41.24,-75.22
17724,CANTON,PA,41.65,-76.85
18407,CARBONDALE,PA,41.57,-75.50
17013,CARLISLE,PA,40.20,-77.20
17015,CARLISLE,PA,40.15,-77.26
17310,CASHTOWN,PA,39.88,-77.34
17726,CASTANEA,PA,41.12,-77.42
18032,CATASAUQUA,PA,40.65,-75.46
17820,CATAWISSA,PA,40.95,-76.46
19516,CENTERPORT,PA,40.48,-76.00
18034,CENTER VALLEY,PA,40.53,-75.42
17201,CHAMBERSBURG,PA,39.93,-77.65
17202,CHAMBERSBURG,PA,39.92,-77.71
18035,CHERRYVILLE,PA,40.73,-75.55
18410,CHINCHILLA,PA,41.47,-75.67
17509,CHRISTIANA,PA,39.95,-75.99
18411,CLARKS SUMMIT,PA,41.48,-75.70
18413,CLIFFORD,PA,41.64,-75.59
18218,COALDALE,PA,40.82,-75.91
17014,COCOLAMUS,PA,40.65,-77.10
17311,CODORUS,PA,39.80,-76.82
17728,COGAN STATION,PA,41.31,-77.03
17512,COLUMBIA,PA,40.03,-76.49
16914,COLUMBIA CROSS ROADS,PA,41.83,-76.80
17217,CONCORD,PA,40.25,-77.70
17516,CONESTOGA,PA,39.93,-76.36
18219,CONYNGHAM,PA,40.99,-76.05
18036,COOPERSBURG,PA,40.51,-75.39
18037,COPLAY,PA,40.67,-75.49
17016,CORNWALL,PA,40.26,-76.40
17083,QUENTIN,PA,40.29,-76.43
16915,COUDERSPORT,PA,41.77,-78.01
16917,COVINGTON,PA,41.74,-77.07
17312,CRALEY,PA,39.95,-76.54
18326,CRESCO,PA,41.16,-75.25
17929,CRESSONA,PA,40.63,-76.19
17729,CROSS FORK,PA,41.48,-77.83
17930,CUMBOLA,PA,40.72,-76.15
18612,DALLAS,PA,41.33,-75.96
18690,DALLAS,PA,41.33,-75.96
17313,DALLASTOWN,PA,39.89,-76.64
17017,DALMATIA,PA,40.65,-76.87
18414,DALTON,PA,41.53,-75.73
18415,DAMASCUS,PA,41.70,-75.06
18038,DANIELSVILLE,PA,40.78,-75.51
17821,DANVILLE,PA,40.96,-76.61
17822,DANVILLE,PA,40.96,-76.61
17018,DAUPHIN,PA,40.36,-76.93
18220,DELANO,PA,40.84,-76.06
18327,DELAWARE WATER GAP,PA,40.97,-75.13
17314,DELTA,PA,39.72,-76.32
17517,DENVER,PA,40.23,-76.13
17730,DEWART,PA,41.13,-76.86
17019,DILLSBURG,PA,40.11,-77.03
18816,DIMOCK,PA,41.74,-75.89
18328,DINGMANS FERRY,PA,41.22,-74.87
17823,DORNSIFE,PA,40.75,-76.76
17836,LECK KILL,PA,40.72,-76.60
19518,DOUGLASSVILLE,PA,40.26,-75.74
18221,DRIFTON,PA,40.99,-75.90
17518,DRUMORE,PA,39.83,-76.25
18222,DRUMS,PA,41.01,-75.99
17219,DOYLESBURG,PA,40.22,-77.70
17220,DRY RUN,PA,40.17,-77.76
17020,DUNCANNON,PA,40.39,-77.02
18039,DURHAM,PA,40.55,-75.24
18614,DUSHORE,PA,41.52,-76.39
17731,EAGLES MERE,PA,41.40,-76.58
19519,EARLVILLE,PA,40.37,-75.67
17316,EAST BERLIN,PA,39.93,-76.97
17519,EAST EARL,PA,40.14,-76.02
18041,EAST GREENVILLE,PA,40.40,-75.50
18040,EASTON,PA,40.68,-75.22
18042,EASTON,PA,40.68,-75.22
18043,EASTON,PA,40.68,-75.22
18044,EASTON,PA,40.68,-75.22
18045,EASTON,PA,40.68,-75.22
17520,EAST PETERSBURG,PA,40.10,-76.35
17317,EAST PROSPECT,PA,39.97,-76.52
18817,EAST SMITHFIELD,PA,41.86,-76.62
18301,EAST STROUDSBURG,PA,41.00,-75.17
18302,EAST STROUDSBURG,PA,41.02,-75.18
18046,EAST TEXAS,PA,40.60,-75.54
17021,EAST WATERFORD,PA,40.36,-77.67
18223,EBERVALE,PA,40.98,-75.94
18330,EFFORT,PA,40.96,-75.45
17022,ELIZABETHTOWN,PA,40.15,-76.59
17023,ELIZABETHVILLE,PA,40.54,-76.81
16920,ELKLAND,PA,41.98,-77.31
17024,ELLIOTTSBURG,PA,40.36,-77.26
17521,ELM,PA,40.16,-76.42
18416,ELMHURST,PA,41.37,-75.54
19520,ELVERSON,PA,40.15,-75.83
17824,ELYSBURG,PA,40.86,-76.54
17318,EMIGSVILLE,PA,40.00,-76.73
18049,EMMAUS,PA,40.53,-75.49
18098,EMMAUS,PA,40.53,-75.49
18099,EMMAUS,PA,40.53,-75.49
17025,ENOLA,PA,40.28,-76.93
17522,EPHRATA,PA,40.18,-76.18
17549,MARTINDALE,PA,40.17,-76.17
18417,EQUINUNK,PA,41.85,-75.22
17319,ETTERS,PA,40.15,-76.79
18419,FACTORYVILLE,PA,41.56,-75.78
17320,FAIRFIELD,PA,39.78,-77.36
18615,FALLS,PA,41.46,-75.84
17221,FANNETTSBURG,PA,40.05,-77.83
17321,FAWN GROVE,PA,39.72,-76.45
17222,FAYETTEVILLE,PA,39.91,-77.56
17322,FELTON,PA,39.85,-76.56
18420,FLEETVILLE,PA,41.59,-75.71
19522,FLEETWOOD,PA,40.45,-75.82
18051,FOGELSVILLE,PA,40.59,-75.66
18421,FOREST CITY,PA,41.65,-75.46
18430,HERRICK CENTER,PA,41.74,-75.48
18453,PLEASANT MOUNT,PA,41.73,-75.43
18616,FORKSVILLE,PA,41.49,-76.60
17224,FORT LOUDON,PA,39.94,-77.87
17931,FRACKVILLE,PA,40.78,-76.23
17932,FRACKVILLE,PA,40.78,-76.23
17934,GILBERTON,PA,40.79,-76.22
17323,FRANKLINTOWN,PA,40.07,-77.02
17026,FREDERICKSBURG,PA,40.45,-76.42
17827,FREEBURG,PA,40.76,-76.94
18224,FREELAND,PA,41.01,-75.89
17933,FRIEDENSBURG,PA,40.58,-76.23
18818,FRIENDSVILLE,PA,41.91,-76.04
16921,GAINES,PA,41.78,-77.54
16922,GALETON,PA,41.73,-77.64
17527,GAP,PA,39.98,-76.02
17324,GARDNERS,PA,40.04,-77.18
19523,GEIGERTOWN,PA,40.23,-75.83
16923,GENESEE,PA,41.98,-77.90
16941,GENESEE,PA,41.98,-77.90
18053,GERMANSVILLE,PA,40.72,-75.71
17325,GETTYSBURG,PA,39.83,-77.23
18820,GIBSON,PA,41.80,-75.64
18331,GILBERT,PA,40.90,-75.43
19525,GILBERTSVILLE,PA,40.32,-75.60
16925,GILLETT,PA,41.95,-76.79
17935,GIRARDVILLE,PA,40.79,-76.28
18617,GLEN LYON,PA,41.17,-76.07
17327,GLEN ROCK,PA,39.79,-76.73
17329,GLENVILLE,PA,39.76,-76.85
17528,GOODVILLE,PA,39.89,-76.32
17936,GORDON,PA,40.75,-76.34
17529,GORDONVILLE,PA,40.04,-76.10
18424,GOULDSBORO,PA,41.24,-75.45
17027,GRANTHAM,PA,40.23,-77.02
17028,GRANTVILLE,PA,40.39,-76.68
17029,GRANVILLE,PA,40.54,-77.60
16926,GRANVILLE SUMMIT,PA,41.71,-76.77
17030,GRATZ,PA,40.60,-76.71
18821,GREAT BEND,PA,41.97,-75.74
18425,GREELEY,PA,41.42,-74.99
17225,GREENCASTLE,PA,39.79,-77.72
18054,GREEN LANE,PA,40.33,-75.47
18426,GREENTOWN,PA,41.32,-75.30
17735,GROVER,PA,41.61,-76.86
17032,HALIFAX,PA,40.46,-76.93
18822,HALLSTEAD,PA,41.96,-75.74
19526,HAMBURG,PA,40.55,-75.98
18427,HAMLIN,PA,41.40,-75.39
17331,HANOVER,PA,39.81,-76.98
17332,HANOVER,PA,39.81,-76.98
17333,HANOVER,PA,39.81,-76.98
17334,HANOVER,PA,39.80,-76.98
17335,HANOVER,PA,39.80,-76.98
18823,HARFORD,PA,41.78,-75.70
18225,HARLEIGH,PA,40.98,-75.97
17101,HARRISBURG,PA,40.27,-76.88
17102,HARRISBURG,PA,40.27,-76.88
17103,HARRISBURG,PA,40.27,-76.88
17104,HARRISBURG,PA,40.27,-76.88
17105,HARRISBURG,PA,40.27,-76.88
17106,HARRISBURG,PA,40.27,-76.88
17107,HARRISBURG,PA,40.27,-76.88
17108,HARRISBURG,PA,40.27,-76.88
17109,HARRISBURG,PA,40.27,-76.88
17110,HARRISBURG,PA,40.27,-76.88
17111,HARRISBURG,PA,40.27,-76.88
17112,HARRISBURG,PA,40.27,-76.88
17113,HARRISBURG,PA,40.27,-76.88
17120,HARRISBURG,PA,40.27,-76.88
17121,HARRISBURG,PA,40.27,-76.88
17122,HARRISBURG,PA,40.27,-76.88
17123,HARRISBURG,PA,40.27,-76.88
17124,HARRISBURG,PA,40.27,-76.88
17125,HARRISBURG,PA,40.27,-76.88
17126,HARRISBURG,PA,40.27,-76.88
17127,HARRISBURG,PA,40.27,-76.88
17128,HARRISBURG,PA,40.27,-76.88
17129,HARRISBURG,PA,40.27,-76.88
17130,HARRISBURG,PA,40.27,-76.88
17140,HARRISBURG,PA,40.27,-76.88
17177,HARRISBURG,PA,40.27,-76.88
17829,HARTLETON,PA,40.89,-77.15
18618,HARVEYS LAKE,PA,41.37,-76.02
18428,HAWLEY,PA,41.47,-75.18
18438,LAKEVILLE,PA,41.43,-75.27
18201,HAZLETON,PA,40.95,-75.97
18202,HAZLETON,PA,40.96,-76.00
17938,HEGINS,PA,40.66,-76.48
18055,HELLERTOWN,PA,40.58,-75.33
