displayweight,displayweight_pre,displayweight_k5,displayweight_25,displayweight_middle,displayweight_high,popularityrank,code,name,orgname,url,shortdescription,longdescription,platformtext,gradelevel,image,tags,teachers_notes,language,languages_supported,short_code,tags_grade,string_detail_grades,tags_teacher_experience,tags_student_experience,tags_activity_type,tags_subject,tags_platform,string_platforms,string_detail_platforms,tags_length,tags_programming_language,string_detail_programming_languages,string_standards,
805,805,805,805,805,805,197,tickle_sphero,Sphero Run,Tickle,https://docs.google.com/document/d/18QXY0NpnuF53xal81lPAYF62rw0qhNX6S-37VhvwBh0/edit,"Team up with your Sphero for a good run! Move, spin and give it a few rounds of good turns. Just put some code blocks together on Tickle app to run your Sphero as you want it to.","What you can achieve
Sphero is well-known for its flexibility when applied to teaching. Using Tickle app, it can further be introduced into programming education, while we can simply drag and drop code blocks to create commands for Sphero to perform. Move, spin, jump or even pilot its way when you control your device. At the same time, you can learn programming concepts while trying to clear the exercises. (Devices needed: Sphero) 

Practice & Exercise
- Program a Sphero to move in a square pattern.
- Program a Sphero to spin, and then move in a triangle pattern.
- Program a Sphero to perform actions when it collides with objects and when the device is shaken. - Utilize the tilting sensors of devices to pilot the Sphero. For example, tilting your device 
backwards will make the Sphero move towards you, and shaking your device will make the  
Sphero jump!   
 
What you can learn
- Become familiar with visual programming.
- Learn the coding concept ""loop"": a control statement for specifying iteration which allows code to  
be run repeatedly.
- Use repeat loops to move in the same pattern with fewer code blocks.
- Program a Sphero by combining motion and turning blocks to properly move in a triangle pattern. - Understand the programming concept of ""event-driven programming.""",2016-tutorial,Grades 2+,/images/tutorials/new/tickle_sphero.jpg,2016-tutorial,,Multiple,"zh-CN,da,nl,en,fr,ja",tickles,"all,2-5,6-8,9+",Grades 2+,"comfortable,experienced",beginner,robotics,math,ios,"iPad, iPhone, Sphero robot",Sphero robot,few-hours,blocks,Blocks,"CCSS-Math, NGSS, CSTA",
790,790,790,790,790,790,128,create_face,Create-a-Face,CAS London,https://teachinglondoncomputing.files.wordpress.com/2014/02/activity-create-a-face.pdf,"This is an exploration of affective computing, which relates to moods and emotions. The class makes an affective (relating to moods and emotions) robot face out of card, tubes and themselves.",The aim of this activity is to demonstrate how apparently complicated behaviour can be programmed using some simple rules. It also shows how programs are just rules followed by computers and specifically introduces object-based programming. The activity shows how breaking a program into objects can be much easier to write than trying to write it in one go. The class get to write some simple programs to control the face they created.,Unplugged,Grades 2+,/images/tutorials/new/create_face.png,2016-tutorial,,English only,en,createface,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,lesson-plan,cs-only,"no-computers,no-internet",Unplugged ,Unplugged,1hour,other,Language independent,,
790,790,790,790,790,790,203,loopedy_loop,Dance the Loopedy-Loop,Wonder Workshop,https://www.dropbox.com/s/wtvz7cdoikys2nx/WonderWorkshopLesson12DancetheLoopedy-Loop.pdf?dl=0,Make a dance using loops!,"The goal of a good programmer is to write a program that is a short, clear, and effective as possible. In this lesson, students will learn how write programs using loops.",2016-tutorial,Grades 2-5,/images/tutorials/new/loopedy_loop.jpeg,2016-tutorial,,English only,en,loopedy,"all,2-5",Grades 2-5,"comfortable,experienced","comfortable,experienced",robotics,cs-only,"ios,android","iPad, iPhone, Android tablet, Android phone, Dash and Dot robot",Dash and Dot robot,1hour,blocks,Blocks,,
780,780,780,780,780,780,54,alice_sims,Storyboarding and Programming with Alice and The Sims,Alice,http://www.alice.org/hourofcode/alice3.html,Tell stories and be creative while learning to code. ,"Follow the animation production process from storyboarding to programming with Alice and The Sims.  Let creativity and storytelling drive your learning in a drag and drop coding environment.  The project will guide you through what is a storyboard, translating a storyboard into a programmable script, and how to program a short 3D animation. ",2016-tutorial,Grades 6+,/images/tutorials/new/alice_sims.jpg,2016-tutorial,,English only,en,alicesims,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,art,computers,All modern browsers,,1hour-follow,blocks,Blocks,,
780,780,780,780,780,780,69,alice_garfield,Animating with Alice and Garfield,Alice,http://www.alice.org/hourofcode/alice2.html,Tell stories and be creative while learning to code. ,"Follow the animation production process from storyboarding to programming with Alice and Garfield.  Let creativity and storytelling drive your learning in a drag and drop coding environment.  The project will guide you through what is a storyboard, translating a storyboard into a programmable script, and how to program a short 3D animation. ","Lesson plan, Web based",Grades 6+,/images/tutorials/new/alice_garfield.jpg,2015-tutorial,,English only,en,alicegar,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,art,computers,All modern browsers,,1hour-follow,blocks,Blocks,,
775,775,775,775,775,775,153,vidcode_input_output,"Input and Output, Math Activity",Vidcode,https://app.vidcode.io/doc/unplugged-activity-math.pdf,Connect JavaScript functions to both math and real world problems.,"In this exercise, you’ll walk through with your students how this relates to what they already know about math by solving a math equation with programming.",Unplugged,Grades 2+,/images/tutorials/resubmission/vidcode_input_output.png,2015-tutorial,,English only,en,vidcodeio,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,lesson-plan,math,"no-computers,no-internet",Unplugged,Unplugged,1hour-follow,other,Language independent,"COMMON CORE MATH PRACTICES
MP.1 - Make sense of problems and persevere in solving them.
MP.2 - Reason abstractly and quantitatively.

CSTA K-12 COMPUTER SCIENCE STANDARDS
CT.L2-01 - Use the basic steps in algorithmic problem-solving to design solutions (e.g., problem statement and exploration, examination of sample instances, design, implementing a solution, testing, evaluation).",
770,770,770,770,770,770,174,best_technology,Best Technology Activity,do-not-show,https://csedweek.org/csteacher/besttechnology.pdf,Students will learn about and discuss important technological inventions over the last few decades.,Students will learn about and discuss important technological inventions over the last few decades.,Classroom Activity / Discussion,Grades 9+,/images/tutorials/resubmission/best_technology.png,2015-tutorial,,English only,en,besttech,"all,9+",Grades 9+,beginner,beginner,lesson-plan,history,"no-computers,no-internet",Unplugged,Unplugged,1hour,blocks,"Blocks, C/C++",,
765,765,765,765,765,765,195,tlc_brain_bag,Brain-in-a-bag Activity,CAS London,https://teachinglondoncomputing.org/resources/inspiring-unplugged-classroom-activities/the-brain-in-a-bag-activity/,Explore how the human brain works by creating a computational model of neurones out of students that plays Snap.,This activity explores how computational modelling (a key part of computational thinking) can be used to help understand biological systems – here neurones. We see how the way our brains work has also been the inspiration for a new way to program computers and so give them intelligent abilities.,Unplugged,Grades 6+,/images/tutorials/new/tlc_brain_bag.png,2016-tutorial,https://teachinglondoncomputing.files.wordpress.com/2014/11/activity-brain-in-a-bag.pdf,English only,en,tlcbrain,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,science,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
760,760,760,760,760,760,165,hopscotch_quiz,Quiz Creator,Hopscotch,http://gethopscotch.com/hour-of-code/2016/quiz-creator,Code a multiple-choice quiz to test a friend's knowledge in any subject!,"This lesson plan is a template that you can adapt and use in any subject—Science, Language Arts, World Languages, or History. It includes step-by-step instructions and explanations that you can use to help your students code multiple choice quizzes. During the process, they will practice and explore core coding concepts like sequence, loops, variables, and conditionals. ","iPad, iPhone",Grades 6-8,/images/tutorials/new/hopscotch_quiz.jpg,2016-tutorial,,English only,en,hopquiz,"all,6-8",Grades 6-8,"comfortable,experienced","comfortable,experienced",online-tutorial,"history,la,math,science",ios,iPad and iPhone,iOS app,1hour,blocks,Hopscotch,"CCSS.MATH.CONTENT.6.NS.C.6
Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.

CCSS.MATH.CONTENT.6.NS.C.6.B
Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.
",
755,755,755,755,755,755,176,computer_history,Computer History Activity,Computers For Creativity,https://csedweek.org/csteacher/computerhistory.pdf,Learn about some key events in Computer History,The history of computers is fascinating. This is your chance to learn more.,Teacher-led programming lesson,Grades 6-8,/images/tutorials/resubmission/computer_history.png,2015-tutorial,,English only,en,cha,"all,6-8",Grades 6-8,beginner,beginner,lesson-plan,history,computers,All modern browsers,,1hour,other,Language independent,,
755,755,755,755,755,755,213,unfortunate_events,A Series of Unfortunate Events,Wonder Workshop,https://www.dropbox.com/s/eujoxvtpzp0xuos/WonderWorkshopLesson03Aseriesofunfortunateevents.pdf?dl=0,Teach Dash and Dot to respond to events that happen around them!,"We all react to events that happen around us, be it cheering when the school team wins, crying at a sad movie, or dancing when we hear music. In this lesson, students will learn how to teach Dash and Dot to respond to events that happen around them!",2016-tutorial,Grades 2-5,/images/tutorials/new/unfortunate_events.jpeg,2016-tutorial,,English only,en,unfortunate,"all,2-5",Grades 2-5,"comfortable,experienced","comfortable,experienced",robotics,"la,science",,Dash and Dot robot,Dash and Dot robot,1hour-follow,blocks,Blocks,"CSTA: CPP.L2-05
CCSS.MATH.PRACTICE.MP1
CCSS.MATH.PRACTICE.MP6
CCSS.MATH.PRACTICE.MP7",
750,750,750,750,750,750,102,ela_sequence,Writing and Coding: ELA Integration with Common Core Standards,Kodable,https://www.kodable.com/hour-of-code#ela-lessons,"Students will learn about sequence, the most foundational programming concept, as it relates to reading and writing.","Students will examine the concept of sequence in the context of reading and writing. Through grade level aligned ELA lessons, students will apply their knowledge of sequence to farther their understanding of the role sequence plays in programming.",2016-tutorial,Pre-reader - Grade 5,/images/tutorials/new/ela_sequence.png,2016-tutorial,,English only,en,elaseq,"all,pre,2-5",Pre-reader - Grade 5,beginner,beginner,lesson-plan,la,"no-computers,computers,ios,android,no-internet","Unplugged, All modern browsers, iPad, Android tablet ",,1hour,other,Language independent,"Common Core State Standards:
K CCSS.ELA-LITERACY.RF.K.1.A
1st Grade: CCSS.ELA-LITERACY.W.1.3
2nd Grade: CCSS.ELA-LITERACY.W.2.3
3rd Grade: CCSS.ELA-LITERACY.W.3.3
4th Grade: CCSS.ELA-LITERACY.W.4.3.A
5th Grade: CCSS.ELA-LITERACY.W.5.2
",
747,747,747,747,747,747,999,bitsbox_math_3-5,Bitsbox Coding + Math (3-5),Bitsbox,https://bitsbox.com/pdf/hoc2015/BitsboxLessonPlan2015_Math3-5.pdf,Standards-based lesson plan for levels 3-5. ,"Standards-based lesson plan for grades 3-5. Take your kids to the computer lab with worksheets in hand, and build apps involving fractions, variables, and formulas.",Teacher-led programming lesson,Grades 2-5,/images/bitsbox.png,"2015-tutorial,do-not-show",,English only,en,bbcmathi,"all,do-not-show",do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,
740,740,740,740,740,740,113,tlc_pixel_puzzles,Pixel Puzzles,CAS London,https://teachinglondoncomputing.org/pixel-puzzles/,Solve simple colour-by-number and logical thinking puzzles and gain a deeper understanding of image representation and compression. ,Pixel puzzles turn the ways images are represented as a series of numbers representing pixels into puzzles. They come in various forms from a simple variant of colour-by-numbers to more complex puzzles based on compression where images are represented by fewer numbers so take up less storage – but can you get them back! Each representation needs its own algorithm to follow to get the image back.,Unplugged,Grades 2-8,/images/tutorials/new/tlc_pixel_puzzles.png,2016-tutorial,,English only,en,tlcpixel,"all,2-5,6-8",Grades 2-8,beginner,beginner,lesson-plan,art,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
730,730,730,730,730,730,208,arduino,Arduino Activity,do-not-show,https://csedweek.org/csteacher/arduino.pdf,Learn how to make a basic circuit and make a light blink.,"Ever wonder how toys make noises and blink lights when you push buttons? Microcontrollers and circuits are used in all sorts of everyday objects. From remote controlled cars to robots and drones. Streetlights use sensors to determine when the sun goes down, the volume knob on a car stereo adjusts resistance through a microcontroller. They are everywhere!",Maker/Robotics activity,Grades 6-8,/images/tutorials/resubmission/arduino.png,2015-tutorial,,English only,en,arduino,"all,6-8",Grades 6-8,comfortable,"comfortable,experienced",robotics,science,no-computers,Arduino Circut Boards,,1hour,other,Arduino,,
725,725,725,725,725,725,209,intro_robotics,Introduction to Robotics,Wonder Workshop,https://www.dropbox.com/s/eegr8vtxp2eepiq/WonderWorkshopLesson07-IntroductiontoDashandDot.pdf?dl=0,Students will get to know Dash and Dot while being introduced to the ideas of Robotics and Programming.,"In this lesson, students will get to know Dash and Dot while being introduced to the ideas of Robotics and Programming. Students will gain an understanding of what a robot is, how they sense the world around them, and how programs can control robots. ",2016-tutorial,Grades 2-5,/images/tutorials/new/intro_robotics.png,2016-tutorial,,English only,en,introrobo,"all,2-5",Grades 2-5,"comfortable,experienced",beginner,robotics,cs-only,"ios,android","iPad, Android tablet, Dash and Dot robot",Dash and Dot robot,1hour,blocks,"Blocks, JavaScript","ISTE
4.b – Plan and manage activities to develop a solution or complete a project 
6.a – Understand and use technology systems

CC Math
1. Make sense of problems and persevere in solving them. 
2. Reason abstractly and quantitatively.",
715,715,715,715,715,715,164,tlc_jflap,JFLAP: Creating Finite State Machines,CAS London,https://teachinglondoncomputing.org/jflap-creating-finite-state-machines/,Create executable finite state machine versions of graphs you have created or used to solve problems.,"A finite state machine is a very useful tools in the computational thinking toolbox. They are an important way for describing what computer systems do and of simulating things in the real world. JFLAP is an easy to use and free tool for creating finite state machines. This activity involves creating a simple finite state machine and simulating it, then going on to create more complex finite state machines that represent puzzles, gadgets, web pages and games.",Web based,Grades 6+,/images/tutorials/new/tlc_jflap.png,2016-tutorial,https://teachinglondoncomputing.files.wordpress.com/2015/09/booklet-jflap-gettingstarted.pdf,English only,en,tlcjflap,"all,6-8,9+",Grades 6+,comfortable,comfortable,lesson-plan,math,computers,All modern browsers,,1hour,other,Language independent,,
715,715,715,715,715,715,193,tlc_invisible_palm,Invisible Palming Activity,CAS London,https://teachinglondoncomputing.org/resources/inspiring-unplugged-classroom-activities/the-invisible-palming-activity/,Do a trick where you magically move a card from one pile to another by palming it invisibly!,This introduces what an algorithms is and what a computer program is. It can also be used to explore human computer interaction and the importance of feedback and building a correct mental model.,Unplugged,Grades 2+,/images/tutorials/new/tlc_invisible_palm.png,2016-tutorial,https://teachinglondoncomputing.files.wordpress.com/2014/01/activity-magic-invisiblepalming.pdf,English only,en,tlcinvis,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,lesson-plan,math,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
710,710,710,710,710,710,211,programming_colors,Drive to School with Ozobot,Ozobot,https://portal.ozobot.com/lessons/detail/programming-with-colors,Program the robot Ozobot by using paper and markers - no computer or tablet required!,"This teacher-led tutorial introduces your students to programming and computational thinking and it also explains what kind of robot Ozobot is. This activity is ""unplugged"", which means that the coding is not done on a computer or tablet, but on a piece of paper with markers. Students will be giving commands to Ozobot using OzoCodes, which are special color sequences. After learning about how to program Ozobot with markers and paper, students are challenged to solve a maze and help Ozobot find the way to school.

No programming experience or knowledge of Ozobot is required for this tutorial. However, even students with some programming experience will be engaged by programming Ozobot. The tutorial is designed for grades K-12 and can be customized to your students' abilities.",2016-tutorial,Pre-reader - Grade 8,/images/tutorials/hoc2017/programming_colors.jpg,2016-tutorial,,English only,en,procolor,"all,pre,2-5,6-8,9+",Pre-reader - Grade 8,beginner,beginner,robotics,math,no-computers,Ozobot robot,Ozobot robot,1hour,other,Language independent,"CCSS.ELA-LITERACY.W.8.3.B  Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters.
CCSS.ELA-LITERACY.W.8.3.C  Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events.",
710,710,710,710,710,710,214,sprials_finch,Spirals with the Finch,Finch Robot,http://www.finchrobot.com/teaching/hour-code-spirals-finch,Draw spirals with a robot! ,"The Finch is a small robot designed to inspire and delight students learning computer science by providing them a tangible and physical representation of their code. In this activity, you will learn to write programs that make the Finch move and turn. Then you will use a variable to program the robot to move in a spiral pattern. For this activity, you can program the Finch with either Scratch or Snap! using either laptops or Chromebooks. You do not need any prior programming experience. ",2016-tutorial,Grades 2+,/images/tutorials/new/finch.png,2016-tutorial,,English only,en,spiralsfinch,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,robotics,"art,math",computers,"PC, Mac, Linux, Chromebook downloadable, Finch robot",Finch robot,1hour,blocks,Blocks,"CCSS-Math, CSTA",
700,700,700,700,700,700,219,ozobot_intro,An Introduction to Programming and Ozobot,Ozobot,https://www.dropbox.com/s/3fpi6jt5e3qn103/intro-programming-and-ozobot.pdf?dl=0,Learn about how the Ozobot robot works and program Ozobot using paper and markers - no computer or tablet required!,"This tutorial introduces students to programming and computational thinking and it also explains what kind of robot Ozobot is. This activity is ""unplugged"", which means that the coding is not done on a computer or tablet, but on a piece of paper with markers. Students will be learning about how the robot works and then give commands to Ozobot using OzoCodes, which are special color sequences. After learning about how to program Ozobot with markers and paper, students are challenged to solve a maze and help Ozobot find the way to the store.

No programming experience or knowledge of Ozobot is required for this tutorial. However, even students with some programming experience will be engaged by programming Ozobot. The tutorial is designed for grades K-12 and can be customized to your students' abilities.",2016-tutorial,All ages,/images/tutorials/new/intro-programming-ozobot.jpg,2016-tutorial,,English only,en,ozoi,"all,pre,2-5,6-8,9+",All ages,beginner,beginner,robotics,math,no-computers,Ozobot robot,Ozobot robot,1hour,other,Language independent,,
690,690,690,690,690,690,212,sphero_intro,SPRK Lightning Lab Blocks 1: Intro,Sphero,https://sprk.sphero.com/cwists/preview/1671x,"Introduction to Lightning Lab, The Sphero App for programming Sphero robots.","Everyone starts somewhere. Welcome to your first Lightning Lab activity!

Follow the steps to get a quick video overview of the app, learn how to create programs using the block-based interface, and gain an understanding of loops. After that, test your skills and curiosity by playing a game with your robot and the app.
",2016-tutorial,Grades 2+,/images/tutorials/new/sphero_intro.png,2016-tutorial,,English only,en,spheroi,"all,2-5,6-8,9+",Grades 2+,comfortable,beginner,robotics,math,"ios,android","iPad, Android tablet, iPhone, Android phone, Sphero robot",Sphero robot,1hour,"blocks,typing","Blocks, C/C++",,
685,685,685,685,685,685,170,tickle_lego,LEGO Bricker,Tickle,https://docs.google.com/document/d/15T5zSX1NZUbeKMT8jVLtkkukf_hgmUmQddKW8tatdDE/edit,"Brick by brick, build up your wildest LEGO imagination. By putting some codes together on Tickle app, you can make your LEGO WeDo do some amazing things.","What you can achieve
LEGO WeDo 2.0 is everyone’s familiar brick game set, yet ingeniously combined with programming possibilities. By using Tickle app to create some commands, LEGO WeDo 2.0 can then execute some smart moves. At the same time, you can learn programming concepts while trying to clear the exercises. (Devices needed: LEGO WeDo 2.0) 

Practice & Exercise
- Make WeDo 2.0 start lifting up itself when being hung up.
- Make the WeDo 2.0 lift up or drop down the panda whenever the top button is pressed. - Make the WeDo 2.0 move forward, and stop if it encounters obstacles.

What you can learn
- Become familiar with visual programming.
- Program LEGO WeDo 2.0 to perform actions using basic motion commands. 
- Learn and understand the programming concept of ""event-driven programming"".  - Get familiar with the use of variables and conditionals (if-then-else).",2016-tutorial,Grades 2+,/images/tutorials/new/tickle_lego.jpg,2016-tutorial,,Multiple,"zh-CN,da,nl,en,fr,ja",ticklel,"all,2-5,6-8,9+",Grades 2+,"comfortable,experienced",beginner,robotics,"math,science","computers,ios","All modern browsers, iPad, iPhone, LEGO WeDo robot",LEGO WeDo robot,few-hours,blocks,Blocks,,
680,680,680,680,680,680,145,first_computer,My First Computer,Hello Ruby,http://www.helloruby.com/play/2,My First Computer is an introduction to the amazing and complicated machine that is the computer.,"Few things are as exciting as computers. And now you’ll get to design your very own one - this time out of paper. Get to know the CPU, RAM and ROM, Mass Storage and GPU. Draw your first application. Get your scissors, pens and papers out!",Unplugged,Pre-reader - Grade 1,/images/tutorials/new/first_computer.png,2016-tutorial,,English only,en,firstcomp,"all,pre",Pre-reader - Grade 1,beginner,beginner,lesson-plan,cs-only,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,"From the 2016 draft of CSTA standards: 

Construct and execute an algorithm (set of step-by-step
instructions) to accomplish a task, both independently and
collaboratively. (K-5)

Develop block-based and text-based programs that include
expressions and variables, loops and branches, and functions and
procedures. (6-8)",
680,680,680,680,680,680,109,tlc_kriskross,Kriss-Kross Puzzles,CAS London,https://teachinglondoncomputing.org/kriss-kross-puzzles/,"Solve these word puzzles as a way to develop logical thinking and pattern matching skills needed to enjoy both computing and maths, while practicing spelling.","Kriss-kross puzzles combine a love of words with a love of logic. Given a list of words of different lengths, you must fit them all in to the grid.",Unplugged,Grades 2-5,/images/tutorials/new/tlc_kriskross.png,2016-tutorial,,English only,en,tlckk,"all,2-5",Grades 2-5,beginner,beginner,lesson-plan,la,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
680,680,680,680,680,680,160,gracehopper_debug,Grace Hopper Debugging Activity,Computers For Creativity,https://csedweek.org/csteacher/gracehopperdebugging.pdf,Help students learn about Grace Hopper and why this week is CS EdWeek.,Help students learn about Grace Hopper and why this week is CS EdWeek.,Teacher-led programming lesson,Grades 2-8,/images/tutorials/resubmission/gracehopper_debug.png,2015-tutorial,,English only,en,ghdebug,"all,2-5,6-8",Grades 2-8,beginner,beginner,lesson-plan,"history,la",computers,All modern browsers,,1hour,blocks,Blocks,,
680,680,680,680,680,680,218,maze_finch,Through the Maze with the Finch Robot,Finch Robot,http://www.finchrobot.com/teaching/hour-code-through-maze-finch,Use the Finch robot to complete a maze!,"In this activity, you will use a very simple programming language to make the Finch robot move and turn. Then you will write programs to help the robot complete a maze! You do not need any prior programming experience, and you can use a laptop or a Chromebook. ",2016-tutorial,Pre-reader - Grade 5,/images/tutorials/new/finch.png,2016-tutorial,,English only,en,mazefinch,"all,pre,2-5",Pre-reader - Grade 5,beginner,beginner,robotics,math,computers,"All modern browsers, Finch robot",Finch robot,1hour-follow,blocks,Blocks,"– Make sense of problems and persevere in solving (CCSS.MATH.PRACTICE.MP1); 
– Look for and make use of structure (CCSS.MATH.PRACTICE.MP7);
– Using mathematics and computational thinking (NGSS Practice 5)",
680,680,680,680,680,680,217,spirals_dash,Draw Spirals with Dash,Wonder Workshop,https://www.dropbox.com/s/in4l3f0znrn9j7q/DrawSpiralsWithDash.pdf?dl=0,Learn the basics of using variables while using a robot to create art!,"Learn the basics of using variables in a program while using a robot to create art! Use variables in Blockly to dynamically control the wheel speeds of a Dash robot. After completing the lesson, you will understand how to assign a variable, access a variable, and dynamically change a variable using a loop. By changing the value of a variable over time, you can make Dash draw a spectacular spiral!","Android tablet, iPad, Android phone, iPhone",Grades 2-8,/images/tutorials/new/spirals_dash.png,2016-tutorial,,English only,en,spiralsdash,"all,2-5,6-8",Grades 2-8,beginner,beginner,robotics,art,android,"Android tablet, Android phone, Dash robot",Dash robot,1hour,blocks,Blocks,,
673,673,673,673,673,673,194,tlc_compressed_code,Compression Code Puzzles,CAS London,https://teachinglondoncomputing.org/compression-code-puzzles/,"Solve compression code puzzles, simple puzzles about words that involve decoding compressed messages.",Data on computers is stored as long sequences of characters – ultimately as binary 1s and 0s. The idea with compression is that we use an algorithm to change the way the information is represented so that fewer characters are needed to store exactly the same information.,Unplugged,Grades 2-8,/images/tutorials/new/tlc_compressed_code.png,2016-tutorial,,English only,en,tlccc,"all,2-5,6-8",Grades 2-8,beginner,beginner,lesson-plan,la,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
645,645,645,645,645,645,115,tlc_doodle_art,Algorithmic Doodle Art,CAS London,https://teachinglondoncomputing.org/algorithmic-doodle-art/,Follow simple algorithms to draw pictures reminiscent of nature. ,"Scenery in films is often computer generated. Ever wondered how they do it? Next time you find yourself drawing doodles, draw an algorithmic doodle and explore algorithms for drawing nature. The algorithms are recursive: that is they describe one step and then tell you just to draw the next step in the same way, following the algorithm from the start.",Unplugged,Grades 2-8,/images/tutorials/new/tlc_doodle_art.png,2016-tutorial,,English only,en,tlcdoodle,"all,2-5,6-8",Grades 2-8,beginner,beginner,lesson-plan,"art,math","no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
645,645,645,645,645,645,210,tlc_punchcard_search,Punch Card Searching Activity,CAS London,https://teachinglondoncomputing.org/resources/inspiring-unplugged-classroom-activities/the-punch-card-searching-activity/,Show how early computers searched for data using a magic trick.,"Demonstrate how early computers were able to find data stored on punch cards and show that it is the same algorithm as the magic trick in the ‘Australian Magician’s Dream’ Activity. It aims to show in a visual way how a search algorithm works. In doing so you demonstrate a practical use of binary numbers, a divide and conquer algorithm for searching and explore the computational thinking trick of translating solutions between problem areas.",Unplugged,Grades 6+,/images/tutorials/new/tlc_punchcard_search.png,2016-tutorial,https://teachinglondoncomputing.files.wordpress.com/2014/02/activity-punchcardsearching.pdf,English only,en,tlcpunch,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,math,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
640,640,640,640,640,640,184,mozilla_hw_excuse,Mozilla Homework Excuse Generator,Mozilla Learning Networks,https://d157rqmxrxj6ey.cloudfront.net/mozillalearning/11701/,Learners will remix JavaScript code to change the words on a website,"Learners will remix JavaScript code to change the words on a website, learning about composing for the web, coding JavaScript values, and remixing Web content.",Teacher-led programming lesson,Grades 6-8,/images/tutorials/resubmission/mozilla_hw_excuse.png,2015-tutorial,,English only,en,mozillahw,"all,6-8",Grades 6-8,beginner,beginner,lesson-plan,la,computers,All modern browsers,,1hour,typing,JavaScript,,
1,1,1,1,1,1,100,groklearning_flags,Flags of the World (Python Turtle),Grok Learning,https://groklearning.com/hoc-2016/activity/flags/,Use the programming language Python and instruct a turtle to draw flags from around the world! How many countries do you know?,"This activity is designed to give you your first experience programming, and has been specially designed for the Hour of Code. Use the programming language Python and its turtle module to draw flags from around the world!","Web based, Android tablet, iPad",Grades 6+,/images/tutorials/resubmission/groklearning_flags.jpg,2015-tutorial,https://groklearning.com/hoc/flags/,English only,en,grokflags,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,history,"computers,android,ios","Internet Explorer 11, Microsoft Edge, Chrome, Firefox, Safari, Android Chrome (mobile-optimized), iOS (mobile-optimized)",,1hour,blocks,Python,,
600,600,600,600,600,600,221,sphero_lights,SPRK Lightning Lab Blocks 3: Lights,Sphero,https://sprk.sphero.com/cwists/preview/2152x,Learn how to control Sphero’s lights and get creative with programming.,"Dive into the power of lights in this activity. You will discover different methods to control Sphero’s lights and then build programs to put the lights to work. You will create a program that powers a robotic Jack-o’-Lantern, turns Sphero into a sensor-based spinning top, and also get creative with long exposure light art.",2016-tutorial,Grades 2+,/images/tutorials/new/sphero_lights.png,2016-tutorial,,English only,en,spherol,"all,2-5,6-8,9+",Grades 2+,comfortable,comfortable,robotics,"science,math,art","ios,android","iPad, Android tablet, iPhone, Android phone, Sphero robot",Sphero robot,few-hours,"blocks,typing","Blocks, C/C++",,
600,600,600,600,600,600,222,sphero_variables,SPRK Lightning Lab Blocks 3: Variables,Sphero,https://sprk.sphero.com/cwists/preview/2152x,"Learn about Variables and Operators to program Sphero to simulate a speeding car, a hot potato game, and a fortune teller.","In this Sphero Lightning Lab activity you will learn about powerful programming commands. This activity will simulate Sphero getting pulled over by a police officer for speeding. You will also build a hot potato game program, and turn Sphero into a fortune teller to predict the future. All of this will be accomplished with variables that let you set conditional values in the Lightning Lab app. ",2016-tutorial,Grades 2+,/images/tutorials/new/sphero_variables.png,2016-tutorial,,English only,en,spherov,"all,2-5,6-8,9+",Grades 2+,comfortable,comfortable,robotics,"science,math,art,la","ios,android","iPad, Android tablet, iPhone, Android phone, Sphero robot",Sphero robot,1hour,"blocks,typing","Blocks, C/C++",,
