School Code,School Name,City,State,
100426,American Heritage School Boca-Delray,Delray Beach,FL,
100466,Lake Brantley High School,Altamonte Springs,FL,
100475,Saint Thomas Aquinas High School,Ft Lauderdale,FL,
100476,Western High School,Davie,FL,
100478,Hollywood Hills High School,Hollywood,FL,
100479,Boyd H Anderson High School,Lauderdale Lakes,FL,
100480,Dillard High School,Fort Lauderdale,FL,
100490,Fort Lauderdale High School,Ft Lauderdale,FL,
100492,Westminster Academy,Ft Lauderdale,FL,
100495,Pine Crest School,Ft Lauderdale,FL,
100496,Nova High School,Davie,FL,
100497,Plantation High School,Plantation,FL,
100498,Stranahan High School,Ft Lauderdale,FL,
100508,Bishop Verot High School,Ft Myers,FL,
100538,Freeport High School,Freeport,FL,
100542,W Travis Loften High School,Gainesville,FL,
100543,Buchholz High School,Gainesville,FL,
100544,Eastside High School,Gainesville,FL,
100594,Dunbar High School,Fort Myers,FL,
100603,Broward Virtual School,Coconut Creek,FL,
100636,Hallandale High School,Hallandale,FL,
100690,South Broward High School,Hollywood,FL,
100691,Sheridan Hills Christian School,Hollywood,FL,
100740,Bishop Kenny High School,Jacksonville,FL,
100761,Episcopal School of Jacksonville,Jacksonville,FL,
100780,Paxon School for Advanced Studies,Jacksonville,FL,
100825,Jupiter Community Senior High School,Jupiter,FL,
100838,Mater Academy Charter High School,Hialeah Gardens,FL,
100842,Osceola County School for the Arts,Kissimmee,FL,
100846,Jensen Beach High School,Jensen Beach,FL,
100847,Harmony High School,Saint Cloud,FL,
100865,LaBelle High School,La Belle,FL,
100883,Lake Mary High School,Lake Mary,FL,
100897,Santa Fe Catholic High School,LAKELAND,FL,
100913,John I Leonard High School,Greenacres,FL,
100925,Largo High School,Largo,FL,
100957,Joe E Newsome High School,Lithia,FL,
100978,Doral Academy Charter High School,Doral,FL,
100986,Lake Howell High School,Winter Park,FL,
100991,Miami Lakes Educational Center,Miami,FL,
101003,Holy Trinity Episcopal Academy,Melbourne,FL,
101009,West Shore Junior-Senior High School,Melbourne,FL,
101025,Melbourne High School,Melbourne,FL,
101026,Palm Bay Magnet High School,Melbourne,FL,
101047,Carrollton Sacred Heart School,Miami,FL,
101048,Christopher Columbus High School,Miami,FL,
101067,Miami Coral Park Senior High School,Miami,FL,
101097,Saint Brendan High School,Miami,FL,
101101,South Miami Senior High School,Miami,FL,
101131,Our Lady of Lourdes Academy,Miami,FL,
101161,Mast Academy,Miami,FL,
101172,Miramar High School,Miramar,FL,
101185,Montverde Academy,Montverde,FL,
101198,Mount Dora Christian Academy,Mount Dora,FL,
101206,Community School of Naples,Naples,FL,
101234,Scheck Hillel Community School,Miami,FL,
101235,North Miami Senior High School,North Miami,FL,
101239,Benjamin School,Palm Beach Gardens,FL,
101248,Cypress Creek High School,Orlando,FL,
101271,Monsignor Edward Pace High School,Miami,FL,
101275,St Johns Country Day School,Orange Park,FL,
101290,Edgewater High School,Orlando,FL,
101294,Lake Highland Preparatory School,Orlando,FL,
101297,Evans High School,Orlando,FL,
101298,Oak Ridge High School,Orlando,FL,
101309,University High School,Orlando,FL,
101310,William R Boone High School,Orlando,FL,
101341,Palm Beach Gardens High School,Palm Beach Gardens,FL,
101348,Marjory Stoneman Douglas High School,Parkland,FL,
101355,Bay High School,Panama City,FL,
101357,A Crawford Mosley High School,Lynn Haven,FL,
101361,Rutherford High School,Panama City,FL,
101365,Pensacola Catholic High School,Pensacola,FL,
101375,Pensacola High School,Pensacola,FL,
101390,Booker T Washington High School,Pensacola,FL,
101424,Charles W Flanagan High School,Pembroke Pines,FL,
101427,Dave Thomas Education Center West,Coconut Creek,FL,
101430,Blanche Ely High School,Pompano Beach,FL,
101433,Coconut Creek High School,Coconut Creek,FL,
101436,Port Charlotte High School,PORT CHARLOTTE,FL,
101466,Suncoast Community High School,Riviera Beach,FL,
101474,Faith Christian Academy,Orlando,FL,
101494,Navarre High School,Navarre,FL,
101505,Boca Ciega Senior High School,Saint Petersburg,FL,
101507,Dixie Hollins High School,Saint Petersburg,FL,
101520,Northeast High School,Saint Petersburg,FL,
101528,Riverview Senior High School,Riverview,FL,
101530,Saint Petersburg High School,Saint Petersburg,FL,
101540,Gulf Coast High School,Naples,FL,
101550,Pompano Beach High School,Pompano Beach,FL,
101565,Seminole High School,Sanford,FL,
101577,Pine View School,Osprey,FL,
101579,Out of Door Academy,Sarasota,FL,
101592,Bayside High School,Palm Bay,FL,
101597,Osceola High School,Seminole,FL,
101605,Choctawhatchee High School,Fort Walton Beach,FL,
101607,J R Arnold High School,Panama City Beach,FL,
101641,Timber Creek High School,ORLANDO,FL,
101650,Florida Agricultural and Mechanical Developmental Research School,Tallahassee,FL,
101652,Amos P Godby High School,Tallahassee,FL,
101655,West Port High School,Ocala,FL,
101656,Olympia High School,Orlando,FL,
101663,James S Rickards High School,Tallahassee,FL,
101686,Berkeley Preparatory School,Tampa,FL,
101700,H B Plant High School,Tampa,FL,
101714,Braulio Alonso High School,Tampa,FL,
101731,Tampa Catholic High School,Tampa,FL,
101739,East Lake High School,Tarpon Springs,FL,
101750,Howard W Blake High School,Tampa,FL,
101760,Titusville High School,Titusville,FL,
101765,Middleton High School,Tampa,FL,
101771,Freedom High School,Tampa,FL,
101778,Bloomingdale Senior High School,Valrico,FL,
101785,Vernon High School,Vernon,FL,
101791,South Walton High School,Santa Rosa Beach,FL,
101801,Freedom High School,Orlando,FL,
101817,McArthur High School,Hollywood,FL,
101818,Forest Hill High School,West Palm Beach,FL,
101820,Palm Beach Lakes Community High School,West Palm Beach,FL,
101833,Villages Charter School,The Villages,FL,
101842,Cypress Bay High School,Weston,FL,
101902,Winter Park High School,Winter Park,FL,
101905,Winter Springs High School,Winter Springs,FL,
101930,Deane Bozeman School,Panama City,FL,
101979,Ocoee High School,Ocoee,FL,
102007,Matanzas High School,Palm Coast,FL,
102059,Richard Spoto High School,Riverview,FL,
102068,Ronald W Reagan Doral Senior High School,Doral,FL,
102069,Doral Performing Arts and Entertainment Academy,Doral,FL,
102071,Score Academy Palm Beach Gardens,Palm Beach Gardens,FL,
102124,Sunlake High School,Land O Lakes,FL,
102152,Mater Performing Arts and Entertainment Academy,Hialeah Gardens,FL,
102165,Young Men's Preparatory Academy,Miami,FL,
102181,West Broward High School,Pembroke Pines,FL,
102183,Hialeah Gardens High School,Hialeah Gardens,FL,
102192,George M Steinbrenner High School,Lutz,FL,
102196,East River High School,ORLANDO,FL,
102199,Lake Nona High School,Orlando,FL,
102207,Archimedean Upper Conservatory,Miami,FL,
102314,Acceleration Academy,Orlando,FL,
102386,Riviera Preparatory School,Miami,FL,
102550,Seacoast Collegiate High School,Santa Rosa Beach,FL,
102581,Lake Minneola High School,Minneola,FL,
102601,Sheridan Technical High School,Fort Lauderdale,FL,
110005,North Cobb High School,Kennesaw,GA,
110007,Fulton Science Academy Private School,Alpharetta,GA,
110057,Allatoona High School,Acworth,GA,
110058,Alpharetta High School,Alpharetta,GA,
110060,Milton High School,Milton,GA,
110095,Armuchee High School,Rome,GA,
110143,Coretta Scott King Young Women's Leadership Academy,Atlanta,GA,
110146,Chattahoochee High School,Alpharetta,GA,
110170,Henry W Grady High School,Atlanta,GA,
110225,Georgia Virtual School,Atlanta,GA,
110226,Saint Pius X Catholic High School,Atlanta,GA,
110256,The Westminster Schools,Atlanta,GA,
110277,Aquinas High School,Augusta,GA,
110285,Glenn Hills High School,Augusta,GA,
110415,Bowdon High School,Bowdon,GA,
110425,Jackson County Comprehensive High School,Jefferson,GA,
110473,Brunswick High School,Brunswick,GA,
110550,Calhoun High School,Calhoun,GA,
110589,Cherokee High School,Canton,GA,
110797,Woodward Academy,College Park,GA,
110822,Brookstone School,Columbus,GA,
110825,Columbus High School,Columbus,GA,
110860,Rockdale County High School,Conyers,GA,
110864,Rockdale Career Academy,Conyers,GA,
110920,Forsyth Central High School,Cumming,GA,
110921,North Forsyth High School,Cumming,GA,
110922,South Forsyth High School,Cumming,GA,
110927,Lambert High School,Suwanee,GA,
110929,West Forsyth High School,Cumming,GA,
110931,Forsyth Virtual Academy,Cumming,GA,
111005,Madison County High School,Danielsville,GA,
111045,Decatur High School,Decatur,GA,
111100,Coffee High School,Douglas,GA,
111107,Chapel Hill High School,Douglasville,GA,
111110,Douglas County High School,Douglasville,GA,
111140,Gwinnett School of Mathematics Science and Technology,Lawrenceville,GA,
111154,North Springs Charter High School,Sandy Springs,GA,
111160,Dodge County High School,Eastman,GA,
111175,Tri-Cities High School,East Point,GA,
111210,Elbert County Comprehensive High School,Elberton,GA,
111258,Greenbrier High School,Evans,GA,
111281,Flowery Branch High School,Flowery Branch,GA,
111305,Forest Park High School,Forest Park,GA,
111496,Lake Oconee Academy,Greensboro,GA,
111739,Kennesaw Mountain High School,Kennesaw,GA,
111798,Discovery High School,Lawrenceville,GA,
111805,Central Gwinnett High School,Lawrenceville,GA,
111825,Berkmar High School,Lilburn,GA,
111835,Pepperell High School,Lindale,GA,
111836,Lithia Springs High School,Lithia Springs,GA,
111843,Martin Luther King Junior High School,Lithonia,GA,
111866,Johns Creek High School,Johns Creek,GA,
111868,Arabia Mountain High School,Lithonia,GA,
111955,Mount de Sales Academy,Macon,GA,
111961,Stratford Academy,Macon,GA,
111965,Morgan County High School,Madison,GA,
111986,Walker School,Marietta,GA,
111987,Walton High School,Marietta,GA,
111998,Alan C Pope High School,Marietta,GA,
112010,Wheeler High School,Marietta,GA,
112129,Cambridge High School,Milton,GA,
112160,Jasper County High School,Monticello,GA,
112215,Mount Zion High School,Carrollton,GA,
112243,The Heritage School,Newnan,GA,
112278,Greater Atlanta Christian School,Norcross,GA,
112279,Meadowcreek High School,Norcross,GA,
112280,Norcross High School,Norcross,GA,
112435,McEachern High School,Powder Springs,GA,
112443,Brooks County High School,Quitman,GA,
112525,Richmond Hill High School,Richmond Hill,GA,
112580,Coosa High School,Rome,GA,
112608,Rome High School,Rome,GA,
112618,Blessed Trinity Catholic High School,Roswell,GA,
112623,Centennial High School,Roswell,GA,
112625,Roswell High School,Roswell,GA,
112629,Saint Francis High School,Alpharetta,GA,
112696,Savannah Arts Academy,Savannah,GA,
112714,Sol C Johnson High School,Savannah,GA,
112718,Windsor Forest High School,Savannah,GA,
112725,Model High School,Rome,GA,
112730,Scholars Guild Academy,Loganville,GA,
112827,Woodland High School,Stockbridge,GA,
112842,Community Christian School,Stockbridge,GA,
112859,Lanier High School,Sugar Hill,GA,
112862,Collins Hill High School,Suwanee,GA,
112866,Peachtree Ridge High School,Suwanee,GA,
113052,Sandy Creek High School,Tyrone,GA,
113130,Villa Rica High School,Villa Rica,GA,
113151,Houston County High School,Warner Robins,GA,
113285,Camden County High School,Kingsland,GA,
113303,River Ridge High School,Woodstock,GA,
113306,Etowah High School,Woodstock,GA,
113309,Woodstock High School,Woodstock,GA,
120003,James Campbell High School,Ewa Beach,HI,
120025,Honoka'a High and Intermediate School,Honokaa,HI,
120040,Iolani School,Honolulu,HI,
120085,Punahou School,Honolulu,HI,
120100,Saint Andrew's Priory School,Honolulu,HI,
120105,Saint Francis School,Honolulu,HI,
120161,Kapolei High School,Kapolei,HI,
120165,Konawaena High School,Kealakekua,HI,
120180,Lanai High and Elementary School,Lanai City,HI,
120197,Mililani High School,Mililani,HI,
120198,Seabury Hall,Makawao,HI,
120214,Hanalani Schools: Upper School,Mililani,HI,
120220,Waialua High School,Waialua,HI,
130001,Ridgevue High School,,ID,
130020,North Fremont High School,Ashton,ID,
130042,Boise High School,Boise,ID,
130043,Borah High School,Boise,ID,
130046,Capital High School,Boise,ID,
130073,Caldwell Senior High School,Caldwell,ID,
130080,Vallivue High School,Caldwell,ID,
130083,iSucceed Virtual High School,Boise,ID,
130115,Coeur D Alene Charter Academy,Coeur D Alene,ID,
130215,Fruitland High School,Fruitland,ID,
130380,McCall-Donnelly High School,McCall,ID,
130389,Centennial High School,Boise,ID,
130535,Madison Senior High School,Rexburg,ID,
130550,Salmon River Junior/Senior High School,Riggins,ID,
130600,Shelley High School,Shelley,ID,
130635,Twin Falls High School,Twin Falls,ID,
140027,Harry D Jacobs High School,Algonquin,IL,
140070,Antioch Community High School,Antioch,IL,
140090,Argo Community High School,Summit,IL,
140097,John Hersey High School,Arlington Heights,IL,
140098,Saint Viator High School,Arlington Heights,IL,
140170,Aurora East High School,Aurora,IL,
140447,Buffalo Grove High School,Buffalo Grove,IL,
140450,Bunker Hill High School,Bunker Hill,IL,
140534,Glenbard North High School,Carol Stream,IL,
140640,Lane Technical High School,Chicago,IL,
140661,Chicago Academy High School,Chicago,IL,
140702,CICS Chicago Quest,Chicago,IL,
140721,Chicago Mathematics and Science Academy,Chicago,IL,
140869,University of Chicago Charter School at Woodlawn Campus,Chicago,IL,
140877,Hubbard High School,Chicago,IL,
140899,John Hancock High School,Chicago,IL,
140905,Jones College Preparatory,Chicago,IL,
141016,Curie Metropolitan High School,Chicago,IL,
141042,Eric Solorio Academy High School,Chicago,IL,
141063,Notre Dame College Prep,Niles,IL,
141097,Ridgewood High School,Norridge,IL,
141170,Saint Ignatius College Preparatory,Chicago,IL,
141307,Stephen T Mather High School,Chicago,IL,
141345,Von Steuben Metropolitan Science Center,Chicago,IL,
141374,Horizon Science Academy McKinley Park Charter School,Chicago,IL,
141376,Wolcott School,Chicago,IL,
141393,Marian Catholic High School,Chicago Heights,IL,
141410,J S Morton High School East,Cicero,IL,
141428,Hinsdale South High School,Darien,IL,
141515,Crystal Lake Central High School,Crystal Lake,IL,
141517,Crystal Lake South High School,Crystal Lake,IL,
141519,Prairie Ridge High School,Crystal Lake,IL,
141570,Deerfield High School,Deerfield,IL,
141595,Maine East High School,Park Ridge,IL,
141597,Maine West High School,Des Plaines,IL,
141735,Edwardsville Senior High School,Edwardsville,IL,
141778,Elk Grove High School,Elk Grove Village,IL,
141805,York Community High School,Elmhurst,IL,
141860,Evanston Township High School,Evanston,IL,
142073,Glenbard South High School,Glen Ellyn,IL,
142075,Glenbard West High School,Glen Ellyn,IL,
142175,Warren Township High School,Gurnee,IL,
142275,Highland Park High School,Highland Park,IL,
142300,Hinsdale Central High School,Hinsdale,IL,
142301,Hoffman Estates High School,Hoffman Estates,IL,
142373,Joliet Township High School West,Joliet,IL,
142385,Joliet Central High School,Joliet,IL,
142524,Lakes Community High School,Lake Villa,IL,
142530,Lake Zurich Senior High School,Lake Zurich,IL,
142620,Libertyville High School,Libertyville,IL,
143010,Morton High School,Morton,IL,
143062,Prospect High School,Mt Prospect,IL,
143097,Mundelein High School,Mundelein,IL,
143200,Normal Community High School,Normal,IL,
143245,Oak Park And River Forest High School,Oak Park,IL,
143343,James B Conant High School,Hoffman Estates,IL,
143345,Palatine High School,Palatine,IL,
143347,William Fremd High School,Palatine,IL,
143377,Maine Township High School South,Park Ridge,IL,
143500,Plano High School,Plano,IL,
143530,Polo Community High School,Polo,IL,
143630,Richmond-Burton Community High School,Richmond,IL,
143655,Riverside Brookfield High School,Riverside,IL,
143724,Rockford Christian High School,Rockford,IL,
143736,Rolling Meadows High School,Rolling Meadows,IL,
143847,West Carroll High School,Savanna,IL,
143857,Schaumburg High School,Schaumburg,IL,
143926,Niles Township West High School,Skokie,IL,
143927,Niles North High School,Skokie,IL,
144010,Sterling High School,Sterling,IL,
144214,Vernon Hills High School,Vernon Hills,IL,
144322,Waukegan High School,Waukegan,IL,
144387,Wheeling High School,Wheeling,IL,
144395,Williamsfield High School,Williamsfield,IL,
144403,Loyola Academy,Wilmette,IL,
144435,North Shore Country Day School,Winnetka,IL,
144515,Zion-Benton Township High School,Zion,IL,
150165,Bedford-North Lawrence High School,Bedford,IN,
150215,Bloomington High School South,Bloomington,IN,
150335,Brownsburg High School,Brownsburg,IN,
150445,Carmel High School,Carmel,IN,
150462,Hanover Central High School,Cedar Lake,IN,
150610,Columbus North High School,Columbus,IN,
150916,Elkhart Memorial High School,Elkhart,IN,
150920,Edgewood High School,Ellettsville,IN,
151041,Fishers High School,Fishers,IN,
151045,Hamilton Southeastern High School,Fishers,IN,
151390,Center Grove High School,Greenwood,IN,
151405,Griffith High School,Griffith,IN,
151416,East Central High School,Brookville,IN,
151445,Hammond High School,Hammond,IN,
151545,Hobart High School,Hobart,IN,
151585,Carroll High School,Ft Wayne,IN,
151658,Cardinal Ritter High School,Indianapolis,IN,
151712,Lawrence North High School,Indianapolis,IN,
151718,Northwest High School,Indianapolis,IN,
151720,Park Tudor School,Indianapolis,IN,
151753,Lighthouse College Prep Academy-Indianapolis,Indianapolis,IN,
151910,Jefferson High School,Lafayette,IN,
152105,Loogootee Junior-Senior High School,Loogootee,IN,
152170,Madison Consolidated High School,Madison,IN,
152225,Martinsville High School,Martinsville,IN,
152400,Twin Lakes High School,Monticello,IN,
152440,Morristown Junior-Senior High School,Morristown,IN,
152470,Burris Laboratory School,Muncie,IN,
152500,Brown County High School,Nashville,IN,
152504,Christian Academy of Indiana,New Albany,IN,
152505,New Albany High School,New Albany,IN,
152615,Noblesville High School,Noblesville,IN,
152645,Tri-West Hendricks High School,Lizton,IN,
153020,Rochester Community High School,Rochester,IN,
153112,Lake Central High School,Saint John,IN,
153175,Seymour High School,Seymour,IN,
153200,Shelbyville High School,Shelbyville,IN,
153265,Saint Joseph High School,South Bend,IN,
153405,Tell City High School,Tell City,IN,
153690,Warsaw Community High School,Warsaw,IN,
153735,Westfield High School,Westfield,IN,
153900,Zionsville Community High School,Zionsville,IN,
160010,Adel-Desoto-Minburn High School,Adel,IA,
160040,Albia High School,Albia,IA,
160055,Alburnett Junior-Senior High School,Alburnett,IA,
160185,Central Lee High School,Donnellson,IA,
160632,Cascade High School,Cascade,IA,
160673,John F Kennedy Senior High School,Cedar Rapids,IA,
160703,George Washington High School,Cedar Rapids,IA,
161125,Decorah High School,Decorah,IA,
161185,Des Moines Public Schools - Central Campus,Des Moines,IA,
161195,East High School,Des Moines,IA,
161890,Grinnell High School,Grinnell,IA,
162711,IKM-Manning High School,Manning,IA,
162775,Marshalltown High School,Marshalltown,IA,
163085,Muscatine High School,Muscatine,IA,
164045,East High School,Sioux City,IA,
164635,West Liberty High School,West Liberty,IA,
171120,Eisenhower High School,Goddard,KS,
171720,Saint James Academy,Lenexa,KS,
172000,Shawnee Mission North High School,Shawnee Mission,KS,
180060,Boyd County High School,Ashland,KY,
180110,Knox Central High School,Barbourville,KY,
180120,Bethlehem High School,Bardstown,KY,
180131,Thomas Nelson High School,Bardstown,KY,
180133,Nelson County High School,Bardstown,KY,
180155,Lee County High School,Beattyville,KY,
180175,Belfry High School,Belfry,KY,
180247,Bowling Green High School,Bowling Green,KY,
180370,Campbellsville High School,Campbellsville,KY,
180500,Adair County High School,Columbia,KY,
180585,Villa Madonna Academy,Villa Hills,KY,
180593,South Oldham High School,Crestwood,KY,
180673,Webster County High School,Dixon,KY,
180725,Metcalfe County High School,Edmonton,KY,
180765,Lloyd Memorial High School,Erlanger,KY,
180815,Fern Creek High School,Louisville,KY,
180830,Fleming County High School,Flemingsburg,KY,
180855,Highlands High School,Fort Thomas,KY,
180888,Frankfort High School,Frankfort,KY,
180951,North Oldham High School,Goshen,KY,
181320,Oldham County Senior High School,Buckner,KY,
181505,Mercy Academy,Louisville,KY,
181509,Ballard High School,Louisville,KY,
181510,Assumption High School,Louisville,KY,
181520,Central High School,Louisville,KY,
181525,DuPont Manual High School,Louisville,KY,
181610,Saint Xavier High School,Louisville,KY,
181620,Southern High School,Louisville,KY,
181644,Phoenix School of Discovery,Louisville,KY,
181649,Christian Educational Consortium,,KY,
181675,Madisonville North Hopkins High School,Madisonville,KY,
181755,Mason County High School,Maysville,KY,
181952,Hopkins County Central High School,Madisonville,KY,
182278,Madison Central High School,Richmond,KY,
182310,Russell County High School,Russell Springs,KY,
182380,Allen County Scottsville High School,Scottsville,KY,
182407,Shelby County High School,Shelbyville,KY,
182412,North Bullitt High School,Shepherdsville,KY,
182455,Pulaski County High School,Somerset,KY,
182460,Somerset High School,Somerset,KY,
182462,Southwestern High School,Somerset,KY,
182561,Randall Cooper High School,Union,KY,
190205,Central High School,Baton Rouge,LA,
190207,Episcopal High School,Baton Rouge,LA,
190222,Lee High School,Baton Rouge,LA,
190250,Woodlawn High School,Baton Rouge,LA,
190270,Benton High School,Benton,LA,
190590,Saint Paul's School,Covington,LA,
190685,Destrehan High School,Destrehan,LA,
190993,Dutchtown High School,Geismar,LA,
191045,East Ascension High School,Gonzales,LA,
191250,Terrebonne High School,Houma,LA,
191545,Leesville High School,Leesville,LA,
192041,Lusher Charter School,New Orleans,LA,
192103,Cabrini High School,New Orleans,LA,
192112,New Orleans Center for Science and Mathematics,New Orleans,LA,
192435,Port Allen High School,Port Allen,LA,
192580,Rosepine High School,Rosepine,LA,
192601,Saint Amant High School,Saint Amant,LA,
192678,Captain Shreve High School,Shreveport,LA,
192825,East Iberville High School,Saint Gabriel,LA,
192995,West Monroe High School,West Monroe,LA,
200515,Kennebunk High School,Kennebunk,ME,
200683,Mount Desert Island High School,Bar Harbor,ME,
200685,Lincoln Academy,Newcastle,ME,
200795,Maine Central Institute,Pittsfield,ME,
200797,Poland Regional High School,Poland,ME,
200850,Richmond High School,Richmond,ME,
200865,Mountain Valley High School,Rumford,ME,
201045,Vinalhaven High School,Vinalhaven,ME,
210000,Aberdeen High School,Aberdeen,MD,
210005,Northern Garrett County High School,Accident,MD,
210061,One Schoolhouse,,MD,
210067,Digital Harbor High School 416,Baltimore,MD,
210070,Catonsville High School,Baltimore,MD,
210079,Eastern Technical High School,Baltimore,MD,
210100,Institute of Notre Dame,Baltimore,MD,
210112,Mercy High School,Baltimore,MD,
210125,Milford Mill Academy,Baltimore,MD,
210155,"Parkville High School and Center for Mathematics, Science, and Computer Science",Baltimore,MD,
210160,Patterson High School,Baltimore,MD,
210175,Perry Hall High School,Baltimore,MD,
210180,Roland Park Country School,Baltimore,MD,
210189,Coppin Academy High School,Baltimore,MD,
210212,Sparrows Point High School,Baltimore,MD,
210221,Western School for Technology and Environmental Science,Baltimore,MD,
210225,Woodlawn High School,Baltimore,MD,
210230,Bel Air High School,Bel Air,MD,
210234,C Milton Wright High School,Bel Air,MD,
210239,Patterson Mill Middle High School,Bel Air,MD,
210240,High Point High School,Beltsville,MD,
210250,Bethesda-Chevy Chase High School,Bethesda,MD,
210260,Landon School,Bethesda,MD,
210271,Walt Whitman High School,Bethesda,MD,
210280,Boonsboro High School,Boonsboro,MD,
210290,Gwynn Park High School,Brandywine,MD,
210296,Saint Paul's School for Girls,Brooklandville,MD,
210317,Saint Andrew's Episcopal School,Potomac,MD,
210330,Sollers Point Technical High School,Baltimore,MD,
210375,Bohemia Manor High School,Chesapeake City,MD,
210381,Clarksburg High School,Clarksburg,MD,
210389,Al-Huda School,College Park,MD,
210402,River Hill High School,CLARKSVILLE,MD,
210409,Hammond High School,Columbia,MD,
210411,Oakland Mills High School,Columbia,MD,
210415,Long Reach High School,Columbia,MD,
210424,Indian Creek Upper School,Crownsville,MD,
210460,Damascus High School,Damascus,MD,
210477,North Caroline High School,Ridgely,MD,
210490,Easton High School,Easton,MD,
210494,South River High School,Edgewater,MD,
210509,Centennial High School,Ellicott City,MD,
210510,Howard High School,Ellicott City,MD,
210512,Mount Hebron High School,Ellicott City,MD,
210522,Fairmont Heights High School,Capitol Heights,MD,
210523,Fallston High School,Fallston,MD,
210525,Colonel Richardson High School,Federalsburg,MD,
210531,Meade Senior High School,Fort Meade,MD,
210543,Linganore High School,Frederick,MD,
210550,Tuscarora High School,Frederick,MD,
210557,Reservoir High School,Fulton,MD,
210560,Gaithersburg High School,Gaithersburg,MD,
210564,Quince Orchard High School,Gaithersburg,MD,
210568,Watkins Mill High School,Gaithersburg,MD,
210570,Arundel Senior High School,Gambrills,MD,
210582,Seneca Valley High School,Germantown,MD,
210585,Glen Burnie High School,GLEN BURNIE,MD,
210589,Northwest High School,Germantown,MD,
210593,Glenelg High School,Glenelg,MD,
210595,Great Mills High School,Great Mills,MD,
210597,Eleanor Roosevelt High School,Greenbelt,MD,
210635,Havre de Grace High School,Havre De Grace,MD,
210651,Huntingtown High School,Huntingtown,MD,
210660,DeMatha Catholic High School,Hyattsville,MD,
210664,Oakdale High School,Ijamsville,MD,
210671,Urbana High School,Ijamsville,MD,
210673,Joppatowne High School,Joppa,MD,
210675,Henry E Lackey High School,Indian Head,MD,
210685,La Plata High School,La Plata,MD,
210695,Saint Vincent Pallotti High School,Laurel,MD,
210700,Leonardtown High School,Leonardtown,MD,
210703,Saint Marys Ryken High School,Leonardtown,MD,
210710,North County High School,Glen Burnie,MD,
210730,Dulaney High School,Timonium,MD,
210735,Mardela Middle and  High School,Mardela Springs,MD,
210745,Marriotts Ridge High School,Marriottsville,MD,
210755,Middletown High School,Middletown,MD,
210785,Southern Garrett High School,Oakland,MD,
210799,Northern High School,Owings,MD,
210804,Owings Mills High School,Owings Mills,MD,
210805,Hereford High School,Parkton,MD,
210808,Chesapeake High School,Pasadena,MD,
210823,Maurice J McDonough High School,Pomfret,MD,
210825,Poolesville High School,Poolesville,MD,
210839,Winston Churchill High School,Potomac,MD,
210865,North Harford High School,Pylesville,MD,
210870,Franklin High School,REISTERSTOWN,MD,
210897,Parkdale High School,Riverdale,MD,
210909,Thomas Sprigg Wootton High School,Rockville,MD,
210914,Rockville High School,Rockville,MD,
210925,Saint Michaels Senior High School,Saint Michaels,MD,
210928,James M Bennett High School,Salisbury,MD,
210935,Wicomico High School,Salisbury,MD,
210940,Sherwood High School,Sandy Spring,MD,
210947,Northwood High School,Silver Spring,MD,
210960,John F Kennedy High School,Silver Spring,MD,
210968,Atholton High School,Columbia,MD,
210969,Springbrook High School,Silver Spring,MD,
210970,Smithsburg High School,Smithsburg,MD,
210980,Charles Herbert Flowers High School,Springdale,MD,
210994,Kent Island High School,Stevensville,MD,
210997,Don Bosco Cristo Rey High School,Takoma Park,MD,
211009,From the Heart Christian School,Suitland,MD,
211025,Carver Center for Arts and Technology,Baltimore,MD,
211035,Towson High School,Towson,MD,
211054,Thomas Stone High School,Waldorf,MD,
211055,Walkersville High School,Walkersville,MD,
211059,Westlake High School,Waldorf,MD,
211061,"North Point High School for Science, Technology, and Industry",Waldorf,MD,
211067,Saint Charles High School,Waldorf,MD,
211084,Carroll County Career and Technology Center,Westminster,MD,
211085,Wheaton High School,Silver Spring,MD,
211095,Kent County High School,Worton,MD,
220025,Andover High School,Andover,MA,
220033,Arlington High School,Arlington,MA,
220065,Ashland High School,Ashland,MA,
220115,Belchertown High School,Belchertown,MA,
220120,Belmont Hill School,Belmont,MA,
220162,Nashoba Regional High School,Bolton,MA,
220174,Boston Arts Academy,Boston,MA,
220195,John D O'Bryant School of Math and Science,Roxbury,MA,
220222,Commonwealth School,Boston,MA,
220260,Boston Latin Academy,Boston,MA,
220420,Braintree High School,Braintree,MA,
220435,Brockton High School,Brockton,MA,
220445,Brookline High School,Brookline,MA,
220470,Burlington High School,Burlington,MA,
220489,Community Charter School of Cambridge,Cambridge,MA,
220493,Cambridge Rindge and Latin School,Cambridge,MA,
220600,Brimmer and May School,Chestnut Hill,MA,
220611,Chicopee Comprehensive High School,Chicopee,MA,
220665,Saint John's Preparatory School,Danvers,MA,
220680,Noble and Greenough School,Dedham,MA,
220699,Dearborn STEM Academy,Dorchester,MA,
220745,Weymouth High School,South Weymouth,MA,
220820,Fitchburg High School,Fitchburg,MA,
220829,Montachusett Regional Vocational-Technical High School,Fitchburg,MA,
220842,Framingham High School,Framingham,MA,
220854,Joseph P Keefe Technical School,Framingham,MA,
220860,Franklin High School,Franklin,MA,
220864,Tri-County Regional Vocational-Technical High School,Franklin,MA,
220897,Granby Junior-Senior High School,Granby,MA,
221073,Community Academy of Science and Health,Dorchester,MA,
221092,South Shore Charter School,Norwell,MA,
221095,Ipswich High School,Ipswich,MA,
