School Code,School Name,School Address,City,Zip,State
140345,Dwight D Eisenhower High School,12700 Sacramento Avenue,Blue Island,604061822,IL
140380,Bradley-Bourbonnais High School,700 W North Street,Bradley,609151013,IL
140402,College Preparatory School-America,331 W Madison Street,Lombard,601483217,IL
140404,Universal School,7350 W 93rd Street,Bridgeview,604552138,IL
140447,Buffalo Grove High School,1100 W Dundee Road,Buffalo Grove,600894097,IL
140534,Glenbard North High School,990 Kuhn Road,Carol Stream,601889294,IL
140536,Dundee-Crown High School,1500 Kings Road,Carpentersvle,601101474,IL
140563,Cary-Grove Community High School,2208 3 Oaks Road,Cary,600131627,IL
140593,Centennial High School,913 Crescent Drive,Champaign,618214298,IL
140595,Champaign Central High School,610 W University Avenue,Champaign,618203918,IL
140612,Glenwood Senior High School,1501 E Plummer Boulevard,Chatham,626298083,IL
140627,Chicago Academy For The Arts,1010 W Chicago Avenue,Chicago,606425490,IL
140640,Lane Technical High School,2501 West Addison Street,Chicago,606185902,IL
140640,Lane Technical High School,2501 West Addison Street,Chicago,606185902,IL
140725,Ida Crown Jewish Academy,8233 Central Park Avenue,Skokie,600762908,IL
141017,Marist High School,4200 W 115th Street,Chicago,606554397,IL
141100,Lincoln Park High School,2001 N Orchard Street,Chicago,606144496,IL
141170,St Ignatius College Preparatory School,1076 W Roosevelt Road,Chicago,606081531,IL
141335,University Of Chicago Laboratory School,1362 E 59th Street,Chicago,606371795,IL
141342,Northside College Preparatory High School,5501 N Kedzie Avenue,Chicago,606253923,IL
141342,Northside College Preparatory High School,5501 N Kedzie Avenue,Chicago,606253923,IL
141374,Horizon Science Acad-Mckinley Park,2245 W Pershing Road,Chicago,606092211,IL
141383,Whitney Young Magnet High School,211 S Laflin Street,Chicago,606075397,IL
141393,Marian Catholic High School,700 Ashland Avenue,Chicago Hts,604112073,IL
141395,Illinois Valley Central High School,1300 W Sycamore Street,Chillicothe,615231373,IL
141428,Hinsdale South High School,7401 Clarendon Hills Road,Darien,605614288,IL
141517,Crystal Lake South High School,1200 S Mchenry Avenue,Crystal Lake,600147495,IL
141517,Crystal Lake South High School,1200 S Mchenry Avenue,Crystal Lake,600147495,IL
141570,Deerfield High School,1959 Waukegan Road,Deerfield,600151897,IL
141570,Deerfield High School,1959 Waukegan Road,Deerfield,600151897,IL
141595,Maine East High School,2601 Dempster Street,Park Ridge,600681177,IL
141597,Maine West High School,1755 S Wolf Road,Des Plaines,600181994,IL
141630,Community High School District 99 North High School,4436 Main Street,Downers Grove,605152867,IL
141631,South High School,1436 Norfolk Street,Downers Grove,605162632,IL
141735,Edwardsville Senior High School,6161 Center Grove Road,Edwardsville,620253307,IL
141765,Saint Edward Central Catholic High School,335 Locust Street,Elgin,601236374,IL
141778,Elk Grove High School,500 W Elk Grove Boulevard,Elk Grove Vlg,600074296,IL
141805,York Community High School,355 W Saint Charles Road,Elmhurst,601263199,IL
141860,Evanston Township High School,1600 Dodge Avenue,Evanston,602013449,IL
141939,Proviso Mathematics and Science Academy,8601 West Roosevelt Road,Forest Park,601302532,IL
141948,Lincoln-Way East High School,201 Colorado Avenue,Frankfort,604231395,IL
141960,East Leyden High School,3400 Rose Street,Franklin Park,601312184,IL
142073,Glenbard South High School,23W200 Butterfield Road,Glen Ellyn,601376999,IL
142075,Glenbard West High School,670 Crescent Boulevard,Glen Ellyn,601374295,IL
142078,Glenbrook South High School,4000 W Lake Avenue,Glenview,600261271,IL
142126,Grayslake North High School,1925 N IL ROUTE 83,GRAYSLAKE,600307962,IL
142135,Grayslake Central High School,400 N Lake Street,Grayslake,600301499,IL
142185,Hampshire High School,1600 Big Timber Road,Hampshire,601408374,IL
142275,Highland Park High School,433 Vine Avenue,Highland Park,600352099,IL
142286,Proviso West High School,4701 Harrison Street,Hillside,601621697,IL
142300,Hinsdale Central High School,55th & Grant Street,Hinsdale,605214578,IL
142300,Hinsdale Central High School,55th & Grant Street,Hinsdale,605214578,IL
142301,Hoffman Estates High School,1100 W Higgins Road,Hoffman Est,601694050,IL
142307,Homewood Flossmoor High School,999 Kedzie Avenue,Flossmoor,604222248,IL
142320,Huntley High School,13719 Harmony Road,Huntley,601429792,IL
142385,Joliet Central High School,201 East Jefferson Street,Joliet,604322841,IL
142483,Lyons Township High School North Campus,100 S Brainard Avenue,La Grange,605252100,IL
142485,Nazareth Academy,1209 W Ogden Avenue,La Grange Pk,605261799,IL
142510,Woodlands Academy Sacred Heart,760 E Westleigh Road,Lake Forest,600453298,IL
142520,Lake Forest High School,1285 N Mckinley Road,Lake Forest,600452699,IL
142525,Lake Forest Academy,1500 W Kennedy Road,Lake Forest,600451099,IL
142530,Lake Zurich Senior High School,300 Church Street,Lake Zurich,600471594,IL
142555,La Salle-Peru High School,541 Chartres Street,La Salle,613012012,IL
142590,Lemont Township High School,800 Porter Street,Lemont,604393777,IL
142620,Libertyville High School,708 W Park Avenue,Libertyville,600482604,IL
142635,Benet Academy,2200 Maple Avenue,Lisle,605322393,IL
142662,Glenbard East High School,1014 S Main Street,Lombard,601483968,IL
142852,Lake Park High School,500 West Bryn Mawr Avenue,Roselle,601722156,IL
142912,Bremen High School,15203 Pulaski Road,Midlothian,604453798,IL
143009,Rochelle Zell Jewish High School,1095 Lake Cook Road,Deerfield,600155221,IL
143062,Prospect High School,801 W Kensington Road,Mt Prospect,600561194,IL
143096,Carmel Catholic High School,One Carmel Parkway,Mundelein,600602499,IL
143097,Mundelein High School,1350 West Hawley Street,Mundelein,600601504,IL
143105,Naperville Central High School,440 Aurora Avenue,Naperville,605406298,IL
143106,Naperville North High School,899 N Mill Street,Naperville,605632909,IL
143108,Neuqua Valley High School,2360 95th Street,Naperville,605648934,IL
143108,Neuqua Valley High School,2360 95th Street,Naperville,605648934,IL
143170,Lincoln-Way Central High School,1801 E Lincoln Highway,New Lenox,604512098,IL
143171,Lincoln-Way West High School,21701 Gougar Road,New Lenox,604511576,IL
143200,Normal Community High School,3900 E Raab Road,Normal,617619487,IL
143205,University High School,500 W Gregory Street,Normal,617907100,IL
143215,Glenbrook North High School,2300 Shermer Road,Northbrook,600626700,IL
143223,West Leyden High School,1000 N Wolf Road,Northlake,601641497,IL
143224,Oak Forest High School,15201 Central Avenue,Oak Forest,604522101,IL
143228,H L Richards High School,10601 Central Avenue,Oak Lawn,604535068,IL
143240,Fenwick High School,505 Washington Boulevard,Oak Park,603024095,IL
143245,Oak Park And River Forest High School,201 N Scoville Avenue,Oak Park,603022296,IL
143325,Carl Sandburg High School,13300 S La Grange Road,Orland Park,604621390,IL
143330,Oswego High School,4250 State Route 71,Oswego,605438370,IL
143331,Oswego East High School,1525 Harvey Road,Oswego,605438290,IL
143343,James B Conant High School,700 E Cougar Trail,Hoffman Est,601693699,IL
143345,Palatine High School,1111 N Rohlwing Road,Palatine,600743797,IL
143347,William Fremd High School,1000 S Quentin Road,Palatine,600677099,IL
143347,William Fremd High School,1000 S Quentin Road,Palatine,600677099,IL
143356,Alan B Shepard High School,13049 S Ridgeland Avenue,Palos Heights,604632696,IL
143357,Amos Alonzo Stagg High School,8015 W 111th Street,Palos Hills,604652291,IL
143377,Maine South High School,1111 S Dee Road,Park Ridge,600684397,IL
143377,Maine South High School,1111 S Dee Road,Park Ridge,600684397,IL
143421,Peoria Notre Dame High School,5105 N Sheridan Road,Peoria,616144899,IL
143496,Plainfield South High School,7800 Caton Farm Road,Plainfield,605861687,IL
143497,Plainfield North High School,12005 South 248th Street,Plainfield,60585,IL
143550,Adlai E Stevenson High School,1 Stevenson Drive,Lincolnshire,600692824,IL
143550,Adlai E Stevenson High School,1 Stevenson Drive,Lincolnshire,600692824,IL
143550,Adlai E Stevenson High School,1 Stevenson Drive,Lincolnshire,600692824,IL
143630,Richmond-Burton Community High School,8311 Illinois Route 21,Richmond,60071,IL
143655,Riverside-Brookfield Township High School,160 Ridgewood Road,Riverside,605462408,IL
143693,Auburn High School,5110 Auburn Street,Rockford,611012498,IL
143725,Rock Island High School,1400 25th Avenue,Rock Island,612015387,IL
143736,Rolling Meadows High School,2901 Central Road,Rolling Mdws,600082599,IL
143795,Saint Charles East High School,1020 Dunham Road,Saint Charles,601741489,IL
143857,Schaumburg High School,1100 W Schaumburg Road,Schaumburg,601944197,IL
143857,Schaumburg High School,1100 W Schaumburg Road,Schaumburg,601944197,IL
143926,Niles West High School,5701 Oakton Street,Skokie,600772681,IL
143927,Niles North High School,9800 Lawler Avenue,Skokie,600771289,IL
143955,Springfield Southeast High School,2350 E Ash Street,Springfield,627033398,IL
143960,Lanphier High School,1300 N 11th Street,Springfield,627024099,IL
144117,Victor J Andrew High School,9001 171st Street,Tinley Park,604876098,IL
144214,Vernon Hills High School,145 Lakeview Parkway,Vernon Hills,600611566,IL
144232,Willowbrook High School,1250 S Ardmore Avenue,Villa Park,601813299,IL
144380,Wheaton-Warrenville South High School,1920 S Wiesbrook Road,Wheaton,601897884,IL
144386,Wheaton North High School,701 W Thomas Road,Wheaton,601873141,IL
144386,Wheaton North High School,701 W Thomas Road,Wheaton,601873141,IL
144395,Williamsfield High School,325 W Kentucky Avenue,Williamsfield,614895479,IL
144430,New Trier Township High School,385 Winnetka Avenue,Winnetka,600934295,IL
144430,New Trier Township High School,385 Winnetka Avenue,Winnetka,600934295,IL
144430,New Trier Township High School,385 Winnetka Avenue,Winnetka,600934295,IL
144505,Yorkville High School,797 Game Farm Road,Yorkville,605601198,IL
150203,Eastern Greene High School,11064 E State Road 54,Bloomfield,474246071,IN
150335,Brownsburg High School,1000 S Odell Street,Brownsburg,461121999,IN
150445,Carmel High School,520 E Main Street,Carmel,460322299,IN
150448,University High School-Indiana,2825 W 116th Street,Carmel,460328730,IN
150500,Chesterton High School,2125 S 11th Street,Chesterton,463048934,IN
150610,Columbus North High School,1400 25th Street,Columbus,472014385,IN
150685,Crown Point High School,1500 S. Main Street,Crown Point,463077714,IN
150690,Merrillville High School,276 E 68th Place,Merrillville,464103587,IN
150915,Elkhart Central High School,1 Blazer Boulevard,Elkhart,465164599,IN
150916,Elkhart Memorial High School,2608 California Road,Elkhart,465141296,IN
150920,Edgewood High School,601 S Edgewood Drive,Ellettsville,474291199,IN
150980,Reitz Memorial High School,1500 Lincoln Avenue,Evansville,477141595,IN
151041,Fishers High School,13000 Promise Road,Fishers,460389606,IN
151103,Homestead High School,4310 Homestead Road,Fort Wayne,468145497,IN
151390,Center Grove High School,2717 S Morgantown Road,Greenwood,461439199,IN
151405,Griffith High School,600 N Wiggs Street,Griffith,463192095,IN
151416,East Central High School,1 Trojan Place Suite A,Saint Leon,470128399,IN
151443,Donald E Gavit Middle High School,1670 175th Street,Hammond,463243199,IN
151585,Carroll High School,3701 Carroll Road,Fort Wayne,468189559,IN
151647,Avon High School,7575 E County Road 150 S,Avon,461238193,IN
151650,Ben Davis High School,1200 N Girls School Road,Indianapolis,462143499,IN
151653,Brebeuf Jesuit Preparatory School,2801 W 86th Street,Indianapolis,462681925,IN
151660,Cathedral High School,5225 E 56th Street,Indianapolis,462261487,IN
151712,Lawrence North High School,7802 Hague Rd,Indianapolis,462561799,IN
151724,Perry Meridian High School,401 W Meridian School Road,Indianapolis,462174299,IN
151765,Warren Central High School,9500 E 16th Street,Indianapolis,462292099,IN
151781,Nexus Academy Of Indianapolis,6101 N Keystone Avenue Suite 302,Indianapolis,462202493,IN
151795,Jeffersonville High School,2315 Allison Lane,Jeffersonvlle,471305878,IN
151875,Kokomo High School,2501 S Berkley Road,Kokomo,469023099,IN
151992,La Lumiere School,6801 N Wilhelm Rd,La Porte,463508627,IN
152025,Lebanon High School,510 Tiger Way,Lebanon,460521589,IN
152170,Madison Consolidated High School,743 Clifty Drive,Madison,472501612,IN
152198,Eastbrook Senior High School,560 S 900 E,Marion,469539699,IN
152400,Twin Lakes High School,300 S Third Street,Monticello,479602297,IN
152470,Burris Laboratory School,2201 W University Avenue,Muncie,473061062,IN
152474,"Indiana Academy for Science, Math, and Humanities",301 North Talley Street,Muncie,473063420,IN
152489,Munster High School,8808 Columbia Avenue,Munster,463212598,IN
152503,Floyd Central High School,6575 Old Vincennes Road,Floyds Knobs,471199458,IN
152504,Christian Academy of Indiana,1000 Academy Drive,New Albany,471503180,IN
152505,New Albany High School,1020 Vincennes Street,New Albany,471503152,IN
152510,Pike High School,5401 W 71st Street,Indianapolis,462682461,IN
152885,Plymouth High School,1 Big Red Drive,Plymouth,465631872,IN
152965,Richmond High School,380 Hub Etchison Parkway,Richmond,473745398,IN
153020,Rochester Community High School,1 Zebra Lane,Rochester,469751349,IN
153095,Western High School,2600 S 600 W,Russiaville,469799052,IN
153112,Lake Central High School,8400 Wicker Avenue,Saint John,463739712,IN
153160,Silver Creek High School,557 Renz Avenue,Sellersburg,471721399,IN
153255,Riley High School,1902 Fellows Street,South Bend,466132708,IN
153265,Saint Joseph High School,453 N Notre Dame Avenue,South Bend,466172335,IN
153565,Valparaiso High School,2727 Campbell Street,Valparaiso,463852399,IN
153635,North Posey High School,5900 High School Road,Poseyville,476338807,IN
153665,Franklin Central High School,6215 S Franklin Road,Indianapolis,462599697,IN
153690,Warsaw Community High School,1 Tiger Lane,Warsaw,465804807,IN
153735,Westfield High School,18250 N Union Street,Westfield,460749337,IN
153745,West Lafayette Junior-Senior High School,1105 N Grant Street,W Lafayette,479062481,IN
153750,Seeger Memorial Junior Senior High School,1222 S State Road 263,West Lebanon,479918080,IN
153795,Whiteland Community High School,300 Main Street,Whiteland,461841550,IN
153900,Zionsville Community High School,1000 Mulberry Street,Zionsville,460771143,IN
160010,Adel-De Soto-Minburn High School,801 Nile Kinnick Drive S,Adel,500032027,IA
160055,Alburnett Junior-Senior High School,131 Roosevelt St,Alburnett,522029762,IA
160080,North Polk High School,13930 Ne 141st Avenue,Alleman,500079719,IA
160160,Ankeny High School,1155 Sw Cherry Street,Ankeny,500232942,IA
160162,Ankeny Centennial High School,2220 Nw State Street,Ankeny,500231428,IA
160385,Bettendorf High School,3333 18th Street,Bettendorf,527222700,IA
160673,John F Kennedy Senior High School,4545 Wenig Road Northeast,Cedar Rapids,524022212,IA
160703,George Washington High School,2205 Forest Drive Se,Cedar Rapids,524031697,IA
161005,Thomas Jefferson High School,2501 W Broadway,Council Blfs,515013595,IA
161105,Rivermont Collegiate,1821 Sunset Drive,Bettendorf,527226045,IA
161185,Central Campus High School,1800 Grand Avenue,Des Moines,503093310,IA
161185,Central Campus High School,1800 Grand Avenue,Des Moines,503093310,IA
161190,Dowling Catholic High School,1400 Buffalo Road,West Des Moines,502651626,IA
161235,Central DeWitt High School,519 E 11th Street,De Witt,527421401,IA
161330,Dubuque Senior High School,1800 Clarke Drive,Dubuque,520014199,IA
161333,Hempstead High School,3715 Pennsylvania Avenue,Dubuque,520023728,IA
161550,Fairfield Community High School,605 E Broadway Avenue,Fairfield,525562996,IA
162155,Iowa City High School,1900 Morningside Drive,Iowa City,522454669,IA
162172,West Senior High School,2901 Melrose Avenue,Iowa City,522463605,IA
162220,Johnston High School,6500 Nw 100th Street,Johnston,501310010,IA
163335,Moc-Floyd Valley High School,615 Eighth Street SE,Orange City,510411901,IA
164040,West High School,2001 Casselman Street,Sioux City,511031603,IA
164045,East High School,5011 Mayhew Avenue,Sioux City,511064527,IA
164056,North High School,4200 Cheyenne Boulevard,Sioux City,511044399,IA
164535,Waukee High School,555 Se University Avenue,Waukee,502638286,IA
164625,Valley High School,3650 Woodland Avenue,W Des Moines,502662198,IA
164635,West Liberty High School,310 W Maxson Avenue,West Liberty,527761039,IA
170089,Andover Central High School,603 E Central Avenue,Andover,670028549,KS
170090,Andover High School,1744 N Andover Road,Andover,670029472,KS
171690,Lawrence High School,1901 Louisiana Street,Lawrence,660462999,KS
171691,Lawrence Free State High School,4700 Overland Drive,Lawrence,660494130,KS
171692,Lawrence Virtual School,1104 E 1000 Road,Lawrence,660479409,KS
172000,Shawnee Mission North High School,7401 Johnson Drive,Shawnee Mission,662022326,KS
172294,Blue Valley North High School,12200 Lamar Avenue,Overland Park,662092711,KS
172302,Blue Valley Southwest High School,17600 Quivira Road,Overland Park,662219058,KS
172473,Shawnee Mission East High School,7500 Mission Road,Prairie Village,662084215,KS
172473,Shawnee Mission East High School,7500 Mission Road,Prairie Village,662084215,KS
172771,Shawnee Mission Northwest High School,12701 W 67th Street,Shawnee Msn,662162503,KS
172772,Shawnee Mission South High School,5800 West 107th Street,Shawnee Mission,662073832,KS
172773,Shawnee Mission West High School,8800 West 85th Street,Shawnee Mission,662123545,KS
172820,Blue Valley High School,6001 W 159th Street,Stilwell,660858808,KS
172821,Blue Valley West High School,16200 Antioch Road,Overland Park,660859382,KS
173168,Campus High School,2100 W 55th Street S,Wichita,672174199,KS
173210,Wichita Collegiate School,9115 E 13th St N,Wichita,672061298,KS
180001,Logan County High School,2200 Bowling Green Road,Russellville,422769600,KY
180010,Campbell County High School,909 Camel Xing,Alexandria,410017507,KY
180110,Knox Central High School,100 Panther Way,Barbourville,409068038,KY
180133,Nelson County High School,1070 Bloomfield Road,Bardstown,400049748,KY
180211,Madison Southern High School,279 Glades Road,Berea,404031329,KY
180247,Bowling Green High School,1801 Rockingham Lane,Bowling Green,421043347,KY
180500,Adair County High School,526 Indian Drive,Columbia,427281833,KY
180535,Covington Catholic High School,1600 Dixie Highway,Covington,410112797,KY
180585,Villa Madonna Academy,2500 Amsterdam Road,Villa Hills,410173798,KY
180643,Boyle County High School,1637 Perryville Road,Danville,404229775,KY
180770,Saint Henry District High School,3755 Scheben Drive,Erlanger,410183597,KY
180835,Boone County High School,7056 Burlington Pike,Florence,410421697,KY
180855,Highlands High School,2400 Memorial Parkway,Fort Thomas,410751528,KY
181128,Conner Senior High School,3310 Cougar Path,Hebron,410489642,KY
181320,Oldham County Senior High School,1150 N Highway 393,Buckner,400100187,KY
181425,Henry Clay High School,2100 Fontaine Road,Lexington,405022099,KY
181425,Henry Clay High School,2100 Fontaine Road,Lexington,405022099,KY
181430,Lafayette Senior High School,401 Reed Lane,Lexington,405031287,KY
181435,Lexington Catholic High School,2250 Clays Mill Road,Lexington,405031797,KY
181437,Lexington Christian Academy,450 W Reynolds Road,Lexington,405033555,KY
181440,Paul Laurence Dunbar High School,1600 Man O War Boulevard,Lexington,405131501,KY
181443,Sayre School,194 N Limestone,Lexington,405071181,KY
181510,Assumption High School,2170 Tyler Lane,Louisville,402052999,KY
181525,DuPont Manual High School,120 W Lee Street,Louisville,402081999,KY
181575,Kentucky Country Day School,4100 Springdale Road,Louisville,402411166,KY
181733,Graves County High School,1220 Eagles Way,Mayfield,420663617,KY
181900,Montgomery County High School,724 Woodford Drive,Mt Sterling,403539799,KY
181910,Rockcastle County High School,1545 Lake Cumberland Road,Mount Vernon,40456,KY
181935,Murray High School,501 Doran Road,Murray,420712299,KY
182033,Apollo High School,2280 Tamarack Road,Owensboro,423016526,KY
182111,Johnson Central High School,257 N Mayo Trail,Paintsville,412401808,KY
182278,Madison Central High School,705 N Second Street,Richmond,404751219,KY
182380,Allen County Scottsville High School,1545 Bowling Green Road,Scottsville,421649647,KY
182412,North Bullitt High School,3200 E Hebron Lane,Shepherdsvlle,401658976,KY
182455,Pulaski County High School,511 E University Drive,Somerset,425032466,KY
182462,Southwestern High School,1765 WTLO Road,Somerset,425033721,KY
182560,Larry Ryle High School,10379 US Highway 42,Union,410919074,KY
182718,Whitley County High School,350 Boulevard of Champions Road,Williamsburg,407699661,KY
182740,George Rogers Clark High School,2745 Boonesboro Road,Winchester,403919291,KY
190179,Baton Rouge Magnet High School,2825 Government Street,Baton Rouge,708065412,LA
190215,McKinley High School,800 E Mckinley Street,Baton Rouge,708026899,LA
190222,Lee High School,1105 Lee Drive,Baton Rouge,708088714,LA
190244,The Dunham School,11111 Roy Emerson Drive,Baton Rouge,708101786,LA
190685,Destrehan High School,1 Wildcat Lane,Destrehan,700474002,LA
190993,Dutchtown High School,13165 Highway 73,Geismar,707343000,LA
191045,East Ascension High School,612 E Worthy Street,Gonzales,707374299,LA
191070,Academy of the Sacred Heart,1821 Academy Road,Grand Coteau,70541,LA
191419,Episcopal School Of Acadiana,1557 Smede Road,Broussard,705188117,LA
191779,Grace King High School,4301 Grace King Place,Metairie,700023199,LA
191782,Metairie Park Country Day School,300 Park Road,Metairie,700054199,LA
191825,Neville High School,600 Forsythe Avenue,Monroe,712014000,LA
192006,Benjamin Franklin High School,2001 Leon C Simon Drive,New Orleans,701223525,LA
192030,Holy Cross School,5500 Paris Avenue,New Orleans,701222659,LA
192390,Plaquemine High School,59595 Belleview Road,Plaquemine,707646500,LA
192679,Caddo Parish Magnet High School,1601 Viking Drive,Shreveport,711015245,LA
192680,C E Byrd High School,3201 Line Avenue,Shreveport,711044298,LA
192965,Live Oak High School,36079 LA Highway 16,Watson,70786,LA
200055,John Bapst Memorial High School,100 Broadway,Bangor,44015204,ME
200060,Bangor High School,885 Broadway,Bangor,44012961,ME
200390,Fryeburg Academy,745 Main Street,Fryeburg,40371329,ME
200400,Gorham High School,41 Morrill Avenue,Gorham,40381499,ME
200515,Kennebunk High School,89 Fletcher Street,Kennebunk,40436867,ME
200745,Messalonskee High School,131 Messalonskee High Drive,Oakland,49635053,ME
200795,Maine Central Institute,295 Main Street,Pittsfield,49674502,ME
200805,Cheverus High School,267 Ocean Avenue,Portland,41035798,ME
200810,Deering High School,370 Stevens Avenue,Portland,41032688,ME
200875,Thornton Academy,438 Main Street,Saco,40721595,ME
200875,Thornton Academy,438 Main Street,Saco,40721595,ME
200895,Scarborough High School,11 Municipal Drive,Scarborough,40748956,ME
200930,Berwick Academy,31 Academy Street,South Berwick,39081540,ME
200955,Cape Elizabeth High School,345 Ocean House Road,Cape Eliz,41072496,ME
200961,Maine Connections Academy,75 John Roberts Road Suite B11,S Portland,41066925,ME
201009,Mount Ararat High School,73 Eagles Way,Topsham,40861296,ME
201063,Massabesic High School,88 West Road,Waterboro,40873209,ME
201090,Wells High School,200 Sanford Road,Wells,40905534,ME
210005,Northern Garrett High School,86 Pride Parkway,Accident,215202006,MD
210011,Broadneck High School,1265 Green Holly Drive,Annapolis,214094696,MD
210033,Bais Yaakov School for Girls,11111 Park Heights Avenue,Owings Mills,211173042,MD
210038,Baltimore Polytechnic Institute,1400 West Cold Spring Lane,Baltimore,212094904,MD
210040,Boys' Latin School of Maryland,822 W Lake Avenue,Baltimore,212101298,MD
210050,Bryn Mawr School,109 W Melrose Avenue,Baltimore,212101397,MD
210055,Calvert Hall College High School,8102 Lasalle Road,Baltimore,212868022,MD
210061,One Schoolhouse,7303 River Road,Bethesda,208174640,MD
210067,Digital Harbor High School 416,1100 Covington Street,Baltimore,212304124,MD
210071,Chesapeake High School,1801 Turkey Point Road,Baltimore,212211734,MD
210079,Eastern Technical High School,1100 Mace Avenue,Baltimore,212213399,MD
210100,Institute of Notre Dame,901 Aisquith Street,Baltimore,212025427,MD
210125,Milford Mill Academy,3800 Washington Avenue,Baltimore,212443735,MD
210140,Mount Saint Joseph High School,4403 Frederick Ave,Baltimore,212294199,MD
210155,"Parkville High School and Center for Mathematics, Science, and Computer Science",2600 Putty Hill Avenue,Baltimore,212344309,MD
210160,Patterson Senior High School 405,100 Kane Street,Baltimore,212241789,MD
210175,Perry Hall High School,4601 Ebenezer Road,Baltimore,212361999,MD
210175,Perry Hall High School,4601 Ebenezer Road,Baltimore,212361999,MD
210176,Pikesville High School,7621 Labyrinth Road,Baltimore,212084499,MD
210191,International Connections Academy,1001 Fleet Street,Baltimore,212024351,MD
210220,Western Senior High School 407,4600 Falls Road,Baltimore,212094998,MD
210221,Western School for Technology and Environmental Science,100 Kenwood Avenue,Baltimore,212283610,MD
210225,Woodlawn High School,1801 Woodlawn Drive,Baltimore,212074008,MD
210234,C Milton Wright High School,1301 N Fountain Green Road,Bel Air,210152599,MD
210240,High Point High School,3601 Powder Mill Road,Beltsville,207053502,MD
210245,Stephen Decatur High School,9913 Seahawk Road,Berlin,218113551,MD
210250,Bethesda-Chevy Chase High School,4301 East West Highway,Bethesda,208144420,MD
210260,Landon School,6101 Wilson Lane,Bethesda,208173107,MD
210271,Walt Whitman High School,7100 Whittier Boulevard,Bethesda,208176199,MD
210273,Elizabeth Seton High School,5715 Emerson Street,Bladensburg,207101844,MD
210280,Boonsboro High School,10 Campus Avenue,Boonsboro,217131199,MD
210290,Gwynn Park High School,13800 Brandywine Road,Brandywine,206135806,MD
210300,Maryvale Preparatory School,11300 Falls Road,Lutherville,210933707,MD
210317,Saint Andrew's Episcopal School,8804 Post Oak Road,Potomac,208543553,MD
210330,Sollers Point Technical High School,1901 Delvale Avenue,Dundalk,212223119,MD
210362,The Gunston School,911 Gunston Road,Centreville,216172210,MD
210381,Clarksburg High School,22500 Wims Road,Clarksburg,208714100,MD
210402,River Hill High School,12101 Clarksville Pike,Clarksville,210291230,MD
210409,Hammond High School,8800 Guilford Road,Columbia,210462600,MD
210410,West Nottingham Academy,1079 Firetower Road,Colora,219171599,MD
210411,Oakland Mills High School,9410 Kilimanjaro Road,Columbia,210453998,MD
210415,Long Reach High School,6101 Old Dobbin Lane,Columbia,210455885,MD
210424,Indian Creek Upper School,1130 Anne Chambers Way,Crownsville,210322311,MD
210477,North Caroline High School,10990 River Road,Ridgely,216601815,MD
210490,Easton High School,723 Mecklenburg Avenue,Easton,216013311,MD
210494,South River High School,201 Central Avenue E,Edgewater,210372897,MD
210494,South River High School,201 Central Avenue E,Edgewater,210372897,MD
210509,Centennial High School,4300 Centennial Lane,Ellicott City,210426298,MD
210510,Howard High School,8700 Old Annapolis Road,Ellicott City,210436999,MD
210512,Mount Hebron High School,9440 OLD FREDERICK RD,Ellicott City,210421799,MD
210523,Fallston High School,2301 Carrs Mill Road,Fallston,210471899,MD
210557,Reservoir High School,11550 Scaggsville Road,Fulton,207592206,MD
210560,Gaithersburg High School,101 Education Boulevard,Gaithersburg,208772398,MD
210568,Watkins Mill High School,10301 Apple Ridge Road,Gaithersburg,208861013,MD
210570,Arundel Senior High School,1001 Annapolis Road,Gambrills,210541099,MD
210572,Old Mill Senior High School,600 Patriot Lane,Millersville,211081399,MD
210575,Georgetown Preparatory School,10900 Rockville Pike,N Bethesda,208523299,MD
210582,Seneca Valley High School,19401 Crystal Rock Drive,Germantown,208741593,MD
210583,Archbishop Spalding High School,8080 New Cut Road,Severn,211442399,MD
210583,Archbishop Spalding High School,8080 New Cut Road,Severn,211442399,MD
210585,Glen Burnie High School,7550 Baltimore Annapolis Boulevard,Glen Burnie,210607399,MD
210589,Northwest High School,13501 Richter Farm Road,Germantown,208743410,MD
210592,Glenelg Country School,12793 Folly Quarter Road,Ellicott City,210421271,MD
210593,Glenelg High School,14025 Burntwoods Road,Glenelg,217379799,MD
210595,Great Mills High School,21130 Great Mills Road,Great Mills,206342344,MD
210597,Eleanor Roosevelt High School,7601 Hanover Parkway,Greenbelt,207702002,MD
210615,North Hagerstown High School,1200 Pennsylvania Avenue,Hagerstown,217423189,MD
210635,Havre de Grace High School,700 Congress Avenue,Hvre De Grace,210783089,MD
210651,Huntingtown High School,4125 Solomons Island Road,Huntingtown,206393737,MD
210660,DeMatha Catholic High School,4313 Madison Street,Hyattsville,207811625,MD
210664,Oakdale High School,5850 Eaglehead Drive,Ijamsville,217549711,MD
210671,Urbana High School,3471 Campus Drive,Ijamsville,217549446,MD
210673,Joppatowne High School,555 Joppa Farm Road,Joppa,210854698,MD
210679,DuVal High School,9880 Good Luck Road,Lanham,207063423,MD
210685,La Plata High School,6035 Radio Station Road,La Plata,206463369,MD
210695,Saint Vincent Pallotti High School,113 Saint Marys Place,Laurel,207074099,MD
210700,Leonardtown High School,23995 Point Lookout Road,Leonardtown,206504104,MD
210703,St Mary's Ryken High School,22600 Camp Calvert Road,Leonardtown,206504705,MD
