School Code,School Name,City,State,
70082,Saint Paul Catholic High School,Bristol,CT,
70085,Brookfield High School,Brookfield,CT,
70110,Bacon Academy,Colchester,CT,
70120,Danbury High School,Danbury,CT,
70145,Darien High School,Darien,CT,
70177,East Lyme High School,East Lyme,CT,
70186,Fairfield Warde High School,Fairfield,CT,
70186,Fairfield Warde High School,Fairfield,CT,
70187,Fairfield Ludlowe High School,Fairfield,CT,
70210,Miss Porter's School,Farmington,CT,
70215,Glastonbury High School,Glastonbury,CT,
70219,Brunswick School,Greenwich,CT,
70219,Brunswick School,Greenwich,CT,
70235,Greenwich Academy,Greenwich,CT,
70235,Greenwich Academy,Greenwich,CT,
70240,Greenwich High School,Greenwich,CT,
70255,Guilford High School,Guilford,CT,
70255,Guilford High School,Guilford,CT,
70258,Hamden Hall Country Day School,Hamden,CT,
70276,Greater Hartford Academy Mathematics And Science,Windsor,CT,
70276,Greater Hartford Academy Mathematics And Science,Windsor,CT,
70330,Kent School,Kent,CT,
70335,The Hotchkiss School,Lakeville,CT,
70370,Daniel Hand High School,Madison,CT,
70395,Westover School,Middlebury,CT,
70395,Westover School,Middlebury,CT,
70455,New Britain High School,New Britain,CT,
70460,St Luke's School,New Canaan,CT,
70471,Academy of Aerospace and Engineering,Windsor,CT,
70476,New Fairfield High School,New Fairfield,CT,
70525,Newington High School,Newington,CT,
70545,New Milford High School,New Milford,CT,
70550,Newtown High School,Sandy Hook,CT,
70570,North Haven High School,North Haven,CT,
70570,North Haven High School,North Haven,CT,
70580,Norwalk High School,Norwalk,CT,
70590,Norwich Free Academy,Norwich,CT,
70590,Norwich Free Academy,Norwich,CT,
70607,Stonington High School,Pawcatuck,CT,
70640,Ridgefield High School,Ridgefield,CT,
70675,Simsbury High School,Simsbury,CT,
70680,Westminster School,Simsbury,CT,
70690,Southington High School,Southington,CT,
70700,South Windsor High School,South Windsor,CT,
70707,Academy of Information Technology and Engineering (AITE),Stamford,CT,
70720,King School,Stamford,CT,
70728,Links Academy,Stamford,CT,
70751,Westhill High School,Stamford,CT,
70751,Westhill High School,Stamford,CT,
70754,Edwin O Smith High School,Storrs,CT,
70760,Suffield High School,West Suffield,CT,
70765,Suffield Academy,Suffield,CT,
70800,Trumbull High School,Trumbull,CT,
70805,Farmington High School,Farmington,CT,
70810,Choate Rosemary Hall,Wallingford,CT,
70825,The Gunnery,Washington,CT,
70825,The Gunnery,Washington,CT,
70863,Waterbury Career Academy High School,Waterbury,CT,
70880,Taft School,Watertown,CT,
70882,Watertown High School,Watertown,CT,
70887,Conard High School,West Hartford,CT,
70890,Kingswood-Oxford School,West Hartford,CT,
70896,Northwest Catholic High School,West Hartford,CT,
70900,Hall High School,West Hartford,CT,
70915,Greens Farms Academy,Greens Farms,CT,
70938,Wilton High School,Wilton,CT,
70945,Loomis Chaffee School,Windsor,CT,
70950,Windsor High School,Windsor,CT,
70965,Amity Regional High School,Woodbridge,CT,
80010,Archmere Academy,Claymont,DE,
80010,Archmere Academy,Claymont,DE,
80092,Middletown High School,Middletown,DE,
80094,Appoquinimink High School,Middletown,DE,
80155,Alexis I Dupont High School,Greenville,DE,
80156,Concord High School,Wilmington,DE,
80164,Charter School of Wilmington,Wilmington,DE,
80164,Charter School of Wilmington,Wilmington,DE,
80195,Salesianum School,Wilmington,DE,
90014,BASIS Washington DC,Washington,DC,
90021,Columbia Heights Education Center,Washington,DC,
90061,Friendship Public Charter School: Collegiate Academy,Washington,DC,
90075,Francis L Cardozo High School,Washington,DC,
90081,Georgetown Day High School,Washington,DC,
90085,Gonzaga College High School,Washington,DC,
90086,Howard D Woodson Senior High School,Washington,DC,
90155,Saint Anselm's Abbey School,Washington,DC,
90165,Saint Albans School,Washington,DC,
90185,Saint John's College High School,Washington,DC,
90230,Woodrow Wilson High School,Washington,DC,
100005,Santa Fe High School,Alachua,FL,
100046,Score Academy Boca Raton,Boca Raton,FL,
100084,Score Academy Coral Springs,Coral Springs,FL,
100089,International Baccalaureate School,Bartow,FL,
100089,International Baccalaureate School,Bartow,FL,
100132,Saint Andrew's School,Boca Raton,FL,
100148,Saint Stephens Episcopal School,Bradenton,FL,
100168,Katz Yeshiva High School,Boca Raton,FL,
100202,West Nassau County High School,Callahan,FL,
100204,Ida S Baker High School,Cape Coral,FL,
100247,East Ridge High School,Clermont,FL,
100249,North Broward Preparatory School,Coconut Creek,FL,
100249,North Broward Preparatory School,Coconut Creek,FL,
100264,Countryside High School,Clearwater,FL,
100286,Cooper City High School,Cooper City,FL,
100289,Coral Gables Senior High School,Coral Gables,FL,
100293,Gulliver Preparatory School,Miami,FL,
100293,Gulliver Preparatory School,Miami,FL,
100324,Atlantic Technical High School,Margate,FL,
100325,Crestview Senior High School,Crestview,FL,
100328,Monarch High School,Coconut Creek,FL,
100344,William T McFatter Technical High School,Davie,FL,
100347,NSU University School,Davie,FL,
100355,Mainland High School,Daytona Beach,FL,
100393,Deland High School,Deland,FL,
100426,American Heritage School Boca-Delray,Delray Beach,FL,
100436,Lake Region High School,Eagle Lake,FL,
100460,Fernandina Beach High School,Fernandina Beach,FL,
100466,Lake Brantley High School,Altamonte Springs,FL,
100469,Cardinal Gibbons High School,Fort Lauderdale,FL,
100475,Saint Thomas Aquinas High School,Ft Lauderdale,FL,
100476,Western High School,Davie,FL,
100480,Dillard High School,Fort Lauderdale,FL,
100492,Westminster Academy,Ft Lauderdale,FL,
100495,Pine Crest School,Ft Lauderdale,FL,
100498,Stranahan High School,Ft Lauderdale,FL,
100543,F W Buchholz High School,Gainesville,FL,
100544,Eastside High School,Gainesville,FL,
100603,Broward Virtual School,Coconut Creek,FL,
100609,South Fort Myers High School,Fort Myers,FL,
100675,Hilliard Middle-Senior High School,Hilliard,FL,
100745,Bolles School,Jacksonville,FL,
100761,Episcopal School of Jacksonville,Jacksonville,FL,
100775,Stanton College Preparatory School,Jacksonville,FL,
100800,D U Fletcher High School,Neptune Beach,FL,
100825,Jupiter Community Senior High School,Jupiter,FL,
100883,Lake Mary High School,Lake Mary,FL,
100922,Academy at the Lakes,Land O Lakes,FL,
100922,Academy at the Lakes,Land O Lakes,FL,
100957,Newsome High School,Lithia,FL,
100960,Lyman High School,Longwood,FL,
100978,Doral Academy Charter High School,Doral,FL,
100978,Doral Academy Charter High School,Doral,FL,
100978,Doral Academy Charter High School,Doral,FL,
100986,Lake Howell High School,Winter Park,FL,
101003,Holy Trinity Episcopal Academy,Melbourne,FL,
101009,West Shore Junior-Senior High School,Melbourne,FL,
101025,Melbourne High School,Melbourne,FL,
101032,Miami Country Day School,Miami,FL,
101048,Christopher Columbus High School,Miami,FL,
101055,Palmer-Trinity School,Village of Palmetto Bay,FL,
101059,Belen Jesuit Preparatory School,Miami,FL,
101095,Ransom Everglades School,Miami,FL,
101097,Saint Brendan High School,Miami,FL,
101101,South Miami Senior High School,Miami,FL,
101102,Southwest Miami High School,Miami,FL,
101185,Montverde Academy,Montverde,FL,
101206,Community School-Naples,Naples,FL,
101210,Naples High School,Naples,FL,
101224,Ridgewood High School,New Port Richey,FL,
101232,Niceville High School,Niceville,FL,
101239,Benjamin School,Palm Beach Gardens,FL,
101271,Monsignor Edward Pace High School,Miami,FL,
101271,Monsignor Edward Pace High School,Miami,FL,
101275,St John's Country Day School,Orange Park,FL,
101285,Bishop Moore Catholic High School,Orlando,FL,
101290,Edgewater High School,Orlando,FL,
101294,Lake Highland Preparatory School,Orlando,FL,
101309,University High School,Orlando,FL,
101310,William R Boone High School,Orlando,FL,
101315,Oviedo High School,Oviedo,FL,
101316,First Academy,Orlando,FL,
101357,A Crawford Mosley High School,Lynn Haven,FL,
101413,South Plantation High School,Plantation,FL,
101422,American Heritage School Plantation,Plantation,FL,
101423,Durant Senior High School,Plant City,FL,
101430,Blanche Ely High School,Pompano Beach,FL,
101466,Suncoast Community High School,Riviera Beach,FL,
101466,Suncoast Community High School,Riviera Beach,FL,
101516,Lakewood Senior High School,Saint Petersburg,FL,
101516,Lakewood Senior High School,Saint Petersburg,FL,
101525,Pembroke Pines Charter High School,Pembroke Pines,FL,
101528,Riverview Senior High School,Riverview,FL,
101532,David Posnack Jewish Day School,Davie,FL,
101540,Gulf Coast High School,Naples,FL,
101541,Florida Virtual High School,Orlando,FL,
101557,Crooms Academy of Information Technology,Sanford,FL,
101560,J W Mitchell High School,Trinity,FL,
101565,Seminole High School,Sanford,FL,
101585,Sarasota High School,Sarasota,FL,
101590,Sebastian River High School,Sebastian,FL,
101641,Timber Creek High School,ORLANDO,FL,
101686,Berkeley Preparatory School,Tampa,FL,
101690,John Paul II Catholic High School,Tallahassee,FL,
101700,Plant Senior High School,Tampa,FL,
101705,Hillsborough High School,Tampa,FL,
101717,King Senior High School,Tampa,FL,
101728,Robinson Senior High School,Tampa,FL,
101751,Paul Wharton High School,Tampa,FL,
101752,Walter L Sickles High School,Tampa,FL,
101765,Middleton High School,Tampa,FL,
101793,Saint Edwards School,Vero Beach,FL,
101797,West Florida High School of Advanced Technology,Pensacola,FL,
101801,Freedom High School,Orlando,FL,
101807,Everglades High School,Miramar,FL,
101817,McArthur High School,Hollywood,FL,
101842,Cypress Bay High School,Weston,FL,
101846,John A Ferguson Senior High School,Miami,FL,
101853,Edgewood Junior Senior High School,Merritt Island,FL,
101892,All Saints Academy,Winter Haven,FL,
101898,Trinity Preparatory School,Winter Park,FL,
101905,Winter Springs High School,Winter Springs,FL,
101981,Hagerty High School,Oviedo,FL,
102026,Shorecrest Preparatory School,Saint Petersburg,FL,
102060,Yulee High School,Yulee,FL,
102067,Wiregrass Ranch High School,Wesley Chapel,FL,
102069,Doral Performing Arts and Entertainment Academy,Doral,FL,
102069,Doral Performing Arts and Entertainment Academy,Doral,FL,
102071,Score Academy Palm Beach Gardens,Palm Beach Gardens,FL,
102180,Ponte Vedra High School,Ponte Vedra,FL,
102183,Hialeah Gardens High School,Hialeah Gardens,FL,
102183,Hialeah Gardens High School,Hialeah Gardens,FL,
102192,Steinbrenner High School,Lutz,FL,
102213,TERRA Environmental Research Institute,Miami,FL,
102213,TERRA Environmental Research Institute,Miami,FL,
102410,Hillsborough Virtual School,Tampa,FL,
102572,Mater Virtual Academy,Miami,FL,
102572,Mater Virtual Academy,Miami,FL,
102573,Somerset Virtual Academy,Miami,FL,
102573,Somerset Virtual Academy,Miami,FL,
102592,Mater Virtual Academy Middle High School,Hialeah,FL,
102595,iMater Preparatory Academy High School,Hialeah,FL,
102667,Somerset Virtual Academy,Homestead,FL,
102805,Virtual Schools of Excellence,Fort Pierce,FL,
104450,Score Academy Wellington,Wellington,FL,
110005,North Cobb High School,Kennesaw,GA,
110058,Alpharetta High School,Alpharetta,GA,
110059,Kings Ridge Christian School,Alpharetta,GA,
110060,Milton High School,Milton,GA,
110060,Milton High School,Milton,GA,
110062,Mount Pisgah Christian School,Johns Creek,GA,
110095,Armuchee High School,Rome,GA,
110115,Clarke Central High School,Athens,GA,
110116,Cedar Shoals High School,Athens,GA,
110134,Ben Franklin Academy,Atlanta,GA,
110146,Chattahoochee High School,Alpharetta,GA,
110169,Whitefield Academy,Mableton,GA,
110170,Henry W Grady High School,Atlanta,GA,
110177,Holy Innocents Episcopal School,Atlanta,GA,
110177,Holy Innocents Episcopal School,Atlanta,GA,
110185,Lovett School,Atlanta,GA,
110195,Marist School,Atlanta,GA,
110196,The Weber School,Atlanta,GA,
110216,Riverwood International High School,Sandy Springs,GA,
110217,Pace Academy,Atlanta,GA,
110225,Georgia Virtual School,Atlanta,GA,
110226,Saint Pius X Catholic High School,Atlanta,GA,
110256,The Westminster Schools,Atlanta,GA,
110261,Wesleyan School,Norcross,GA,
110278,Augusta Preparatory Day School,Martinez,GA,
110302,Westminster Schools of Augusta,Augusta,GA,
110401,North Oconee High School,Bogart,GA,
110475,Glynn Academy,Brunswick,GA,
110508,North Gwinnett High School,Suwanee,GA,
110540,Cairo High School,Cairo,GA,
110589,Cherokee High School,Canton,GA,
110589,Cherokee High School,Canton,GA,
110590,Sequoyah High School,Canton,GA,
110603,Carrollton High School,Carrollton,GA,
110650,Chamblee Charter High School,Chamblee,GA,
110797,Woodward Academy,College Park,GA,
110797,Woodward Academy,College Park,GA,
110822,Brookstone School,Columbus,GA,
110825,Columbus High School,Columbus,GA,
110825,Columbus High School,Columbus,GA,
110835,William H Spencer High School,Columbus,GA,
110835,William H Spencer High School,Columbus,GA,
110846,East Jackson Comprehensive High School,Commerce,GA,
110864,Rockdale Career Academy,Conyers,GA,
110920,Forsyth Central High School,Cumming,GA,
110921,North Forsyth High School,Cumming,GA,
110922,South Forsyth High School,Cumming,GA,
110927,Lambert High School,Suwanee,GA,
110929,West Forsyth High School,Cumming,GA,
110931,Forsyth Virtual Academy,Cumming,GA,
111050,DeKalb High School of Technology - South,Decatur,GA,
111100,Coffee High School,Douglas,GA,
111140,Gwinnett School of Mathematics Science and Technology,Lawrenceville,GA,
111141,Georgia Connections Academy,Duluth,GA,
111148,Northview High School,Duluth,GA,
111150,Duluth High School,Duluth,GA,
111152,Dunwoody High School,Dunwoody,GA,
111269,Our Lady of Mercy Catholic High School,Fayetteville,GA,
111273,Landmark Christian School,Fairburn,GA,
111277,Starr's Mill High School,Fayetteville,GA,
111279,Whitewater High School,Fayetteville,GA,
111371,Chestatee High School,Gainesville,GA,
111388,Lakeview Academy,Gainesville,GA,
111455,George Walton Academy,Monroe,GA,
111528,Grovetown High School,Grovetown,GA,
111580,Hart County High School,Hartwell,GA,
111653,Mill Creek High School,Hoschton,GA,
111739,Kennesaw Mountain High School,Kennesaw,GA,
111739,Kennesaw Mountain High School,Kennesaw,GA,
111798,Discovery High School,Lawrenceville,GA,
111805,Central Gwinnett High School,Lawrenceville,GA,
111825,Berkmar High School,Lilburn,GA,
111835,Pepperell High School,Lindale,GA,
111836,Lithia Springs High School,Lithia Springs,GA,
111845,Lithonia High School,Lithonia,GA,
111850,Loganville High School,Loganville,GA,
111852,Grayson High School,Loganville,GA,
111866,Johns Creek High School,Johns Creek,GA,
111867,Walnut Grove High School,Loganville,GA,
111961,Stratford Academy,Macon,GA,
111974,Howard High School,Macon,GA,
111983,Lassiter High School,Marietta,GA,
111986,Walker School,Marietta,GA,
111987,Walton High School,Marietta,GA,
111996,Mount Paran Christian School,Kennesaw,GA,
111998,Pope High School,Marietta,GA,
112010,Wheeler High School,Marietta,GA,
112129,Cambridge High School,Milton,GA,
112278,Greater Atlanta Christian School,Norcross,GA,
112279,Meadowcreek High School,Norcross,GA,
112284,Gwinnett Online Campus,Lawrenceville,GA,
112360,McIntosh High School,Peachtree City,GA,
112390,Perry High School,Perry,GA,
112390,Perry High School,Perry,GA,
112431,Hillgrove High School,Powder Springs,GA,
112575,Northwest Whitfield High School,Tunnel Hill,GA,
112580,Coosa High School,Rome,GA,
112585,Darlington Middle Upper School,Rome,GA,
112615,Ridgeland High School,Rossville,GA,
112615,Ridgeland High School,Rossville,GA,
112623,Centennial High School,Roswell,GA,
112625,Roswell High School,Roswell,GA,
112625,Roswell High School,Roswell,GA,
112627,Fellowship Christian School,Roswell,GA,
112682,Herchel V Jenkins High School,Savannah,GA,
112696,Savannah Arts Academy,Savannah,GA,
112725,Model High School,Rome,GA,
112725,Model High School,Rome,GA,
112754,Brookwood High School,Snellville,GA,
112755,South Gwinnett High School,Snellville,GA,
112859,Lanier High School,Sugar Hill,GA,
112862,Collins Hill High School,Suwanee,GA,
112866,Peachtree Ridge High School,Suwanee,GA,
112973,Thomas County Central High School,Thomasville,GA,
113052,Sandy Creek High School,Tyrone,GA,
113130,Villa Rica High School,Villa Rica,GA,
113151,Houston County High School,Warner Robins,GA,
113190,Oconee County High School,Watkinsville,GA,
113268,Apalachee High School,Winder,GA,
113275,Winder-Barrow High School,Winder,GA,
113303,River Ridge High School,Woodstock,GA,
113309,Woodstock High School,Woodstock,GA,
120000,Maui High School,Kahului,HI,
120030,Hawaii Baptist Academy,Honolulu,HI,
120197,Mililani High School,Mililani,HI,
130001,Ridgevue High School,Nampa,ID,
130041,Bishop Kelly High School,Boise,ID,
130043,Borah High School,Boise,ID,
130046,Capital High School,Boise,ID,
130046,Capital High School,Boise,ID,
130089,INSPIRE Connections Academy,Boise,ID,
130389,Centennial High School,Boise,ID,
140027,Harry D Jacobs High School,Algonquin,IL,
140027,Harry D Jacobs High School,Algonquin,IL,
140069,Northwestern University - Center for Talent Development Gifted LearningLinks Online Program,Evanston,IL,
140090,Argo Community High School,Summit,IL,
140097,John Hersey High School,Arlington Heights,IL,
140170,East Aurora High School,Aurora,IL,
140178,Marmion Academy,Aurora,IL,
140184,Waubonsie Valley High School,Aurora,IL,
140187,Metea Valley High School,Aurora,IL,
140187,Metea Valley High School,Aurora,IL,
140205,Barrington Community High School,Barrington,IL,
140205,Barrington Community High School,Barrington,IL,
140205,Barrington Community High School,Barrington,IL,
140265,Belleville Township High School West,Belleville,IL,
140279,Belvidere North High School,Belvidere,IL,
140335,Bloomington High School,Bloomington,IL,
140380,Bradley-Bourbonnais High School,Bradley,IL,
140402,College Preparatory School-America,Lombard,IL,
140404,Universal School,Bridgeview,IL,
140447,Buffalo Grove High School,Buffalo Grove,IL,
140534,Glenbard North High School,Carol Stream,IL,
140536,Dundee-Crown High School,Carpentersville,IL,
140563,Cary-Grove Community High School,Cary,IL,
140593,Centennial High School,Champaign,IL,
140595,Champaign Central High School,Champaign,IL,
140612,Glenwood Senior High School,Chatham,IL,
140627,Chicago Academy For The Arts,Chicago,IL,
140640,Lane Technical High School,Chicago,IL,
140725,Ida Crown Jewish Academy,Skokie,IL,
140842,George Washington High School,Chicago,IL,
140850,DePaul College Prep,Chicago,IL,
140877,Hubbard High School,Chicago,IL,
141017,Marist High School,Chicago,IL,
141100,Lincoln Park High School,Chicago,IL,
141170,St Ignatius College Preparatory School,Chicago,IL,
141335,University Of Chicago Laboratory School,Chicago,IL,
141342,Northside College Preparatory High School,Chicago,IL,
141342,Northside College Preparatory High School,Chicago,IL,
141374,Horizon Science Acad-Mckinley Park,Chicago,IL,
141383,Whitney Young Magnet High School,Chicago,IL,
141393,Marian Catholic High School,Chicago Heights,IL,
141395,Illinois Valley Central High School,Chillicothe,IL,
141428,Hinsdale South High School,Darien,IL,
141515,Crystal Lake Central High School,Crystal Lake,IL,
141517,Crystal Lake South High School,Crystal Lake,IL,
141517,Crystal Lake South High School,Crystal Lake,IL,
141519,Prairie Ridge High School,Crystal Lake,IL,
141519,Prairie Ridge High School,Crystal Lake,IL,
141570,Deerfield High School,Deerfield,IL,
141570,Deerfield High School,Deerfield,IL,
141595,Maine East High School,Park Ridge,IL,
141597,Maine West High School,Des Plaines,IL,
141630,Community High School District 99 North High School,Downers Grove,IL,
141631,South High School,Downers Grove,IL,
141778,Elk Grove High School,Elk Grove Village,IL,
141805,York Community High School,Elmhurst,IL,
141860,Evanston Township High School,Evanston,IL,
141939,Proviso Mathematics and Science Academy,Forest Park,IL,
141948,Lincoln-Way East High School,Frankfort,IL,
141960,East Leyden High School,Franklin Park,IL,
141960,East Leyden High School,Franklin Park,IL,
142073,Glenbard South High School,Glen Ellyn,IL,
142075,Glenbard West High School,Glen Ellyn,IL,
142075,Glenbard West High School,Glen Ellyn,IL,
142078,Glenbrook South High School,Glenview,IL,
142126,Grayslake North High School,GRAYSLAKE,IL,
142135,Grayslake Central High School,Grayslake,IL,
142185,Hampshire High School,Hampshire,IL,
142275,Highland Park High School,Highland Park,IL,
142286,Proviso West High School,Hillside,IL,
142300,Hinsdale Central High School,Hinsdale,IL,
142300,Hinsdale Central High School,Hinsdale,IL,
142307,Homewood Flossmoor High School,Flossmoor,IL,
142375,Providence Catholic High School,New Lenox,IL,
142385,Joliet Central High School,Joliet,IL,
142483,Lyons Township High School North,La Grange,IL,
142485,Nazareth Academy,La Grange Park,IL,
142510,Woodlands Academy Sacred Heart,Lake Forest,IL,
142520,Lake Forest High School,Lake Forest,IL,
142530,Lake Zurich Senior High School,Lake Zurich,IL,
142530,Lake Zurich Senior High School,Lake Zurich,IL,
142555,La Salle-Peru High School,La Salle,IL,
142620,Libertyville High School,Libertyville,IL,
142635,Benet Academy,Lisle,IL,
142635,Benet Academy,Lisle,IL,
142662,Glenbard East High School,Lombard,IL,
142852,Lake Park High School,Roselle,IL,
142912,Bremen High School,Midlothian,IL,
143062,Prospect High School,Mt Prospect,IL,
143096,Carmel Catholic High School,Mundelein,IL,
143097,Mundelein High School,Mundelein,IL,
143105,Naperville Central High School,Naperville,IL,
143106,Naperville North High School,Naperville,IL,
143108,Neuqua Valley High School,Naperville,IL,
143108,Neuqua Valley High School,Naperville,IL,
143170,Lincoln-Way Central High School,New Lenox,IL,
143171,Lincoln-Way West High School,New Lenox,IL,
143200,Normal Community High School,Normal,IL,
143201,Normal Community West High School,Normal,IL,
143205,University High School,Normal,IL,
143215,Glenbrook North High School,Northbrook,IL,
143223,West Leyden High School,Northlake,IL,
143224,Oak Forest High School,Oak Forest,IL,
143224,Oak Forest High School,Oak Forest,IL,
143224,Oak Forest High School,Oak Forest,IL,
143230,Oak Lawn Community High School,Oak Lawn,IL,
143240,Fenwick High School,Oak Park,IL,
143245,Oak Park And River Forest High School,Oak Park,IL,
143325,Carl Sandburg High School,Orland Park,IL,
143330,Oswego High School,Oswego,IL,
143343,James B Conant High School,Hoffman Estates,IL,
143345,Palatine High School,Palatine,IL,
143347,William Fremd High School,Palatine,IL,
143347,William Fremd High School,Palatine,IL,
143357,Amos Alonzo Stagg High School,Palos Hills,IL,
143377,Maine South High School,Park Ridge,IL,
143377,Maine South High School,Park Ridge,IL,
143421,Peoria Notre Dame High School,Peoria,IL,
143496,Plainfield South High School,Plainfield,IL,
143497,Plainfield North High School,Plainfield,IL,
143550,Adlai E Stevenson High School,Lincolnshire,IL,
143550,Adlai E Stevenson High School,Lincolnshire,IL,
143572,Christian Liberty Academy,Arlington Heights,IL,
143655,Riverside-Brookfield Township High School,Riverside,IL,
143725,Rock Island High School,Rock Island,IL,
143736,Rolling Meadows High School,Rolling Meadows,IL,
143795,Saint Charles East High School,Saint Charles,IL,
143796,Saint Charles North High School,Saint Charles,IL,
143857,Schaumburg High School,Schaumburg,IL,
143926,Niles West High School,Skokie,IL,
143927,Niles North High School,Skokie,IL,
143960,Lanphier High School,Springfield,IL,
144117,Victor J Andrew High School,Tinley Park,IL,
144118,Tinley Park High School,Tinley Park,IL,
144118,Tinley Park High School,Tinley Park,IL,
144214,Vernon Hills High School,Vernon Hills,IL,
144214,Vernon Hills High School,Vernon Hills,IL,
144232,Willowbrook High School,Villa Park,IL,
144380,Wheaton-Warrenville South High School,Wheaton,IL,
144386,Wheaton North High School,Wheaton,IL,
144387,Wheeling High School,Wheeling,IL,
144395,Williamsfield High School,Williamsfield,IL,
144430,New Trier Township High School,Winnetka,IL,
144430,New Trier Township High School,Winnetka,IL,
144430,New Trier Township High School,Winnetka,IL,
144505,Yorkville High School,Yorkville,IL,
150203,Eastern Greene High School,Bloomfield,IN,
150335,Brownsburg High School,Brownsburg,IN,
150445,Carmel High School,Carmel,IN,
150500,Chesterton High School,Chesterton,IN,
150610,Columbus North High School,Columbus,IN,
150685,Crown Point High School,Crown Point,IN,
150695,The Culver Academies,Culver,IN,
150695,The Culver Academies,Culver,IN,
150915,Elkhart Central High School,Elkhart,IN,
150916,Elkhart Memorial High School,Elkhart,IN,
150958,Evansville Day School,Evansville,IN,
150980,Reitz Memorial High School,Evansville,IN,
151045,Hamilton Southeastern High School,Fishers,IN,
151103,Homestead High School,Fort Wayne,IN,
151390,Center Grove High School,Greenwood,IN,
151390,Center Grove High School,Greenwood,IN,
151416,East Central High School,Brookville,IN,
151443,Donald E Gavit Middle High School,Hammond,IN,
151445,Hammond High School,Hammond,IN,
151480,Blackford High School,Hartford City,IN,
151647,Avon High School,Avon,IN,
151650,Ben Davis High School,Indianapolis,IN,
151653,Brebeuf Jesuit Preparatory School,Indianapolis,IN,
151660,Cathedral High School,Indianapolis,IN,
151684,Indiana Connections Academy,Indianapolis,IN,
151688,Heritage Christian School,Indianapolis,IN,
151712,Lawrence North High School,Indianapolis,IN,
151720,Park Tudor School,Indianapolis,IN,
151724,Perry Meridian High School,Indianapolis,IN,
151765,Warren Central High School,Indianapolis,IN,
151781,Nexus Academy Of Indianapolis,Indianapolis,IN,
151795,Jeffersonville High School,Jeffersonville,IN,
151875,Kokomo High School,Kokomo,IN,
151992,La Lumiere School,La Porte,IN,
152025,Lebanon High School,Lebanon,IN,
152170,Madison Consolidated High School,Madison,IN,
152400,Twin Lakes High School,Monticello,IN,
152474,"Indiana Academy for Science, Math, and Humanities",Muncie,IN,
152474,"Indiana Academy for Science, Math, and Humanities",Muncie,IN,
152489,Munster High School,Munster,IN,
152503,Floyd Central High School,Floyds Knobs,IN,
152505,New Albany High School,New Albany,IN,
152505,New Albany High School,New Albany,IN,
152510,Pike High School,Indianapolis,IN,
152615,Noblesville High School,Noblesville,IN,
152965,Richmond High School,Richmond,IN,
153095,Western High School,Russiaville,IN,
153112,Lake Central High School,Saint John,IN,
153160,Silver Creek High School,Sellersburg,IN,
153200,Shelbyville High School,Shelbyville,IN,
153265,Saint Joseph High School,South Bend,IN,
153565,Valparaiso High School,Valparaiso,IN,
153635,North Posey High School,Poseyville,IN,
153665,Franklin Central High School,Indianapolis,IN,
153690,Warsaw Community High School,Warsaw,IN,
153735,Westfield High School,Westfield,IN,
153745,West Lafayette Junior-Senior High School,West Lafayette,IN,
153750,Seeger Memorial Junior Senior High School,West Lebanon,IN,
153795,Whiteland Community High School,Whiteland,IN,
153900,Zionsville Community High School,Zionsville,IN,
160010,Adel-De Soto-Minburn High School,Adel,IA,
160080,North Polk High School,Alleman,IA,
160160,Ankeny High School,Ankeny,IA,
160162,Ankeny Centennial High School,Ankeny,IA,
160385,Bettendorf High School,Bettendorf,IA,
160673,John F Kennedy Senior High School,Cedar Rapids,IA,
160703,George Washington High School,Cedar Rapids,IA,
161005,Thomas Jefferson High School,Council Bluffs,IA,
161185,Central Campus High School,Des Moines,IA,
161190,Dowling Catholic High School,West Des Moines,IA,
161235,Central DeWitt High School,De Witt,IA,
161330,Dubuque Senior High School,Dubuque,IA,
161333,Hempstead High School,Dubuque,IA,
162155,Iowa City High School,Iowa City,IA,
162172,West Senior High School,Iowa City,IA,
162172,West Senior High School,Iowa City,IA,
162220,Johnston High School,Johnston,IA,
164045,East High School,Sioux City,IA,
164535,Waukee High School,Waukee,IA,
164625,Valley High School,West Des Moines,IA,
164625,Valley High School,West Des Moines,IA,
171120,Eisenhower High School,Goddard,KS,
171690,Lawrence High School,Lawrence,KS,
171691,Lawrence Free State High School,Lawrence,KS,
171692,Lawrence Virtual School,Lawrence,KS,
172000,Shawnee Mission North High School,Shawnee Mission,KS,
172294,Blue Valley North High School,Overland Park,KS,
172772,Shawnee Mission South High School,Shawnee Mission,KS,
172773,Shawnee Mission West High School,Shawnee Mission,KS,
172820,Blue Valley High School,Stilwell,KS,
172821,Blue Valley West High School,Overland Park,KS,
173210,Wichita Collegiate School,Wichita,KS,
180001,Logan County High School,Russellville,KY,
180010,Campbell County High School,Alexandria,KY,
180133,Nelson County High School,Bardstown,KY,
180155,Lee County Middle High School,Beattyville,KY,
180247,Bowling Green High School,Bowling Green,KY,
180500,Adair County High School,Columbia,KY,
180535,Covington Catholic High School,Park Hills,KY,
180585,Villa Madonna Academy,Villa Hills,KY,
180630,Harrison County High School,Cynthiana,KY,
180643,Boyle County High School,Danville,KY,
180855,Highlands High School,Fort Thomas,KY,
181128,Conner Senior High School,Hebron,KY,
181425,Henry Clay High School,Lexington,KY,
181435,Lexington Catholic High School,Lexington,KY,
181437,Lexington Christian Academy,Lexington,KY,
181440,Paul Laurence Dunbar High School,Lexington,KY,
181443,Sayre School,Lexington,KY,
