school_id,school_code,SCHNAME,City,Zip,State
550702000757,500955,Joseph A Craig High School,Janesville,535454223,WI
550702000770,500953,Parker High School,Janesville,535483299,WI
550705000778,500965,Jefferson High School,Jefferson,535491498,WI
550717000783,500970,Johnson Creek High School,Johnson Creek,530380039,WI
550729000793,500990,Kaukauna Senior High School,Kaukauna,541303916,WI
550732000828,500998,Tremper High School,Kenosha,531436447,WI
550732001461,501006,Indian Trail High School And Academy,Kenosha,531447830,WI
550732001462,501822,Lakeview Technology Academy,Pleasant Pr,531582216,WI
550747000850,501030,Kimberly High School,Kimberly,541362800,WI
550834000918,501140,Luxemburg Casco High School,Luxemburg,542171092,WI
550852000925,501150,East High School,Madison,537045210,WI
550852000937,501157,James Madison Memorial High School,Madison,537171404,WI
550852000941,501163,La Follette High School,Madison,537162199,WI
550852000967,501165,West High School,Madison,537263995,WI
550882001021,501230,Marshfield High School,Marshfield,544493098,WI
550906002338,501285,Menomonee Falls High School,Menomonee Fls,53051,WI
550913001085,502269,Homestead High School,Mequon,530922099,WI
550921001099,501308,Merrill Senior High School,Merrill,544523197,WI
550951001107,501320,Middleton High School,Middleton,535622699,WI
550957001118,501330,Milton High School,Milton,535631699,WI
550960001237,501430,Riverside University High School,Milwaukee,532113222,WI
550960002979,501415,Hmong American Peace Academy,Milwaukee,532254958,WI
550963001274,501527,Lakeland Union High School,Minocqua,545489000,WI
550981001291,501160,Monona Grove High School,Monona,537161097,WI
551006001319,501590,Mukwonago High School,Mukwonago,531491192,WI
551017001335,501607,Muskego High School,Muskego,531507602,WI
551047001366,501631,New Berlin Eisenhower Middle High School,New Berlin,531516844,WI
551047001372,501632,New Berlin West Middle High School,New Berlin,531462200,WI
551050001376,501635,New Glarus High School,New Glarus,535749636,WI
551059001384,501650,New London High School,New London,549618603,WI
551062001390,501655,New Richmond Senior High School,New Richmond,540176753,WI
551089001421,501680,Oconomowoc High School,Oconomowoc,530663888,WI
551107001466,501710,Oostburg High School,Oostburg,530701229,WI
551110001470,501715,Oregon High School,OREGON,535751299,WI
551113001476,501720,Parkview Junior/Senior High School,Orfordville,535769790,WI
551164001537,501785,Pewaukee High School,Pewaukee,530723698,WI
551200001568,501845,Port Washington High School,Prt Washingtn,530741899,WI
551215001584,501875,Prairie Du Chien Senior High School,Pr Du Chien,538212399,WI
551310001729,502015,Laconia High School,Rosendale,549749640,WI
551317001734,502060,D C Everest Senior High School,Weston,544763900,WI
551326001748,502037,Saint Francis High School,Saint Francis,532355941,WI
551329001751,502040,Westosha Central High School,Salem,531688831,WI
551341001759,501885,Sauk Prairie High School,Pr Du Sac,535781499,WI
551362001780,502080,Shawano Senior High School,Shawano,541667054,WI
551395001821,502130,Slinger High School,Slinger,530869234,WI
551449001880,502195,Stevens Point Area High School,Stevens Point,544811114,WI
551464001902,502242,Sun Prairie High School,Sun Prairie,535909590,WI
551533001972,502330,Verona Area High School,Verona,535931199,WI
551575002002,502380,Watertown High School,Watertown,530981727,WI
551578002019,502389,Waukesha North High School,Waukesha,531883158,WI
551578003380,502388,eAchieve Academy,Waukesha,531864725,WI
551581002030,502395,Waunakee High School,Waunakee,535971655,WI
551584002035,502400,Waupaca High School,Waupaca,549818270,WI
551599002077,502430,Wauwatosa East High School,Wauwatosa,532132299,WI
551599002091,502433,Wauwatosa West High School,Wauwatosa,532224285,WI
551626002101,502445,West Allis Central High School,West Allis,532272599,WI
551632002138,502470,West De Pere High School,De Pere,541151398,WI
551662002170,501505,Whitefish Bay High School,Whitefish Bay,532176099,WI
551665002176,502510,Whitehall Memorial Middle High School,Whitehall,547738652,WI
551668002182,502525,Whitewater High School,Whitewater,531901635,WI
560198000090,510063,Cheyenne Central High School,Cheyenne,820094098,WY
560198000091,510061,East High School,Cheyenne,820015796,WY
560198000448,510071,Cheyenne South High School,Cheyenne,820072755,WY
560287000163,510235,Lander Valley High School,Lander,825203090,WY
560331000180,510425,Hot Springs County High School,Thermopolis,82443,WY
560377000187,510035,Buffalo High School,Buffalo,828349635,WY
560451000229,510058,Kelly Walsh High School,Casper,826093199,WY
560516000278,510340,Powell High School,Powell,824353208,WY
560569500360,510395,Sheridan High School,Sheridan,828016701,WY
560583000335,510210,Jackson-Hole High School,Jackson,830018500,WY
630002001761,180850,Fort Knox High School,Fort Knox,401216812,KY
00000714,11880,Mcps High School,Montgomery,361161153,AL
00001401,11440,Indian Springs School,Indian Spgs,351243272,AL
00001503,10912,Houston Academy,Dothan,363031999,AL
00001558,12688,Tuscaloosa Academy,Tuscaloosa,354062722,AL
00001591,11897,Montgomery Academy,Montgomery,361062725,AL
00031414,30265,Brophy College Preparatory,Phoenix,850121723,AZ
00031425,30264,Bourgade Catholic High School,Phoenix,850173499,AZ
00031491,30047,Seton Catholic Preparatory,Chandler,852244004,AZ
00069991,53310,Saint Monica Catholic High School,Santa Monica,904034096,CA
00070191,51730,Notre Dame Academy High School,Los Angeles,900644217,CA
00070577,50867,Crespi Carmelite High School,Encino,913163699,CA
00070624,51356,Paraclete High School,Lancaster,935363342,CA
00070715,50260,Saint John Bosco High School,Bellflower,907062499,CA
00070792,51554,Bishop Mora Salesian High School,Los Angeles,900231323,CA
00070974,51311,Saint Francis High School,La Canada,910113798,CA
00070996,53501,La Reina Middle High School,Thousand Oaks,913603395,CA
00071005,53053,Don Bosco Technical Institute,Rosemead,917704299,CA
00071027,52395,Mayfield Senior School,Pasadena,911052439,CA
00071399,51362,Bishop Amat Memorial High School,La Puente,917461712,CA
00071424,51565,Chaminade College Preparatory,West Hills,913045384,CA
00071446,53095,Notre Dame High School,San Jose,951125707,CA
00071457,52392,La Salle High School,Pasadena,911071996,CA
00071559,50402,Providence High School,Burbank,915054865,CA
00071639,52502,Damien High School,La Verne,917505296,CA
00071683,53180,Junipero Serra High School,San Mateo,944031335,CA
00071741,51685,Loyola High School,Los Angeles,900064401,CA
00071854,52380,Flintridge Sacred Heart Academy,La Canada Flt,910114198,CA
00072315,52527,Woodside Priory School,Portola Vally,940287897,CA
00072519,52975,Mercy High School,San Francisco,941322000,CA
00072632,53005,Sacred Heart Cathedral Preparatory,San Francisco,941097795,CA
00072767,53010,Saint Ignatius College Preparatory School,San Francisco,941161165,CA
00073374,53215,Marin Catholic High School,Kentfield,949041600,CA
00074265,53140,Mission College Preparatory Catholic High School,San Luis Obispo,934013518,CA
00074833,52185,Bishop O'Dowd High School,Oakland,946054799,CA
00074866,51156,Moreau Catholic High School,Hayward,945444194,CA
00074913,50656,Carondelet High School,Concord,945183598,CA
00074957,50020,Saint Joseph-Notre Dame High School,Alameda,945014315,CA
00075484,51007,Rosary Academy,Fullerton,928311202,CA
00075859,52714,Jesuit High School,Carmichael,956086099,CA
00075906,52698,Saint Francis High School,Sacramento,958194295,CA
00076149,52697,Christian Brothers High School,SACRAMENTO,958202727,CA
00076262,53604,Saint Patrick-Saint Vincent High School,Vallejo,945917523,CA
00076954,52880,Saint Augustine High School,San Diego,921045199,CA
00077164,52820,Academy of Our Lady of Peace,San Diego,921161393,CA
00077732,52455,Saint Vincent De Paul High School,Petaluma,949522140,CA
00078667,53142,The Harker School,San Jose,951291361,CA
00078736,50462,AGBU Manoogian-Demirdjian School,Canoga Park,913063913,CA
00079398,51628,The Buckley School,Sherman Oaks,914234618,CA
00080406,52269,Lutheran High School Orange County,Orange,928672552,CA
00080905,52733,Sacramento Country Day School,Sacramento,958647198,CA
00081294,51533,Bais Yaakov School For Girls,Los Angeles,900362502,CA
00081443,53683,Berean Christian High School,Walnut Creek,945984112,CA
00081476,51555,Brentwood School,Los Angeles,900493306,CA
00081895,50423,Viewpoint School,Calabasas,913022097,CA
00081997,52262,Ojai Valley School,Ojai,930232498,CA
00082006,52321,Palm Valley School,Rancho Mirage,922701822,CA
00082061,50978,Fremont Christian High School,Fremont,945366409,CA
00083407,52680,Chadwick School,Pls Vrds Pnsl,902743997,CA
00083418,51710,Marlborough School,Los Angeles,900043742,CA
00083462,51333,La Jolla Country Day School,La Jolla,920371399,CA
00083484,50599,Vivian Webb School,Claremont,917112199,CA
00083509,53039,San Francisco University High School,San Francisco,941151022,CA
00083531,52420,Westridge School,Pasadena,911053399,CA
00083611,50724,Athenian School,Danville,945062002,CA
00083655,52402,Polytechnic School,Pasadena,911064099,CA
00084047,51300,Bentley School,Lafayette,945492830,CA
00086587,53483,Developing Virtue Secondary School,Ukiah,954826049,CA
10003000003,10035,Benjamin Russell High School,Alex City,350102702,AL
100124000246,80180,Mount Pleasant High School,Wilmington,198092198,DE
100162000299,80150,Smyrna High School,Smyrna,199771091,DE
10147001787,11075,Fayette County High School,Fayette,355551720,AL
10183000662,11443,North Sand Mountain High School,Higdon,359796201,AL
10192000732,10320,Oak Grove High School,Bessemer,350237190,AL
10237000964,12235,Vigor High School,Prichard,366102398,AL
10243001024,11892,Jefferson Davis High School,Montgomery,361111896,AL
10243001035,11900,Lee High School,Montgomery,361072505,AL
10318001214,11635,Lincoln High School,Lincoln,350967194,AL
10336001608,12690,Central High School,Tuscaloosa,354014099,AL
110003000055,90086,Howard D Woodson Senior High School,Washington,200196782,DC
110003000085,90005,Anacostia High School,Washington,200205503,DC
120015000104,101026,Palm Bay Magnet High School,Melbourne,329018629,FL
120015003540,102668,Odyssey Charter School,Palm Bay,329096832,FL
120030000328,100833,Keystone Heights Junior-Senior High School,Keystone Hgts,326566508,FL
120033000343,101210,Naples High School,Naples,341024899,FL
120033000354,101212,Lely High School,Naples,341137899,FL
120036008184,102571,Belmont Academy,Lake City,320247916,FL
120039000604,101085,Miami Northwestern Senior High School,Miami,331503894,FL
120039000606,101075,Miami Senior High School,Miami,331351482,FL
120048000681,100758,Terry Parker High School,Jacksonville,322115198,FL
120048000691,100783,Jean Ribault Senior High School,Jacksonville,322086307,FL
120048000749,100799,Samuel W Wolfson Senior High School,Jacksonville,322173398,FL
120048000773,100734,A Philip Randolph Academies of Technology,Jacksonville,322094037,FL
120051003703,101797,West Florida High School of Advanced Technology,Pensacola,325268901,FL
120087000930,101692,Chamberlain High School,Tampa,336127839,FL
120087003179,101750,Howard W Blake High School,Tampa,336073703,FL
120138001348,100325,Crestview Senior High School,Crestview,325361799,FL
120144001459,101295,Jones High School,Orlando,328053799,FL
120144007736,102314,Acceleration Academy,Orlando,328222704,FL
120150003755,100119,Boynton Beach Community High School,Boynton Beach,334268336,FL
120156003014,100254,Palm Harbor University High School,Palm Harbor,346833546,FL
120162001810,100315,Crescent City Junior Senior High School,Crescent City,321123901,FL
120162001811,101330,Palatka High School,Palatka,321774099,FL
120168001838,101585,Sarasota High School,Sarasota,34239,FL
120168001851,101780,Venice High School,Venice,342852695,FL
120168003933,101772,Sarasota Military Academy,Sarasota,342364116,FL
120177003503,101542,Saint Lucie West Centennial High School,Port St Lucie,349862027,FL
130012001865,110235,Benjamin E Mays High School,Atlanta,303311906,GA
130021000158,112094,Baldwin High School,Milledgeville,310613632,GA
130023204148,110108,Georgia Cyber Academy,Atlanta,303495534,GA
130102000413,112680,Robert W Groves High School,Savannah,314081698,GA
130174002537,111845,Lithonia High School,Lithonia,300585374,GA
130240001068,110473,Brunswick High School,Brunswick,315202799,GA
130255001127,110950,Dacula High School,Dacula,300192199,GA
130255003916,111800,Mountain View High School,Lawrenceville,300432214,GA
130255004212,111798,Discovery High School,Lawrenceville,300464329,GA
130273001193,111580,Hart County High School,Hartwell,306432108,GA
130282003418,112827,Woodland High School,Stockbridge,302812904,GA
130495001673,112980,Thomasville High School,Thomasville,317924790,GA
150003000085,120160,Kapaa High School,Kapaa,967462099,HI
150003000283,120019,Ka 'Umeke Ka'Eo Public Charter School,Hilo,967204914,HI
150003000295,120246,Hawaii Technology Academy Pcs,Waipahu,967973388,HI
160114000212,130215,Fruitland High School,Fruitland,836192653,ID
170993000931,140825,Martin L King High School,Chicago,606533551,IL
170993003487,140689,Chicago Military Academy Bronzeville,Chicago,606531105,IL
170993006250,141392,Disney II Magnet School,Chicago,606183100,IL
171332004975,141725,East Saint Louis Senior High School,E Saint Louis,622051396,IL
171371001674,141770,Elgin High School,Elgin,601208197,IL
173033003141,143340,Ottawa Township High School,Ottawa,613503199,IL
173351003463,143630,Richmond-Burton Community High School,Richmond,60071,IL
174245004268,144395,Williamsfield High School,Williamsfield,614895479,IL
180005102165,151753,Lighthouse College Prep Academy-Indianapolis,Indianapolis,462033640,IN
180039000084,150145,Batesville High School,Batesville,470069168,IN
180264002463,151678,Decatur Township School of Excellence,Indianapolis,462213606,IN
180540000968,151910,Jefferson High School,Lafayette,479052095,IN
180579001041,152025,Lebanon High School,Lebanon,460521589,IN
180651001135,152225,Martinsville High School,Martinsville,461511888,IN
180906001500,152885,Plymouth High School,Plymouth,465631872,IN
181158001863,152400,Twin Lakes High School,Monticello,479602297,IN
190315000009,160010,Adel-De Soto-Minburn High School,Adel,500032027,IA
190330000025,160055,Alburnett Junior-Senior High School,Alburnett,522029762,IA
190693000302,160185,Central Lee High School,Donnellson,526259677,IA
190705000313,160730,Chariton High School,Chariton,500491463,IA
190744000355,160810,Clarksville Community Schools,Clarksville,506197884,IA
191710001001,164140,North Cedar Junior Senior High School,Clarence,522169433,IA
191872001091,162775,Marshalltown High School,Marshalltown,501584099,IA
191884001112,163335,Moc-Floyd Valley High School,Orange City,510411901,IA
192013001193,163085,Muscatine High School,Muscatine,527612499,IA
192532001447,161212,Saydel High School,Des Moines,503131599,IA
192811001640,162435,Turkey Valley Community School,Jackson Jct,521718308,IA
200459000973,170515,Chanute High School,Chanute,667205244,KS
210069000129,181280,Breathitt County High School,Jackson,413391160,KY
210072000137,181050,Breckinridge County High School,Harned,401445607,KY
210078002407,180325,Burgin Independent School,Burgin,40310,KY
210102000194,181015,East Carter High School,Grayson,411431423,KY
210168000331,182370,Elliott County High School,Sandy Hook,41171,KY
210186002251,180002,The Learning Center,Lexington,405081057,KY
210299000625,181810,Eastern High School,Louisville,402431598,KY
210354001458,180001,Logan County High School,Russellville,422769600,KY
210429001068,182665,Morgan County High School,West Liberty,414722155,KY
210441002324,180131,Thomas Nelson High School,Bardstown,400046504,KY
210462001143,180240,Owsley County High School,Booneville,413147343,KY
210507001252,181910,Rockcastle County High School,Mount Vernon,40456,KY
210513001272,182305,Russell High School,Russell,411691584,KY
210526001283,180975,Scott County High School,Georgetown,403249627,KY
210552001318,180380,Taylor County High School,Campbellsvlle,427189493,KY
220002301921,190200,Southern University Lab School,Baton Rouge,708130001,LA
220028100234,192112,New Orleans Center for Science and Mathematics,New Orleans,701155014,LA
220029400911,192032,Edna Karr High School,New Orleans,701317099,LA
220054000447,190250,Woodlawn High School,Baton Rouge,708176313,LA
220075000231,192825,East Iberville High School,Saint Gabriel,707765326,LA
220084000598,191724,John Ehret High School,Marrero,700724394,LA
220084000653,199012,Kenner Discovery Health Science Academy,Metairie,700035445,LA
220099000752,192595,Ruston High School,Ruston,712703699,LA
220126001029,191590,Livonia High School,Livonia,707550549,LA
230282000047,200060,Bangor High School,Bangor,44012961,ME
230606000158,200400,Gorham High School,Gorham,40381499,ME
231077000361,200950,Oxford Hills High School,South Paris,42811629,ME
231419000667,200948,Sacopee Valley High School,Hiram,40413636,ME
231476800819,201009,Mount Ararat High School,Topsham,40861296,ME
231478723156,200855,Oceanside High School,Rockland,48412328,ME
240006000075,210585,Glen Burnie High School,Glen Burnie,210607399,MD
240009000209,210075,Frederick Douglass High School,Baltimore,212171339,MD
240048000926,210969,Springbrook High School,Silver Spring,209042999,MD
240066001295,211090,Williamsport High School,Williamsport,217951197,MD
240069001309,210933,Parkside High School,Salisbury,218049311,MD
240072001330,210820,Pocomoke High School,Pocomoke City,218513049,MD
250004000600,221092,South Shore Charter School,Norwell,20611650,MA
250510000749,222000,Frontier Regional School,S Deerfield,13731026,MA
250705001056,221250,Ludlow High School,Ludlow,10562597,MA
250804001269,221450,Monson High School,Monson,10579499,MA
250879001415,222137,North Middlesex Regional High School,Townsend,14691417,MA
250895002282,221575,McCann Technical School,North Adams,12473999,MA
250903001455,221675,Norwell High School,Norwell,20612493,MA
251122002295,222070,Stoneham High School,Stoneham,21801599,MA
260026501343,233583,Grand Traverse Academy,Traverse City,496869000,MI
260096708813,231934,Michigan Math and Science Academy,Warren,480922870,MI
260216003955,232333,Alcona Middle High School,Lincoln,487420249,MI
260222000110,230048,Allegan Alternative High School,Allegan,490101670,MI
260390004081,230208,John Glenn High School,Bay City,487062495,MI
260582004210,230325,Birch Run High School,Birch Run,484158759,MI
260891004432,230600,Cheboygan High School,Cheboygan,497218858,MI
260956004452,233155,Chippewa Hills High School,Remus,493409329,MI
260984004469,232350,Clarenceville Senior High School,Livonia,481522092,MI
260993004481,230635,Clawson High School,Clawson,480171598,MI
261002004485,230640,Climax-Scotts High School,Climax,490349773,MI
261075004540,230705,Constantine High School,Constantine,490421178,MI
261140004572,230755,Dansville High School,Dansville,488195100,MI
261407005054,231404,Harrison High School,Farmingtn Hls,483343901,MI
261473005170,231560,Fowlerville High School,Fowlerville,488369808,MI
261786005450,231890,Hart High School,Hart,494201099,MI
261958005620,232125,Ithaca High School,Ithaca,488471314,MI
262073005739,232255,Lake Orion High School,Lake Orion,483602249,MI
262274005973,232425,Marcellus Junior Senior High School,Marcellus,490678521,MI
262595006240,231733,Northview High School,Grand Rapids,495256126,MI
262912006497,233095,Portland High School,Portland,488751094,MI
263255006806,233483,Spring Lake High School,Spring Lake,494569550,MI
263351006885,233545,Tawas Area High School,Tawas City,487639361,MI
263546007156,233705,Watervliet High School,Watervliet,490989300,MI
263555007169,233710,Wayland High School,Wayland,493489573,MI
263630007219,233755,Whitehall High School,Whitehall,494619283,MI
268044000522,230139,TBA Career Tech Center,Traverse City,496863622,MI
270020903270,240659,Harbor City International School,Duluth,558021644,MN
270032604389,242490,Tracy Junior-Senior High School,Tracy,561751710,MN
270819000343,240423,Chaska High School,Chaska,553181499,MN
271752000804,241305,Lincoln Junior-Senior High School,Lake City,550411664,MN
271778000817,241325,Lakeville North High School,Lakeville,550447241,MN
271778003515,241326,Lakeville South High School,Lakeville,550446022,MN
272520002651,241489,Maple Grove Senior High School,Maple Grove,553699747,MN
273243004233,242128,Fairview Alternative High School,Roseville,551135448,MN
273333001464,241682,Spring Lake Park High School,Spring Lk Pk,554322097,MN
280162000244,251030,Greenville High School,Greenville,387015864,MS
280168000262,251075,Grenada High School,Grenada,389015216,MS
280195000335,251275,Holly Springs High School,Holly Springs,386352428,MS
280234000460,251475,Kosciusko Senior High School,Kosciusko,390903861,MS
280243000469,251920,Northeast Lauderdale High School,Meridian,393059437,MS
280258000503,251360,Leflore County High School,Itta Bena,389413100,MS
280309000613,252130,Nettleton High School,Nettleton,388586033,MS
290002702808,261719,University Academy Charter School,Kansas City,641311382,MO
290059203205,262961,Gateway Science Academy of Saint Louis,Saint Louis,631391103,MO
290060803274,260023,Hawthorn Leadership School for Girls,Saint Louis,631131123,MO
291530000697,261460,Humansville Middle High School,Humansville,656748715,MO
291619000749,261560,Jefferson City High School,Jefferson Cty,651012898,MO
292325001338,262500,Osborn R-0 School,Osborn,644747123,MO
292850001761,260135,South Nodaway R-IV High School,Barnard,644238201,MO
292886001804,263289,Kickapoo High School,Springfield,658075298,MO
292892001851,262852,Saint Charles West High School,Saint Charles,633011197,MO
293052002095,260365,Twin Rivers High School,Broseley,639327103,MO
293211002255,263650,Windsor R-I High School,Windsor,653601247,MO
300174000002,270000,Absarokee High School,Absarokee,59001,MT
301758000546,270585,Malta High School,Malta,595389001,MT
301764000548,270590,Manhattan High School,Manhattan,59741,MT
302727000763,270905,Victor High School,Victor,598759468,MT
317458001333,280953,Northwest High School,Grand Island,688031199,NE
317563001514,282200,Platteview High School,Springfield,680594925,NE
320006000065,290100,Las Vegas High School,Las Vegas,891422800,NV
320006000107,290102,Valley High School,Las Vegas,891691793,NV
320006000328,290129,Global Community High School,Las Vegas,891102197,NV
320012000579,290086,Jackpot Combined School,Jackpot,898250463,NV
320018000148,290055,Eureka County High School,Eureka,89316,NV
330375000166,300265,Hillsboro-Deering High School,Hillsboro,32444847,NH
330385000170,300275,Hollis Brookline High School,Hollis,30496600,NH
330467000270,300448,Mascenic Regional High School,New Ipswich,30713525,NH
330705000454,300615,White Mountains Regional High School,Whitefield,35983229,NH
340078503390,310184,Camdens Promise Charter School,Camden,81054227,NJ
340267001414,311366,Camden County Technical School,Sicklerville,80814000,NJ
340864000429,310692,Lindenwold High School,Lindenwold,80211327,NJ
340966001104,310748,Maple Shade High School,Maple Shade,80523224,NJ
341128000624,310997,New Milford High School,New Milford,76461897,NJ
341254004836,311085,Passaic High School,Passaic,70554810,NJ
341269003169,311094,High School Science Technology Engineering Math @ JFK,Paterson,7522,NJ
341290004470,311252,Pequannock Township High School,Pompton Plns,74441699,NJ
341431005664,311330,Roselle Park High School,Roselle Park,72041699,NJ
341509005284,311365,Somerville High School,Somerville,88761500,NJ
341792005872,311569,Warren County Technical School,Washington,78823571,NJ
341804003391,311351,Union County Vocational Technical School,Scotch Plains,70762997,NJ
350001000779,320539,Rio Rancho High School,Rio Rancho,871246523,NM
350016901112,320144,Technology Leadership High School,Albuquerque,871233400,NM
350108000632,320060,Gadsden High School,Anthony,880218597,NM
350168000989,320412,Valencia High School,Los Lunas,87031,NM
350237000724,320596,Capital High School,Santa Fe,875073027,NM
360001701925,330395,Genesee Valley Central School,Belmont,148139788,NY
360007706193,334116,Hudson Hs-Lrng Technologies,New York,100114402,NY
360007805505,333785,Manhattan/Hunter Science High School,New York,100236407,NY
360007805774,333832,Maxine Greene School for Imaginative Inquiry,New York,100236407,NY
360007806146,333647,Global Learning Collaborative,New York,100244614,NY
360008705943,331028,Kappa International High School,Bronx,104585048,NY
360009101955,330720,George Westinghouse High School,Brooklyn,11201,NY
360009102781,330674,Dr Susan S McKinney Secondary School of The Arts,Brooklyn,112052001,NY
360009105812,330973,Urban Assembly School of Music and Art,Brooklyn,112012905,NY
360009204889,330706,John Jay School for Law,Brooklyn,112153405,NY
360009505916,330723,Academy for College Preparation and Career Exploration,Brooklyn,112264017,NY
360010002881,332585,Thomas Edison Career and Technical High School,Jamaica,114321997,NY
360011505705,330904,Williamsburg Charter High School,Brooklyn,112063703,NY
360011903074,330801,Progress Hs-Prof Careers,Brooklyn,112115002,NY
360012005884,330832,Academy for Young Writers,Brooklyn,112395801,NY
360012205727,331937,Flushing International High School,Flushing,113551542,NY
360012306528,331188,Epic High School North,S Richmond Hl,114191201,NY
360101006183,331160,Democracy Prep Harlem Charter High School,New York,100276413,NY
360107806310,331202,Democracy Prep Endurance Charter School,New York,100352065,NY
360258000043,330110,Alexander Middle High School,Alexander,140059769,NY
360294000063,330155,Amityville Memorial High School,Amityville,117013495,NY
360399000156,330320,Batavia High School,Batavia,140201098,NY
360408000166,330350,Bay Shore High School,Bay Shore,117066695,NY
360585000375,331090,Ps 205 Riverside Institute Of Technical,Buffalo,142071401,NY
360585003275,331051,Leonardo Da Vinci High School,Buffalo,142011032,NY
360585006593,330072,Lafayette International High School,Buffalo,142131461,NY
360891000681,331590,Delaware Academy and Central School,Delhi,137531230,NY
361125000889,331950,Forestville Middle High School,Forestville,140629662,NY
361140000896,331975,Frankfort-Schuyler Junior Senior High School,Frankfort,133401428,NY
361194000961,332055,Geneseo Central School,Geneseo,144549799,NY
361197000964,332060,Geneva High School,Geneva,144561092,NY
361359001113,332265,Hannibal Senior High School,Hannibal,130743138,NY
361620001399,332665,Kendall Junior Senior High School,Kendall,144769748,NY
361623001412,332670,Kenmore West High School,Buffalo,142231399,NY
361812001624,332975,Mahopac High School,Mahopac,105414631,NY
362049001900,333368,New Rochelle High School 2,New Rochelle,108011200,NY
362202003121,334340,Ossining High School,Ossining,105624897,NY
362490003449,334895,Rome Free Academy,Rome,134414231,NY
362514003476,333115,Royalton Hartland High School,Middleport,141051198,NY
362688003666,335195,Silver Creek High School,Silver Creek,141361699,NY
362757003749,334568,Southern Cayuga Junior Senior High School,Aurora,130269743,NY
362798003792,331634,Greenburgh Academy School,Yonkers,107032227,NY
370031903193,340012,Henderson Collegiate High School,Henderson,275365654,NC
370069002753,340612,Challenger Early College High School,HICKORY,286028302,NC
370231002303,343790,Statesville High School,Statesville,286774098,NC
370363001484,343457,Person High School,Roxboro,275734514,NC
370378003100,344004,Wheatmore High School,Trinity,273708979,NC
370393002237,342435,Lumberton High School,Lumberton,283582698,NC
370495001974,343400,East Wilkes High School,Ronda,286709207,NC
390437800468,361255,Glenville High School,Cleveland,441082699,OH
390437805840,365321,PACT at John F Kennedy High School,Garfield Heights,441282214,OH
390439000866,362015,Shaw High School,E Cleveland,441122899,OH
390444701396,363705,New Lexington High School,New Lexington,437641396,OH
390448301717,364845,Stow-Munroe Falls High School,Stow,442243600,OH
390450001930,361425,Warrensville Heights High School,Warrensvl Hts,441282812,OH
390451002009,365574,Willoughby South High School,Willoughby,440945637,OH
390471802789,360875,Chardon High School,Chardon,440241089,OH
390473802881,362515,William Henry Harrison High School,Harrison,450301999,OH
390483403218,364235,Poland Seminary High School,Poland,445142399,OH
390487503395,361870,Wayne High School,Huber Heights,454243798,OH
390498503715,363280,Jackson High School,Massillon,446469350,OH
390500103797,365140,Green High School,Green,442320218,OH
40090303418,30762,BASIS Prescott,Prescott,863017806,AZ
40092403436,30780,Western School of Science and Technology - CFA,Phoenix,850333330,AZ
401362000645,371580,Haileyville High School,Haileyville,74546,OK
401995000957,372380,Del City High School,Oklahoma City,731153102,OK
402118001053,370112,Navajo High School,Altus,735218472,OK
402277001139,372698,Ulysses S Grant High School,Oklahoma City,731194932,OK
402277002394,372670,John Marshall Middle High School,Oklahoma City,731204647,OK
402277002397,372719,Oklahoma Centennial High School,Oklahoma City,731312034,OK
402361001255,372825,Pawnee High School,Pawnee,740583521,OK
402691001422,373170,Sapulpa High School,Sapulpa,740664698,OK
40286000212,30103,Coconino High School,Flagstaff,860043469,AZ
40345000282,30312,Thunderbird High School,Phoenix,850236399,AZ
40497000404,30220,Mesa High School,Mesa,852045299,AZ
40593000488,30316,North Canyon High School,Phoenix,850243033,AZ
40625001315,30259,Ironwood High School,Glendale,853041100,AZ
40633000541,30277,Carl Hayden High School,Phoenix,850093403,AZ
40702003485,30078,Maricopa Institute of Technology,Phoenix,850436332,AZ
40757000604,30396,Desert Mountain High School,Scottsdale,852594310,AZ
40817000743,30525,Sunnyside High School,Tucson,857064499,AZ
40834000794,30433,McClintock High School,Tempe,852822898,AZ
410002301248,380482,Century High School,Hillsboro,971238390,OR
410738000730,380590,Lebanon High School,Lebanon,973552500,OR
410865001081,380990,Neah-Kah-Nie High School,Rockaway Bch,971369893,OR
411145000857,381095,Silverton High School,Silverton,973811099,OR
420011900756,396082,Commonwealth Charter Academy,Harrisburg,171101171,PA
420450004195,390490,Burgettstown Middle/High School,Burgettstown,150212731,PA
420738505278,391647,Dauphin County Technical School,Harrisburg,171095631,PA
420768004558,391030,Dover Area High School,Dover,173151499,PA
421071006271,391510,Gettysburg Area High School,Gettysburg,173258548,PA
421134000808,391620,Hamburg Area High School,Hamburg,19526,PA
421257006218,391950,Johnsonburg Area Junior-Senior High School,Johnsonburg,158451663,PA
421650007214,393659,Woodland Hills High School,Pittsburgh,152213683,PA
421794004717,391895,Norwin High School,N Huntingdon,156422490,PA
421899000572,393524,Swenson Arts And Technology High School,Philadelphia,191141014,PA
421899000899,392793,Philadelphia Military Academy,Philadelphia,191221190,PA
421899007534,393573,Building 21 High School,Philadelphia,19122,PA
421920005058,395417,Pittston Area High School,Yatesville,186403399,PA
422004000859,394170,Reading High School,Reading,196042451,PA
422109006413,394442,Scranton High School,Scranton,185082567,PA
422184007509,394625,Somerset Area Senior High School,Somerset,155012565,PA
422400000873,391238,Twin Valley High School,Elverson,195209340,PA
