Away team alias,Home team alias,Time in seconds,Jersey number,Inches from left baseline,Inches from bottom sideline,Made or miss
TXAM,UNC,1501,24,879,505,miss
TXAM,UNC,1991,13,801,137,miss
TXAM,UNC,2246,3,794,416,made
OKLA,URI,790,0,54,19,miss
OKLA,URI,483,1,371,267,miss
OKLA,URI,1974,0,852,464,miss
OKLA,URI,571,1,78,565,made
OKLA,URI,2584,0,916,514,made
UMBC,UVA,297,5,838,121,miss
UMBC,UVA,1190,11,772,102,miss
UMBC,UVA,706,11,876,72,miss
UMBC,UVA,1810,21,236,516,made
UMBC,UVA,396,11,751,225,miss
UMBC,UVA,1653,0,339,101,miss
UMBC,UVA,1684,11,208,534,miss
MURR,WVU,163,21,287,115,made
MURR,WVU,308,23,343,277,miss
MURR,WVU,596,21,321,404,miss
MURR,WVU,1101,2,77,562,miss
TXSO,XAV,1089,1,1059,26,miss
TXSO,XAV,1626,5,236,500,miss
TXSO,XAV,544,55,858,479,made
TXSO,XAV,2194,11,48,557,miss
TXSO,XAV,748,22,893,78,miss
TXSO,XAV,372,5,997,32,miss
TXSO,XAV,1979,11,260,101,made
TXSO,XAV,2104,5,285,126,miss
BUFF,ARIZ,1805,13,332,233,miss
BUFF,ARIZ,2209,1,326,249,miss
BUFF,ARIZ,383,35,790,349,miss
BUFF,ARIZ,1695,1,343,270,miss
BUFF,ARIZ,1876,35,316,368,miss
BUCK,MSU,189,2,343,236,miss
BUCK,MSU,874,23,315,461,made
BUFF,UK,355,10,773,255,miss
BUFF,UK,1505,1,99,33,miss
BUFF,UK,1764,3,118,29,miss
BUFF,UK,1593,10,340,159,miss
BUFF,UK,1994,2,352,226,miss
BUFF,UK,891,5,839,61,made
BUFF,ARIZ,1812,5,894,509,made
BUFF,ARIZ,42,5,325,154,made
BUFF,ARIZ,925,2,102,564,miss
BUFF,ARIZ,1586,33,844,105,made
CLEM,AUB,1216,25,766,304,made
CLEM,AUB,953,22,314,438,miss
CLEM,AUB,1914,21,849,465,miss
NMSU,CLEM,862,10,328,167,made
NMSU,CLEM,962,25,112,33,made
NMSU,CLEM,134,2,316,432,made
NMSU,CLEM,1357,4,818,180,made
NMSU,CLEM,1212,2,806,311,miss
COFC,AUB,1037,21,374,396,miss
COFC,AUB,1378,1,804,397,miss
COFC,AUB,1534,5,803,231,made
COFC,AUB,1998,1,777,318,miss
KSU,CREI,1810,24,1059,30,miss
KSU,CREI,2171,0,799,382,miss
KSU,CREI,247,2,95,27,miss
IONA,DUKE,1535,1,110,561,made
IONA,DUKE,878,35,825,442,made
IONA,DUKE,1597,3,257,486,miss
IONA,DUKE,271,3,875,96,miss
IONA,DUKE,306,3,1061,36,miss
IONA,DUKE,1059,2,1064,562,made
IONA,DUKE,1354,2,298,135,miss
IONA,DUKE,174,3,949,547,made
IONA,DUKE,721,2,808,163,miss
GAST,CIN,1018,2,337,288,miss
GAST,CIN,2366,24,821,399,miss
GAST,CIN,540,2,263,495,miss
GAST,CIN,1454,30,1109,565,miss
GAST,CIN,2183,15,806,201,miss
GAST,CIN,1223,2,868,102,miss
GAST,CIN,1025,15,198,63,miss
UNCG,GONZ,477,13,878,499,miss
UNCG,GONZ,1629,24,250,102,miss
UNCG,GONZ,1667,23,347,185,miss
UNCG,GONZ,941,13,837,96,miss
UNCG,GONZ,1067,23,842,159,miss
NCST,HALL,191,13,89,554,made
NCST,HALL,676,0,363,301,made
NCST,HALL,1053,4,120,34,miss
HALL,KU,367,20,376,194,miss
HALL,KU,789,20,353,359,made
HALL,KU,1438,13,900,65,miss
NCST,HALL,265,0,363,211,made
HALL,KU,2155,13,782,339,made
HALL,KU,1684,0,772,317,made
NCST,HALL,1348,20,804,393,miss
HALL,KU,2280,0,1055,20,miss
HALL,KU,235,13,225,56,miss
NCST,HALL,417,20,108,558,made
NCST,HALL,1803,13,744,287,miss
IONA,DUKE,455,1,345,286,miss
L-IL,MIA,200,13,784,300,made
L-IL,MIA,2399,0,353,281,made
L-IL,TENN,559,1,352,336,miss
L-IL,TENN,1360,13,1051,568,made
L-IL,MIA,2033,13,298,149,miss
L-IL,TENN,1905,14,837,492,miss
L-IL,MIA,1158,24,797,207,miss
L-IL,MIA,1385,0,315,194,miss
L-IL,TENN,1020,14,323,140,miss
MONT,MICH,1588,1,146,569,miss
MONT,MICH,577,14,291,102,miss
MONT,MICH,201,14,335,116,miss
MONT,MICH,138,24,366,274,miss
MONT,MICH,17,0,309,152,made
MONT,MICH,1454,24,790,149,miss
MONT,MICH,1616,24,1074,575,miss
MRSH,WICH,314,33,374,183,miss
MRSH,WICH,1304,14,1069,568,miss
MRSH,WICH,1363,11,800,387,miss
MRSH,WICH,1916,13,870,63,miss
MRSH,WICH,459,14,225,54,miss
MRSH,WICH,645,21,63,561,miss
MRSH,WICH,1539,14,1089,26,made
MRSH,WICH,2211,13,724,298,made
MRSH,WICH,1125,33,326,386,miss
MRSH,WICH,1422,3,845,479,made
MURR,WVU,1055,11,885,502,miss
MURR,WVU,674,0,883,488,made
MURR,WVU,2306,2,371,298,miss
MURR,WVU,721,25,983,565,made
MURR,WVU,2253,12,46,560,miss
NCST,HALL,184,14,775,274,miss
NCST,HALL,872,11,828,111,miss
NCST,HALL,1477,11,364,222,miss
NCST,HALL,900,0,882,479,miss
NCST,HALL,2343,12,315,408,miss
NCST,HALL,1222,10,339,116,miss
NCST,HALL,1402,11,292,108,miss
NMSU,CLEM,545,1,773,243,made
NMSU,CLEM,2222,23,290,96,miss
NMSU,CLEM,1558,0,267,526,miss
NMSU,CLEM,638,11,776,142,miss
NMSU,CLEM,2255,10,260,72,miss
NMSU,CLEM,16,23,828,95,made
NMSU,CLEM,2388,12,332,96,miss
NMSU,CLEM,2372,23,332,406,made
OKLA,URI,293,11,839,479,made
OKLA,URI,1277,11,26,30,miss
OKLA,URI,2276,11,319,133,made
OKLA,URI,2201,11,361,369,miss
OKLA,URI,1228,0,196,536,made
PENN,KU,421,2,332,359,miss
PENN,KU,1165,10,222,57,made
PENN,KU,887,10,96,564,miss
PROV,TXAM,1146,5,863,84,miss
PROV,TXAM,2385,21,99,27,made
PROV,TXAM,2174,44,232,84,miss
PROV,TXAM,1813,11,94,36,made
SBON,FLA,735,4,918,58,miss
SBON,FLA,777,2,765,298,made
SBON,FLA,2299,2,366,222,miss
SBON,FLA,166,2,870,503,miss
SBON,FLA,1793,11,235,91,miss
SDST,OSU,322,24,1051,24,made
SDSU,HOU,902,0,848,513,miss
SDSU,HOU,1136,0,807,382,miss
L-IL,TENN,1750,1,312,444,miss
L-IL,TENN,1627,1,278,454,made
L-IL,TENN,428,3,980,560,miss
L-IL,TENN,61,5,910,74,miss
WRST,TENN,1889,5,246,524,miss
WRST,TENN,33,23,880,70,miss
L-IL,TENN,2336,5,256,108,miss
L-IL,TENN,23,5,987,555,made
PROV,TXAM,1877,3,921,61,miss
TXAM,UNC,1529,1,268,512,miss
TXAM,UNC,1347,1,343,410,miss
PROV,TXAM,825,3,299,430,miss
TXAM,UNC,1188,2,794,246,made
PROV,TXAM,1234,2,768,297,made
PROV,TXAM,372,2,171,160,miss
PROV,TXAM,904,0,284,87,made
TXSO,XAV,1875,33,825,455,miss
TXSO,XAV,278,3,280,106,made
TXSO,XAV,2150,3,796,380,miss
TXSO,XAV,1677,2,830,416,miss
TXSO,XAV,970,2,333,201,miss
TXSO,XAV,598,2,292,144,miss
UMBC,UVA,1419,13,790,401,made
UMBC,UVA,925,11,356,200,made
UMBC,UVA,1012,10,411,311,made
UMBC,UVA,691,23,180,36,miss
UMBC,UVA,2325,5,1076,568,made
UMBC,UVA,1539,10,799,185,miss
UMBC,UVA,453,11,333,483,miss
UMBC,UVA,460,5,401,320,made
UMBC,UVA,1886,11,780,233,made
UNCG,GONZ,1321,32,909,524,made
UNCG,GONZ,1199,1,209,534,miss
UNCG,GONZ,1527,14,842,128,made
UNCG,GONZ,1473,1,814,205,miss
RAD,VILL,2375,34,347,167,miss
ALA,VILL,1641,4,110,558,made
ALA,VILL,2290,34,261,75,miss
ALA,VILL,2124,2,285,503,made
ALA,VILL,44,25,896,517,miss
ALA,VILL,117,1,914,36,miss
RAD,VILL,2243,2,345,239,made
ALA,VILL,2010,25,297,137,miss
RAD,VILL,2333,2,373,303,miss
MRSH,WICH,217,24,818,125,miss
MRSH,WICH,1373,11,380,185,miss
MRSH,WICH,304,33,780,88,miss
MRSH,WICH,1106,33,1083,27,made
MRSH,WICH,967,32,1075,23,miss
MRSH,WICH,881,33,928,34,made
MRSH,WICH,263,33,873,482,made
MRSH,WICH,617,32,1072,19,miss
WRST,TENN,1199,13,64,15,miss
WRST,TENN,1406,0,786,325,miss
WRST,TENN,715,13,249,82,miss
WRST,TENN,642,31,323,447,miss
WRST,TENN,925,13,369,92,miss
SYR,DUKE,739,25,933,541,made
SYR,DUKE,1981,25,247,540,miss
SYR,DUKE,1381,25,185,554,miss
SYR,DUKE,967,25,775,297,miss
SYR,DUKE,1826,23,282,516,miss
SYR,DUKE,776,23,817,81,miss
SYR,DUKE,2087,11,304,444,miss
SYR,DUKE,1304,11,346,296,miss
SYR,DUKE,1069,11,1030,569,miss
SYR,DUKE,2385,25,349,150,miss
SYR,DUKE,109,25,937,541,made
SYR,DUKE,2259,25,335,190,made
SYR,DUKE,673,25,1058,27,made
SYR,DUKE,1145,3,315,377,made
SYR,DUKE,1312,1,807,187,miss
SYR,DUKE,2058,1,1068,32,miss
SYR,DUKE,1445,1,880,88,miss
SYR,DUKE,2062,3,792,241,miss
SYR,DUKE,402,3,281,510,miss
SYR,DUKE,1752,3,803,48,miss
SYR,DUKE,1679,3,766,273,miss
SYR,DUKE,1796,3,742,197,miss
SYR,DUKE,1599,3,1044,32,miss
SYR,DUKE,1458,3,800,444,miss
SYR,DUKE,760,3,380,301,miss
SYR,DUKE,1903,3,893,78,miss
SYR,DUKE,1342,3,800,123,miss
SYR,DUKE,1955,3,756,253,miss
SYR,DUKE,1020,2,318,152,miss
SYR,DUKE,1237,2,869,516,miss
SYR,DUKE,2282,2,1031,565,miss
SYR,DUKE,1840,2,792,212,miss
SYR,DUKE,1696,2,824,481,miss
SYR,DUKE,875,2,301,168,miss
SYR,DUKE,579,12,173,53,miss
SYR,DUKE,1645,3,787,397,made
SYR,DUKE,260,2,209,541,made
SYR,DUKE,1623,2,1051,29,made
SYR,DUKE,481,3,306,434,made
IONA,DUKE,220,3,948,41,made
IONA,DUKE,514,3,892,507,miss
IONA,DUKE,2233,14,342,332,miss
IONA,DUKE,426,1,931,536,made
IONA,DUKE,2376,15,312,140,miss
IONA,DUKE,956,34,776,293,miss
IONA,DUKE,800,2,933,58,made
IONA,DUKE,2161,0,1038,561,made
IONA,DUKE,67,4,85,558,made
IONA,DUKE,2264,20,1030,562,miss
IONA,DUKE,891,0,322,403,miss
IONA,DUKE,2098,2,815,428,miss
IONA,DUKE,116,4,290,466,miss
IONA,DUKE,1236,2,878,495,miss
IONA,DUKE,1170,1,102,40,made
IONA,DUKE,667,1,337,349,miss
IONA,DUKE,1889,20,894,503,miss
IONA,DUKE,280,4,82,555,made
UMBC,UVA,1385,10,900,58,made
UMBC,UVA,1505,10,815,462,made
UMBC,UVA,312,5,61,571,miss
TEX,NEV,1251,12,230,46,made
TEX,NEV,739,3,976,44,miss
TEX,NEV,56,12,814,462,miss
TEX,NEV,2684,12,387,322,made
CLEM,AUB,194,1,856,488,miss
CLEM,AUB,1194,13,832,444,miss
CLEM,AUB,1810,14,218,545,miss
CLEM,AUB,1881,14,274,116,made
CLEM,AUB,480,2,800,294,miss
CLEM,AUB,292,5,1026,564,miss
CLEM,AUB,522,4,997,558,miss
COFC,AUB,1514,13,322,221,made
BUT,PUR,1853,3,845,469,miss
BUT,PUR,503,30,346,236,miss
BUT,PUR,698,5,306,427,made
BUT,ARK,1865,30,171,550,made
BUT,ARK,1613,5,196,536,miss
BUT,ARK,1762,20,103,564,miss
BUT,ARK,378,30,834,428,made
HALL,KU,1818,14,291,122,made
HALL,KU,499,4,1068,26,miss
HALL,KU,2320,10,354,192,made
HALL,KU,42,2,777,174,made
PENN,KU,184,14,985,34,miss
HALL,KU,2183,14,318,228,made
HALL,KU,2266,4,353,305,miss
TEX,NEV,1576,21,846,68,miss
NEV,CIN,806,21,793,192,made
TEX,NEV,970,10,352,424,miss
TEX,NEV,1592,21,745,233,made
TEX,NEV,905,21,342,454,miss
TEX,NEV,622,21,146,32,miss
TEX,NEV,1471,21,883,56,made
BUT,PUR,353,3,848,50,made
CSF,PUR,519,14,1013,562,miss
BUT,PUR,395,11,917,50,miss
CSF,PUR,170,12,797,420,miss
BUT,PUR,1827,3,314,137,miss
BUT,PUR,1242,3,270,497,miss
BUT,PUR,185,11,824,119,made
CSF,PUR,115,31,777,308,miss
TXSO,XAV,443,1,1059,23,miss
TXSO,XAV,224,5,1078,557,made
TXSO,XAV,1320,5,254,492,miss
TXSO,XAV,983,3,1045,29,made
TXSO,XAV,1460,5,222,60,miss
TXSO,XAV,776,55,869,113,made
ALA,VILL,1923,3,948,40,miss
ALA,VT,2274,23,402,311,made
ALA,VT,1387,12,357,257,miss
ALA,VT,409,23,1090,564,made
BUFF,ARIZ,917,13,811,159,miss
BUFF,ARIZ,1753,24,321,408,miss
BUFF,ARIZ,1670,0,230,500,made
BUFF,UK,2260,10,318,425,miss
BUFF,UK,1107,33,839,77,miss
BUFF,UK,946,10,842,140,miss
BUFF,UK,464,10,797,336,miss
BUFF,UK,518,2,810,423,miss
BUFF,UK,1960,4,298,458,miss
BUFF,UK,560,10,784,218,made
BUFF,UK,710,33,965,34,miss
BUFF,ARIZ,794,33,213,63,miss
BUFF,ARIZ,1477,2,799,359,miss
BUFF,ARIZ,1244,2,815,154,miss
BUFF,ARIZ,1442,5,830,113,made
BUFF,ARIZ,97,2,377,308,miss
BUFF,ARIZ,1709,2,1092,32,made
CLEM,AUB,1357,10,968,537,made
CLEM,AUB,759,4,316,128,miss
CLEM,AUB,280,4,316,407,made
CLEM,AUB,125,2,92,34,miss
NMSU,CLEM,1744,10,804,479,miss
NMSU,CLEM,2073,4,786,383,made
SBON,FLA,1120,4,340,437,made
SBON,FLA,1337,4,930,48,miss
SBON,FLA,1979,3,942,50,made
SBON,FLA,255,4,78,557,made
SBON,FLA,226,5,309,135,miss
SBON,FLA,807,11,345,301,miss
UNCG,GONZ,1862,13,333,356,made
UNCG,GONZ,2029,13,305,48,miss
UNCG,GONZ,843,0,800,369,miss
SDSU,HOU,1404,5,1050,586,miss
SDSU,HOU,349,25,329,211,made
SDSU,HOU,746,5,256,502,miss
MONT,MICH,2287,14,832,113,miss
MONT,MICH,2399,14,868,56,miss
MONT,MICH,1171,14,337,382,made
RAD,VILL,2019,11,773,133,miss
RAD,VILL,2275,10,799,421,made
RAD,VILL,2150,24,792,404,miss
RAD,VILL,27,3,211,36,made
RAD,VILL,480,11,290,466,miss
BUT,ARK,113,0,330,287,miss
BUT,ARK,1739,0,883,77,made
BUCK,MSU,2320,4,796,135,made
BUCK,MSU,2394,2,797,122,made
BUCK,MSU,2059,2,783,366,miss
BUCK,MSU,365,23,188,44,made
DAV,UK,638,31,861,475,miss
DAV,UK,1856,3,335,260,made
DAV,UK,76,23,810,403,miss
DAV,UK,1265,3,220,50,made
DAV,UK,501,23,828,475,made
DAV,UK,420,23,1061,33,miss
DAV,UK,284,31,956,56,miss
DAV,UK,1639,3,332,420,made
BUFF,UK,691,0,225,71,made
BUFF,UK,2157,32,1079,32,miss
BUFF,UK,1129,32,343,318,miss
BUFF,UK,791,22,302,448,made
LIP,UNC,2370,15,849,123,made
LIP,UNC,624,22,259,495,miss
LIP,UNC,2262,3,958,528,miss
LIP,UNC,580,21,132,34,miss
LIP,UNC,322,24,337,307,miss
LIP,UNC,1983,24,1064,24,miss
LIP,UNC,250,22,187,540,made
LIP,UNC,34,21,243,84,made
MRSH,WICH,180,3,53,569,miss
MRSH,WICH,1964,33,851,67,made
MONT,MICH,291,2,1034,557,made
MONT,MICH,189,1,777,157,miss
MONT,MICH,1354,3,316,427,made
MONT,MICH,1146,12,1086,567,miss
OKLA,URI,142,20,1057,569,miss
OKLA,URI,2039,0,264,88,miss
UMBC,UVA,1877,21,367,269,miss
UMBC,UVA,1953,23,74,36,made
UMBC,UVA,909,23,811,451,miss
KSU,CREI,840,2,328,410,miss
KSU,CREI,719,24,366,294,miss
KSU,CREI,2373,24,893,70,miss
KSU,CREI,2329,0,845,485,miss
KSU,CREI,1000,0,173,545,miss
KSU,CREI,683,5,122,34,miss
KSU,CREI,2310,0,784,272,miss
KSU,CREI,2378,24,1082,32,miss
L-IL,TENN,1788,23,256,495,miss
WRST,TENN,879,3,972,554,miss
L-IL,TENN,1827,3,240,507,made
L-IL,TENN,1592,5,318,112,miss
L-IL,TENN,435,5,861,101,miss
L-IL,TENN,532,23,763,360,miss
L-IL,TENN,2399,0,308,188,miss
L-IL,TENN,2168,5,270,108,made
TXAM,UNC,1603,3,352,325,made
PROV,TXAM,1889,2,796,293,miss
PROV,TXAM,437,10,291,437,made
PROV,TXAM,1732,10,783,121,miss
TXAM,UNC,482,10,828,424,miss
TXAM,UNC,404,10,940,554,miss
TXAM,UNC,851,2,999,22,miss
TXAM,UNC,1240,3,50,567,made
TXAM,UNC,1768,5,178,548,miss
TXAM,UNC,1046,1,823,119,made
RAD,VILL,556,5,780,369,made
RAD,VILL,119,5,906,519,made
ALA,VILL,297,4,863,492,miss
ALA,VILL,392,1,980,33,made
RAD,VILL,1735,10,266,71,miss
ALA,VILL,738,10,820,442,made
ALA,VILL,1467,25,329,170,made
RAD,VILL,754,14,1042,567,miss
ALA,VILL,1560,1,202,534,made
RAD,VILL,519,1,777,211,made
ALA,VILL,2265,2,291,133,miss
RAD,VILL,702,14,876,70,made
ALA,VILL,1766,1,79,555,made
RAD,VILL,87,4,875,61,miss
ALA,VILL,1874,4,88,560,miss
ALA,VILL,1531,25,260,492,made
COFC,AUB,2116,21,865,91,miss
COFC,AUB,159,1,314,394,miss
COFC,AUB,75,13,235,88,miss
COFC,AUB,2038,5,989,554,made
COFC,AUB,2394,1,751,377,miss
GAST,CIN,16,34,872,94,miss
GAST,CIN,854,34,806,348,made
GAST,CIN,981,34,830,435,miss
NEV,CIN,302,34,387,270,miss
NEV,CIN,68,34,291,116,made
NEV,CIN,1329,34,793,181,miss
GAST,CIN,223,24,893,516,miss
NEV,CIN,1249,34,820,174,miss
GAST,CIN,563,5,808,423,miss
GAST,CIN,1737,34,282,448,miss
NEV,CIN,1059,1,259,112,miss
NEV,CIN,1493,34,838,468,miss
L-IL,MIA,1410,2,818,139,made
SDST,OSU,959,15,273,459,miss
SDST,OSU,275,33,374,205,made
SDST,OSU,1356,33,903,519,miss
SDST,OSU,605,15,356,178,made
SDST,OSU,314,13,171,547,miss
PROV,TXAM,2356,5,366,205,miss
PROV,TXAM,258,11,980,41,miss
HALL,KU,1765,0,993,554,made
NCST,HALL,766,20,290,461,made
NCST,HALL,988,22,268,63,miss
HALL,KU,2399,13,868,534,made
HALL,KU,288,0,336,281,miss
NCST,HALL,2327,20,934,50,miss
SFA,TTU,2031,25,74,571,miss
SFA,TTU,1761,23,319,418,miss
SFA,TTU,529,2,882,492,made
L-IL,TENN,835,13,240,71,made
L-IL,TENN,184,1,281,122,made
L-IL,MIA,1031,0,844,92,miss
L-IL,TENN,1294,5,940,533,miss
L-IL,TENN,1384,0,792,298,made
L-IL,TENN,177,5,58,32,miss
L-IL,MIA,1929,13,226,521,made
L-IL,MIA,2206,5,339,310,miss
L-IL,MIA,466,0,784,332,miss
KSU,CREI,1401,20,346,383,miss
KSU,CREI,26,20,1058,26,miss
MURR,WVU,1870,2,288,111,miss
MURR,WVU,860,2,1048,29,miss
MURR,WVU,2353,0,333,358,made
MURR,WVU,1445,0,132,554,made
MURR,WVU,2194,0,347,383,miss
MURR,WVU,574,2,792,325,miss
PENN,KU,1968,10,777,338,miss
PENN,KU,1717,10,814,160,made
PENN,KU,1614,10,783,298,made
PENN,KU,2090,10,925,60,miss
PENN,KU,634,4,61,29,miss
PENN,KU,1117,25,342,246,miss
PENN,KU,2228,10,834,130,miss
PENN,KU,279,21,150,543,made
PENN,KU,1539,4,842,116,miss
OKLA,URI,761,32,50,36,miss
WRST,TENN,1360,3,789,353,miss
GAST,CIN,1961,11,828,130,miss
GAST,CIN,202,15,353,296,made
GAST,CIN,830,24,243,96,made
GAST,CIN,252,24,357,229,miss
GAST,CIN,2354,15,803,352,miss
GAST,CIN,1497,15,789,324,miss
GAST,CIN,2000,2,849,479,miss
ALA,VT,1715,3,769,157,made
ALA,VT,1552,5,765,243,miss
ALA,VT,2351,4,808,135,miss
MURR,WVU,532,21,209,510,made
MURR,WVU,2394,4,878,505,made
MRSH,WICH,1829,12,284,102,miss
MRSH,WICH,2382,11,290,99,miss
MRSH,WICH,1627,11,184,543,miss
MRSH,WICH,2376,33,345,274,miss
MRSH,WICH,2355,33,299,418,made
MRSH,WICH,1902,33,329,106,made
MRSH,WICH,632,12,910,44,miss
BUCK,MSU,449,20,873,77,miss
BUCK,MSU,1882,22,336,355,made
BUCK,MSU,2089,1,92,554,miss
BUCK,MSU,863,5,818,435,miss
BUCK,MSU,2182,22,263,99,miss
BUCK,MSU,1692,20,326,396,miss
BUCK,MSU,1673,22,364,287,miss
LIP,UNC,334,4,1042,94,miss
TXAM,UNC,259,1,316,394,miss
LIP,UNC,1414,2,342,277,made
TXAM,UNC,331,24,284,489,made
LIP,UNC,1815,2,309,156,miss
LIP,UNC,1837,1,332,253,miss
TXAM,UNC,1689,0,848,482,miss
TXSO,XAV,2387,33,815,173,miss
TXSO,XAV,347,33,302,421,made
TXSO,XAV,1578,3,901,506,miss
TXSO,XAV,1824,3,897,85,made
TXSO,XAV,460,33,290,447,made
TXSO,XAV,1994,2,1041,27,miss
TXSO,XAV,1345,2,801,366,made
TXSO,XAV,2341,2,870,505,miss
TXSO,XAV,1452,33,1068,561,miss
UNCG,GONZ,1444,10,832,438,made
UNCG,GONZ,493,10,282,455,miss
UNCG,GONZ,1018,32,299,136,miss
UNCG,GONZ,1151,11,352,239,miss
SDSU,HOU,934,3,820,427,miss
SBON,FLA,197,2,801,430,miss
SBON,FLA,2102,2,282,481,miss
SBON,FLA,2288,15,311,177,made
SBON,FLA,658,2,803,413,miss
NMSU,CLEM,66,23,793,129,miss
NMSU,CLEM,1161,23,783,454,miss
NMSU,CLEM,2012,23,321,152,made
NMSU,CLEM,926,23,959,23,miss
SDST,OSU,2369,24,278,482,miss
SDST,OSU,1685,5,346,438,made
SDST,OSU,1799,2,171,545,miss
SDST,OSU,2163,0,335,387,made
CSF,PUR,1119,0,332,369,miss
CSF,PUR,1047,34,350,317,miss
CSF,PUR,2019,34,1013,37,made
CSF,PUR,1297,0,773,288,miss
CSF,PUR,2393,2,820,123,miss
NCST,HALL,1670,12,75,557,made
NCST,HALL,1368,12,295,458,made
NCST,HALL,1260,12,291,461,made
HALL,KU,1782,10,340,346,made
HALL,KU,143,4,780,386,miss
PENN,KU,1048,4,765,284,made
PENN,KU,2034,4,343,294,made
PENN,KU,308,2,1074,562,miss
HALL,KU,1576,2,328,355,made
BUFF,UK,1526,32,1062,557,made
BUFF,UK,857,0,240,67,miss
BUFF,UK,729,0,305,135,miss
BUFF,UK,1746,0,865,488,miss
BUFF,UK,1579,3,1058,24,made
DAV,UK,119,5,290,105,miss
DAV,UK,1521,5,1071,40,miss
ALA,VT,1605,10,817,109,miss
ALA,VT,2136,5,858,488,miss
ALA,VT,994,4,202,37,miss
ALA,VT,1515,4,772,370,miss
ALA,VT,2330,10,1024,26,miss
ALA,VT,198,2,855,495,miss
ALA,VILL,995,3,164,50,made
ALA,VT,1535,23,376,252,made
ALA,VILL,338,25,284,485,made
ALA,VT,2053,23,405,290,miss
ALA,VT,782,25,873,490,miss
ALA,VT,1241,2,380,283,miss
ALA,VILL,1544,3,824,125,miss
BUT,ARK,648,20,220,64,miss
BUT,ARK,1960,23,989,552,miss
BUT,ARK,2314,4,794,291,miss
CLEM,AUB,1593,2,343,300,made
CLEM,AUB,1003,4,868,64,miss
CLEM,AUB,853,13,841,113,miss
CLEM,AUB,266,5,859,471,made
CLEM,AUB,2073,4,55,568,miss
CLEM,AUB,1825,10,55,568,miss
COFC,AUB,2069,5,329,358,miss
COFC,AUB,374,2,792,241,miss
COFC,AUB,511,2,820,448,miss
COFC,AUB,2275,2,339,242,made
BUT,PUR,2393,30,899,63,miss
BUT,PUR,132,30,345,383,made
BUT,PUR,547,5,260,80,miss
BUT,PUR,1305,30,789,359,miss
BUT,PUR,1999,5,844,490,miss
BUT,ARK,37,3,931,548,made
BUT,ARK,467,5,1020,33,miss
BUT,ARK,324,5,863,497,made
NEV,CIN,725,3,95,558,miss
GAST,CIN,306,34,783,290,miss
NEV,CIN,923,1,314,407,miss
GAST,CIN,1797,3,53,558,miss
GAST,CIN,758,34,927,65,made
NEV,CIN,1435,34,1041,29,miss
NEV,CIN,1809,15,1041,564,miss
GAST,CIN,90,11,1086,32,miss
GAST,CIN,695,5,824,448,miss
CSF,PUR,250,10,95,34,miss
CSF,PUR,1084,5,353,300,miss
DAV,UK,608,3,807,168,miss
DAV,UK,1091,31,1033,33,miss
DAV,UK,2393,3,291,147,miss
DAV,UK,2360,3,337,224,made
DAV,UK,1996,15,130,548,miss
DAV,UK,2182,23,354,279,miss
DAV,UK,699,3,796,424,miss
SBON,FLA,1911,11,799,349,miss
SBON,FLA,2201,4,906,60,made
SBON,FLA,1478,4,861,479,made
SBON,FLA,1520,4,1055,39,miss
SBON,FLA,401,25,330,351,made
SBON,FLA,1464,3,1064,33,miss
SBON,FLA,286,4,291,445,miss
SDSU,HOU,61,32,329,339,miss
SDSU,HOU,2094,32,999,544,made
KSU,CREI,1785,20,364,368,made
KSU,CREI,205,3,803,423,miss
KSU,CREI,1026,0,793,389,miss
KSU,CREI,49,5,807,133,miss
KSU,CREI,1501,0,41,571,miss
LIP,UNC,217,3,298,440,made
LIP,UNC,193,24,266,496,miss
LIP,UNC,861,12,48,568,miss
L-IL,MIA,904,2,316,211,miss
L-IL,MIA,579,4,323,157,made
BUCK,MSU,1043,22,793,211,made
BUCK,MSU,987,5,810,105,made
BUCK,MSU,1779,5,301,135,miss
NEV,CIN,218,10,899,505,miss
NEV,CIN,1223,21,195,543,miss
NEV,CIN,1927,11,337,332,made
NEV,CIN,239,24,887,493,miss
TEX,NEV,440,21,342,150,miss
NEV,CIN,1265,10,378,236,made
NEV,CIN,2346,10,129,37,made
TEX,NEV,747,13,352,392,miss
TEX,NEV,941,24,270,53,miss
TEX,NEV,2398,10,810,109,miss
TEX,NEV,1014,13,380,184,made
TEX,NEV,2327,21,741,297,miss
TEX,NEV,68,21,295,475,made
TEX,NEV,1432,10,755,170,miss
TEX,NEV,2484,10,856,61,made
TEX,NEV,2550,10,756,305,made
TEX,NEV,2601,10,856,537,made
SDST,OSU,1325,3,945,48,miss
SDST,OSU,726,3,373,224,made
SDST,OSU,1112,33,345,205,miss
SDST,OSU,1812,24,842,475,miss
SDST,OSU,1420,33,845,476,made
SDST,OSU,1041,13,294,479,made
SDST,OSU,1187,33,322,441,miss
SDST,OSU,376,13,64,569,miss
CSF,PUR,267,3,783,307,miss
BUT,PUR,1090,3,763,352,miss
CSF,PUR,2083,11,294,457,made
BUT,PUR,756,31,904,37,made
BUT,PUR,1880,12,316,404,made
BUT,PUR,1611,11,302,89,miss
CSF,PUR,192,31,810,143,miss
CSF,PUR,2219,14,254,533,miss
CSF,PUR,1177,3,804,413,made
BUT,PUR,2385,31,330,188,made
BUT,PUR,2157,14,312,430,made
RAD,VILL,827,11,335,342,miss
RAD,VILL,2041,5,749,329,miss
