age,type of employment,estimated number of people represented,education level,marital status,occupation,relationship,race,gender,capital gains,capital losses,hours of work per week,native-country,income
24,Private,313956,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
42,Federal-gov,177937,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Unknown,<=50K
28,Private,193868,Bachelors,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K
21,Private,250939,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,35,United-States,<=50K
62,Federal-gov,57629,Some-college,Divorced,Tech-support,Not-in-family,Black,Male,4650,0,40,United-States,<=50K
39,Private,281768,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
30,State-gov,260782,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
72,Self-emp-not-inc,243769,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,0,1429,20,United-States,<=50K
50,Private,109937,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K
28,Local-gov,134890,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,100293,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,132179,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
27,Private,116372,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,255412,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3103,0,40,United-States,>50K
61,Unknown,195789,HS-grad,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,342400,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
21,Unknown,65481,Some-college,Never-married,Unknown,Own-child,White,Female,0,0,30,United-States,<=50K
31,Private,169085,11th,Married-civ-spouse,Sales,Wife,White,Female,0,0,20,United-States,<=50K
25,Private,177221,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,<=50K
58,Private,65325,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
64,Private,118944,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
46,State-gov,149337,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,<=50K
53,Unknown,237868,HS-grad,Married-civ-spouse,Unknown,Husband,White,Male,0,0,35,United-States,>50K
19,Private,106183,HS-grad,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
42,Private,226388,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,0,0,52,United-States,<=50K
18,Private,220754,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,<=50K
58,Self-emp-inc,204021,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,50,United-States,>50K
20,Private,347391,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,60,United-States,<=50K
35,Federal-gov,413930,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
32,Private,174201,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,>50K
23,Private,145917,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,25,United-States,<=50K
31,Private,241797,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,265168,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,0,0,55,United-States,<=50K
41,Private,171234,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,48,United-States,<=50K
22,Private,178452,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
46,Private,157857,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
61,Federal-gov,512864,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
30,Private,296462,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
42,Private,171615,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
63,Private,214071,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,172421,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,195488,10th,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,316841,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,236267,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,0,1590,40,United-States,<=50K
30,Private,236543,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,El-Salvador,>50K
23,Private,318483,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
34,Self-emp-not-inc,163756,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,27828,0,60,United-States,>50K
30,Private,238186,HS-grad,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0,2057,48,United-States,<=50K
39,Private,329980,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
30,Private,169269,11th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,1721,38,Puerto-Rico,<=50K
38,Local-gov,34744,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
26,Private,98114,HS-grad,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
20,Private,109667,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
37,Local-gov,263690,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Male,0,0,40,Unknown,<=50K
33,Private,147430,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
24,Private,224238,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
42,Self-emp-inc,212894,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
51,Self-emp-not-inc,136708,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,3103,0,84,Vietnam,<=50K
56,Local-gov,38573,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
22,Private,197200,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
52,Self-emp-not-inc,182796,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,184527,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,4934,0,45,United-States,>50K
34,Private,145231,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,4064,0,35,United-States,<=50K
51,Private,43354,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,>50K
20,Unknown,318865,Some-college,Never-married,Unknown,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,355712,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
37,Private,98776,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
68,Private,257557,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
22,Private,102258,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Self-emp-inc,170287,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,243409,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,55608,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
26,Private,248057,HS-grad,Separated,Handlers-cleaners,Own-child,White,Male,0,0,40,Puerto-Rico,<=50K
33,Private,95530,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
45,Local-gov,54038,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,42,United-States,<=50K
18,Private,161245,11th,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
43,Self-emp-not-inc,388725,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
64,Self-emp-not-inc,71807,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,Unknown,>50K
18,Private,228216,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
20,Unknown,303121,Some-college,Never-married,Unknown,Own-child,White,Male,0,0,45,United-States,<=50K
57,Private,78020,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
41,Private,249254,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,3674,0,42,United-States,<=50K
34,Private,87218,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K
19,Private,304299,HS-grad,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Private,196234,9th,Divorced,Other-service,Unmarried,White,Female,0,0,55,Dominican-Republic,<=50K
56,Private,197875,10th,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Self-emp-inc,48063,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
48,Private,253596,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0,0,48,United-States,<=50K
29,Private,39257,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
33,Private,56150,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,2174,0,40,United-States,<=50K
31,Private,179415,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
39,Private,252445,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
66,Private,275918,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,10605,0,40,United-States,>50K
27,Private,106562,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
39,Private,198654,HS-grad,Divorced,Exec-managerial,Unmarried,Black,Female,99999,0,40,United-States,>50K
59,Private,107318,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,50,United-States,>50K
26,Private,181896,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
31,Private,106014,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
45,Unknown,319993,HS-grad,Widowed,Unknown,Unmarried,White,Female,0,0,40,Mexico,<=50K
23,Private,197997,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
36,Local-gov,173542,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Private,207564,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,12,United-States,>50K
32,Private,224462,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,>50K
37,Private,123361,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,50,United-States,>50K
33,Private,90409,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
50,Self-emp-not-inc,165001,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,80,United-States,>50K
32,Federal-gov,149573,Assoc-acdm,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
35,Private,249456,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
37,Private,149898,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,292985,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
57,Private,50223,Some-college,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,<=50K
29,Local-gov,400074,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
55,Private,197399,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
43,Self-emp-inc,209547,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K
43,Private,52433,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K
45,Self-emp-not-inc,355978,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
33,Self-emp-not-inc,48214,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States,<=50K
26,Private,190873,10th,Divorced,Other-service,Unmarried,White,Female,0,0,40,Germany,<=50K
23,Private,278390,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,<=50K
41,Private,203217,7th-8th,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
24,Private,279175,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,194590,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
34,Self-emp-not-inc,198813,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
40,Private,187294,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,302903,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,1485,40,United-States,<=50K
24,Private,154835,HS-grad,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,40,South,<=50K
73,Unknown,73402,Some-college,Married-civ-spouse,Unknown,Husband,White,Male,0,0,10,United-States,<=50K
23,Private,100345,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,15,United-States,<=50K
43,Self-emp-not-inc,126320,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
26,Private,142226,Bachelors,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Self-emp-not-inc,112076,Doctorate,Married-AF-spouse,Exec-managerial,Wife,White,Female,0,1485,35,United-States,>50K
52,Private,225339,HS-grad,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,<=50K
29,Private,211208,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,>50K
47,Private,200808,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Columbia,<=50K
49,Private,220618,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,<=50K
40,Private,210493,11th,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
62,Self-emp-not-inc,369734,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
49,Private,27898,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,>50K
50,Private,138193,Bachelors,Divorced,Prof-specialty,Other-relative,White,Female,0,0,50,United-States,>50K
31,Private,224234,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
48,Local-gov,188741,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
24,Private,183772,HS-grad,Never-married,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Unknown,155041,HS-grad,Never-married,Unknown,Own-child,White,Female,3418,0,40,United-States,<=50K
37,Private,79586,HS-grad,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
45,Private,355781,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,Japan,>50K
63,Unknown,156158,HS-grad,Married-civ-spouse,Unknown,Husband,White,Male,0,0,16,United-States,<=50K
36,Private,116358,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,India,<=50K
45,Private,59287,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,138868,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,185885,Assoc-acdm,Never-married,Tech-support,Other-relative,White,Female,0,0,20,United-States,<=50K
17,Private,40299,11th,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
27,Private,500068,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,36,Unknown,<=50K
43,Private,51494,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,<=50K
35,Private,179481,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,55,United-States,<=50K
38,Private,365907,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,284343,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,204862,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,272476,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,>50K
36,Private,175130,11th,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,118941,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
19,Private,164339,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,1055,0,70,United-States,<=50K
22,Unknown,213291,Assoc-acdm,Never-married,Unknown,Own-child,White,Male,0,0,25,United-States,<=50K
42,Federal-gov,55457,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,<=50K
50,Private,280292,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
30,Private,446894,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
37,State-gov,67083,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
54,Self-emp-inc,159219,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
52,Self-emp-inc,168539,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
65,Private,88145,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,Unknown,<=50K
33,Private,150309,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,122999,Some-college,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
24,Private,302195,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
26,Private,210982,Assoc-voc,Separated,Adm-clerical,Unmarried,Black,Female,114,0,40,United-States,<=50K
39,Private,177140,HS-grad,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
59,Private,113838,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,97165,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,104301,11th,Never-married,Other-service,Own-child,White,Female,0,0,45,United-States,<=50K
23,Unknown,192028,Some-college,Never-married,Unknown,Own-child,White,Female,0,0,35,United-States,<=50K
64,Self-emp-inc,115931,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
21,Private,147280,HS-grad,Never-married,Other-service,Own-child,Other,Male,0,0,20,United-States,<=50K
32,Private,185433,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K
26,Private,599057,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,37,United-States,<=50K
19,Unknown,50626,Some-college,Never-married,Unknown,Own-child,Black,Female,0,0,20,United-States,<=50K
62,Self-emp-not-inc,71467,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,183977,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
75,Unknown,26586,10th,Married-spouse-absent,Unknown,Not-in-family,White,Female,0,0,5,United-States,<=50K
45,Self-emp-not-inc,196858,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
31,Private,160594,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K
32,Private,65278,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,2580,0,40,United-States,<=50K
24,Private,102258,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,196947,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,233150,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
18,Private,42857,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
44,Private,118059,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
40,Private,169262,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411,0,50,United-States,<=50K
27,Private,95108,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,161092,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,345253,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Male,2174,0,40,United-States,<=50K
37,State-gov,111275,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
65,Self-emp-not-inc,178878,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,<=50K
43,Federal-gov,157237,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
45,Private,155664,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,<=50K
24,State-gov,322658,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,208503,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States,<=50K
19,Local-gov,223326,Some-college,Never-married,Protective-serv,Own-child,White,Male,0,1721,35,United-States,<=50K
37,Private,20308,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K
24,Private,124751,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
34,Private,113364,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Germany,<=50K
50,State-gov,196900,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,39,United-States,<=50K
36,Private,168170,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
39,Private,205338,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
44,Self-emp-not-inc,98806,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
45,State-gov,226452,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
32,State-gov,479179,11th,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
47,Federal-gov,471990,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
50,Private,44728,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,33117,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,264876,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
19,Unknown,47235,Some-college,Never-married,Unknown,Own-child,White,Female,0,0,20,United-States,<=50K
28,State-gov,293628,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,10,Unknown,<=50K
28,Private,193122,HS-grad,Divorced,Sales,Other-relative,White,Male,0,0,50,United-States,<=50K
39,Federal-gov,149347,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Poland,>50K
21,Private,129172,Some-college,Never-married,Other-service,Not-in-family,White,Male,2907,0,40,United-States,<=50K
73,Self-emp-not-inc,151255,Some-college,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,75,United-States,<=50K
39,Private,98886,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,4508,0,40,Mexico,<=50K
25,Private,238673,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,137991,Some-college,Married-AF-spouse,Sales,Wife,White,Female,0,0,20,United-States,<=50K
51,Private,85942,Some-college,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
39,Private,85783,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,28,United-States,<=50K
31,Private,174789,Bachelors,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,457162,Some-college,Never-married,Sales,Own-child,Black,Male,0,0,17,United-States,<=50K
46,Private,176026,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,>50K
73,Private,88594,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
41,Private,311101,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,273989,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,370242,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
24,Private,194630,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
20,Private,313817,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,195843,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,203160,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,28,United-States,<=50K
33,Private,175856,11th,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,75435,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
36,State-gov,291676,9th,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
55,Private,192869,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,<=50K
19,Private,124464,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,98776,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
34,Private,107960,5th-6th,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
62,State-gov,312286,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
33,Self-emp-not-inc,48520,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Private,224541,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,55,Mexico,<=50K
36,Local-gov,237713,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,309990,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,33,United-States,<=50K
39,Self-emp-not-inc,37019,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
