Year,Day,Month,AverageTemperature,AverageTemperatureUncertainty,Country
2006,1,6,4.223,0.453,Falkland Islands (Islas Malvinas)
2006,1,7,4.076,0.392,Falkland Islands (Islas Malvinas)
2006,1,8,3.977,0.752,Falkland Islands (Islas Malvinas)
2006,1,9,3.65,0.525,Falkland Islands (Islas Malvinas)
2006,1,10,5.983,0.323,Falkland Islands (Islas Malvinas)
2006,1,11,7.626,0.415,Falkland Islands (Islas Malvinas)
2006,1,12,9.848,0.24,Falkland Islands (Islas Malvinas)
2007,1,1,9.226,0.31,Falkland Islands (Islas Malvinas)
2007,1,2,8.943,0.514,Falkland Islands (Islas Malvinas)
2007,1,3,8.708,0.316,Falkland Islands (Islas Malvinas)
2007,1,4,7.475,0.324,Falkland Islands (Islas Malvinas)
2007,1,5,4.931,0.329,Falkland Islands (Islas Malvinas)
2007,1,6,4.398,0.516,Falkland Islands (Islas Malvinas)
2007,1,7,2.455,0.502,Falkland Islands (Islas Malvinas)
2007,1,8,4.199,0.445,Falkland Islands (Islas Malvinas)
2007,1,9,5.156,0.807,Falkland Islands (Islas Malvinas)
2007,1,10,6.119,0.322,Falkland Islands (Islas Malvinas)
2007,1,11,5.795,0.339,Falkland Islands (Islas Malvinas)
2007,1,12,8.65,0.361,Falkland Islands (Islas Malvinas)
2008,1,1,10.034,0.401,Falkland Islands (Islas Malvinas)
2008,1,2,10.275,0.417,Falkland Islands (Islas Malvinas)
2008,1,3,10.208,0.274,Falkland Islands (Islas Malvinas)
2008,1,4,5.976,0.468,Falkland Islands (Islas Malvinas)
2008,1,5,5.08,0.329,Falkland Islands (Islas Malvinas)
2008,1,6,4.477,0.371,Falkland Islands (Islas Malvinas)
2008,1,7,4.101,0.28,Falkland Islands (Islas Malvinas)
2008,1,8,2.828,0.35,Falkland Islands (Islas Malvinas)
2008,1,9,5.378,0.609,Falkland Islands (Islas Malvinas)
2008,1,10,6.396,0.212,Falkland Islands (Islas Malvinas)
2008,1,11,8.209,0.584,Falkland Islands (Islas Malvinas)
2008,1,12,10.066,0.386,Falkland Islands (Islas Malvinas)
2009,1,1,10.566,0.297,Falkland Islands (Islas Malvinas)
2009,1,2,10.149,0.241,Falkland Islands (Islas Malvinas)
2009,1,3,10.039,0.382,Falkland Islands (Islas Malvinas)
2009,1,4,7.052,0.414,Falkland Islands (Islas Malvinas)
2009,1,5,5.729,0.261,Falkland Islands (Islas Malvinas)
2009,1,6,5.19,0.648,Falkland Islands (Islas Malvinas)
2009,1,7,3.361,0.546,Falkland Islands (Islas Malvinas)
2009,1,8,3.546,0.62,Falkland Islands (Islas Malvinas)
2009,1,9,4.792,0.35,Falkland Islands (Islas Malvinas)
2009,1,10,5.377,0.45,Falkland Islands (Islas Malvinas)
2009,1,11,4.817,0.577,Falkland Islands (Islas Malvinas)
2009,1,12,8.101,0.376,Falkland Islands (Islas Malvinas)
2010,1,1,10.069,0.311,Falkland Islands (Islas Malvinas)
2010,1,2,8.322,0.603,Falkland Islands (Islas Malvinas)
2010,1,3,8.953,0.531,Falkland Islands (Islas Malvinas)
2010,1,4,7.396,0.327,Falkland Islands (Islas Malvinas)
2010,1,5,6.827,0.43,Falkland Islands (Islas Malvinas)
2010,1,6,5.12,0.297,Falkland Islands (Islas Malvinas)
2010,1,7,4.114,0.295,Falkland Islands (Islas Malvinas)
2010,1,8,4.412,0.51,Falkland Islands (Islas Malvinas)
2010,1,9,4.683,0.337,Falkland Islands (Islas Malvinas)
2010,1,10,6.784,0.269,Falkland Islands (Islas Malvinas)
2010,1,11,7.68,0.322,Falkland Islands (Islas Malvinas)
2010,1,12,8.057,0.766,Falkland Islands (Islas Malvinas)
2011,1,1,10.342,0.789,Falkland Islands (Islas Malvinas)
2011,1,2,10.947,0.428,Falkland Islands (Islas Malvinas)
2011,1,3,10.238,0.931,Falkland Islands (Islas Malvinas)
2011,1,4,6.859,0.332,Falkland Islands (Islas Malvinas)
2011,1,5,6.429,0.542,Falkland Islands (Islas Malvinas)
2011,1,6,4.549,0.734,Falkland Islands (Islas Malvinas)
2011,1,7,3.545,0.403,Falkland Islands (Islas Malvinas)
2011,1,8,2.887,0.388,Falkland Islands (Islas Malvinas)
2011,1,9,4.366,0.313,Falkland Islands (Islas Malvinas)
2011,1,10,6.231,0.393,Falkland Islands (Islas Malvinas)
2011,1,11,8.773,0.535,Falkland Islands (Islas Malvinas)
2011,1,12,10.408,0.897,Falkland Islands (Islas Malvinas)
2012,1,1,11.601,0.631,Falkland Islands (Islas Malvinas)
2012,1,2,8.898,0.647,Falkland Islands (Islas Malvinas)
2012,1,3,9.196,0.321,Falkland Islands (Islas Malvinas)
2012,1,4,6.155,0.794,Falkland Islands (Islas Malvinas)
2012,1,5,5.885,0.38,Falkland Islands (Islas Malvinas)
2012,1,6,3.28,0.432,Falkland Islands (Islas Malvinas)
2012,1,7,3.325,0.874,Falkland Islands (Islas Malvinas)
2012,1,8,5.886,0.933,Falkland Islands (Islas Malvinas)
2012,1,9,4.852,0.593,Falkland Islands (Islas Malvinas)
2012,1,10,6.333,1.264,Falkland Islands (Islas Malvinas)
2012,1,11,8.022,0.479,Falkland Islands (Islas Malvinas)
2012,1,12,7.05,0.619,Falkland Islands (Islas Malvinas)
2013,1,1,10.837,1.795,Falkland Islands (Islas Malvinas)
2013,1,2,9.299,0.502,Falkland Islands (Islas Malvinas)
2013,1,3,8.729,0.936,Falkland Islands (Islas Malvinas)
2013,1,4,9.562,0.884,Falkland Islands (Islas Malvinas)
2013,1,5,6.209,0.63,Falkland Islands (Islas Malvinas)
2013,1,6,6.004,0.489,Falkland Islands (Islas Malvinas)
2013,1,7,5.021,0.544,Falkland Islands (Islas Malvinas)
2013,1,8,3.107,0.873,Falkland Islands (Islas Malvinas)
1995,1,1,3.541,0.299,Faroe Islands
1995,1,2,2.924,0.426,Faroe Islands
1995,1,3,2.834,0.452,Faroe Islands
1995,1,4,3.779,0.316,Faroe Islands
1995,1,5,6.181,0.529,Faroe Islands
1995,1,6,9.153,0.396,Faroe Islands
1995,1,7,10.285,0.743,Faroe Islands
1995,1,8,11.651,0.395,Faroe Islands
1995,1,9,9.778,0.798,Faroe Islands
1995,1,10,8.429,0.222,Faroe Islands
1995,1,11,6.332,0.262,Faroe Islands
1995,1,12,3.416,0.419,Faroe Islands
1996,1,1,6.226,0.334,Faroe Islands
1996,1,2,3.468,0.342,Faroe Islands
1996,1,3,4.884,0.314,Faroe Islands
1996,1,4,6.162,0.444,Faroe Islands
1996,1,5,6.066,0.38,Faroe Islands
1996,1,6,8.996,0.233,Faroe Islands
1996,1,7,10.117,0.311,Faroe Islands
1996,1,8,11.512,0.37,Faroe Islands
1996,1,9,11.264,0.249,Faroe Islands
1996,1,10,8.506,0.294,Faroe Islands
1996,1,11,2.881,0.568,Faroe Islands
1996,1,12,3.794,0.243,Faroe Islands
1997,1,1,5.307,0.351,Faroe Islands
1997,1,2,4.472,0.371,Faroe Islands
1997,1,3,5.126,0.386,Faroe Islands
1997,1,4,5.361,0.231,Faroe Islands
1997,1,5,6.555,0.265,Faroe Islands
1997,1,6,8.504,0.37,Faroe Islands
1997,1,7,11.093,0.489,Faroe Islands
1997,1,8,12.584,0.466,Faroe Islands
1997,1,9,10.168,0.404,Faroe Islands
1997,1,10,7.51,0.358,Faroe Islands
1997,1,11,7.799,0.259,Faroe Islands
1997,1,12,6.618,0.339,Faroe Islands
1998,1,1,5.16,0.318,Faroe Islands
1998,1,2,5.166,0.416,Faroe Islands
1998,1,3,4.03,0.282,Faroe Islands
1998,1,4,4.756,0.311,Faroe Islands
1998,1,5,7.758,0.344,Faroe Islands
1998,1,6,7.941,0.478,Faroe Islands
1998,1,7,10.033,0.276,Faroe Islands
1998,1,8,10.796,0.293,Faroe Islands
1998,1,9,10.508,0.249,Faroe Islands
1998,1,10,6.84,0.362,Faroe Islands
1998,1,11,5.894,0.411,Faroe Islands
1998,1,12,5.687,0.428,Faroe Islands
1999,1,1,4.818,0.425,Faroe Islands
1999,1,2,3.184,0.459,Faroe Islands
1999,1,3,4.145,0.326,Faroe Islands
1999,1,4,5.219,0.403,Faroe Islands
1999,1,5,7.489,0.345,Faroe Islands
1999,1,6,8.821,0.427,Faroe Islands
1999,1,7,10.509,0.382,Faroe Islands
1999,1,8,11.237,0.607,Faroe Islands
1999,1,9,10.826,0.504,Faroe Islands
1999,1,10,8.813,0.364,Faroe Islands
1999,1,11,6.798,0.427,Faroe Islands
1999,1,12,3.369,0.256,Faroe Islands
2000,1,1,5.138,0.344,Faroe Islands
2000,1,2,4.133,0.458,Faroe Islands
2000,1,3,4.341,0.461,Faroe Islands
2000,1,4,3.882,0.299,Faroe Islands
2000,1,5,7.881,0.415,Faroe Islands
2000,1,6,8.117,0.409,Faroe Islands
2000,1,7,10.12,0.51,Faroe Islands
2000,1,8,11.241,0.329,Faroe Islands
2000,1,9,10.842,0.285,Faroe Islands
2000,1,10,8.891,0.253,Faroe Islands
2000,1,11,6.593,0.236,Faroe Islands
2000,1,12,5.122,0.315,Faroe Islands
2001,1,1,5.491,0.788,Faroe Islands
2001,1,2,3.311,0.522,Faroe Islands
2001,1,3,3.148,0.478,Faroe Islands
2001,1,4,4.984,0.332,Faroe Islands
2001,1,5,7.862,0.298,Faroe Islands
2001,1,6,8.068,0.525,Faroe Islands
2001,1,7,10.237,0.524,Faroe Islands
2001,1,8,11.304,0.187,Faroe Islands
2001,1,9,10.065,0.425,Faroe Islands
2001,1,10,9.842,0.442,Faroe Islands
2001,1,11,6.08,0.335,Faroe Islands
2001,1,12,5.109,0.305,Faroe Islands
2002,1,1,5.93,0.352,Faroe Islands
2002,1,2,3.59,0.483,Faroe Islands
2002,1,3,4.195,0.26,Faroe Islands
2002,1,4,6.726,0.236,Faroe Islands
2002,1,5,8.014,0.511,Faroe Islands
2002,1,6,10.357,0.519,Faroe Islands
2002,1,7,10.825,0.417,Faroe Islands
2002,1,8,11.958,0.253,Faroe Islands
2002,1,9,11.392,0.537,Faroe Islands
2002,1,10,7.516,0.317,Faroe Islands
2002,1,11,7.534,0.225,Faroe Islands
2002,1,12,6.64,0.255,Faroe Islands
2003,1,1,4.551,0.254,Faroe Islands
2003,1,2,6.206,0.36,Faroe Islands
2003,1,3,6.935,0.274,Faroe Islands
2003,1,4,7.912,0.352,Faroe Islands
2003,1,5,7.369,0.376,Faroe Islands
2003,1,6,10.419,0.438,Faroe Islands
2003,1,7,12.101,0.381,Faroe Islands
2003,1,8,12.819,0.416,Faroe Islands
2003,1,9,10.931,0.255,Faroe Islands
2003,1,10,6.905,0.481,Faroe Islands
2003,1,11,7.585,0.138,Faroe Islands
2003,1,12,4.892,0.487,Faroe Islands
2004,1,1,4.439,0.294,Faroe Islands
2004,1,2,4.694,0.282,Faroe Islands
2004,1,3,6.59,0.416,Faroe Islands
2004,1,4,7.169,0.326,Faroe Islands
2004,1,5,8.012,0.174,Faroe Islands
2004,1,6,9.262,0.388,Faroe Islands
2004,1,7,10.976,0.29,Faroe Islands
2004,1,8,12.296,0.51,Faroe Islands
2004,1,9,10.781,0.182,Faroe Islands
2004,1,10,8.173,0.355,Faroe Islands
2004,1,11,6.192,0.285,Faroe Islands
2004,1,12,5.62,0.287,Faroe Islands
2005,1,1,4.811,0.307,Faroe Islands
2005,1,2,4.085,0.507,Faroe Islands
2005,1,3,5.21,0.524,Faroe Islands
2005,1,4,5.937,0.305,Faroe Islands
2005,1,5,6.157,0.378,Faroe Islands
2005,1,6,9.127,0.212,Faroe Islands
2005,1,7,10.752,0.315,Faroe Islands
2005,1,8,11.263,0.262,Faroe Islands
2005,1,9,9.697,0.19,Faroe Islands
2005,1,10,8.558,0.293,Faroe Islands
2005,1,11,5.893,0.324,Faroe Islands
2005,1,12,6.34,0.313,Faroe Islands
2006,1,1,6.586,0.267,Faroe Islands
2006,1,2,5.58,0.515,Faroe Islands
2006,1,3,3.416,0.377,Faroe Islands
2006,1,4,5.09,0.311,Faroe Islands
2006,1,5,6.731,0.419,Faroe Islands
2006,1,6,9.721,0.213,Faroe Islands
2006,1,7,11.63,0.34,Faroe Islands
2006,1,8,11.489,0.27,Faroe Islands
2006,1,9,11.815,0.245,Faroe Islands
2006,1,10,8.585,0.328,Faroe Islands
2006,1,11,6.78,0.282,Faroe Islands
2006,1,12,7.119,0.207,Faroe Islands
2007,1,1,4.644,0.252,Faroe Islands
2007,1,2,4.85,0.311,Faroe Islands
2007,1,3,5.926,0.312,Faroe Islands
2007,1,4,7.064,0.377,Faroe Islands
2007,1,5,6.954,0.193,Faroe Islands
2007,1,6,9.096,0.524,Faroe Islands
2007,1,7,10.423,0.354,Faroe Islands
2007,1,8,10.854,0.595,Faroe Islands
2007,1,9,9.524,0.279,Faroe Islands
2007,1,10,9.036,0.401,Faroe Islands
2007,1,11,5.892,0.255,Faroe Islands
2007,1,12,6.346,0.371,Faroe Islands
2008,1,1,4.436,0.341,Faroe Islands
2008,1,2,5.355,0.458,Faroe Islands
2008,1,3,3.882,0.392,Faroe Islands
2008,1,4,5.607,0.241,Faroe Islands
2008,1,5,8.975,0.378,Faroe Islands
2008,1,6,9.261,0.342,Faroe Islands
2008,1,7,11.314,0.312,Faroe Islands
2008,1,8,11.98,0.294,Faroe Islands
2008,1,9,11.139,0.178,Faroe Islands
2008,1,10,7.019,0.254,Faroe Islands
2008,1,11,5.876,0.337,Faroe Islands
2008,1,12,5.242,0.438,Faroe Islands
2009,1,1,5.586,0.258,Faroe Islands
2009,1,2,4.293,0.277,Faroe Islands
2009,1,3,5.234,0.439,Faroe Islands
2009,1,4,7.53,0.382,Faroe Islands
2009,1,5,8.665,0.35,Faroe Islands
2009,1,6,9.731,0.314,Faroe Islands
2009,1,7,11.399,0.472,Faroe Islands
2009,1,8,11.941,0.387,Faroe Islands
2009,1,9,11.088,0.46,Faroe Islands
2009,1,10,8.255,0.298,Faroe Islands
2009,1,11,7.389,0.404,Faroe Islands
2009,1,12,4.84,0.235,Faroe Islands
2010,1,1,4.317,0.395,Faroe Islands
2010,1,2,2.461,0.327,Faroe Islands
2010,1,3,5.147,0.744,Faroe Islands
2010,1,4,5.482,0.301,Faroe Islands
2010,1,5,7.073,0.529,Faroe Islands
2010,1,6,9.423,0.323,Faroe Islands
2010,1,7,10.748,0.297,Faroe Islands
2010,1,8,11.099,0.364,Faroe Islands
2010,1,9,10.239,0.2,Faroe Islands
2010,1,10,8.09,0.248,Faroe Islands
2010,1,11,4.912,0.763,Faroe Islands
2010,1,12,2.93,0.88,Faroe Islands
2011,1,1,4.783,0.458,Faroe Islands
2011,1,2,5.544,0.326,Faroe Islands
2011,1,3,4.566,0.535,Faroe Islands
2011,1,4,7.983,0.474,Faroe Islands
2011,1,5,8.053,0.544,Faroe Islands
2011,1,6,8.762,0.449,Faroe Islands
2011,1,7,10.211,0.329,Faroe Islands
2011,1,8,10.744,0.257,Faroe Islands
2011,1,9,10.804,0.375,Faroe Islands
2011,1,10,8.606,0.352,Faroe Islands
2011,1,11,8.488,0.257,Faroe Islands
2011,1,12,3.479,0.389,Faroe Islands
2012,1,1,5.001,0.456,Faroe Islands
2012,1,2,6.143,0.374,Faroe Islands
2012,1,3,6.902,0.373,Faroe Islands
2012,1,4,4.452,0.356,Faroe Islands
2012,1,5,6.256,0.391,Faroe Islands
2012,1,6,7.367,1.142,Faroe Islands
2012,1,7,10.009,0.83,Faroe Islands
2012,1,8,11.491,0.56,Faroe Islands
2012,1,9,9.302,0.462,Faroe Islands
2012,1,10,7.265,1.874,Faroe Islands
2012,1,11,5.727,0.536,Faroe Islands
2012,1,12,3.862,0.575,Faroe Islands
2013,1,1,5.261,0.546,Faroe Islands
2013,1,2,4.736,1.038,Faroe Islands
2013,1,3,2.919,0.389,Faroe Islands
2013,1,4,4.08,0.899,Faroe Islands
2013,1,5,7.17,0.914,Faroe Islands
2013,1,6,9.678,0.631,Faroe Islands
2013,1,7,11.365,0.693,Faroe Islands
2013,1,8,11.404,0.577,Faroe Islands
1995,1,1,27.142,0.15,Federated States Of Micronesia
1995,1,2,27.1,0.219,Federated States Of Micronesia
1995,1,3,27.562,0.331,Federated States Of Micronesia
1995,1,4,27.485,0.188,Federated States Of Micronesia
1995,1,5,27.701,0.179,Federated States Of Micronesia
1995,1,6,27.565,0.539,Federated States Of Micronesia
1995,1,7,27.393,0.183,Federated States Of Micronesia
1995,1,8,27.535,0.207,Federated States Of Micronesia
1995,1,9,27.609,0.192,Federated States Of Micronesia
1995,1,10,26.959,0.189,Federated States Of Micronesia
1995,1,11,27.512,0.159,Federated States Of Micronesia
1995,1,12,27.674,0.24,Federated States Of Micronesia
1996,1,1,27.122,0.293,Federated States Of Micronesia
1996,1,2,27.533,0.347,Federated States Of Micronesia
1996,1,3,27.743,0.221,Federated States Of Micronesia
1996,1,4,27.024,0.25,Federated States Of Micronesia
1996,1,5,27.15,0.311,Federated States Of Micronesia
1996,1,6,27.106,0.156,Federated States Of Micronesia
1996,1,7,27.469,0.137,Federated States Of Micronesia
1996,1,8,27.356,0.378,Federated States Of Micronesia
1996,1,9,27.35,0.216,Federated States Of Micronesia
1996,1,10,27.239,0.333,Federated States Of Micronesia
1996,1,11,27.147,0.768,Federated States Of Micronesia
1996,1,12,27.134,0.784,Federated States Of Micronesia
1997,1,1,27.235,0.339,Federated States Of Micronesia
1997,1,2,27.16,0.529,Federated States Of Micronesia
1997,1,3,27.431,0.682,Federated States Of Micronesia
1997,1,4,26.903,0.548,Federated States Of Micronesia
1997,1,5,27.484,0.26,Federated States Of Micronesia
1997,1,6,27.188,0.234,Federated States Of Micronesia
1997,1,7,27.269,0.467,Federated States Of Micronesia
1997,1,8,26.918,0.266,Federated States Of Micronesia
1997,1,9,26.618,0.423,Federated States Of Micronesia
1997,1,10,26.743,0.214,Federated States Of Micronesia
1997,1,11,27.313,0.19,Federated States Of Micronesia
1997,1,12,27.427,0.245,Federated States Of Micronesia
1998,1,1,27.136,0.348,Federated States Of Micronesia
1998,1,2,27.082,0.229,Federated States Of Micronesia
1998,1,3,27.56,0.178,Federated States Of Micronesia
1998,1,4,27.96,0.233,Federated States Of Micronesia
1998,1,5,27.895,0.158,Federated States Of Micronesia
1998,1,6,27.629,0.572,Federated States Of Micronesia
1998,1,7,27.605,0.226,Federated States Of Micronesia
1998,1,8,27.507,0.204,Federated States Of Micronesia
1998,1,9,27.522,0.436,Federated States Of Micronesia
1998,1,10,27.25,0.424,Federated States Of Micronesia
1998,1,11,27.321,0.147,Federated States Of Micronesia
1998,1,12,27.24,0.373,Federated States Of Micronesia
1999,1,1,27.072,0.332,Federated States Of Micronesia
1999,1,2,27.048,0.473,Federated States Of Micronesia
1999,1,3,26.969,0.184,Federated States Of Micronesia
1999,1,4,27.018,0.263,Federated States Of Micronesia
1999,1,5,27.414,0.344,Federated States Of Micronesia
1999,1,6,27.258,0.225,Federated States Of Micronesia
1999,1,7,26.974,0.398,Federated States Of Micronesia
1999,1,8,26.959,0.281,Federated States Of Micronesia
1999,1,9,26.777,0.283,Federated States Of Micronesia
1999,1,10,26.907,0.28,Federated States Of Micronesia
1999,1,11,27.211,0.166,Federated States Of Micronesia
1999,1,12,27.212,0.458,Federated States Of Micronesia
2000,1,1,27.17,0.275,Federated States Of Micronesia
2000,1,2,27.223,0.249,Federated States Of Micronesia
2000,1,3,27.518,0.274,Federated States Of Micronesia
2000,1,4,27.307,0.12,Federated States Of Micronesia
2000,1,5,27.458,0.246,Federated States Of Micronesia
2000,1,6,27.753,0.838,Federated States Of Micronesia
2000,1,7,27.402,0.575,Federated States Of Micronesia
2000,1,8,27.4,0.647,Federated States Of Micronesia
2000,1,9,27.533,0.416,Federated States Of Micronesia
2000,1,10,27.146,0.305,Federated States Of Micronesia
2000,1,11,27.806,0.256,Federated States Of Micronesia
2000,1,12,27.598,0.321,Federated States Of Micronesia
2001,1,1,27.093,0.238,Federated States Of Micronesia
2001,1,2,27.472,0.329,Federated States Of Micronesia
2001,1,3,27.858,0.234,Federated States Of Micronesia
2001,1,4,27.884,0.166,Federated States Of Micronesia
2001,1,5,27.765,0.288,Federated States Of Micronesia
2001,1,6,27.82,0.381,Federated States Of Micronesia
2001,1,7,27.496,0.197,Federated States Of Micronesia
2001,1,8,27.43,0.415,Federated States Of Micronesia
2001,1,9,27.651,0.236,Federated States Of Micronesia
2001,1,10,27.131,0.314,Federated States Of Micronesia
2001,1,11,27.258,0.381,Federated States Of Micronesia
2001,1,12,27.247,0.402,Federated States Of Micronesia
2002,1,1,27.414,0.368,Federated States Of Micronesia
2002,1,2,27.142,0.343,Federated States Of Micronesia
2002,1,3,28.013,0.268,Federated States Of Micronesia
2002,1,4,27.279,0.476,Federated States Of Micronesia
2002,1,5,27.837,0.261,Federated States Of Micronesia
2002,1,6,27.63,0.152,Federated States Of Micronesia
2002,1,7,27.743,0.258,Federated States Of Micronesia
2002,1,8,27.837,0.222,Federated States Of Micronesia
2002,1,9,27.347,0.143,Federated States Of Micronesia
2002,1,10,27.606,0.302,Federated States Of Micronesia
2002,1,11,27.675,0.319,Federated States Of Micronesia
2002,1,12,27.589,0.197,Federated States Of Micronesia
2003,1,1,27.339,0.235,Federated States Of Micronesia
2003,1,2,27.801,0.377,Federated States Of Micronesia
2003,1,3,28.001,0.309,Federated States Of Micronesia
2003,1,4,27.738,0.475,Federated States Of Micronesia
2003,1,5,27.817,0.968,Federated States Of Micronesia
2003,1,6,27.714,0.766,Federated States Of Micronesia
2003,1,7,27.336,0.307,Federated States Of Micronesia
2003,1,8,27.509,0.28,Federated States Of Micronesia
2003,1,9,27.527,1.046,Federated States Of Micronesia
2003,1,10,27.46,0.311,Federated States Of Micronesia
2003,1,11,27.969,1.083,Federated States Of Micronesia
2003,1,12,27.467,0.433,Federated States Of Micronesia
2004,1,1,28.052,0.949,Federated States Of Micronesia
2004,1,2,27.999,0.809,Federated States Of Micronesia
2004,1,3,28.129,0.748,Federated States Of Micronesia
2004,1,4,27.863,0.86,Federated States Of Micronesia
2004,1,5,28.13,0.661,Federated States Of Micronesia
2004,1,6,28.105,1.211,Federated States Of Micronesia
2004,1,7,28.052,1.267,Federated States Of Micronesia
2004,1,8,27.148,0.285,Federated States Of Micronesia
2004,1,9,27.331,0.133,Federated States Of Micronesia
2004,1,10,27.221,0.353,Federated States Of Micronesia
2004,1,11,27.509,0.241,Federated States Of Micronesia
2004,1,12,27.145,0.219,Federated States Of Micronesia
2005,1,1,27.229,0.365,Federated States Of Micronesia
2005,1,2,27.768,0.442,Federated States Of Micronesia
2005,1,3,27.764,0.356,Federated States Of Micronesia
2005,1,4,27.534,0.213,Federated States Of Micronesia
2005,1,5,27.728,0.216,Federated States Of Micronesia
2005,1,6,27.797,0.253,Federated States Of Micronesia
2005,1,7,27.665,0.289,Federated States Of Micronesia
2005,1,8,27.563,0.295,Federated States Of Micronesia
2005,1,9,27.263,0.164,Federated States Of Micronesia
2005,1,10,27.272,0.292,Federated States Of Micronesia
2005,1,11,27.808,0.143,Federated States Of Micronesia
2005,1,12,27.794,0.34,Federated States Of Micronesia
2006,1,1,27.418,0.428,Federated States Of Micronesia
2006,1,2,27.814,0.366,Federated States Of Micronesia
2006,1,3,27.804,0.246,Federated States Of Micronesia
2006,1,4,27.736,0.307,Federated States Of Micronesia
2006,1,5,27.689,0.659,Federated States Of Micronesia
2006,1,6,27.501,0.996,Federated States Of Micronesia
2006,1,7,26.717,0.914,Federated States Of Micronesia
2006,1,8,27.194,0.916,Federated States Of Micronesia
2006,1,9,27.194,0.763,Federated States Of Micronesia
2006,1,10,26.919,0.941,Federated States Of Micronesia
2006,1,11,27.084,1.031,Federated States Of Micronesia
2006,1,12,27.599,0.259,Federated States Of Micronesia
2007,1,1,27.645,0.252,Federated States Of Micronesia
2007,1,2,27.333,0.56,Federated States Of Micronesia
2007,1,3,27.707,0.3,Federated States Of Micronesia
2007,1,4,27.593,0.228,Federated States Of Micronesia
2007,1,5,27.828,0.353,Federated States Of Micronesia
2007,1,6,27.815,0.329,Federated States Of Micronesia
2007,1,7,27.56,0.281,Federated States Of Micronesia
2007,1,8,27.354,0.332,Federated States Of Micronesia
2007,1,9,27.282,0.437,Federated States Of Micronesia
2007,1,10,26.928,0.221,Federated States Of Micronesia
2007,1,11,27.163,0.253,Federated States Of Micronesia
2007,1,12,27.347,0.314,Federated States Of Micronesia
2008,1,1,27.454,0.491,Federated States Of Micronesia
2008,1,2,27.445,0.441,Federated States Of Micronesia
2008,1,3,27.501,0.392,Federated States Of Micronesia
2008,1,4,27.394,0.624,Federated States Of Micronesia
2008,1,5,27.197,0.485,Federated States Of Micronesia
2008,1,6,27.175,0.516,Federated States Of Micronesia
2008,1,7,27.316,0.227,Federated States Of Micronesia
2008,1,8,27.332,0.422,Federated States Of Micronesia
2008,1,9,27.14,0.348,Federated States Of Micronesia
2008,1,10,27.063,0.221,Federated States Of Micronesia
2008,1,11,27.475,0.647,Federated States Of Micronesia
2008,1,12,27.364,0.486,Federated States Of Micronesia
2009,1,1,27.381,0.66,Federated States Of Micronesia
2009,1,2,27.541,0.427,Federated States Of Micronesia
2009,1,3,27.34,0.354,Federated States Of Micronesia
2009,1,4,27.464,0.95,Federated States Of Micronesia
2009,1,5,27.801,0.381,Federated States Of Micronesia
2009,1,6,27.973,0.791,Federated States Of Micronesia
2009,1,7,27.515,0.435,Federated States Of Micronesia
2009,1,8,27.959,0.367,Federated States Of Micronesia
2009,1,9,27.642,0.415,Federated States Of Micronesia
2009,1,10,27.42,0.179,Federated States Of Micronesia
2009,1,11,27.696,0.429,Federated States Of Micronesia
2009,1,12,27.336,0.425,Federated States Of Micronesia
2010,1,1,27.695,0.649,Federated States Of Micronesia
2010,1,2,27.848,0.519,Federated States Of Micronesia
2010,1,3,27.861,0.42,Federated States Of Micronesia
2010,1,4,27.839,0.499,Federated States Of Micronesia
2010,1,5,28.323,0.674,Federated States Of Micronesia
2010,1,6,27.913,0.828,Federated States Of Micronesia
2010,1,7,27.726,0.394,Federated States Of Micronesia
2010,1,8,27.748,0.324,Federated States Of Micronesia
2010,1,9,27.558,0.124,Federated States Of Micronesia
2010,1,10,27.128,0.457,Federated States Of Micronesia
2010,1,11,27.896,0.807,Federated States Of Micronesia
2010,1,12,27.251,0.829,Federated States Of Micronesia
2011,1,1,27.777,0.614,Federated States Of Micronesia
2011,1,2,27.44,0.724,Federated States Of Micronesia
2011,1,3,27.595,0.636,Federated States Of Micronesia
2011,1,4,28.066,0.311,Federated States Of Micronesia
2011,1,5,27.719,0.493,Federated States Of Micronesia
2011,1,6,27.574,0.445,Federated States Of Micronesia
2011,1,7,27.475,0.587,Federated States Of Micronesia
2011,1,8,27.333,0.59,Federated States Of Micronesia
2011,1,9,27.442,0.318,Federated States Of Micronesia
2011,1,10,27.011,0.585,Federated States Of Micronesia
2011,1,11,27.343,0.363,Federated States Of Micronesia
2011,1,12,27.405,0.337,Federated States Of Micronesia
2012,1,1,27.657,0.417,Federated States Of Micronesia
2012,1,2,27.374,0.403,Federated States Of Micronesia
2012,1,3,27.779,0.344,Federated States Of Micronesia
2012,1,4,27.727,0.397,Federated States Of Micronesia
2012,1,5,27.53,0.339,Federated States Of Micronesia
2012,1,6,27.573,0.504,Federated States Of Micronesia
2012,1,7,27.635,0.525,Federated States Of Micronesia
2012,1,8,27.745,0.71,Federated States Of Micronesia
2012,1,9,27.841,0.593,Federated States Of Micronesia
2012,1,10,27.599,0.407,Federated States Of Micronesia
2012,1,11,27.931,0.204,Federated States Of Micronesia
2012,1,12,27.837,0.265,Federated States Of Micronesia
2013,1,1,28.014,0.283,Federated States Of Micronesia
2013,1,2,28.168,0.649,Federated States Of Micronesia
2013,1,3,27.946,0.864,Federated States Of Micronesia
2013,1,4,28.07,0.362,Federated States Of Micronesia
