valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.533,2016,0.109,['Kodak Black'],0.839,189518,0.613,1,4rbsrWIFyPwBZDlhpiOb3Z,0,8,0.168,-5.685,1,Young Prodigy,52,6/10/16,0.327,136.081
0.332,2016,0.821,['Lisa Hannigan'],0.467,179827,0.22,0,6C7oqaJSqSG84MScfmW310,0.00613,3,0.11,-12.636,1,Fall,51,8/19/16,0.0327,119.188
0.849,2016,0.0183,['Aaron Lewis'],0.728,242573,0.822,0,4wDxa0lo9PfPdnDifyCE6h,0,6,0.287,-4.118,1,That Ain’t Country,52,9/16/16,0.0252,126.015
0.51,2016,0.00131,['Lady Gaga'],0.61,174307,0.667,0,3d0VZU6Mf2hdZRHA4zry8S,0.00018,11,0.34,-5.825,0,John Wayne,61,10/21/16,0.0314,96.954
0.753,2016,0.00172,['O.A.R.'],0.585,251275,0.828,0,1r80wrX4heL4wrllGZ0ogG,0,4,0.097,-3.646,1,Hey Girl,52,6/3/16,0.032,109.01
0.849,2016,0.601,['The Record Company'],0.543,253747,0.696,0,3xRzUblYGZhVs52fMjii7R,0.215,7,0.384,-4.572,1,Off The Ground,56,1/1/16,0.0426,92.15
0.281,2016,0.129,"['Bomba Estéreo', 'Tainy']",0.764,251773,0.59,0,5LciLoxa1gK70yIUeoHgRx,0.00847,7,0.0851,-4.292,1,To My Love - Tainy Remix,69,12/16/16,0.0395,99.996
0.168,2016,0.0213,['Ghostemane'],0.936,166910,0.474,1,7BLFY8GsDyUkaARTv0uwKH,0,1,0.111,-9.694,1,John Dee,57,12/27/16,0.393,129.999
0.448,2016,0.192,['Jay Chou'],0.59,215147,0.572,0,1ivCIgrYZyE0BvItL4Z8lk,0,11,0.109,-7.658,1,告白氣球,64,6/24/16,0.0379,179.989
0.339,2016,0.319,['Red Hot Chili Peppers'],0.476,211520,0.511,0,0pjCkLjbgSLn5c0Ilwuv8z,0.000129,8,0.119,-6.25,1,The Longest Wave,62,6/17/16,0.0324,148.158
0.421,2016,0.122,"['Young Thug', 'Travis Scott']",0.709,252263,0.711,0,1mHTmGzh75crFRfAWmKwLs,0,7,0.277,-4.265,0,pick up the phone,52,6/3/16,0.0884,136.899
0.349,2016,0.246,"['League of Legends', 'Mako']",0.274,291315,0.609,0,0163ud7I4Vb0ID5K7WBkq9,0.00343,2,0.143,-7.417,0,Piercing Light,65,1/14/16,0.0453,124.96
0.957,2016,0.072,['León Larregui'],0.724,177600,0.646,0,3GSMdtJphymHEsR8K9jT5Q,0.000157,10,0.0923,-6.475,1,Locos,71,3/11/16,0.0352,112.019
0.212,2016,0.903,"['Vera Lynn', ""Sailors, Soldiers & Airmen of Her Majesty's Forces"", 'Roland Shaw & His Orchestra']",0.351,183893,0.153,0,6WdcvzQADmrL8nucimUV6r,0,11,0.405,-11.954,0,We'll Meet Again,57,3/18/16,0.0322,91.749
0.532,2016,0.248,['The Head and the Heart'],0.425,193787,0.616,0,4HjEsfSpWo8gvZMr9SA3a1,0,4,0.0978,-7.585,1,Library Magic,55,9/9/16,0.0381,89.705
0.685,2016,0.0349,['Citizen Way'],0.627,244787,0.929,0,360aE5q4fclWPlsH73SdHO,0,6,0.281,-2.376,0,Bulletproof,51,3/11/16,0.081,114.994
0.738,2016,0.0103,['Ray Parker Jr.'],0.788,245253,0.846,0,3m0y8qLoznUYi73SUBP8GI,0.000281,4,0.26,-5.017,1,Ghostbusters,59,7/15/16,0.0372,115.636
0.226,2016,0.00311,['DREAMERS'],0.398,202627,0.92,0,15BsrefgYpMgu1ZCIr8EJw,0.000531,2,0.108,-3.267,0,Painkiller,55,8/26/16,0.0491,200.131
0.211,2016,0.549,['SG Lewis'],0.68,230540,0.241,0,1RKytJX5Lpe8yJm1Jx7XU5,2.54E-05,6,0.222,-11.448,0,Yours,53,8/18/16,0.247,127.908
0.707,2016,0.681,['BOL4'],0.606,213853,0.815,0,6T3Mlx5fr71sm0u1YDAb4R,0,0,0.0919,-2.407,1,Galaxy 우주를 줄게,64,8/29/16,0.132,166.024
0.183,2016,0.994,['Philip Watts'],0.621,133250,0.11,0,3IMX6zQmyg6gZpmFmHYxiE,0.947,5,0.114,-16.877,1,Walking In A Winter Wonderland,56,10/28/16,0.0461,119.979
0.495,2016,0.427,['Tyler Childers'],0.354,174893,0.395,0,53fgAlQyKOTD09UYwyDtRp,0.00328,0,0.411,-12.568,1,Middle Ground (Live),51,12/2/16,0.0702,200.46
0.447,2016,0.308,['Roy Woods'],0.797,169604,0.507,1,4PZ4xyWBCCJqAeWI8uSLca,0,1,0.108,-9.214,1,Down Girl,56,7/1/16,0.0694,102.069
0.32,2016,0.119,['A Boogie Wit da Hoodie'],0.87,186456,0.484,1,0KfgfxTnqfX4IfhVDpPYTd,0,1,0.194,-12.323,0,Not a Regular Person,53,6/29/16,0.366,139.993
0.621,2016,0.174,['blackbear'],0.456,180793,0.535,1,07cDm2mEYe7KHCHjKYSGdU,0,5,0.138,-7.919,0,wanderlust,55,11/11/16,0.41,81.003
0.229,2016,0.4,['6LACK'],0.743,215000,0.4,1,1S4sxNGmCASkyRI08YhLtT,0.000311,11,0.111,-12.369,1,Gettin' Old,56,11/18/16,0.0625,80.01
0.243,2016,0.938,['Khalid'],0.486,200745,0.204,0,7xSNmARgtbYjg9KqB4QA8P,0,8,0.108,-14.511,1,Coaster,56,12/16/16,0.0449,126.144
0.76,2016,0.302,['Andrew Bird'],0.594,243120,0.689,0,5fMZ4cDsfhxR7gnFdtrWCy,0.0173,2,0.0869,-8.395,0,Roma Fade,56,1/1/16,0.0393,138.4
0.349,2016,0.167,"['Revol', 'Bad Bunny', 'Bryant Myers', 'Zion', 'De La Ghetto']",0.769,299195,0.701,1,6l4qSMR0iVGnZibf5piyJ8,1.31E-06,1,0.0726,-1.971,0,Caile,63,12/25/16,0.0747,130.011
0.348,2016,0.151,['Young Thug'],0.823,195413,0.564,1,7tk5tOCj84jine8kKJkPYs,0,1,0.122,-6.617,1,Memo,55,3/25/16,0.116,131.988
0.833,2016,0.316,['Sturgill Simpson'],0.595,241147,0.756,0,3JWJiLDqawZtilIo7p0rJ9,0.00196,2,0.349,-5.302,1,Keep It Between the Lines,52,4/15/16,0.0481,87.584
0.64,2016,0.0409,"['Florida Georgia Line', 'Tim McGraw']",0.514,226587,0.918,0,6RHDliBPKS2TShFp7UIHF0,0,7,0.342,-4.306,1,May We All,53,8/26/16,0.0365,150.035
0.784,2016,0.212,['Los Cadetes De Linares'],0.839,183640,0.801,0,4VAVS2BIe5LDBYUGS57vRT,0.00217,8,0.122,-5.701,1,Prenda Querida,59,4/25/16,0.116,110.263
0.758,2016,0.0958,"['DEAN', 'ZICO']",0.89,211972,0.501,1,2p980qlVXYLh3HdHusbhfa,0,5,0.103,-5.562,0,Pour Up,58,3/25/16,0.0589,126.949
0.571,2016,0.0271,['Zella Day'],0.43,242417,0.867,0,6HfVKTa0AA4k49FqXtxd3S,3.07E-06,8,0.106,-4.869,1,Man on the Moon,54,10/21/16,0.0384,74.988
0.202,2016,0.509,['6LACK'],0.416,215680,0.527,1,2V8OJ8i3WBh4Los9wG6OKQ,0.00312,0,0.112,-8.692,0,Learn Ya,56,11/18/16,0.331,81.576
0.621,2016,0.0125,['Rebelution'],0.685,205513,0.605,0,5XRA247bvOFoCBR15hgQFZ,0.263,6,0.0345,-6.884,0,Mirage,52,6/3/16,0.0538,75.008
0.111,2016,0.515,['KALEO'],0.529,273880,0.338,0,2AwPXDmMeUJGt2Ro5Ea10G,9.26E-06,8,0.124,-8.608,1,Save Yourself,60,6/10/16,0.035,120.436
0.968,2016,0.0483,['The Wiggles'],0.561,80035,0.846,0,1nQIB3MmsRjEp7k4hHZJyW,0,2,0.315,-4.966,0,Hot Potato,54,8/12/16,0.0532,170.954
0.154,2016,0.816,['Taro Umebayashi'],0.176,220999,0.514,0,4u4t9R8Iky417ZasENaKXX,0.637,8,0.117,-12.05,1,Yuri on ICE,57,10/27/16,0.0308,80.018
0.592,2016,0.146,"['Britney Spears', 'G-Eazy']",0.701,230960,0.7,0,0nUGa8WQpQqg2vzJUprEo5,0,7,0.206,-6.672,0,Make Me... (feat. G-Eazy),58,8/26/16,0.0925,122.984
0.581,2016,0.566,['Jinsang'],0.588,89438,0.352,0,0Sual1ICmnvv1bZ8IEZsS5,0.924,6,0.111,-13.197,0,Bliss,56,12/23/16,0.0546,170.71
0.362,2016,0.0597,['Daughtry'],0.396,207213,0.796,0,70NGpcNvhI2hqonWNAETIu,0,5,0.407,-3.253,1,Life After You,55,2/12/16,0.0357,154.037
0.0831,2016,0.852,['The Lumineers'],0.435,216600,0.309,0,34WAdNQOUeGjgFOZshew1e,2.63E-05,4,0.113,-8.337,1,My Eyes,51,4/8/16,0.0309,93.871
0.734,2016,0.36,['La Adictiva Banda San José de Mesillas'],0.726,230800,0.534,0,1JGd1dh5lHBDQYqZSkOKlZ,8.76E-06,7,0.0671,-3.879,1,Durmiendo en el Lugar Equivocado,52,11/18/16,0.0292,129.931
0.739,2016,0.0196,"['Bastille', 'Don Diablo']",0.741,239000,0.798,0,5dSFlPDHjAuYU1apyrRgqV,0,8,0.124,-3.513,1,Good Grief - Don Diablo Remix,55,7/8/16,0.0944,125.986
0.215,2016,0.0218,"['Too $hort', 'Ty Dolla $ign', 'French Montana', 'Joyner Lucas', 'Jeremih']",0.567,256180,0.692,1,0VeY09ocN1OPvmvKrRd5q3,0,0,0.0868,-5.113,1,"Ain't My Girlfriend (feat. Ty Dolla $ign, French Montana, Joyner Lucas & Jeremih)",52,12/23/16,0.215,178.415
0.324,2016,0.892,['Jon Bellion'],0.48,247839,0.127,0,2WU4ET9r25IVZGQkWOM2UL,0,6,0.173,-15.996,1,Human - Acoustic,55,3/4/16,0.217,182.389
0.502,2016,0.0394,['Hippie Sabotage'],0.558,259787,0.513,1,60al6ZkP5cOsZN96FqzDGH,0.0778,5,0.391,-10.767,0,High Enough,57,6/24/16,0.23,120.709
0.718,2016,0.128,"['Anderson .Paak', 'BJ The Chicago Kid']",0.671,174253,0.678,1,23T4gelZgImtFxbHjXnYbm,0,10,0.298,-6.171,0,The Waters (feat. BJ the Chicago Kid),54,1/15/16,0.362,91.456
0.969,2016,0.442,['A.B. Quintanilla III Y Los Kumbia Kings'],0.782,207693,0.793,0,3o3eHNNF5HDU3I0Jg25SGD,0,11,0.295,-5.865,0,Na Na Na (Dulce Niña),59,7/1/16,0.045,102.001
0.0725,2016,0.832,['Hillsong UNITED'],0.333,350387,0.133,0,1hxks00KHyFeUWFd1aFQID,0.00072,0,0.112,-15.073,1,Even When It Hurts (Praise Song) - Live,51,7/15/16,0.035,124.383
0.566,2016,0.059,['Lost Dog Street Band'],0.358,290157,0.666,0,5Gr3F9wpvAJ6jxjMKMhUvp,0.281,9,0.125,-5.015,1,September Doves,52,4/16/16,0.0408,199.494
0.675,2016,0.0156,"['Burak Yeter', 'Danelle Sandoval']",0.841,241875,0.639,0,7EVk9tRb6beJLTHrg6AkY9,0.0654,9,0.0545,-6.052,0,Tuesday (feat. Danelle Sandoval),73,9/2/16,0.0688,99.002
0,2016,0.948,['White Noise Spa'],0,300300,2.03E-05,0,2sBstuDUN9eXOvir79KLuw,0.334,2,0.114,-16.355,0,Good Night,57,10/11/16,0,0
0.229,2016,0.0934,"['Dreezy', 'T-Pain']",0.444,289293,0.515,1,2gxMB9jJ8LiXoaxTP6iZia,3.10E-06,10,0.122,-7.249,0,Close To You,52,7/22/16,0.184,89.062
0.396,2016,0.0153,['Drake White'],0.603,187827,0.862,0,4lEFOQiVlXsC8nejwMDQpG,0,8,0.115,-4.461,1,Livin' The Dream,52,8/19/16,0.0429,98.075
0.128,2016,0.00269,['Chase Atlantic'],0.439,252000,0.587,0,1rWzYSHyZ5BiI4DnDRCwy7,0,11,0.0977,-5.943,1,Moonlight,60,2016,0.0402,134.785
0.667,2016,0.07,['Dae Dae'],0.923,181739,0.599,1,46IdjlVO3EmaMqooXZ1Hcu,1.23E-06,6,0.0951,-4.888,1,"Wat U Mean (Aye, Aye, Aye)",52,3/4/16,0.238,138.024
0.327,2016,0.348,"['Pepe Quintana', 'Farruko', 'Tempo', 'Anuel AA', 'Almighty', 'Bryant Myers']",0.775,308454,0.671,1,2rEkxxDFjrbiNjZZvzZf5q,0,2,0.116,-7.27,1,"Ella y Yo (feat. Farruko, Tempo, Anuel Aa, Almighty & Bryant Myers)",61,1/27/16,0.314,124.009
0.959,2016,0.522,['Los Cadetes De Linares'],0.743,159787,0.49,0,2BBIY8c9rASdkjGbinuPJG,0,10,0.101,-6.857,1,Pistoleros Famosos,56,4/25/16,0.0338,97.488
0.227,2016,0.00071,['BABYMETAL'],0.377,263173,0.982,0,47elPevMy1JRwPMYMy3jvC,0.172,7,0.36,-2.865,1,KARATE,53,4/1/16,0.278,179.963
0.151,2016,0.954,['SYML'],0.46,245813,0.208,0,3xn7cwof2Srt3CRjvLfrXa,0.882,7,0.118,-17.635,0,Fear of the Water,61,9/9/16,0.0302,93.031
0.791,2016,0.00252,['The Garden'],0.615,126370,0.871,0,0GARqhVTsP5GA6q1G3xWph,1.06E-06,1,0.146,-5.59,1,California Here We Go,53,10/4/16,0.054,144.961
0.17,2016,0.524,['BIGBANG'],0.669,264281,0.447,0,6jjd5vJtgKwzMtxJeTlLqH,0,1,0.167,-6.271,1,IF YOU,63,12/13/16,0.0305,141.808
0.613,2016,0.0156,"['Zara Larsson', 'R3HAB']",0.67,158773,0.847,0,3YPlsrk0Voe8AOa1jyN891,0,9,0.22,-3.723,1,Ain't My Fault - R3hab Remix,61,10/7/16,0.043,150.109
0.627,2016,0.281,"['Francis and the Lights', 'Bon Iver']",0.457,188336,0.477,0,0ZpBPavoID3eDbaXKSWpAD,0.000822,8,0.0914,-9.323,1,Friends (feat. Bon Iver),57,9/26/16,0.102,144.855
0.702,2016,0.0618,['EXO'],0.798,189775,0.867,0,6ukWoX4AHV76JdYVdKRPk8,0,11,0.193,-3.207,0,Lotto,63,8/18/16,0.0386,99.996
0.595,2016,0.0256,['Anarbor'],0.519,190914,0.941,0,1uXdwIjrjtv0F7a6ASjCjZ,0,6,0.277,-3.551,1,Can't Help It,55,7/29/16,0.0502,90.007
0.4,2016,0.0834,"['Sia', 'Alan Walker']",0.636,217907,0.789,0,6LUOMjoORvAkdhBYvESO46,0.000896,10,0.391,-4.905,0,Move Your Body - Alan Walker Remix,66,10/21/16,0.0892,128.028
0.869,2016,0.276,['Grupo Codiciado'],0.798,162820,0.811,1,7inSg6yb8RzQ4ADeSEWDgD,1.47E-05,8,0.146,-6.875,1,Paso a Paso,57,12/9/16,0.0408,122.491
0.621,2016,0.0209,['ZHU'],0.514,252235,0.582,0,7CNRVEMSXo0fRJwZyM0L2n,0.0835,6,0.0937,-8.835,1,Hometown Girl,57,7/29/16,0.101,99.996
0.0749,2016,0.994,['Agatha Reilly'],0.33,192353,0.005,0,4bjXeKnM7jGi4mjNx2kFbY,0.976,5,0.109,-34.638,1,Fantasazing,59,10/16/16,0.0499,85.067
0.288,2016,0.00345,"['$uicideBoy$', 'Ramirez']",0.742,171781,0.708,1,45RHvudyWzzLzT36ZjIvV6,0.266,1,0.638,-4.877,1,Sarcophagus III,55,1/10/16,0.0406,123.015
0.157,2016,0.186,['Alan Walker'],0.676,161200,0.929,0,0JiVRyTJcJnmlwCZ854K4p,0.000405,10,0.121,-3.194,1,Alone,67,12/2/16,0.0458,97.019
0.523,2016,0.0317,['Famous Dex'],0.706,190222,0.758,1,1u8kqieXwWHMnetFOk8rjg,0,7,0.489,-7.543,1,Hoes Mad,54,1/5/16,0.126,134.867
0.507,2016,0.727,['Jinsang'],0.705,95144,0.209,0,7v52k3ozNqjKGlFPWDiudw,0.845,2,0.113,-15.061,1,Untold,56,12/23/16,0.199,83.302
0.33,2016,0.0887,['TWENTY88'],0.65,203227,0.683,1,2TAf6ITyhwc9Z3MYb4tSYl,0,1,0.252,-7.098,0,On The Way,53,4/1/16,0.311,130.073
0.214,2016,0.181,"['nothing,nowhere.']",0.552,279326,0.523,0,5bzeQQnjPj70gMaWVYjY7c,3.25E-06,3,0.109,-7.3,0,Letdown,57,10/14/16,0.125,154.868
0.862,2016,0.486,['Los Cadetes De Linares'],0.655,159693,0.566,0,73r3jk8JEt7CYm67AwuvaR,0,10,0.0907,-5.738,1,Dos Vicios,56,4/25/16,0.0302,96.803
0.184,2016,0.00807,"['$uicideBoy$', 'Pouya']",0.761,110420,0.684,1,6SMf6mb3kG4pLSnofuuSA0,0,1,0.117,-8.797,1,BREAKDALAW2K16,54,9/11/16,0.0819,87.015
0.462,2016,0.036,['Joseph'],0.565,199853,0.862,0,3nDM1ezsfSuuYaFN4sicp1,0.00146,2,0.244,-4.741,1,White Flag,52,8/26/16,0.0431,108.042
0.526,2016,0.00166,['Yugo Kanno'],0.562,247880,0.897,0,6GqMQUzxuTG88y5WZ0HYLr,0.0985,10,0.379,-4.882,0,Diamond is unbreakable - Main Theme,58,7/27/16,0.0635,129.929
0.96,2016,0.316,['Blippi'],0.695,182911,0.427,0,3J0Vtw6Fk0lvHobVxBGFHt,0.000464,4,0.0769,-13.493,1,The Garbage Truck Song,54,2/18/16,0.0373,129.862
0.284,2016,0.0213,['Cody Johnson'],0.504,277160,0.651,0,3qrHTum1iqRBRAQwzqOn07,0.000202,2,0.246,-6.682,1,I Ain't Going Nowhere Baby,51,8/5/16,0.0281,80.934
0.233,2016,0.992,['Charlie Key'],0.466,145812,0.00472,0,181ybi6b0dYJBcQzETKv67,0.938,5,0.0712,-28.546,1,Song for A,61,7/16/16,0.0531,81.181
0.292,2016,0.477,"['Chance the Rapper', 'Jay Electronica', 'My cousin Nicole']",0.439,337423,0.483,0,0OT0cCKbSmSMRvyWeqEFBq,0,2,0.553,-9.449,1,How Great (feat. Jay Electronica & My cousin Nicole),53,5/27/16,0.315,78.442
0.447,2016,0.379,['Keith Urban'],0.618,208360,0.764,0,2wu2C3Tij2Prb7LIbutDqB,0.000211,8,0.108,-7.086,1,Break On Me,52,5/6/16,0.0299,87.012
0.18,2016,0.461,['Chuck Wicks'],0.587,241798,0.495,0,57fGFSzxpGVosCuWWJeKTv,9.05E-05,9,0.1,-7.063,1,Whole Damn Thing,53,2/26/16,0.0302,126.002
0.467,2016,0.0143,['DJ Luke Nasty'],0.743,219512,0.651,1,5qi7piHIt9zwTYYBnIvfNZ,0,6,0.079,-5.974,1,OTW,51,5/13/16,0.0646,82.022
0.618,2016,0.0212,['Kevin Gates'],0.638,245440,0.668,1,4tiw8jOWRemDkmthcSnFA8,0,9,0.061,-6.077,0,Pride,51,1/29/16,0.225,134.904
0.847,2016,0.17,['Yung Pinch'],0.837,223385,0.564,1,6Z1bfW25Q9F5mgZwrh1fqp,0.000231,1,0.0633,-12.517,0,When I Was Yung,53,10/10/16,0.068,129.98
0.0362,2016,0.516,['NF'],0.446,259107,0.363,0,4Jtn7b3hgyzSQKj9ZMiht3,2.03E-06,1,0.374,-10.014,1,Breathe,55,4/22/16,0.0783,126.772
0.0972,2016,0.972,['Bon Iver'],0.298,168000,0.112,0,5oK98mpTJSU0iqLHN1hZ3y,0.0823,1,0.0935,-15.765,1,22 (OVER S∞∞N),56,9/30/16,0.0353,86.786
0.225,2016,0.463,"['Kiiara', 'Jai Wolf']",0.556,270222,0.762,1,57rOXabUKgkrwHPSqzo4s5,0,1,0.0957,-1.961,0,Feels - Jai Wolf Remix,54,3/9/16,0.0299,135.013
0.472,2016,0.014,['Vacation Manor'],0.61,209453,0.824,0,554dAjQxsN1DrNL3dKgp5c,1.69E-05,9,0.138,-5.217,1,A Toast and a Spirit,53,4/23/16,0.0347,128.025
0.213,2016,0.66,['Ugly God'],0.8,139674,0.297,1,6HEIBHUirx1J0JkUD24szt,0.000111,0,0.105,-13.1,0,Water,53,11/18/16,0.407,140.051
0.638,2016,0.643,['Wünsche'],0.6,120098,0.198,0,3fI1DEUK7gml9W6iFntNel,0.717,0,0.091,-18.176,0,Sunday Vibes,57,2016,0.466,80.001
0.47,2016,0.297,['The Lonely Island'],0.711,150587,0.765,1,1LpjlPR8Gv52B04UQNLZAw,0,5,0.282,-4.85,1,Finest Girl (Bin Laden Song),58,6/3/16,0.263,98.627
0.885,2016,0.0252,['Granger Smith'],0.528,170093,0.928,0,1LZNdHSaGjV2S9q8BrZwnh,2.88E-06,3,0.0467,-5.743,1,If the Boot Fits,52,3/4/16,0.0456,162.069
0.614,2016,0.513,"['B.o.B', 'Marko Penn']",0.825,168632,0.453,1,6cbVp9abjjESjHgqjM1bWm,0,10,0.102,-8.17,1,Roll Up (feat. Marko Penn),55,4/29/16,0.0451,108.991
0.391,2016,0.0651,['Dance Gavin Dance'],0.335,219080,0.897,0,72Y5nO5FCZtq0w7T5JGbys,0,0,0.121,-3.613,1,Young Robot,52,10/7/16,0.0506,122.066
0.32,2016,0.0747,['MadeinTYO'],0.842,179507,0.498,1,4qdgv45EPcQqpQ08tF34f8,0,1,0.123,-6.838,0,Skateboard P,53,8/22/16,0.505,150.933
0.421,2016,0.942,['Beyoncé'],0.546,204400,0.26,1,6eR1N0EBHiDkGDzegX99d3,5.09E-06,1,0.128,-12.573,1,Sorry - Original Demo,56,4/23/16,0.125,155.033
0.386,2016,0.991,['Saga Rosen'],0.546,135833,0.00574,0,2zVBNZ94NII3JmBbvdrPq6,0.9,8,0.17,-26.789,1,Gentle Waltz,59,12/11/16,0.0397,71.996
0.144,2016,0.00259,"['GRiZ', 'Tash Neal']",0.541,216838,0.933,0,5jCyw3gXBuokjBKJJYsDsk,0.000523,9,0.136,-4.862,1,Can't Hold Me Down,54,9/23/16,0.12,89.981
0.847,2016,0.349,['Los Cadetes De Linares'],0.749,167933,0.695,0,3JzSkU7ccRZhYSJ4xkm1OE,3.83E-06,8,0.0507,-5.78,1,Una Lagrima y un Recuerdo,59,4/25/16,0.0286,97.557
0.882,2016,0.716,['Tomppabeats'],0.661,51187,0.363,0,41hXE5S8D4mRfcdqSMpmAC,0.363,1,0.33,-12.866,1,The Girl Next Door,51,5/6/16,0.676,74.967
0.0377,2016,0.976,['James Newton Howard'],0.082,111126,0.0158,0,6e9OGvs2eyNWlJWoGBpabH,0.988,9,0.0855,-33.355,1,A Close Friend,59,11/18/16,0.0466,170.441
0.11,2016,0.967,['Childish Gambino'],0.606,214080,0.112,0,6iGPBcdGv5gVGFZiKAGID5,0.203,1,0.0611,-15.055,0,The Night Me and Your Mama Met,55,12/2/16,0.0295,134.061
0.188,2016,0.319,['Housefires'],0.494,426715,0.522,0,7g6LwD8T8nYuuDj6l62nSL,0,2,0.67,-6.723,1,Yes and Amen,54,8/12/16,0.0291,72.009
0.248,2016,0.825,['Bill Charlap Trio'],0.64,424947,0.126,0,1m8uCoir0UBFB6wRxchbDG,0.855,11,0.0736,-22.783,0,Make Me Rainbows,57,4/1/16,0.0438,109.071
0.853,2016,0.0505,['Young Dolph'],0.802,207094,0.707,1,7qwiQg1rXxdKq9XvttYI2k,0,2,0.356,-4.893,1,Trappa,51,8/26/16,0.293,130.109
0.392,2016,0.00145,['The Buttress'],0.731,233143,0.548,0,57gfWnvoMmnXBdghubxWrg,0.0501,11,0.158,-10.983,0,Brutus,53,3/15/16,0.254,139.997
0.338,2016,0.144,['Lewis Del Mar'],0.613,285467,0.531,0,4WBXTnzVmz3Thn76w3rYUR,3.74E-06,2,0.801,-9.172,1,Live That Long,53,10/7/16,0.0338,152.023
0.655,2016,0.143,['Florida Georgia Line'],0.563,231773,0.87,0,235yGFHw30yUPg1qdJFzRI,0,6,0.114,-4.412,1,"Good Girl, Bad Boy",52,8/26/16,0.0351,140.064
0.376,2016,0.0135,['BANNERS'],0.535,215960,0.728,0,3cpOqFZ30z5cUJUC9MYaar,0,10,0.133,-4.008,0,Start A Riot,53,1/15/16,0.033,144.022
0.464,2016,0.477,"['Miguel', 'Kacey Musgraves']",0.79,246294,0.599,0,0JhyMqi5ihsk5neC8DMbbz,4.26E-06,10,0.344,-7.574,0,waves (feat. Kacey Musgraves) - Remix,52,2/26/16,0.0301,105.997
0.342,2016,0.994,['Tony Deans'],0.58,225954,0.0721,0,5QarVtsSmGDiIsCy49yLEs,0.952,9,0.0953,-19.253,1,Do They Know It's Christmas?,56,11/23/16,0.0568,94.284
0.464,2016,0.0665,['Post Animal'],0.245,323200,0.773,0,5azJUob8ahbXB3M9YFwTpd,0.00046,0,0.358,-5.985,1,When I Get Home,53,7/22/16,0.0525,148.134
0.143,2016,0.22,['Lil Uzi Vert'],0.842,247092,0.333,1,7A1Heow9lN9CIuuJzJ6MDP,0,8,0.168,-13.886,1,Money Mitch,52,8/10/16,0.384,141.001
0.483,2016,0.17,['Night Lovell'],0.801,227115,0.679,1,6lt8N5nSY1EaiyeDRAIwcW,8.85E-06,4,0.188,-8.747,0,Contraband,58,6/14/16,0.0527,130.015
0.148,2016,0.372,['Gus Dapperton'],0.28,198014,0.42,0,08VEQesIyvMu4xIxec8lMT,8.87E-06,4,0.134,-9.553,0,"Moodna, Once With Grace",56,5/17/16,0.0366,65.13
0.925,2016,0.618,['Aventura'],0.797,285227,0.536,0,6eB5YDhEiJ2vsNajJP3732,0,11,0.234,-8.469,0,Todavía Me Amas,61,2/5/16,0.037,130.018
0.797,2016,0.234,"['Reik', 'Nicky Jam']",0.768,219227,0.742,0,2SSYqDX8KTgy01NlqtUo0F,0,9,0.14,-6.308,1,Ya Me Enteré (feat. Nicky Jam) - Urban Version,63,6/17/16,0.0443,114.679
0.971,2016,0.545,['Gerardo Ortiz'],0.683,173867,0.481,0,4US4uNDUynAor7UMaQHaxv,0,7,0.0741,-6.931,1,Mujer De Pierda,62,4/15/16,0.0444,148.223
0.503,2016,0.0613,['The Phantoms'],0.559,214875,0.606,0,2iVQMhKnFZqomOhcGv340f,0,0,0.095,-6.857,1,Watch Me,59,1/25/16,0.0321,79.98
0.0344,2016,1.58E-05,['Sleepy Times'],0.16,146280,0.437,0,0a1sxFB8T9nNOWeR1CDS0b,0.977,1,0.394,-32.342,1,"Thunderstorm for Relaxing Sleep, Pt. 4",55,1/12/16,0.0732,109.381
0.36,2016,0.442,['Saib'],0.668,264000,0.544,0,1es71gP1Ljrf6KVvqR1T75,0.857,2,0.141,-9.396,0,Shanghai Nights,57,4/22/16,0.0569,93.868
0.618,2016,0.0148,['The Arcs'],0.51,289486,0.816,0,1s5wRbjKYS4PwvRiUDGtVt,0.0574,2,0.115,-7.127,1,Lake Superior,54,1/6/16,0.0484,110.124
0.508,2016,0.099,"['Isaiah Rashad', 'SZA']",0.568,423170,0.714,1,2eYY43d0V17SxOX0g7sBAD,0.00522,11,0.116,-8.228,1,Stuck in the Mud (feat. SZA),53,9/2/16,0.368,150.024
0.488,2016,0.404,['BIGBANG'],0.648,219429,0.681,0,4a1FFgdBIbAvyn4d40YAPZ,0,0,0.329,-4.251,0,LOSER,63,12/13/16,0.0937,89.947
0.633,2016,0.126,['The Technicolors'],0.571,288836,0.655,0,6mc2JQbl1IJQhgUO0eSvVQ,1.39E-05,11,0.165,-7.576,1,Space Cadet,53,6/24/16,0.0307,85.987
0.735,2016,0.661,['Joss Favela'],0.741,217200,0.468,0,4V3oSMh34oj9SP4KX9do3Y,0,7,0.111,-6.289,1,Cuando Fuimos Nada,61,5/6/16,0.0438,139.93
0.38,2016,3.28E-05,['Metallica'],0.169,350644,0.978,0,5sEcwMeC3QDnSOWlyQyQ3E,0.00395,4,0.0567,-3.37,0,Moth Into Flame,52,11/18/16,0.0657,179.035
