framework,category,standard,description
csa,CON-2.M,CON-2.M.1,Informal run-time comparisons of program code segments can be made using statement execution counts.
csa,CON-2.N,CON-2.N.1,"When applying sequential/linear search algorithms to 2D arrays, each row must be accessed then sequential/linear search applied to each row of a 2D array."
csa,CON-2.N,CON-2.N.2,All standard 1D array algorithms can be applied to 2D array objects.
csa,CON-2.O,CON-2.O.1,A recursive method is a method that calls itself.
csa,CON-2.O,CON-2.O.2,"Recursive methods contain at least one base case, which halts the recursion, and at least one recursive call."
csa,CON-2.O,CON-2.O.3,"Each recursive call has its own set of local variables, including the formal parameters."
csa,CON-2.O,CON-2.O.4,"Parameter values capture the progress of a recursive process, much like loop control variable values capture the progress of a loop."
csa,CON-2.O,CON-2.O.5,Any recursive solution can be replicated through the use of an iterative approach.
csa,CON-2.O,CON-2.O.6,"Recursion can be used to traverse String, array, and ArrayList objects."
csa,CON-2.P,CON-2.P.1,Data must be in sorted order to use the binary search algorithm.
csa,CON-2.P,CON-2.P.2,The binary search algorithm starts at the middle of a sorted array or ArrayList and eliminates half of the array or ArrayList in each iteration until the desired value is found or all elements have been eliminated.
csa,CON-2.P,CON-2.P.3,Binary search can be more efficient than sequential/linear search.
csa,CON-2.P,CON-2.P.4,The binary search algorithm can be written either iteratively or recursively.
csa,CON-2.Q,CON-2.Q.1,Merge sort is a recursive sorting algorithm that can be used to sort elements in an array or ArrayList.
csa,IOC-1.A,IOC-1.A.1,System reliability is limited. Programmers should make an effort to maximize system reliability.
csa,IOC-1.A,IOC-1.A.2,Legal issues and intellectual property concerns arise when creating programs.
csa,IOC-1.A,IOC-1.A.3,"The creation of programs has impacts on society, economies, and culture. These impacts can be beneficial and/or harmful."
csa,IOC-1.B,IOC-1.B.1,"When using the computer, personal privacy is at risk. Programmers should attempt to safeguard personal privacy"
csa,IOC-1.B,IOC-1.B.2,Computer use and the creation of programs have an impact on personal security. These impacts can be beneficial and/or harmful.
