framework,category,standard,description
ccmath,LE,F.LE.3,"Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function."
ccmath,LE,F.LE.4,"For exponential models, express as a logarithm the solution to abct =dwherea,c,anddarenumbersandthebasebis2,10,ore; evaluate the logarithm using technology."
ccmath,LE,F.LE.5,Interpret the parameters in a linear or exponential function in terms of a context.
ccmath,MD,1.MD.1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.
ccmath,MD,1.MD.2,"Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no"
ccmath,MD,1.MD.3,Tell and write time in hours and half-hours using analog and digital clocks.
ccmath,MD,1.MD.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another."
ccmath,MD,2.MD.1,"Measure the length of an object by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes."
ccmath,MD,2.MD.10,"Draw a picture graph and a bar graph (with single-unit scale) to represent a data set with up to four categories. Solve simple put- together, take-apart, and compare problems4 using information presented in a bar graph."
ccmath,MD,2.MD.2,"Measure the length of an object twice, using length units of different lengths for the two measurements; describe how the two measurements relate to the size of the unit chosen."
ccmath,MD,2.MD.3,"Estimate lengths using units of inches, feet, centimeters, and meters."
ccmath,MD,2.MD.4,"Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit."
ccmath,MD,2.MD.5,"Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units, e.g., by using drawings (such as drawings of rulers) and equations with a symbol for the unknown number to represent the problem."
ccmath,MD,2.MD.6,"Represent whole numbers as lengths from 0 on a number line diagram with equally spaced points corresponding to the numbers 0, 1, 2, ..., and represent whole-number sums and differences within 100 on a number line diagram."
ccmath,MD,2.MD.7,"Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m."
ccmath,MD,2.MD.8,"Solve word problems involving dollar bills, quarters, dimes, nickels, and pennies, using $ and ¢ symbols appropriately. Example: If you have 2 dimes and 3 pennies, how many cents do you have?"
ccmath,MD,2.MD.9,"Generate measurement data by measuring lengths of several objects to the nearest whole unit, or by making repeated measurements of the same object. Show the measurements by making a line plot, where the horizontal scale is marked off in whole-number units"
ccmath,MD,3.MD.1,"Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram."
ccmath,MD,3.MD.2,"Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l).6 Add, subtract, multiply, or divide to solve one-step word problems involving masses or volumes that are given in the same units, "
ccmath,MD,3.MD.3,"Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step “how many more” and “how many less” problems using information presented in scaled bar graphs. For example, draw a bar graph in whi"
ccmath,MD,3.MD.4,"Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Show the data by making a line plot, where the horizontal scale is marked off in appropriate units— whole numbers, halves, or quarters."
ccmath,MD,3.MD.5,Recognize area as an attribute of plane figures and understand concepts of area measurement.
ccmath,MD,3.MD.5.a,"A square with side length 1 unit, called “a unit square,” is said to have “one square unit” of area, and can be used to measure area."
ccmath,MD,3.MD.5.b,A plane figure which can be covered without gaps or overlaps by n unit squares is said to have an area of n square units.
ccmath,MD,3.MD.6,"Measure areas by counting unit squares (square cm, square m, square in, square ft, and improvised units)."
ccmath,MD,3.MD.7,Relate area to the operations of multiplication and addition.
ccmath,MD,3.MD.7.a,"Find the area of a rectangle with whole-number side lengths by tiling it, and show that the area is the same as would be found by multiplying the side lengths."
ccmath,MD,3.MD.7.b,"Multiply side lengths to find areas of rectangles with whole- number side lengths in the context of solving real world and mathematical problems, and represent whole-number products as rectangular areas in mathematical reasoning."
ccmath,MD,3.MD.7.c,Use tiling to show in a concrete case that the area of a rectangle with whole-number side lengths a and b + c is the sum of a × b and a × c. Use area models to represent the distributive property in mathematical reasoning.
ccmath,MD,3.MD.7.d,"Recognize area as additive. Find areas of rectilinear figures by decomposing them into non-overlapping rectangles and adding the areas of the non-overlapping parts, applying this technique to solve real world problems."
ccmath,MD,3.MD.8,"Solve real world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same are"
ccmath,MD,4.MD.1,"Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equiv"
ccmath,MD,4.MD.2,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a la"
ccmath,MD,4.MD.3,"Apply the area and perimeter formulas for rectangles in real world and mathematical problems. For example, find the width of a rectangular room given the area of the flooring and the length, by viewing the area formula as a multiplication equation with an"
ccmath,MD,4.MD.4,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Solve problems involving addition and subtraction of fractions by using information presented in line plots. For example, from a line plot find and interpret th"
ccmath,MD,4.MD.5,"Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement:"
ccmath,MD,4.MD.5.a,"An angle is measured with reference to a circle with its center at the common endpoint of the rays, by considering the fraction of the circular arc between the points where the two rays intersect the circle. An angle that turns through 1/360 of a circle i"
ccmath,MD,4.MD.5.b,An angle that turns through n one-degree angles is said to have an angle measure of n degrees.
ccmath,MD,4.MD.6,Measure angles in whole-number degrees using a protractor. Sketch angles of specified measure.
ccmath,MD,4.MD.7,"Recognize angle measure as additive. When an angle is decomposed into non-overlapping parts, the angle measure of the whole is the sum of the angle measures of the parts. Solve addition and subtraction problems to find unknown angles on a diagram in real "
ccmath,MD,5.MD.1,"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems."
ccmath,MD,5.MD.2,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Use operations on fractions for this grade to solve problems involving information presented in line plots. For example, given different measurements of liquid "
ccmath,MD,5.MD.3,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.
ccmath,MD,5.MD.3.a,"A cube with side length 1 unit, called a “unit cube,” is said to have “one cubic unit” of volume, and can be used to measure volume."
ccmath,MD,5.MD.3.b,A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.
ccmath,MD,5.MD.4,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units."
ccmath,MD,5.MD.5,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.
ccmath,MD,5.MD.5.a,"Find the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes, and show that the volume is the same as would be found by multiplying the edge lengths, equivalently by multiplying the height by the area of the ba"
ccmath,MD,5.MD.5.b,Apply the formulas V=l×w×handV=b×h for rectangular prisms to find volumes of right rectangular prisms with whole- number edge lengths in the context of solving real world and mathematical problems.
ccmath,MD,5.MD.5.c,"Recognize volume as additive. Find volumes of solid figures composed of two non-overlapping right rectangular prisms by adding the volumes of the non-overlapping parts, applying this technique to solve real world problems."
ccmath,MD,K.MD.1,"Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single object."
ccmath,MD,K.MD.2,"Directly compare two objects with a measurable attribute in common, to see which object has “more of”/“less of” the attribute, and describe the difference. For example, directly compare the heights of two children and describe one child as taller/shorter."
ccmath,MD,K.MD.3,Classify objects into given categories; count the numbers of objects in each category and sort the categories by count.3
ccmath,MD,S.MD.1,(+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.
ccmath,MD,S.MD.2,(+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.
ccmath,MD,S.MD.3,"(+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. For example, find the theoretical probability distribution for the number of correct ans"
ccmath,MD,S.MD.4,"(+) Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. For example, find a current data distribution on the number of TV sets per household in the U"
ccmath,MD,S.MD.5,(+) Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.
ccmath,MD,S.MD.5.a,"Find the expected payoff for a game of chance. For example, find the expected winnings from a state lottery ticket or a game at a fast- food restaurant."
ccmath,MD,S.MD.5.b,"Evaluate and compare strategies on the basis of expected values. For example, compare a high-deductible versus a low-deductible automobile insurance policy using various, but reasonable, chances of having a minor or a major accident."
ccmath,MD,S.MD.6,"(+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator)."
ccmath,MD,S.MD.7,"(+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game)."
ccmath,MG,G.MG.1,"Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).★"
ccmath,MG,G.MG.2,"Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).★"
ccmath,MG,G.MG.3,"Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).★"
ccmath,MP,MP.1,Make sense of problems and persevere in solving them
ccmath,MP,MP.2,Reason abstractly and quantitatively
ccmath,MP,MP.3,Construct viable arguments and critique the reasoning of others
ccmath,MP,MP.4,Model with mathematics
ccmath,MP,MP.5,Use appropriate tools strategically
ccmath,MP,MP.6,Attend to precision
ccmath,MP,MP.7,Look for and make use of structure
ccmath,MP,MP.8,Look for and express regularity in repeated reasoning
ccmath,NBT,1.NBT.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral."
ccmath,NBT,1.NBT.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:
ccmath,NBT,1.NBT.2.a,10 can be thought of as a bundle of ten ones — called a “ten.” b.
ccmath,NBT,1.NBT.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones."
ccmath,NBT,1.NBT.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones)."
ccmath,NBT,1.NBT.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <."
ccmath,NBT,1.NBT.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship betwee"
ccmath,NBT,1.NBT.5,"Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used."
ccmath,NBT,1.NBT.6,"Subtract multiples of 10 in the range 10-90 from multiples of 10 in the range 10-90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition a"
ccmath,NBT,2.NBT.1,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:"
ccmath,NBT,2.NBT.1.a,100 can be thought of as a bundle of ten tens — called a “hundred.”
ccmath,NBT,2.NBT.1.b,"The numbers 100, 200, 300, 400, 500, 600, 700, 800, 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds (and 0 tens and 0 ones)."
ccmath,NBT,2.NBT.2,"Count within 1000; skip-count by 5s, 10s, and 100s."
ccmath,NBT,2.NBT.3,"Read and write numbers to 1000 using base-ten numerals, number names, and expanded form."
ccmath,NBT,2.NBT.4,"Compare two three-digit numbers based on meanings of the hundreds, tens, and ones digits, using >, =, and < symbols to record the results of comparisons."
ccmath,NBT,2.NBT.5,"Fluently add and subtract within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction."
ccmath,NBT,2.NBT.6,Add up to four two-digit numbers using strategies based on place value and properties of operations.
ccmath,NBT,2.NBT.7,"Add and subtract within 1000, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method. Understand that in adding or "
ccmath,NBT,2.NBT.8,"Mentally add 10 or 100 to a given number 100–900, and mentally subtract 10 or 100 from a given number 100–900."
ccmath,NBT,2.NBT.9,"Explain why addition and subtraction strategies work, using place value and the properties of operations.3"
ccmath,NBT,3.NBT.1,Use place value understanding to round whole numbers to the nearest 10 or 100.
ccmath,NBT,3.NBT.2,"Fluently add and subtract within 1000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction."
ccmath,NBT,3.NBT.3,"Multiply one-digit whole numbers by multiples of 10 in the range 10–90 (e.g., 9 × 80, 5 × 60) using strategies based on place value and properties of operations."
ccmath,NBT,4.NBT.1,"Recognize that in a multi-digit whole number, a digit in one place represents ten times what it represents in the place to its right. For example, recognize that 700 ÷ 70 = 10 by applying concepts of place value and division."
ccmath,NBT,4.NBT.2,"Read and write multi-digit whole numbers using base-ten numerals, number names, and expanded form. Compare two multi-digit numbers based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons."
ccmath,NBT,4.NBT.3,Use place value understanding to round multi-digit whole numbers to any place.
ccmath,NBT,4.NBT.4,Fluently add and subtract multi-digit whole numbers using the standard algorithm.
ccmath,NBT,4.NBT.5,"Multiply a whole number of up to four digits by a one-digit whole number, and multiply two two-digit numbers, using strategies based on place value and the properties of operations. Illustrate and explain the calculation by using equations, rectangular ar"
ccmath,NBT,4.NBT.6,"Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the"
ccmath,NBT,5.NBT.1,"Recognize that in a multi-digit number, a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left."
ccmath,NBT,5.NBT.2,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10. Use whole-number exponents to denote pow"
ccmath,NBT,5.NBT.3,"Read, write, and compare decimals to thousandths."
ccmath,NBT,5.NBT.3.a,"Read and write decimals to thousandths using base-ten numerals, number names, and expanded form, e.g., 347.392 = 3 × 100 + 4 × 10 + 7 × 1 + 3 × (1/10) + 9 × (1/100) + 2 × (1/1000)."
ccmath,NBT,5.NBT.3.b,"Compare two decimals to thousandths based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons."
ccmath,NBT,5.NBT.4,Use place value understanding to round decimals to any place.
ccmath,NBT,5.NBT.5,Fluently multiply multi-digit whole numbers using the standard algorithm.
ccmath,NBT,5.NBT.6,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain t"
ccmath,NBT,5.NBT.7,"Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method "
ccmath,NBT,K.NBT.1,"Compose and decompose numbers from 11 to 19 into ten ones and some further ones, e.g., by using objects or drawings, and record each composition or decomposition by a drawing or equation (e.g., 18 = 10 + 8); understand that these numbers are composed of t"
ccmath,NF,3.NF.1,Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.
ccmath,NF,3.NF.2,Understand a fraction as a number on the number line; represent fractions on a number line diagram.
ccmath,NF,3.NF.2.a,Represent a fraction 1/b on a number line diagram by defining the interval from 0 to 1 as the whole and partitioning it into b equal parts. Recognize that each part has size 1/b and that the endpoint of the part based at 0 locates the number 1/b on the nu
ccmath,NF,3.NF.2.b,Represent a fraction a/b on a number line diagram by marking off a lengths 1/b from 0. Recognize that the resulting interval has size a/b and that its endpoint locates the number a/b on the number line.
ccmath,NF,3.NF.3,"Explain equivalence of fractions in special cases, and compare fractions by reasoning about their size."
ccmath,NF,3.NF.3.a,"Understand two fractions as equivalent (equal) if they are the same size, or the same point on a number line."
ccmath,NF,3.NF.3.b,"Recognize and generate simple equivalent fractions, e.g., 1/2 = 2/4, 4/6 = 2/3). Explain why the fractions are equivalent, e.g., by using a visual fraction model."
ccmath,NF,3.NF.3.c,"Express whole numbers as fractions, and recognize fractions that are equivalent to whole numbers. Examples: Express 3 in the form 3 = 3/1; recognize that 6/1 = 6; locate 4/4 and 1 at the same point of a number line diagram."
ccmath,NF,3.NF.3.d,"Compare two fractions with the same numerator or the same denominator by reasoning about their size. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with the symbols >, =, or <, a"
ccmath,NF,4.NF.1,"Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recogni"
ccmath,NF,4.NF.2,"Compare two fractions with different numerators and different denominators, e.g., by creating common denominators or numerators, or by comparing to a benchmark fraction such as 1/2. Recognize that comparisons are valid only when the two fractions refer to"
ccmath,NF,4.NF.3,Understand a fraction a/b with a > 1 as a sum of fractions 1/b. a.
ccmath,NF,4.NF.3.a,Understand addition and subtraction of fractions as joining and separating parts referring to the same whole.
ccmath,NF,4.NF.3.b,"Decompose a fraction into a sum of fractions with the same denominator in more than one way, recording each decomposition by an equation. Justify decompositions, e.g., by using a visual fraction model. Examples: 3/8 = 1/8 + 1/8 + 1/8 ; 3/8 = 1/8 + 2/8 ; 2"
ccmath,NF,4.NF.3.c,"Add and subtract mixed numbers with like denominators, e.g., by replacing each mixed number with an equivalent fraction, and/or by using properties of operations and the relationship between addition and subtraction."
ccmath,NF,4.NF.3.d,"Solve word problems involving addition and subtraction of fractions referring to the same whole and having like denominators, e.g., by using visual fraction models and equations to represent the problem."
ccmath,NF,4.NF.4,Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
ccmath,NF,4.NF.4.a,"Understand a fraction a/b as a multiple of 1/b. For example, use a visual fraction model to represent 5/4 as the product 5 × (1/4), recording the conclusion by the equation 5/4 = 5 × (1/4)."
ccmath,NF,4.NF.4.b,"Understand a multiple of a/b as a multiple of 1/b, and use this understanding to multiply a fraction by a whole number. For example, use a visual fraction model to express 3 × (2/5) as 6 × (1/5), recognizing this product as 6/5. (In general, n × (a/b) = ("
ccmath,NF,4.NF.4.c,"Solve word problems involving multiplication of a fraction by a whole number, e.g., by using visual fraction models and equations to represent the problem. For example, if each person at a party will eat 3/8 of a pound of roast beef, and there will be 5 p"
ccmath,NF,4.NF.5,"Express a fraction with denominator 10 as an equivalent fraction with denominator 100, and use this technique to add two fractions with respective denominators 10 and 100.4 For example, express 3/10 as 30/100, and add 3/10 + 4/100 = 34/100."
ccmath,NF,4.NF.6,"Use decimal notation for fractions with denominators 10 or 100. For example, rewrite 0.62 as 62/100; describe a length as 0.62 meters; locate 0.62 on a number line diagram."
ccmath,NF,4.NF.7,"Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons are valid only when the two decimals refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by"
ccmath,NF,5.NF.1,"Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = "
ccmath,NF,5.NF.2,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators, e.g., by using visual fraction models or equations to represent the problem. Use benchmark fractions and number sense "
ccmath,NF,5.NF.3,"Interpret a fraction as division of the numerator by the denominator (a/b = a ÷ b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, e.g., by using visual fraction models or equations to"
ccmath,NF,5.NF.4,Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.
ccmath,NF,5.NF.4.a,"Interpret the product (a/b) × q as a parts of a partition of q into b equal parts; equivalently, as the result of a sequence of operations a × q ÷ b. For example, use a visual fraction model to show (2/3) × 4 = 8/3, and create a story context for this equ"
ccmath,NF,5.NF.4.b,"Find the area of a rectangle with fractional side lengths by tiling it with unit squares of the appropriate unit fraction side lengths, and show that the area is the same as would be found by multiplying the side lengths. Multiply fractional side lengths "
ccmath,NF,5.NF.5,"Interpret multiplication as scaling (resizing), by:"
ccmath,NF,5.NF.5.a,"Comparing the size of a product to the size of one factor on the basis of the size of the other factor, without performing the indicated multiplication."
ccmath,NF,5.NF.5.b,Explaining why multiplying a given number by a fraction greater than 1 results in a product greater than the given number (recognizing multiplication by whole numbers greater than 1 as a familiar case); explaining why multiplying a given number by a fract
ccmath,NF,5.NF.6,"Solve real world problems involving multiplication of fractions and mixed numbers, e.g., by using visual fraction models or equations to represent the problem."
ccmath,NF,5.NF.7,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.1
ccmath,NF,5.NF.7.a,"Interpret division of a unit fraction by a non-zero whole number, and compute such quotients. For example, create a story context for (1/3) ÷ 4, and use a visual fraction model to show the quotient. Use the relationship between multiplication and division"
ccmath,NF,5.NF.7.b,"Interpret division of a whole number by a unit fraction, and compute such quotients. For example, create a story context for 4 ÷ (1/5), and use a visual fraction model to show the quotient. Use the relationship between multiplication and division to expla"
ccmath,NF,5.NF.7.c,"Solve real world problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions, e.g., by using visual fraction models and equations to represent the problem. For example, how much chocolate will ea"
ccmath,NS,6.NS.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) ÷ (3/4) and use"
ccmath,NS,6.NS.2,Fluently divide multi-digit numbers using the standard algorithm.
ccmath,NS,6.NS.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation."
ccmath,NS,6.NS.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1–100 with a common factor as a
ccmath,NS,6.NS.5,"Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use posit"
ccmath,NS,6.NS.6,Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.
ccmath,NS,6.NS.6.a,"Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., –(–3) = 3, and that 0 is its own opposite."
ccmath,NS,6.NS.6.b,"Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes."
ccmath,NS,6.NS.6.c,Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane.
ccmath,NS,6.NS.7,Understand ordering and absolute value of rational numbers.
ccmath,NS,6.NS.7.a,"Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. For example, interpret –3 > –7 as a statement that –3 is located to the right of –7 on a number line oriented from left to right."
ccmath,NS,6.NS.7.b,"Write, interpret, and explain statements of order for rational numbers in real-world contexts. For example, write –3 oC > –7 oC to express the fact that –3 oC is warmer than –7 oC."
ccmath,NS,6.NS.7.c,"Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. For example, for an account balance of –30 dollars, write |–"
ccmath,NS,6.NS.7.d,"Distinguish comparisons of absolute value from statements about order. For example, recognize that an account balance less than –30 dollars represents a debt greater than 30 dollars."
ccmath,NS,6.NS.8,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.
ccmath,NS,7.NS.1,Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.
ccmath,NS,7.NS.1.a,"Describe situations in which opposite quantities combine to make 0. For example, a hydrogen atom has 0 charge because its two constituents are oppositely charged."
ccmath,NS,7.NS.1.b,"Understand p + q as the number located a distance |q| from p, in the positive or negative direction depending on whether q is positive or negative. Show that a number and its opposite have a sum of 0 (are additive inverses). Interpret sums of rational num"
ccmath,NS,7.NS.1.c,"Understand subtraction of rational numbers as adding the additive inverse, p – q = p + (–q). Show that the distance between two rational numbers on the number line is the absolute value of their difference, and apply this principle in real-world contexts."
ccmath,NS,7.NS.1.d,Apply properties of operations as strategies to add and subtract rational numbers.
ccmath,NS,7.NS.2,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.
ccmath,NS,7.NS.2.a,"Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (–1)(–1) = 1 and the rules for"
ccmath,NS,7.NS.2.b,"Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If p and q are integers, then –(p/q) = (–p)/q = p/(–q). Interpret quotients of rational numbers by"
ccmath,NS,7.NS.2.c,Apply properties of operations as strategies to multiply and divide rational numbers.
ccmath,NS,7.NS.2.d,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.
ccmath,NS,7.NS.3,Solve real-world and mathematical problems involving the four operations with rational numbers.
ccmath,NS,8.NS.1,"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventual"
ccmath,NS,8.NS.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., π2). For example, by truncating the decimal expansion of √2, show"
ccmath,OA,1.OA.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for "
ccmath,OA,1.OA.2,"Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem."
ccmath,OA,1.OA.3,"Apply properties of operations as strategies to add and subtract.3 Examples: If 8 + 3 = 11 is known, then 3 + 8 = 11 is also known. (Commutative property of addition.) To add 2 + 6 + 4, the second two numbers can be added to make a ten, so 2 + 6 + 4 = 2 +"
ccmath,OA,1.OA.4,"Understand subtraction as an unknown-addend problem. For example, subtract 10 – 8 by finding the number that makes 10 when added to 8."
ccmath,OA,1.OA.5,"Relate counting to addition and subtraction (e.g., by counting on 2 to add 2)."
ccmath,OA,1.OA.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 – 4 = 13 – 3 – 1 = 10 – 1 = 9"
ccmath,OA,1.OA.7,"Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2."
ccmath,OA,1.OA.8,"Determine the unknown whole number in an addition or subtraction equation relating three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = � – 3, 6 + 6 = �."
ccmath,OA,2.OA.1,"Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a sy"
ccmath,OA,2.OA.2,"Fluently add and subtract within 20 using mental strategies.2 By end of Grade 2, know from memory all sums of two one-digit numbers."
ccmath,OA,2.OA.3,"Determine whether a group of objects (up to 20) has an odd or even number of members, e.g., by pairing objects or counting them by 2s; write an equation to express an even number as a sum of two equal addends."
ccmath,OA,2.OA.4,Use addition to find the total number of objects arranged in rectangular arrays with up to 5 rows and up to 5 columns; write an equation to express the total as a sum of equal addends.
