category,gradeband,name,standard,description,framework
D2.Geo,6-8, Explain how the relationship between the environmental characteristics of places and production of goods influences the spatial patterns of world trade.,D2.Geo.11.6-8, Explain how the relationship between the environmental characteristics of places and production of goods influences the spatial patterns of world trade.,c3ss
D2.Geo,6-8, Explain how global changes in population distribution patterns affect changes in land use in particular places.,D2.Geo.12.6-8, Explain how global changes in population distribution patterns affect changes in land use in particular places.,c3ss
D2.Geo,6-8,"Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions, and changes in their environmental characteristics.",D2.Geo.2.6-8,"Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions, and changes in their environmental characteristics.",c3ss
D2.Geo,6-8,Use paper based and electronic mapping and graphing techniques to represent and analyze spatial patterns of different environmental and cultural characteristics.,D2.Geo.3.6-8,Use paper based and electronic mapping and graphing techniques to represent and analyze spatial patterns of different environmental and cultural characteristics.,c3ss
D2.Geo,6-8,Explain how cultural patterns and economic decisions influence environments and the daily lives of people in both nearby and distant places.,D2.Geo.4.6-8,Explain how cultural patterns and economic decisions influence environments and the daily lives of people in both nearby and distant places.,c3ss
D2.Geo,6-8,Analyze the combinations of cultural and environmental characteristics that make places both similar to and different from other places.,D2.Geo.5.6-8,Analyze the combinations of cultural and environmental characteristics that make places both similar to and different from other places.,c3ss
D2.Geo,6-8,Explain how the physical and human characteristics of places and regions are connected to human identities and cultures.,D2.Geo.6.6-8,Explain how the physical and human characteristics of places and regions are connected to human identities and cultures.,c3ss
D2.Geo,6-8,Explain how changes in transportation and communication technology influence the spatial connections among human settlements and affect the diffusion of ideas and cultural practices.,D2.Geo.7.6-8,Explain how changes in transportation and communication technology influence the spatial connections among human settlements and affect the diffusion of ideas and cultural practices.,c3ss
D2.Geo,6-8,Analyze how relationships between humans and environments extend or contract spatial patterns of settlement and movement.,D2.Geo.8.6-8,Analyze how relationships between humans and environments extend or contract spatial patterns of settlement and movement.,c3ss
D2.Geo,6-8,Evaluate the influences of long-term human-induced environmental change on spatial patterns of conflict and cooperation.,D2.Geo.9.6-8,Evaluate the influences of long-term human-induced environmental change on spatial patterns of conflict and cooperation.,c3ss
D2.His,6-8,Analyze connections among events and developments in broader historical contexts.,D2.His.1.6-8,Analyze connections among events and developments in broader historical contexts.,c3ss
D2.His,6-8,Detect possible limitations in the historical record based on evidence collected from different kinds of historical sources.,D2.His.10.6-8,Detect possible limitations in the historical record based on evidence collected from different kinds of historical sources.,c3ss
D2.His,6-8,"Use other historical sources to infer a plausible maker, date, place of origin, and intended audience for historical sources where this information is not easily identified.",D2.His.11.6-8,"Use other historical sources to infer a plausible maker, date, place of origin, and intended audience for historical sources where this information is not easily identified.",c3ss
D2.His,6-8,Use questions generated about multiple historical sources to identify further areas of inquiry and additional sources.,D2.His.12.6-8,Use questions generated about multiple historical sources to identify further areas of inquiry and additional sources.,c3ss
D2.His,6-8,"Evaluate the relevancy and utility of a historical source based on information such as maker, date, place of origin, intended audience, and purpose.",D2.His.13.6-8,"Evaluate the relevancy and utility of a historical source based on information such as maker, date, place of origin, intended audience, and purpose.",c3ss
D2.His,6-8,Explain multiple causes and effects of events and developments in the past.,D2.His.14.6-8,Explain multiple causes and effects of events and developments in the past.,c3ss
D2.His,6-8,Evaluate the relative influence of various causes of events and developments in the past.,D2.His.15.6-8,Evaluate the relative influence of various causes of events and developments in the past.,c3ss
D2.His,6-8, Organize applicable evidence into a coherent argument about the past.,D2.His.16.6-8, Organize applicable evidence into a coherent argument about the past.,c3ss
D2.His,6-8, Compare the central arguments in secondary works of history on related topics in multiple media.,D2.His.17.6-8, Compare the central arguments in secondary works of history on related topics in multiple media.,c3ss
D2.His,6-8,Classify series of historical events and developments as examples of change and/or continuity.,D2.His.2.6-8,Classify series of historical events and developments as examples of change and/or continuity.,c3ss
D2.His,6-8,"Use questions generated about individuals and groups to analyze why they, and the developments they shaped, are seen as historically significant.",D2.His.3.6-8,"Use questions generated about individuals and groups to analyze why they, and the developments they shaped, are seen as historically significant.",c3ss
D2.His,6-8,Analyze multiple factors that influenced the perspectives of people during different historical eras.,D2.His.4.6-8,Analyze multiple factors that influenced the perspectives of people during different historical eras.,c3ss
D2.His,6-8,Explain how and why perspectives of people have changed over time.,D2.His.5.6-8,Explain how and why perspectives of people have changed over time.,c3ss
D2.His,6-8,Analyze how people’s perspectives influenced what information is available in the historical sources they created.,D2.His.6.6-8,Analyze how people’s perspectives influenced what information is available in the historical sources they created.,c3ss
D2.His,6-8,Classify the kinds of historical sources used in a secondary interpretation.,D2.His.9.6-8,Classify the kinds of historical sources used in a secondary interpretation.,c3ss
D3.Sources,6-8,"Gather relevant information from multiple sources while using the origin, authority, structure, context, and corroborative value of the sources to guide the selection.",D3.1.6-8,"Gather relevant information from multiple sources while using the origin, authority, structure, context, and corroborative value of the sources to guide the selection.",c3ss
D3.Sources,6-8,Evaluate the credibility of a source by determining its relevance and intended use.,D3.2.6-8,Evaluate the credibility of a source by determining its relevance and intended use.,c3ss
D3.Claims,6-8,"Identify evidence that draws information from multiple sources to support claims, noting evidentiary limitations.",D3.3.6-8,"Identify evidence that draws information from multiple sources to support claims, noting evidentiary limitations.",c3ss
D3.Claims,6-8,Develop claims and counterclaims while pointing out the strengths and limitations of both.,D3.4.6-8,Develop claims and counterclaims while pointing out the strengths and limitations of both.,c3ss
D4.Conclusions,6-8,"Construct arguments using claims and evidence from multiple sources, while acknowledging the strengths and limitations of the arguments.",D4.1.6-8,"Construct arguments using claims and evidence from multiple sources, while acknowledging the strengths and limitations of the arguments.",c3ss
D4.Conclusions,6-8,"Construct explanations using reasoning, correct sequence, examples, and details with relevant information and data, while acknowledging the strengths and weaknesses of the explanations",D4.2.6-8,"Construct explanations using reasoning, correct sequence, examples, and details with relevant information and data, while acknowledging the strengths and weaknesses of the explanations",c3ss
D4.Conclusions,6-8,"Present adaptations of arguments and explanations on topics of interest to others to reach audiences and venues outside the classroom using print and oral technologies (e.g., posters, essays, letters, debates, speeches, reports, and maps) and digital technologies (e.g., Internet, social media, and digital documentary).",D4.3.6-8,"Present adaptations of arguments and explanations on topics of interest to others to reach audiences and venues outside the classroom using print and oral technologies (e.g., posters, essays, letters, debates, speeches, reports, and maps) and digital technologies (e.g., Internet, social media, and digital documentary).",c3ss
D4.Conclusions,6-8,Critique arguments for credibility,D4.4.6-8,Critique arguments for credibility,c3ss
D4.Conclusions,6-8,Critique the structure of explanations.,D4.5.6-8,Critique the structure of explanations.,c3ss
D4.Action,6-8,"Draw on multiple disciplinary lenses to analyze how a specific problem can manifest itself at local, regional, and global levels over time, identifying its characteristics and causes, and the challenges and opportunities faced by those trying to address the problem.",D4.6.6-8,"Draw on multiple disciplinary lenses to analyze how a specific problem can manifest itself at local, regional, and global levels over time, identifying its characteristics and causes, and the challenges and opportunities faced by those trying to address the problem.",c3ss
D4.Action,6-8,"Assess their individual and collective capacities to take action to address local, regional, and global problems, taking into account a range of possible levers of power, strategies, and potential outcomes.",D4.7.6-8,"Assess their individual and collective capacities to take action to address local, regional, and global problems, taking into account a range of possible levers of power, strategies, and potential outcomes.",c3ss
D4.Action,6-8,"Apply a range of deliberative and democratic procedures to make decisions and take action in their classrooms and schools, and in out-of-school civic contexts.",D4.8.6-8,"Apply a range of deliberative and democratic procedures to make decisions and take action in their classrooms and schools, and in out-of-school civic contexts.",c3ss
D1,6-8,Explain how a question reflects an enduring issue in the field.,D1.1.9-12,Explain how a question reflects an enduring issue in the field.,c3ss
D1,6-8,Explain points of agreement and disagreement experts have about interpretations and applications of disciplinary concepts and ideas associated with a supporting question.,D1.3.9-12,Explain points of agreement and disagreement experts have about interpretations and applications of disciplinary concepts and ideas associated with a supporting question.,c3ss
D1,6-8,"Determine the kinds of sources that will be helpful in answering compelling and supporting questions, taking into consideration multiple points of view represented in the sources, the types of sources available, and the potential uses of the sources.",D1.5.9-12,"Determine the kinds of sources that will be helpful in answering compelling and supporting questions, taking into consideration multiple points of view represented in the sources, the types of sources available, and the potential uses of the sources.",c3ss
D1,6-8,Explain points of agreement and disagreement experts have about interpretations and applications of disciplinary concepts and ideas associated with a compelling question.,D1.2.9-12,Explain points of agreement and disagreement experts have about interpretations and applications of disciplinary concepts and ideas associated with a compelling question.,c3ss
D1,6-8,"Explain how supporting questions contribute to an inquiry and how, through engaging source work, new compelling and supporting questions emerge",D1.4.9-12,"Explain how supporting questions contribute to an inquiry and how, through engaging source work, new compelling and supporting questions emerge",c3ss
D2.Civ,6-8,"Distinguish the powers and responsibilities of local, state, tribal, national, and international civic and political institutions.",D2.Civ.1.9-12,"Distinguish the powers and responsibilities of local, state, tribal, national, and international civic and political institutions.",c3ss
D2.Civ,6-8,"Analyze the impact and the appropriate roles of personal interests and perspectives on the application of civic virtues, democratic principles, constitutional rights, and human rights.",D2.Civ.10.9-12,"Analyze the impact and the appropriate roles of personal interests and perspectives on the application of civic virtues, democratic principles, constitutional rights, and human rights.",c3ss
D2.Civ,6-8,"Evaluate multiple procedures for making governmental decisions at the local, state, national, and international levels in terms of the civic purposes achieved.",D2.Civ.11.9-12,"Evaluate multiple procedures for making governmental decisions at the local, state, national, and international levels in terms of the civic purposes achieved.",c3ss
D2.Civ,6-8,"Analyze how people use and challenge local, state, national, and international laws to address a variety of public issues.",D2.Civ.12.9-12,"Analyze how people use and challenge local, state, national, and international laws to address a variety of public issues.",c3ss
D2.Civ,6-8,"Evaluate public policies in terms of intended and unintended outcomes, and related consequences",D2.Civ.13.9-12,"Evaluate public policies in terms of intended and unintended outcomes, and related consequences",c3ss
D2.Civ,6-8,"Analyze historical, contemporary, and emerging means of changing societies, promoting the common good, and protecting rights.",D2.Civ.14.9-12,"Analyze historical, contemporary, and emerging means of changing societies, promoting the common good, and protecting rights.",c3ss
D2.Civ,6-8,"Analyze the role of citizens in the U.S. political system, with attention to various theories of democracy, changes in Americans’ participation over time, and alternative models from other countries, past and present.",D2.Civ.2.9-12,"Analyze the role of citizens in the U.S. political system, with attention to various theories of democracy, changes in Americans’ participation over time, and alternative models from other countries, past and present.",c3ss
D2.Civ,6-8,"Analyze the impact of constitutions, laws, treaties, and international agreements on the maintenance of national and international order.",D2.Civ.3.9-12,"Analyze the impact of constitutions, laws, treaties, and international agreements on the maintenance of national and international order.",c3ss
D2.Civ,6-8,"Explain how the U.S. Constitution establishes a system of government that has powers, responsibilities, and limits that have changed over time and that are still contested.",D2.Civ.4.9-12,"Explain how the U.S. Constitution establishes a system of government that has powers, responsibilities, and limits that have changed over time and that are still contested.",c3ss
D2.Civ,6-8,"Evaluate citizens’ and institutions’ effectiveness in addressing social and political problems at the local, state, tribal, national, and/or international level.",D2.Civ.5.9-12,"Evaluate citizens’ and institutions’ effectiveness in addressing social and political problems at the local, state, tribal, national, and/or international level.",c3ss
D2.Civ,6-8,"Critique relationships among governments, civil societies, and economic markets.",D2.Civ.6.9-12,"Critique relationships among governments, civil societies, and economic markets.",c3ss
D2.Civ,6-8,Apply civic virtues and democratic principles when working with others.,D2.Civ.7.9-12,Apply civic virtues and democratic principles when working with others.,c3ss
D2.Civ,6-8,"Evaluate social and political systems in different contexts, times, and places, that promote civic virtues and enact democratic principles.",D2.Civ.8.9-12,"Evaluate social and political systems in different contexts, times, and places, that promote civic virtues and enact democratic principles.",c3ss
D2.Civ,6-8,Use appropriate deliberative processes in multiple settings.,D2.Civ.9.9-12,Use appropriate deliberative processes in multiple settings.,c3ss
D2.Eco,6-8,Analyze how incentives influence choices that may result in policies with a range of costs and benefits for different groups.,D2.Eco.1.9-12,Analyze how incentives influence choices that may result in policies with a range of costs and benefits for different groups.,c3ss
D2.Eco,6-8," Use current data to explain the influence of changes in spending, production, and the money supply on various economic conditions",D2.Eco.10.9-12," Use current data to explain the influence of changes in spending, production, and the money supply on various economic conditions",c3ss
D2.Eco,6-8, Use economic indicators to analyze the current and future state of the economy,D2.Eco.11.9-12, Use economic indicators to analyze the current and future state of the economy,c3ss
D2.Eco,6-8, Evaluate the selection of monetary and fiscal policies in a variety of economic conditions.,D2.Eco.12.9-12, Evaluate the selection of monetary and fiscal policies in a variety of economic conditions.,c3ss
D2.Eco,6-8, Explain why advancements in technology and investments in capital goods and human capital increase economic growth and standards of living.,D2.Eco.13.9-12, Explain why advancements in technology and investments in capital goods and human capital increase economic growth and standards of living.,c3ss
D2.Eco,6-8, Analyze the role of comparative advantage in international trade of goods and services.,D2.Eco.14.9-12, Analyze the role of comparative advantage in international trade of goods and services.,c3ss
D2.Eco,6-8," Explain how current globalization trends and policies affect economic growth, labor markets, rights of citizens, the environment, and resource and income distribution in different nations.",D2.Eco.15.9-12," Explain how current globalization trends and policies affect economic growth, labor markets, rights of citizens, the environment, and resource and income distribution in different nations.",c3ss
D2.Eco,6-8,Use marginal benefits and marginal costs to construct an argument for or against an approach or solution to an economic issue,D2.Eco.2.9-12,Use marginal benefits and marginal costs to construct an argument for or against an approach or solution to an economic issue,c3ss
D2.Eco,6-8,Analyze the ways in which incentives influence what is produced and distributed in a market system.,D2.Eco.3.9-12,Analyze the ways in which incentives influence what is produced and distributed in a market system.,c3ss
D2.Eco,6-8,Evaluate the extent to which competition among sellers and among buyers exists in specific markets.,D2.Eco.4.9-12,Evaluate the extent to which competition among sellers and among buyers exists in specific markets.,c3ss
D2.Eco,6-8,Describe the consequences of competition in specific markets.,D2.Eco.5.9-12,Describe the consequences of competition in specific markets.,c3ss
D2.Eco,6-8,Generate possible explanations for a government role in markets when market inefficiencies exist.,D2.Eco.6.9-12,Generate possible explanations for a government role in markets when market inefficiencies exist.,c3ss
D2.Eco,6-8,Use benefits and costs to evaluate the effectiveness of government policies to improve market outcomes.,D2.Eco.7.9-12,Use benefits and costs to evaluate the effectiveness of government policies to improve market outcomes.,c3ss
D2.Eco,6-8,"Describe the possible consequences, both intended and unintended, of government policies to improve market outcomes.",D2.Eco.8.9-12,"Describe the possible consequences, both intended and unintended, of government policies to improve market outcomes.",c3ss
D2.Eco,6-8,Describe the roles of institutions such as clearly defined property rights and the rule of law in a market economy.,D2.Eco.9.9-12,Describe the roles of institutions such as clearly defined property rights and the rule of law in a market economy.,c3ss
D2.Geo,6-8,Use geospatial and related technologies to create maps to display and explain the spatial patterns of cultural and environmental characteristics.,D2.Geo.1.9-12,Use geospatial and related technologies to create maps to display and explain the spatial patterns of cultural and environmental characteristics.,c3ss
D2.Geo,6-8,Evaluate how changes in the environmental and cultural characteristics of a place or region influence spatial patterns of trade and land use.,D2.Geo.10.9-12,Evaluate how changes in the environmental and cultural characteristics of a place or region influence spatial patterns of trade and land use.,c3ss
D2.Geo,6-8,Evaluate how economic globalization and the expanding use of scarce resources contribute to conflict and cooperation within and among countries.,D2.Geo.11.9-12,Evaluate how economic globalization and the expanding use of scarce resources contribute to conflict and cooperation within and among countries.,c3ss
D2.Geo,6-8,"Evaluate the consequences of human-made and natural catastrophes on global trade, politics, and human migration.",D2.Geo.12.9-12,"Evaluate the consequences of human-made and natural catastrophes on global trade, politics, and human migration.",c3ss
D2.Geo,6-8,"Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions and their political, cultural, and economic dynamics.",D2.Geo.2.9-12,"Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions and their political, cultural, and economic dynamics.",c3ss
D2.Geo,6-8,Use geographic data to analyze variations in the spatial patterns of cultural and environmental characteristics at multiple scales.,D2.Geo.3.9-12,Use geographic data to analyze variations in the spatial patterns of cultural and environmental characteristics at multiple scales.,c3ss
D2.Geo,6-8,Analyze relationships and interactions within and between human and physical systems to explain reciprocal influences that occur among them.,D2.Geo.4.9-12,Analyze relationships and interactions within and between human and physical systems to explain reciprocal influences that occur among them.,c3ss
D2.Geo,6-8,Evaluate how political and economic decisions throughout time have influenced cultural and environmental characteristics of various places and regions.,D2.Geo.5.9-12,Evaluate how political and economic decisions throughout time have influenced cultural and environmental characteristics of various places and regions.,c3ss
D2.Geo,6-8,Evaluate the impact of human settlement activities on the environmental and cultural characteristics of specific places and regions,D2.Geo.6.9-12,Evaluate the impact of human settlement activities on the environmental and cultural characteristics of specific places and regions,c3ss
D2.Geo,6-8,"Analyze the reciprocal nature of how historical events and the spatial diffusion of ideas, technologies, and cultural practices have influenced migration patterns and the distribution of human population.",D2.Geo.7.9-12,"Analyze the reciprocal nature of how historical events and the spatial diffusion of ideas, technologies, and cultural practices have influenced migration patterns and the distribution of human population.",c3ss
D2.Geo,6-8,"Evaluate the impact of economic activities and political decisions on spatial patterns within and among urban, suburban, and rural regions",D2.Geo.8.9-12,"Evaluate the impact of economic activities and political decisions on spatial patterns within and among urban, suburban, and rural regions",c3ss
D2.Geo,6-8,"Evaluate the influence of long-term climate variability on human migration and settlement patterns, resource use, and land uses at local-to-global scales.",D2.Geo.9.9-12,"Evaluate the influence of long-term climate variability on human migration and settlement patterns, resource use, and land uses at local-to-global scales.",c3ss
D2.His,6-8,Evaluate how historical events and developments were shaped by unique circumstances of time and place as well as broader historical contexts.,D2.His.1.9-12,Evaluate how historical events and developments were shaped by unique circumstances of time and place as well as broader historical contexts.,c3ss
D2.His,6-8, Detect possible limitations in various kinds of historical evidence and differing secondary interpretations.,D2.His.10.9-12, Detect possible limitations in various kinds of historical evidence and differing secondary interpretations.,c3ss
D2.His,6-8,"Critique the usefulness of historical sources for a specific historical inquiry based on their maker, date, place of origin, intended audience, and purpose.",D2.His.11.9-12,"Critique the usefulness of historical sources for a specific historical inquiry based on their maker, date, place of origin, intended audience, and purpose.",c3ss
D2.His,6-8,Use questions generated about multiple historical sources to pursue further inquiry and investigate additional sources.,D2.His.12.9-12,Use questions generated about multiple historical sources to pursue further inquiry and investigate additional sources.,c3ss
D2.His,6-8,Critique the appropriateness of the historical sources used in a secondary interpretation,D2.His.13.9-12,Critique the appropriateness of the historical sources used in a secondary interpretation,c3ss
D2.His,6-8,Analyze multiple and complex causes and effects of events in the past.,D2.His.14.9-12,Analyze multiple and complex causes and effects of events in the past.,c3ss
D2.His,6-8,Distinguish between long-term causes and triggering events in developing a historical argument.,D2.His.15.9-12,Distinguish between long-term causes and triggering events in developing a historical argument.,c3ss
D2.His,6-8,Integrate evidence from multiple relevant historical sources and interpretations into a reasoned argument about the past.,D2.His.16.9-12,Integrate evidence from multiple relevant historical sources and interpretations into a reasoned argument about the past.,c3ss
D2.His,6-8,Critique the central arguments in secondary works of history on related topics in multiple media in terms of their historical accuracy.,D2.His.17.9-12,Critique the central arguments in secondary works of history on related topics in multiple media in terms of their historical accuracy.,c3ss
D2.His,6-8,Analyze change and continuity in historical eras,D2.His.2.9-12,Analyze change and continuity in historical eras,c3ss
D2.His,6-8,Use questions generated about individuals and groups to assess how the significance of their actions changes over time and is shaped by the historical context.,D2.His.3.9-12,Use questions generated about individuals and groups to assess how the significance of their actions changes over time and is shaped by the historical context.,c3ss
D2.His,6-8,Analyze complex and interacting factors that influenced the perspectives of people during different historical eras.,D2.His.4.9-12,Analyze complex and interacting factors that influenced the perspectives of people during different historical eras.,c3ss
D2.His,6-8,Analyze how historical contexts shaped and continue to shape people’s perspectives,D2.His.5.9-12,Analyze how historical contexts shaped and continue to shape people’s perspectives,c3ss
D2.His,6-8,Analyze the ways in which the perspectives of those writing history shaped the history that they produced,D2.His.6.9-12,Analyze the ways in which the perspectives of those writing history shaped the history that they produced,c3ss
D2.His,6-8,Explain how the perspectives of people in the present shape interpretations of the past,D2.His.7.9-12,Explain how the perspectives of people in the present shape interpretations of the past,c3ss
D2.His,6-8,Analyze how current interpretations of the past are limited by the extent to which available historical sources represent perspectives of people at the time.,D2.His.8.9-12,Analyze how current interpretations of the past are limited by the extent to which available historical sources represent perspectives of people at the time.,c3ss
D2.His,6-8,Analyze the relationship between historical sources and the secondary interpretations made from them.,D2.His.9.9-12,Analyze the relationship between historical sources and the secondary interpretations made from them.,c3ss
D3.Sources,6-8,"Gather relevant information from multiple sources representing a wide range of views while using the origin, authority, structure, context, and corroborative value of the sources to guide the selection.",D3.1.9-12,"Gather relevant information from multiple sources representing a wide range of views while using the origin, authority, structure, context, and corroborative value of the sources to guide the selection.",c3ss
D3.Sources,6-8,Evaluate the credibility of a source by examining how experts value the source.,D3.2.9-12,Evaluate the credibility of a source by examining how experts value the source.,c3ss
D3.Claims,6-8,Identify evidence that draws information directly and substantively from multiple sources to detect inconsistencies in evidence in order to revise or strengthen claims.,D3.3.9-12,Identify evidence that draws information directly and substantively from multiple sources to detect inconsistencies in evidence in order to revise or strengthen claims.,c3ss
D3.Claims,6-8,"Refine claims and counterclaims attending to precision, significance, and knowledge conveyed through the claim while pointing out the strengths and limitations of both.",D3.4.9-12,"Refine claims and counterclaims attending to precision, significance, and knowledge conveyed through the claim while pointing out the strengths and limitations of both.",c3ss
D4.Conclusions,6-8,"Construct arguments using precise and knowledgeable claims, with evidence from multiple sources, while acknowledging counterclaims and evidentiary weaknesses.",D4.1.9-12,"Construct arguments using precise and knowledgeable claims, with evidence from multiple sources, while acknowledging counterclaims and evidentiary weaknesses.",c3ss
D4.Conclusions,6-8,"Construct explanations using sound reasoning, correct sequence (linear or non-linear), examples, and details with significant and pertinent information and data, while acknowledging the strengths and weaknesses of the explanation given its purpose (e.g., cause and effect, chronological, procedural, technical).",D4.2.9-12,"Construct explanations using sound reasoning, correct sequence (linear or non-linear), examples, and details with significant and pertinent information and data, while acknowledging the strengths and weaknesses of the explanation given its purpose (e.g., cause and effect, chronological, procedural, technical).",c3ss
D4.Conclusions,6-8,"Present adaptations of arguments and explanations that feature evocative ideas and perspectives on issues and topics to reach a range of audiences and venues outside the classroom using print and oral technologies (e.g., posters, essays, letters, debates, speeches, reports, and maps) and digital technologies (e.g., Internet, social media, and digital documentary).",D4.3.9-12,"Present adaptations of arguments and explanations that feature evocative ideas and perspectives on issues and topics to reach a range of audiences and venues outside the classroom using print and oral technologies (e.g., posters, essays, letters, debates, speeches, reports, and maps) and digital technologies (e.g., Internet, social media, and digital documentary).",c3ss
D4.Conclusions,6-8,Critique the use of claims and evidence in arguments for credibility.,D4.4.9-12,Critique the use of claims and evidence in arguments for credibility.,c3ss
D4.Conclusions,6-8,"Critique the use of the reasoning, sequencing, and supporting details of explanations.",D4.5.9-12,"Critique the use of the reasoning, sequencing, and supporting details of explanations.",c3ss
D4.Action,6-8,"Use disciplinary and interdisciplinary lenses to understand the characteristics and causes of local, regional, and global problems; instances of such problems in multiple contexts; and challenges and opportunities faced by those trying to address these problems over time and place.",D4.6.9-12,"Use disciplinary and interdisciplinary lenses to understand the characteristics and causes of local, regional, and global problems; instances of such problems in multiple contexts; and challenges and opportunities faced by those trying to address these problems over time and place.",c3ss
D4.Action,6-8,"Assess options for individual and collective action to address local, regional, and global problems by engaging in self-reflection, strategy identification, and complex causal reasoning",D4.7.9-12,"Assess options for individual and collective action to address local, regional, and global problems by engaging in self-reflection, strategy identification, and complex causal reasoning",c3ss
D4.Action,6-8,"Apply a range of deliberative and democratic strategies and procedures to make decisions and take action in their classrooms, schools, and out-of-school civic contexts.",D4.8.9-12,"Apply a range of deliberative and democratic strategies and procedures to make decisions and take action in their classrooms, schools, and out-of-school civic contexts.",c3ss
