framework,category,standard,description
csa2025,4.5.A,4.5.A.1,"There are standard algorithms that utilize array traversals to
• determine a minimum or maximum value.
• compute a sum or average.
• determine if at least one element has a particular property.
• determine if all elements have a particular property.
• determine the number of elements having a particular property.
• access all consecutive pairs of elements.
• determine the presence or absence of duplicate elements.
• shift or rotate elements left or right.
• reverse the order of the elements."
csa2025,4.6.A,4.6.A.1,A file is storage for data that persists when the program is not running. The data in a file can be retrieved during program execution.
csa2025,4.6.A,4.6.A.2,A file can be connected to the program using the File and Scanner classes.
csa2025,4.6.A,4.6.A.3,"A file can be opened by creating a File object, using the name of the file as the argument of the constructor.
• File(String str) is the File constructor that accepts a String file name to open for reading, where str is the pathname for the file."
csa2025,4.6.A,4.6.A.4,"When using the File class, it is required to indicate what to do if the file with the provided name cannot be opened. One way to accomplish this is to add throws IOException to the header of the method that uses the file. If the file name is invalid, the program will terminate."
csa2025,4.6.A,4.6.A.5,The File and IOException classes are part of the java.io package. An import statement must be used to make these classes available for use in the program.
csa2025,4.7.A,4.7.A.1,"The Integer class and Double class are part of the java.lang package. An Integer object is immutable, meaning once an Integer object is created, its attributes cannot be changed. A Double object is immutable, meaning once a Double object is created, its attributes cannot be changed."
csa2025,4.7.A,4.7.A.2,"Autoboxing is the automatic conversion that the Java compiler makes between primitive types and their corresponding object wrapper classes. This includes converting an int to an Integer and a double to a Double. The Java compiler applies autoboxing when a primitive value is
• passed as a parameter to a method that expects an object of the corresponding wrapper class.
• assigned to a variable of the corresponding wrapper class."
csa2025,4.7.A,4.7.A.3,"Unboxing is the automatic conversion that the Java compiler makes from the wrapper class to the primitive type. This includes converting an Integer to an int and a Double to a double. The Java compiler applies unboxing when a wrapper class object is
• passed as a parameter to a method that expects a value of the corresponding primitive type.
• assigned to a variable of the corresponding primitive type."
csa2025,4.7.A,4.7.A.4,"The following class Integer method—including what it does and when it is used—is part of the AP Java Quick Reference:
• static int parseInt(String s) returns the String argument as a signed int."
csa2025,4.7.A,4.7.A.5,"The following class Double method—including what it does and when it is used—is part of the AP Java Quick Reference:
• static double parseDouble(String s) returns the String argument as a signed double."
csa2025,4.8.A,4.8.A.1,An ArrayList object is mutable in size and contains object references.
csa2025,4.8.A,4.8.A.2,The ArrayList constructor ArrayList() constructs an empty list.
csa2025,4.8.A,4.8.A.3,"Java allows the generic type ArrayList <E>, where the type parameter E specifies the type of the elements. When ArrayList <E> is specified, the types of the reference parameters and return type when using the ArrayList methods are type E. ArrayList <E> is preferred over ArrayList. For example, ArrayList <String> names = new ArrayList <String>(); allows the compiler to find errors that would otherwise be found at run-time."
csa2025,4.8.A,4.8.A.4,The ArrayList class is part of the java.util package. An import statement can be used to make this class available for use in the program.
csa2025,4.8.A,4.8.A.5,"The following ArrayList methods—including what they do and when they are used—are part of the AP Java Quick Reference:
• int size() returns the number of elements in the list.
• boolean add(E obj) appends obj to end of list; returns true.
• void add(int index, E obj) inserts obj at position index (0 <= index <= size), moving elements at position index and higher to the right (adds 1 to their indices) and adds 1 to size.
• E get(int index) returns the element at position index in the list.
• E set(int index, E obj) replaces the element at position index with obj; returns the element formerly at position index.
• E remove(int index) removes element from position index, moving elements at position index + 1 and higher to the left (subtracts 1 from their indices) and subtracts 1 from size; returns the element formerly at position index."
csa2025,4.8.A,4.8.A.6,The indices for an ArrayList start at 0 and end at the number of elements - 1.
csa2025,4.9.A,4.9.A.1,Traversing an ArrayList is when iteration or recursive statements are used to access all or an ordered sequence of the elements in an ArrayList.
csa2025,4.9.A,4.9.A.2,Deleting elements during a traversal of an ArrayList requires the use of special techniques to avoid skipping elements.
csa2025,4.9.A,4.9.A.3,Attempting to access an index value outside of its range will result in an IndexOutOfBoundsException.
csa2025,4.9.A,4.9.A.4,"Changing the size of an ArrayList while traversing it using an enhanced for loop can result in a ConcurrentModifcationException. Therefore, when using an enhanced for loop to traverse an ArrayList, you should not add or remove elements."
csa2025,4.10.A,4.10.A.1,"There are standard ArrayList algorithms that utilize traversals to
• determine a minimum or maximum value.
• compute a sum or average.
• determine if at least one element has a particular property.
• determine if all elements have a particular property.
• determine the number of elements having a particular property.
• access all consecutive pairs of elements.
• determine the presence or absence of duplicate elements.
• shift or rotate elements left or right.
• reverse the order of the elements.
• insert elements.
• delete elements."
csa2025,4.10.A,4.10.A.2,"Some algorithms require multiple String, array, or ArrayList objects to be traversed simultaneously."
csa2025,4.11.A,4.11.A.1,"A 2D array is stored as an array of arrays. Therefore, the way 2D arrays are created and indexed is similar to 1D array objects. The size of a 2D array is established at the time of creation and cannot be changed. 2D arrays can store either primitive data or object reference data.
EXCLUSION STATEMENT
Non-rectangular 2D array objects are outside the scope of the AP Computer Science A course and exam."
csa2025,4.11.A,4.11.A.2,"When a 2D array is created using the keyword new, all of its elements are initialized to the default values for the element data type. The default value for int is 0; double is 0.0; boolean is false; and for a reference type is null."
csa2025,4.11.A,4.11.A.3,"The initializer list used to create and initialize a 2D array consists of initializer lists that represent 1D arrays. For example, int[][] arr2D = { {1, 2, 3}, {4, 5, 6} };."
csa2025,4.11.A,4.11.A.4,"The square brackets [row][col] are used to access and modify an element in a 2D array. For the purposes of the exam, when accessing the element at arr[first][second], the first index is used for rows, the second index is used for columns."
csa2025,4.11.A,4.11.A.5,A single array that is a row of a 2D array can be accessed using the 2D array name and a single set of square brackets containing the row index.
csa2025,4.11.A,4.11.A.6,"The number of rows contained in a 2D array can be accessed through the length attribute. The valid row index values for a 2D array are 0 through one less than the number of rows or the length of the array, inclusive. The number of columns contained in a 2D array can be accessed through the length attribute of one of the rows. The valid column index values for a 2D array are 0 through one less than the number of columns or the length of any given row of the array, inclusive. For example, given a 2D array named values, the number of rows is values.length and the number of columns is values[0].length. Using an index value outside of these ranges will result in an ArrayIndexOutOfBoundsException."
csa2025,4.12.A,4.12.A.1,"Nested iteration statements are used to traverse and access all or an ordered sequence of elements in a 2D array. Since 2D arrays are stored as arrays of arrays, the way 2D arrays are traversed using for loops and enhanced for loops is similar to 1D array objects. Nested iteration statements can be written to traverse the 2D array in “row-major order,” “column-major order,” or a uniquely defined order. “Row-major order” refers to an ordering of 2D array elements where traversal occurs across each row, whereas “column-major order” traversal occurs down each column."
csa2025,4.12.A,4.12.A.2,"The outer loop of a nested enhanced for loop used to traverse a 2D array traverses the rows. Therefore, the enhanced for loop variable must be the type of each row, which is a 1D array. The inner loop traverses a single row. Therefore, the inner enhanced for loop variable must be the same type as the elements stored in the 1D array. Assigning a new value to the enhanced for loop variable does not change the value stored in the array."
csa2025,4.13.A,4.13.A.1,"There are standard algorithms that utilize 2D array traversals to
• determine a minimum or maximum value of all the elements or for a designated row, column, or other sub-section.
• compute a sum or average of all the elements or for a designated row, column, or other sub-section.
• determine if at least one element has a particular property in the entire 2D array or for a designated row, column, or other sub-section.
• determine if all elements of the 2D array or a designated row, column, or other sub-section have a particular property.
• determine the number of elements in the 2D array or in a designated row, column, or other sub-section having a particular property.
• access all consecutive pairs of elements.
• determine the presence or absence of duplicate elements in the 2D array or in a designated row, column, or other sub-section.
• shift or rotate elements in a row left or right or in a column up or down.
• reverse the order of the elements in a row or column."
csa2025,4.14.A,4.14.A.1,Linear search algorithms are standard algorithms that check each element in order until the desired value is found or all elements in the array or ArrayList have been checked. Linear search algorithms can begin the search process from either end of the array or ArrayList.
csa2025,4.14.A,4.14.A.2,"When applying linear search algorithms to 2D arrays, each row must be accessed then linear search applied to each row of the 2D array."
csa2025,4.15.A,4.15.A.1,Selection sort and insertion sort are iterative sorting algorithms that can be used to sort elements in an array or ArrayList.
csa2025,4.15.A,4.15.A.2,Selection sort repeatedly selects the smallest (or largest) element from the unsorted portion of the list and swaps it into its correct (and final) position in the sorted portion of the list.
csa2025,4.15.A,4.15.A.3,Insertion sort inserts an element from the unsorted portion of a list into its correct (but not necessarily final) position in the sorted portion of the list by shifting elements of the sorted portion to make room for the new element.
csa2025,4.16.A,4.16.A.1,"A recursive method is a method that calls itself. Recursive methods contain at least one base case, which halts the recursion, and at least one recursive call. Recursion is another form of repetition."
csa2025,4.16.A,4.16.A.2,"Each recursive call has its own set of local variables, including the parameters. Parameter values capture the progress of a recursive process, much like loop control variable values capture the progress of a loop."
csa2025,4.16.A,4.16.A.3,"Any recursive solution can be replicated through the use of an iterative approach and vice versa.
EXCLUSION STATEMENT
Writing recursive code is outside the scope of the AP Computer Science A course and exam."
csa2025,4.17.A,4.17.A.1,"Recursion can be used to traverse String objects, arrays, and ArrayList objects."
csa2025,4.17.B,4.17.B.1,Data must be in sorted order to use the binary search algorithm. Binary search starts at the middle of a sorted array or ArrayList and eliminates half of the array or ArrayList in each recursive call until the desired value is found or all elements have been eliminated.
csa2025,4.17.B,4.17.B.2,"Binary search is typically more efficient than linear search.
EXCLUSION STATEMENT
Search algorithms other than linear and binary search are outside the scope of the AP Computer Science A course and exam."
csa2025,4.17.B,4.17.B.3,The binary search algorithm can be written either iteratively or recursively.
csa2025,4.17.C,4.17.C.1,"Merge sort is a recursive sorting algorithm that can be used to sort elements in an array or ArrayList.
EXCLUSION STATEMENT
Sorting algorithms other than selection, insertion, and merge sort are outside the scope of the AP Computer Science A course and exam."
csa2025,4.17.C,4.17.C.2,Merge sort repeatedly divides an array into smaller subarrays until each subarray is one element and then recursively merges the sorted subarrays back together in sorted order to form the final sorted array.
