id	name	city	state	zip
1703900	APTAKISIC-TRIPP CCSD 102	BUFFALO GROVE	IL	60089
1703930	ARBOR PARK SD 145	OAK FOREST	IL	60452
1703960	ARCOLA CUSD 306	ARCOLA	IL	61910
1703990	ARGENTA-OREANA CUSD 1	ARGENTA	IL	62501
1704020	ARGO CHSD 217	SUMMIT	IL	60501
1704050	SUMMIT SD 104	SUMMIT	IL	60501
1704140	ARLINGTON HEIGHTS SD 25	ARLINGTON HEIGHTS	IL	60005
1704170	TOWNSHIP HSD 214	ARLINGTON HEIGHTS	IL	60005
1704200	ARMSTRONG-ELLIS CONS SD 61	ARMSTRONG	IL	61812
1704230	ARMSTRONG TWP HSD 225	ARMSTRONG	IL	61812
1704260	ARTHUR CUSD 305	ARTHUR	IL	61911
1704340	ASHLEY CCSD 15	ASHLEY	IL	62808
1704380	ASHTON-FRANKLIN CENTER CUSD 275	ASHTON	IL	61006
1704440	ASTORIA CUSD 1	ASTORIA	IL	61501
1704470	ATHENS CUSD 213	ATHENS	IL	62613
1704560	ATWOOD HEIGHTS SD 125	ALSIP	IL	60803
1704590	ATWOOD HAMMOND CUSD 39	ATWOOD	IL	61913
1704620	AUBURN CUSD 10	AUBURN	IL	62615
1704680	AURORA EAST USD 131	AURORA	IL	60505
1704710	AURORA WEST USD 129	AURORA	IL	60506
1704740	AVISTON SD 21	AVISTON	IL	62216
1704770	CENTRAL CHSD 71	BREESE	IL	62230
1704800	AVOCA SD 37	WILMETTE	IL	60091
1704830	AVON CUSD 176	AVON	IL	61415
1704920	BALL CHATHAM CUSD 5	CHATHAM	IL	62629
1704950	BANNOCKBURN SD 106	BANNOCKBURN	IL	60015
1705050	BARRINGTON CUSD 220	BARRINGTON	IL	60010
1705160	BARTELSO SD 57	BARTELSO	IL	62218
1705190	BARTONVILLE SD 66	BARTONVILLE	IL	61607
1705220	BATAVIA USD 101	BATAVIA	IL	60510
1705310	BEARDSTOWN CUSD 15	BEARDSTOWN	IL	62618
1705430	BEECHER CUSD 200U	BEECHER	IL	60401
1705460	BEECHER CITY CUSD 20	BEECHER CITY	IL	62414
1705465	KNOX-WARREN SPEC EDUC DISTRICT	GALESBURG	IL	61401
1705466	MARSEILLES ESD 150	MARSEILLES	IL	61341
1705570	OPDYKE-BELLE-RIVE CCSD 5	OPDYKE	IL	62872
1705580	BELLE VALLEY SD 119	BELLEVILLE	IL	62220
1705610	BELLEVILLE SD 118	BELLEVILLE	IL	62220
1705640	BELLEVILLE TWP HSD 201	BELLEVILLE	IL	62220
1705760	BELLWOOD SD 88	BELLWOOD	IL	60104
1705790	BELVIDERE CUSD 100	BELVIDERE	IL	61008
1705820	BEMENT CUSD 5	BEMENT	IL	61813
1705880	BENJAMIN SD 25	WEST CHICAGO	IL	60185
1705910	BENSENVILLE SD 2	BENSENVILLE	IL	60106
1705950	BENTON CCSD 47	BENTON	IL	62812
1705970	BENTON CONS HSD 103	BENTON	IL	62812
1706000	BERKELEY SD 87	BERKELEY	IL	60163
1706060	BERWYN NORTH SD 98	BERWYN	IL	60402
1706090	BERWYN SOUTH SD 100	BERWYN	IL	60402
1706120	BETHALTO CUSD 8	BETHALTO	IL	62010
1706180	BETHEL SD 82	MOUNT VERNON	IL	62864
1706270	BIG HOLLOW SD 38	INGLESIDE	IL	60041
1706390	BISMARCK HENNING CUSD	BISMARCK	IL	61814
1706420	BLOOM TWP HSD 206	CHICAGO HEIGHTS	IL	60411
1706450	BLOOMINGDALE SD 13	BLOOMINGDALE	IL	60108
1706480	BLOOMINGTON SD 87	BLOOMINGTON	IL	61701
1706510	COOK COUNTY SD 130	BLUE ISLAND	IL	60406
1706540	CHSD 218	OAK LAWN	IL	60453
1706600	SCOTT-MORGAN CUSD 2	BLUFFS	IL	62621
1706630	BLUFORD CCSD 114	BLUFORD	IL	62814
1706750	BOURBONNAIS SD 53	BOURBONNAIS	IL	60914
1706840	BRACEVILLE SD 75	BRACEVILLE	IL	60407
1706880	BRADFORD CUSD 1	BRADFORD	IL	61421
1706930	BRADLEY SD 61	BRADLEY	IL	60915
1706960	BRADLEY BOURBONNAIS CHSD 307	BRADLEY	IL	60915
1707010	BREESE ESD 12	BREESE	IL	62230
1707050	BREMEN CHSD 228	MIDLOTHIAN	IL	60445
1707170	INDIAN SPRINGS SD 109	JUSTICE	IL	60458
1707200	BRIMFIELD CUSD 309	BRIMFIELD	IL	61517
1707290	LEMONT-BROMBEREK CSD 113A	LEMONT	IL	60439
1707320	BROOKFIELD LAGRANGE PARK SD 95	BROOKFIELD	IL	60513
1707440	BROWNSTOWN CUSD 201	BROWNSTOWN	IL	62418
1707650	PAXTON-BUCKLEY-LODA CUD 10	PAXTON	IL	60957
1707740	BUNCOMBE CONS SD 43	BUNCOMBE	IL	62912
1707770	BUNKER HILL CUSD 8	BUNKER HILL	IL	62014
1707830	CENTRAL CUSD 301	BURLINGTON	IL	60109
1707860	BURNHAM SD 154-5	BURNHAM	IL	60633
1707950	BUSHNELL PRAIRIE CITY CUSD 170	BUSHNELL	IL	61422
1707980	BUTLER SD 53	OAK BROOK	IL	60523
1708010	BYRON CUSD 226	BYRON	IL	61010
1708040	CAHOKIA CUSD 187	CAHOKIA	IL	62206
1708070	CAIRO USD 1	CAIRO	IL	62914
1708100	LINCOLN ESD 156	CALUMET CITY	IL	60409
1708130	CALUMET PUBLIC SD 132	CALUMET PARK	IL	60827
1708160	CAMBRIDGE CUSD 227	CAMBRIDGE	IL	61238
1708220	CENTRAL CUSD 3	CAMP POINT	IL	62320
1708250	TRICO CUSD 176	CAMPBELL HILL	IL	62916
1708280	CANTON UNION SD 66	CANTON	IL	61520
1708310	CARBON CLIFF-BARSTOW SD 36	SILVIS	IL	61282
1708340	CARBONDALE ESD 95	CARBONDALE	IL	62902
1708370	CARBONDALE CHSD 165	CARBONDALE	IL	62902
1708400	CONS HSD 230	ORLAND PARK	IL	60462
1708430	CARLINVILLE CUSD 1	CARLINVILLE	IL	62626
1708460	CARLYLE CUSD 1	CARLYLE	IL	62231
1708500	CARMI-WHITE COUNTY CUSD 5	CARMI	IL	62821
1708550	CUSD 300	ALGONQUIN	IL	60102
1708580	CARRIER MILLS-STONEFORT CUSD 2	CARRIER MILLS	IL	62917
1708610	CARROLLTON CUSD 1	CARROLLTON	IL	62016
1708640	CARTERVILLE CUSD 5	CARTERVILLE	IL	62918
1708730	CARY CCSD 26	CARY	IL	60013
1708790	CASS SD 63	DARIEN	IL	60561
1708970	CENTER CASS SD 66	DOWNERS GROVE	IL	60516
1709100	CENTRAL A & M CUD 21	ASSUMPTION	IL	62510
1709150	CENTRAL SD 51	WASHINGTON	IL	61571
1709170	CENTRAL SD 104	O FALLON	IL	62269
1709180	CENTRAL CITY SD 133	CENTRALIA	IL	62801
1709210	LOCKPORT SD 91	LOCKPORT	IL	60441
1709270	CENTRALIA SD 135	CENTRALIA	IL	62801
1709300	CENTRALIA HSD 200	CENTRALIA	IL	62801
1709330	CERRO GORDO CUSD 100	CERRO GORDO	IL	61818
1709400	CHADWICK-MILLEDGEVILLE CUSD 399	CHADWICK	IL	61014
1709420	CHAMPAIGN CUSD 4	CHAMPAIGN	IL	61820
1709510	CHANEY-MONGE SD 88	CREST HILL	IL	60403
1709540	CHANNAHON SD 17	CHANNAHON	IL	60410
1709600	CHARLESTON CUSD 1	CHARLESTON	IL	61920
1709720	CHERRY SD 92	CHERRY	IL	61317
1709810	CHESTER CUSD 139	CHESTER	IL	62233
1709850	CHESTER-EAST LINCOLN CCSD 61	LINCOLN	IL	62656
1709930	CITY OF CHICAGO SD 299	CHICAGO	IL	60602
1709960	CHICAGO HEIGHTS SD 170	CHICAGO HEIGHTS	IL	60411
1709990	CHICAGO RIDGE SD 127-5	CHICAGO RIDGE	IL	60415
1710200	CICERO SD 99	CICERO	IL	60804
1710240	NORTH WAYNE CUSD 200	CISNE	IL	62823
1710290	CISSNA PARK CUSD 6	CISSNA PARK	IL	60924
1710340	CLAY CITY CUSD 10	CLAY CITY	IL	62824
1710380	SKOKIE SD 73-5	SKOKIE	IL	60076
1710410	CENTRAL CUSD 4	ASHKUM	IL	60911
1710440	CLINTON CUSD 15	CLINTON	IL	61727
1710470	CCSD 93	BLOOMINGDALE	IL	60108
1710530	COAL CITY CUSD 1	COAL CITY	IL	60416
1710570	COBDEN SUD 17	COBDEN	IL	62920
1710650	COLLINSVILLE CUSD 10	COLLINSVILLE	IL	62234
1710690	COLONA SD 190	COLONA	IL	61241
1710740	COLUMBIA CUSD 4	COLUMBIA	IL	62236
1710760	CATLIN CUSD 5	CATLIN	IL	61817
1710790	HAMILTON CO CUSD 10	MC LEANSBORO	IL	62859
1710800	OAKWOOD CUSD 76	OAKWOOD	IL	61858
1710820	WESTVILLE CUSD 2	WESTVILLE	IL	61883
1710830	TRIOPIA CUSD 27	CONCORD	IL	62631
1710860	CORNELL CCSD 426	CORNELL	IL	61319
1710950	FORD HEIGHTS SD 169	FORD HEIGHTS	IL	60411
1710980	COULTERVILLE USD 1	COULTERVILLE	IL	62237
1711010	COUNTRY CLUB HILLS SD 160	COUNTRY CLUB HILLS	IL	60478
1711100	CRAB ORCHARD CUSD 3	MARION	IL	62959
1711220	CRESTON CCSD 161	CRESTON	IL	60113
1711250	CRETE MONEE CUSD 201U	CRETE	IL	60417
1711290	CREVE COEUR SD 76	CREVE COEUR	IL	61610
1711350	CRYSTAL LAKE CCSD 47	CRYSTAL LAKE	IL	60014
1711370	CHSD 155	CRYSTAL LAKE	IL	60014
1711400	CUSD 3 FULTON COUNTY	CUBA	IL	61427
1711520	CYPRESS SD 64	CYPRESS	IL	62923
1711610	DAKOTA CUSD 201	DAKOTA	IL	61018
1711700	DALZELL SD 98	DALZELL	IL	61320
1711730	DAMIANSVILLE SD 62	DAMIANSVILLE	IL	62215
1711790	DANVILLE CCSD 118	DANVILLE	IL	61832
1711850	DECATUR SD 61	DECATUR	IL	62523
1711880	DEER CREEK-MACKINAW CUSD 701	MACKINAW	IL	61755
1711910	DEER PARK CCSD 82	OTTAWA	IL	61350
1711980	DEERFIELD SD 109	DEERFIELD	IL	60015
1712000	DEKALB CUSD 428	DEKALB	IL	60115
1712030	DELAND-WELDON CUSD 57	DE LAND	IL	61839
1712060	DELAVAN CUSD 703	DELAVAN	IL	61734
1712090	DEPUE USD 103	DEPUE	IL	61322
1712120	CCSD 62	DES PLAINES	IL	60016
1712150	DESOTO CONS SD 86	DE SOTO	IL	62924
1712210	DIAMOND LAKE SD 76	MUNDELEIN	IL	60060
1712240	DIETERICH CUSD 30	DIETERICH	IL	62424
1712270	DIMMICK CCSD 175	LA SALLE	IL	61301
1712330	DIXON USD 170	DIXON	IL	61021
1712390	DODDS CCSD 7	MOUNT VERNON	IL	62864
1712420	DOLTON SD 149	CALUMET CITY	IL	60409
1712450	DOLTON SD 148	RIVERDALE	IL	60827
1712480	DONGOLA USD 66	DONGOLA	IL	62926
1712510	DONOVAN CUSD 3	DONOVAN	IL	60931
1712540	DOWNERS GROVE GSD 58	DOWNERS GROVE	IL	60516
1712570	CHSD 99	DOWNERS GROVE	IL	60516
1712700	DUNLAP CUSD 323	PEORIA	IL	61614
1712720	DUPO CUSD 196	DUPO	IL	62239
1712760	DUQUOIN CUSD 300	DU QUOIN	IL	62832
1712810	DURAND CUSD 322	DURAND	IL	61024
1712840	DWIGHT COMMON SD 232	DWIGHT	IL	60420
1712870	DWIGHT TWP HSD 230	DWIGHT	IL	60420
1712900	E ST LOUIS AREA JOINT AGREEMENT	EAST SAINT LOUIS	IL	62201
1712930	EARLVILLE CUSD 9	EARLVILLE	IL	60518
1712960	EAST ALTON SD 13	EAST ALTON	IL	62024
1712990	EAST ALTON-WOOD RIVER CHSD 14	WOOD RIVER	IL	62095
1713020	EAST COLOMA SD 12	ROCK FALLS	IL	61071
1713050	EAST DUBUQUE USD 119	EAST DUBUQUE	IL	61025
1713140	EAST MAINE SD 63	DES PLAINES	IL	60016
1713170	EAST MOLINE SD 37	EAST MOLINE	IL	61244
1713230	EAST PEORIA CHSD 309	EAST PEORIA	IL	61611
1713240	EAST PEORIA SD 86	EAST PEORIA	IL	61611
1713260	EAST PRAIRIE SD 73	SKOKIE	IL	60076
1713290	EAST RICHLAND CUSD 1	OLNEY	IL	62450
1713320	EAST ST LOUIS SD 189	EAST SAINT LOUIS	IL	62201
1713370	EDGAR COUNTY CUD 6	CHRISMAN	IL	61924
1713410	EDINBURG CUSD 4	EDINBURG	IL	62531
1713440	LINDOP SD 92	BROADVIEW	IL	60155
1713500	EDWARDS COUNTY CUSD 1	ALBION	IL	62806
1713530	EDWARDSVILLE CUSD 7	EDWARDSVILLE	IL	62025
1713560	EFFINGHAM CUSD 40	EFFINGHAM	IL	62401
1713590	EGYPTIAN CUSD 5	TAMMS	IL	62988
1713660	ELDORADO CUSD 4	ELDORADO	IL	62930
1713710	SD U-46	ELGIN	IL	60120
1713770	COMM CONS SD 59	ARLINGTON HEIGHTS	IL	60005
1713860	ELVERADO CUSD 196	ELKVILLE	IL	62932
1713920	TRI VALLEY CUSD 3	DOWNS	IL	61736
1713940	DUPAGE HSD 88	ADDISON	IL	60101
1713970	ELMHURST SD 205	ELMHURST	IL	60126
1714050	ELMWOOD CUSD 322	ELMWOOD	IL	61529
1714100	ELMWOOD PARK CUSD 401	ELMWOOD PARK	IL	60707
1714160	ELWOOD CCSD 203	ELWOOD	IL	60421
1714220	HARMONY EMGE SD 175	BELLEVILLE	IL	62223
1714250	EMMONS SD 33	ANTIOCH	IL	60002
1714350	ERIE CUSD 1	ERIE	IL	61250
1714410	ESWOOD CCSD 269	LINDENWOOD	IL	61049
1714430	EUREKA CUD 140	EUREKA	IL	61530
1714460	EVANSTON CCSD 65	EVANSTON	IL	60201
1714490	EVANSTON TWP HSD 202	EVANSTON	IL	60201
1714550	EVERGREEN PARK ESD 124	EVERGREEN PARK	IL	60805
1714580	EVERGREEN PARK CHSD 231	EVERGREEN PARK	IL	60805
1714640	EWING NORTHERN CCSD 115	EWING	IL	62836
1714710	FAIRFIELD PSD 112	FAIRFIELD	IL	62837
1714760	FAIRMONT SD 89	LOCKPORT	IL	60441
1714820	FAIRVIEW SD 72	SKOKIE	IL	60077
1714940	FARRINGTON CCSD 99	BLUFORD	IL	62814
1715030	FENTON CHSD 100	BENSENVILLE	IL	60106
1715090	FIELD CCSD 3	TEXICO	IL	62889
1715100	FIELDCREST CUSD 6	MINONK	IL	61760
1715180	FISHER CUSD 1	FISHER	IL	61843
1715400	FLORA CUSD 35	FLORA	IL	62839
1715420	FLOSSMOOR SD 161	CHICAGO HEIGHTS	IL	60411
1715450	FOREST PARK SD 91	FOREST PARK	IL	60130
1715480	FOREST RIDGE SD 142	OAK FOREST	IL	60452
1715490	FORRESTVILLE VALLEY CUSD 221	FORRESTON	IL	61030
1715630	FOX LAKE GSD 114	SPRING GROVE	IL	60081
1715660	FOX RIVER GROVE CONS SD 3	FOX RIVER GROVE	IL	60021
1715700	FRANKFORT CCSD 157C	FRANKFORT	IL	60423
1715750	FRANKLIN CUSD 1	ALEXANDER	IL	62601
1715780	FRANKLIN PARK SD 84	FRANKLIN PARK	IL	60131
1715820	FREEBURG CCSD 70	FREEBURG	IL	62243
1715840	FREEBURG CHSD 77	FREEBURG	IL	62243
1715880	SERENA CUSD 2	SERENA	IL	60549
1715900	FREEPORT SD 145	FREEPORT	IL	61032
1715930	FREMONT SD 79	MUNDELEIN	IL	60060
1716020	GALATIA CUSD 1	GALATIA	IL	62935
1716050	GALENA USD 120	GALENA	IL	61036
1716080	GALESBURG CUSD 205	GALESBURG	IL	61401
1716140	GALVA CUSD 224	GALVA	IL	61434
1716230	GARDNER CCSD 72C	GARDNER	IL	60424
1716260	GARDNER S WILMINGTON TWP HSD 73	GARDNER	IL	60424
1716290	GAVIN SD 37	INGLESIDE	IL	60041
1716320	GEFF CCSD 14	GEFF	IL	62842
1716350	GENESEO CUSD 228	GENESEO	IL	61254
1716380	GENEVA CUSD 304	GENEVA	IL	60134
1716410	GENOA KINGSTON CUSD 424	GENOA	IL	60135
1716530	GERMANTOWN SD 60	GERMANTOWN	IL	62245
1716560	GERMANTOWN HILLS SD 69	GERMANTOWN HILLS	IL	61548
1716590	GIANT CITY CCSD 130	CARBONDALE	IL	62902
1716650	GIFFORD CCSD 188	GIFFORD	IL	61847
1716680	GILLESPIE CUSD 7	GILLESPIE	IL	62033
1716800	GLEN ELLYN SD 41	GLEN ELLYN	IL	60137
1716830	GLENBARD TWP HSD 87	GLEN ELLYN	IL	60137
1716860	GLENCOE SD 35	GLENCOE	IL	60022
1716920	GLENVIEW CCSD 34	GLENVIEW	IL	60026
1716950	BROOKWOOD SD 167	GLENWOOD	IL	60425
1717040	WOODRIDGE SD 68	WOODRIDGE	IL	60517
1717160	GOWER SD 62	WILLOWBROOK	IL	60527
1717190	GRAND PRAIRIE CCSD 6	CENTRALIA	IL	62801
1717220	GRAND RIDGE CCSD 95	GRAND RIDGE	IL	61325
1717280	GRANITE CITY CUSD 9	GRANITE CITY	IL	62040
1717310	GRANT CCSD 110	FAIRVIEW HEIGHTS	IL	62208
1717340	GRANT CHSD 124	FOX LAKE	IL	60020
1717370	GRANT PARK CUSD 6	GRANT PARK	IL	60940
1717490	GRASS LAKE SD 36	ANTIOCH	IL	60002
1717520	GRAYSLAKE CCSD 46	GRAYSLAKE	IL	60030
1717550	GRAYSLAKE CHSD 127	GRAYSLAKE	IL	60030
1717580	GRAYVILLE CUSD 1	GRAYVILLE	IL	62844
1717670	GREENFIELD CUSD 10	GREENFIELD	IL	62044
1717700	GREENVIEW CUSD 200	GREENVIEW	IL	62642
1717730	BOND COUNTY CUSD 2	GREENVILLE	IL	62246
1717790	GRIGGSVILLE-PERRY CUSD 4	GRIGGSVILLE	IL	62340
1717800	GURNEE SD 56	GURNEE	IL	60031
1717850	NORTHBROOK ESD 27	NORTHBROOK	IL	60062
1718030	HALL HSD 502	SPRING VALLEY	IL	61362
1718060	HAMILTON CCSD 328	HAMILTON	IL	62341
1718090	HAMPTON SD 29	HAMPTON	IL	61256
1718180	CALHOUN CUSD 40	HARDIN	IL	62047
1718200	HARDIN COUNTY CUSD 1	ELIZABETHTOWN	IL	62931
1718240	HARLEM UD 122	MACHESNEY PARK	IL	61115
1718270	HARRISBURG CUSD 3	HARRISBURG	IL	62946
1718360	HARRISON SD 36	WONDER LAKE	IL	60097
1718390	HARTSBURG EMDEN CUSD 21	HARTSBURG	IL	62643
1718420	HARVARD CUSD 50	HARVARD	IL	60033
1718450	HARVEY SD 152	HARVEY	IL	60426
1718480	W HARVEY-DIXMOOR PSD 147	HARVEY	IL	60426
1718510	HAVANA CUSD 126	HAVANA	IL	62644
1718570	HAWTHORN CCSD 73	VERNON HILLS	IL	60061
1718600	HAZEL CREST SD 152-5	HAZEL CREST	IL	60429
1718810	HERRIN CUSD 4	HERRIN	IL	62948
1718840	HERSCHER CUSD 2	HERSCHER	IL	60941
1718870	HEYWORTH CUSD 4	HEYWORTH	IL	61745
1718960	HIGH MOUNT SD 116	SWANSEA	IL	62226
1718990	HIGHLAND CUSD 5	HIGHLAND	IL	62249
1719080	TWP HSD 113	HIGHLAND PARK	IL	60035
1719110	LAGRANGE HIGHLANDS SD 106	LA GRANGE HIGHLANDS	IL	60525
1719200	HILLSBORO CUSD 3	HILLSBORO	IL	62049
1719230	HILLSIDE SD 93	HILLSIDE	IL	60162
1719260	HINCKLEY BIG ROCK CUSD 429	HINCKLEY	IL	60520
1719290	HINSDALE CCSD 181	BURR RIDGE	IL	60527
1719320	HINSDALE TWP HSD 86	HINSDALE	IL	60521
1719420	HOLLIS CONS SD 328	PEORIA	IL	61607
1719500	HOMER CCSD 33C	HOMER GLEN	IL	60491
1719530	HOMEWOOD SD 153	HOMEWOOD	IL	60430
1719560	HOMEWOOD FLOSSMOOR CHSD 233	FLOSSMOOR	IL	60422
1719620	HONONEGAH CHD 207	ROCKTON	IL	61072
1719660	HOOPESTON AREA CUSD 11	HOOPESTON	IL	60942
1719680	HOOVER-SCHRUM MEMORIAL SD 157	CALUMET CITY	IL	60409
1719740	HOYLETON CONS SD 29	HOYLETON	IL	62803
1719830	CONS SD 158	ALGONQUIN	IL	60102
1719920	HUTSONVILLE CUSD 1	HUTSONVILLE	IL	62433
1719960	ILLINI BLUFFS CUSD 327	GLASFORD	IL	61533
1719970	IL VALLEY CENTRAL USD 321	CHILLICOTHE	IL	61523
1720010	INA CCSD 8	INA	IL	62846
1720170	IROQUOIS COUNTY CUSD 9	WATSEKA	IL	60970
1720180	IROQUOIS WEST CUSD 10	GILMAN	IL	60924
1720190	IRVINGTON CCSD 11	IRVINGTON	IL	62848
1720220	ITASCA SD 10	ITASCA	IL	60143
1720250	IUKA CCSD 7	IUKA	IL	62849
1720280	JACKSONVILLE SD 117	JACKSONVILLE	IL	62650
1720350	JAMAICA CUSD 12	SIDELL	IL	61876
1720370	JASPER CCSD 17	FAIRFIELD	IL	62837
1720380	JASPER COUNTY CUD 1	NEWTON	IL	62448
1720430	JERSEY CUSD 100	JERSEYVILLE	IL	62052
1720490	JOHNSBURG CUSD 12	JOHNSBURG	IL	60051
1720550	JOHNSTON CITY CUSD 1	JOHNSTON CITY	IL	62951
1720580	JOLIET PSD 86	JOLIET	IL	60435
1720610	JOLIET TWP HSD 204	JOLIET	IL	60436
1720640	COUNTY OF UNION SCH DIST NO43	JONESBORO	IL	62952
1720760	KANKAKEE SD 111	KANKAKEE	IL	60901
1720790	KANSAS CUSD 3	KANSAS	IL	61933
1720880	KEENEYVILLE SD 20	HANOVER PARK	IL	60133
1720910	KELL CONS SD 2	KELL	IL	62853
1720970	KENILWORTH SD 38	KENILWORTH	IL	60043
1721000	KEWANEE CUSD 229	KEWANEE	IL	61443
1721030	KILDEER COUNTRYSIDE CCSD 96	BUFFALO GROVE	IL	60089
1721130	KINGS CONS SD 144	KINGS	IL	61068
1721180	KINNIKINNICK CCSD 131	ROSCOE	IL	61073
1721270	KIRBY SD 140	TINLEY PARK	IL	60477
1721300	HIAWATHA CUSD 426	KIRKLAND	IL	60146
1721390	KNOXVILLE CUSD 202	KNOXVILLE	IL	61448
1721420	KOMAREK SD 94	NORTH RIVERSIDE	IL	60546
1721450	DARIEN SD 61	DARIEN	IL	60561
1721510	LADD CCSD 94	LADD	IL	61329
1721590	LAGRANGE AREA DEPT SPEC ED-LADSE	LA GRANGE	IL	60525
1721600	LA GRANGE SD 102	LA GRANGE PARK	IL	60526
1721630	LA GRANGE SD 105 SOUTH	LA GRANGE	IL	60525
1721680	LA MOILLE CUSD 303	LA MOILLE	IL	61330
1721720	LAKE BLUFF ESD 65	LAKE BLUFF	IL	60044
1721750	LAKE FOREST SD 67	LAKE FOREST	IL	60045
1721780	LAKE FOREST CHSD 115	LAKE FOREST	IL	60045
1721840	LAKE PARK CHSD 108	ROSELLE	IL	60172
1721870	LAKE VILLA CCSD 41	LAKE VILLA	IL	60046
1721900	LAKE ZURICH CUSD 95	LAKE ZURICH	IL	60047
1722020	LANSING SD 158	LANSING	IL	60438
1722050	LARAWAY CCSD 70C	JOLIET	IL	60436
1722080	LA SALLE ESD 122	LA SALLE	IL	61301
1722110	LA SALLE-PERU TWP HSD 120	LA SALLE	IL	61301
1722130	RED HILL CUSD 10	BRIDGEPORT	IL	62417
1722150	LAWRENCE COUNTY CUD 20	LAWRENCEVILLE	IL	62439
1722300	LEBANON CUSD 9	LEBANON	IL	62254
1722350	PAW PAW CUSD 271	PAW PAW	IL	61353
1722360	LEE COUNTY SPEC EDUC ASSOC	DIXON	IL	61021
1722500	LEMONT TWP HSD 210	LEMONT	IL	60439
1722530	LENA WINSLOW CUSD 202	LENA	IL	61048
1722620	LEROY CUSD 2	LE ROY	IL	61752
1722710	LEXINGTON CUSD 7	LEXINGTON	IL	61753
1722730	LEYDEN AREA SPEC EDUC COOP	FRANKLIN PARK	IL	60131
1722740	LEYDEN CHSD 212	FRANKLIN PARK	IL	60131
1722770	LIBERTY CUSD 2	LIBERTY	IL	62347
1722800	LIBERTYVILLE SD 70	LIBERTYVILLE	IL	60048
1722830	CHSD 128	VERNON HILLS	IL	60061
1722860	LICK CREEK CCSD 16	BUNCOMBE	IL	62912
1722870	LELAND CUSD 1	LELAND	IL	60531
1722920	LIMESTONE WALTERS CCSD 316	PEORIA	IL	61607
1722950	LIMESTONE CHSD 310	PEORIA	IL	61607
1722980	LINCOLN ESD 27	LINCOLN	IL	62656
1723050	LINCOLN CHSD 404	LINCOLN	IL	62656
1723070	LINCOLN WAY CHSD 210	NEW LENOX	IL	60451
1723090	LINCOLNSHIRE-PRAIRIEVIEW SD 103	LINCOLNSHIRE	IL	60069
1723100	LINCOLNWOOD SD 74	LINCOLNWOOD	IL	60712
1723160	LISBON CCSD 90	NEWARK	IL	60541
1723200	LISLE CUSD 202	LISLE	IL	60532
1723250	LITCHFIELD CUSD 12	LITCHFIELD	IL	62056
1723340	LOCKPORT AREA SPEC EDUC COOP	LOCKPORT	IL	60441
1723350	LOCKPORT TWP HSD 205	LOCKPORT	IL	60441
1723460	LOMBARD SD 44	LOMBARD	IL	60148
1723640	BROOKLYN UD 188	LOVEJOY	IL	62059
1723700	LUDLOW CCSD 142	LUDLOW	IL	60949
1723730	WILL COUNTY SD 92	LOCKPORT	IL	60441
1723850	LYONS SD 103	LYONS	IL	60534
1723880	LYONS TWP HSD 204	LA GRANGE	IL	60525
1723900	MACKINAW VALLEY SPEC EDUC ASSOC	BLOOMINGTON	IL	61704
1723920	MACOMB CUSD 185	MACOMB	IL	61455
1723970	MADISON CUSD 12	MADISON	IL	62060
1723985	MADISON CO REG I SPEC EDUC COOP	GRANITE CITY	IL	62040
1723990	MADISON COUNTY VOC ADJ COUNSELING	EDWARDSVILLE	IL	62025
1724000	MAERCKER SD 60	WESTMONT	IL	60559
1724060	MAHOMET-SEYMOUR CUSD 3	MAHOMET	IL	61853
1724090	MAINE TOWNSHIP HSD 207	PARK RIDGE	IL	60068
1724120	MALDEN CCSD 84	MALDEN	IL	61337
1724270	MANHATTAN SD 114	MANHATTAN	IL	60442
1724330	MANNHEIM SD 83	FRANKLIN PARK	IL	60131
1724390	MANTENO CUSD 5	MANTENO	IL	60950
1724420	NORTHBROOK/GLENVIEW SD 30	NORTHBROOK	IL	60062
1724480	KANELAND CUSD 302	MAPLE PARK	IL	60151
1724570	MARENGO CHSD 154	MARENGO	IL	60152
1724600	MARION CUSD 2	MARION	IL	62959
1724650	MARISSA CUSD 40	MARISSA	IL	62257
1724720	PRAIRIE-HILLS ESD 144	MARKHAM	IL	60428
1724750	MAROA FORSYTH CUSD 2	MAROA	IL	61756
1724780	MARQUARDT SD 15	GLENDALE HEIGHTS	IL	60139
1724870	MARSHALL CUSD 2C	MARSHALL	IL	62441
1724900	MARTINSVILLE CUSD 3C	MARTINSVILLE	IL	62442
1724940	MASCOUTAH CUD 19	MASCOUTAH	IL	62258
1725000	MASSAC UD 1	METROPOLIS	IL	62960
1725020	MATTESON ESD 162	RICHTON PARK	IL	60471
1725050	MATTOON CUSD 2	MATTOON	IL	61938
1725110	MAYWOOD-MELROSE PARK-BROADVIEW 89	MELROSE PARK	IL	60160
1725190	MAZON-VERONA-KINSMAN ESD 2C	MAZON	IL	60444
1725260	MCCLELLAN CCSD 12	MOUNT VERNON	IL	62864
1725290	MCHENRY CCSD 15	MCHENRY	IL	60050
1725320	MCHENRY CHSD 156	MCHENRY	IL	60050
1725500	MEDINAH SD 11	ROSELLE	IL	60172
1725590	CUSD 4	MENDON	IL	62351
1725620	MENDOTA CCSD 289	MENDOTA	IL	61342
1725650	MENDOTA TWP HSD 280	MENDOTA	IL	61342
